main_ServiceProvider,main_Device_Manufacturer,main_Device_Model,main_Device_OS,main_Device_DeviceLanguage,main_QOS_QOSDate,main_QOS_SignalStrength,main_QOS_Location_Latitude,main_QOS_Location_Longitude,main_QOS_DeltaTransmittedBytes,main_QOS_DeltaReceivedBytes,main_Country,main_Region,main_City,conn_Generation_Category
Sprint,LGE,LG-LS980,ANDROID50,en,2017-07-30 22:08:33 UTC,-63,32.9499583,-96.7692033,76,0,United States,Texas,null,4G
Boost Mobile,zte,N9515,ANDROID44,es,2017-07-14 09:43:24 UTC,null,36.1659085,-86.8123546,722,1063,United States,Tennessee,null,4G
Sprint,LGE,LGLS992,ANDROID70,en,2017-07-25 01:49:49 UTC,null,38.8951314,-94.8069087,4666,7426,United States,Kansas,Olathe,4G
Boost Mobile,samsung,SPH-L710T,ANDROID44,en,2017-07-25 00:05:39 UTC,-74,38.82801803,-90.31903896,56629,127264,United States,Missouri,null,4G
Boost Mobile,samsung,SPH-L710T,ANDROID44,en,2017-06-01 13:39:11 UTC,-72,38.76782276,-90.23856274,1313,2000,United States,Missouri,null,4G
Boost Mobile,samsung,SPH-L710T,ANDROID44,es,2017-05-23 13:31:50 UTC,-76,38.94338732,-76.92458109,1667441,17635997,United States,Maryland,null,4G
Sprint,samsung,SM-G928P,ANDROID70,en,2017-05-17 15:40:23 UTC,-62,34.3662203,-118.5060606,0,0,United States,California,Santa Clarita,4G
Sprint,HTC,2PS64,ANDROID70,en,2017-05-28 12:54:06 UTC,-77,42.6423359,-87.8453062,141032348,275591220,United States,Wisconsin,null,4G
Boost Mobile,LGE,LGLS755,ANDROID60,en,2017-06-01 16:34:13 UTC,null,38.3465959,-85.9400757,1482,1264,United States,Indiana,null,4G
Sprint,HTC,2PS64,ANDROID70,en,2017-06-11 00:46:50 UTC,null,40.7383784,-74.0667646,403,551,United States,New Jersey,Jersey City,4G
Sprint,kyocera,C6725,ANDROID44,en,2017-05-17 21:58:05 UTC,-74,38.78874591,-90.56574346,755,757,United States,Missouri,Saint Charles,4G
Boost Mobile,samsung,SM-J700P,ANDROID60,en,2017-06-27 15:20:00 UTC,null,41.669792,-85.9770265,356,487,United States,Indiana,Elkhart,4G
Sprint,samsung,SM-N900P,ANDROID50,en,2017-05-18 12:44:41 UTC,-75,40.7597722,-74.2109957,575617,1802080,United States,New Jersey,East Orange,4G
Boost Mobile,kyocera,C6730,ANDROID44,en,2017-05-05 16:44:02 UTC,null,40.92563601,-74.08874822,1027,6423,United States,New Jersey,Paramus,4G
Sprint,HTC,2PS64,ANDROID70,en,2017-07-30 15:12:20 UTC,-82,29.2130419,-82.068803,0,0,United States,Florida,null,4G
Home,samsung,SM-G900R7,ANDROID44,en,2017-05-11 20:31:23 UTC,null,31.57871089,-91.30375254,29106,54529,United States,Mississippi,null,3G
Sprint,LGE,LG-LS995,ANDROID44,en,2017-06-21 15:43:21 UTC,null,41.10364343,-88.69909239,0,236,United States,Illinois,null,4G
Boost Mobile,LGE,LGLS755,ANDROID60,en,2017-07-26 16:08:13 UTC,null,40.70138833,-73.82236667,112,249,United States,New York,New York,4G
Sprint,samsung,SM-J327P,ANDROID60,en,2017-07-18 13:38:22 UTC,null,44.8042296,-93.3693333,244,341,United States,Minnesota,Bloomington,4G
Boost Mobile,samsung,SM-J700P,ANDROID60,en,2017-06-12 01:37:45 UTC,null,34.9632241,-120.4492877,283315,2412614,United States,California,Santa Maria,4G
Sprint,samsung,SPH-L520,ANDROID44,en,2017-07-28 20:54:08 UTC,null,31.98264993,-81.14568302,68750,74504,United States,Georgia,Savannah,4G
Sprint,Apple,"iPhone9,2",IOS102,en,2017-05-18 20:35:31 UTC,null,40.878009,-74.158453,190881,1839100,United States,New Jersey,Clifton,UNKNOWN
Boost Mobile,kyocera,C6730,ANDROID44,en,2017-06-13 22:02:04 UTC,-71,30.65078814,-87.32106488,5332,9573,United States,Florida,null,4G
Sprint,HTC,2PQ93,ANDROID70,en,2017-05-29 05:49:11 UTC,null,38.6672419,-121.3768627,0,0,United States,California,null,4G
Sprint,samsung,SM-T377P,ANDROID60,en,2017-07-26 01:37:30 UTC,null,39.7880827,-86.2430401,27990,100758,United States,Indiana,null,4G
Sprint,samsung,SPH-L900,ANDROID44,en,2017-05-18 19:44:47 UTC,-85,30.00541776,-95.48546437,719,1041,United States,Texas,null,4G
Boost Mobile,zte,N9515,ANDROID44,es,2017-06-03 14:06:04 UTC,null,36.1991113,-119.0816738,3965,5717,United States,California,null,4G
Sprint,samsung,SPH-L900,ANDROID44,en,2017-05-12 14:16:53 UTC,null,29.60457457,-98.45930841,0,0,United States,Texas,San Antonio,3G
Sprint,samsung,SM-J327P,ANDROID60,en,2017-07-01 03:18:38 UTC,null,34.0486045,-117.9381152,1427730,27584022,United States,California,null,4G
Boost Mobile,samsung,SM-J327P,ANDROID60,en,2017-07-18 01:24:56 UTC,null,36.0367124,-115.1710581,0,0,United States,Nevada,null,4G
Sprint,HTC,2PS64,ANDROID70,en,2017-07-20 20:45:56 UTC,-72,39.1044052,-84.5573658,0,0,United States,Ohio,Cincinnati,4G
Boost Mobile,LGE,LGLS675,ANDROID51,en,2017-07-20 23:32:50 UTC,null,33.9030947,-117.2432854,732388,3234445,United States,California,Moreno Valley,4G
Boost Mobile,LGE,LGLS755,ANDROID60,en,2017-07-24 17:22:39 UTC,null,29.9879677,-95.3414722,145214,329401,United States,Texas,Houston,4G
Sprint,LGE,LG-LS995,ANDROID44,en,2017-05-29 02:38:33 UTC,-77,38.10893722,-77.51784645,0,0,United States,Virginia,null,4G
Sprint,samsung,SM-G928P,ANDROID70,en,2017-06-17 20:01:09 UTC,null,34.0907258,-118.3071033,134438,376332,United States,California,Los Angeles,4G
Sprint,HTC,2PS64,ANDROID60,en,2017-07-18 13:12:12 UTC,-74,38.5220666,-90.3535077,36602,77775,United States,Missouri,Concord,4G
Boost Mobile,samsung,SM-J320P,ANDROID51,en,2017-06-20 18:38:01 UTC,-82,39.7537261,-85.9840965,580,580,United States,Indiana,null,4G
Sprint,samsung,SM-T237P,ANDROID44,en,2017-06-17 03:26:42 UTC,null,42.3617411,-87.97171604,1384,2336,United States,Illinois,null,3G
null,samsung,SPH-L720,ANDROID44,en,2017-05-18 00:35:58 UTC,null,29.80042618,-95.00072719,0,0,United States,Texas,Baytown,UNKNOWN
Sprint,samsung,SPH-L720T,ANDROID44,es,2017-05-17 23:23:03 UTC,-87,39.7617629,-104.8265298,0,0,United States,Colorado,Aurora,4G
Virgin Mobile,LGE,LGLS755,ANDROID60,en,2017-07-11 15:03:19 UTC,null,36.0656002,-119.0466519,31956,24393,United States,California,Porterville,4G
null,HTC,831C,ANDROID60,en,2017-07-13 02:02:44 UTC,null,42.2055205,-83.5229227,13872,30822,United States,Michigan,null,UNKNOWN
Sprint,motorola,XT1056,ANDROID44,en,2017-05-17 01:50:02 UTC,-83,39.8113983,-86.1465522,726491,20860041,United States,Indiana,null,4G
Sprint,samsung,SM-J327P,ANDROID60,en,2017-07-26 14:53:44 UTC,-87,37.5338866,-121.9944625,367,454,United States,California,Fremont,4G
Boost Mobile,samsung,SM-J700P,ANDROID60,en,2017-07-22 08:00:39 UTC,-91,39.4748616,-76.2728773,0,0,United States,Maryland,null,4G
Sprint,samsung,SPH-L520,ANDROID44,en,2017-06-09 15:48:24 UTC,-77,33.7291976,-117.8556512,0,0,United States,California,Santa Ana,4G
Sprint,HTC,0PJA2,ANDROID70,en,2017-07-23 15:12:21 UTC,null,36.3445046,-86.792703,0,0,United States,Tennessee,null,4G
Sprint,samsung,SM-G925P,ANDROID70,en,2017-07-18 17:43:56 UTC,null,43.4833423,-111.9977701,1327041,5580604,United States,Idaho,Idaho Falls,4G
Sprint,LGE,LGLS990,ANDROID50,en,2017-07-16 15:13:30 UTC,-79,38.7204879,-90.0931221,2432,7877,United States,Illinois,Granite City,4G
Sprint,samsung,SM-N915P,ANDROID60,en,2017-06-02 15:33:18 UTC,null,38.9661994,-77.1801975,294171,632805,United States,Virginia,McLean,3G
Boost Mobile,SHARP,306SH,ANDROID44,en,2017-07-12 16:06:32 UTC,-81,41.5271809,-88.0716009,841,1029,United States,Illinois,Joliet,4G
Sprint,LGE,LGLS991,ANDROID60,en,2017-07-31 17:03:18 UTC,null,33.7813152,-117.9412959,18339,46539,United States,California,Garden Grove,4G
Boost Mobile,LGE,LGLS755,ANDROID60,en,2017-07-19 00:22:09 UTC,null,36.0998383,-95.85328,4866,13321,United States,Oklahoma,Tulsa,4G
Boost Mobile,LGE,LGLS775,ANDROID70,en,2017-07-31 04:05:05 UTC,null,35.9829044,-83.9738268,18486,46398,United States,Tennessee,Knoxville,4G
Sprint,samsung,SM-G928P,ANDROID70,en,2017-07-29 12:56:00 UTC,-68,42.3581144,-83.080292,1741,1380,United States,Michigan,Detroit,4G
Sprint,samsung,SM-G925P,ANDROID70,en,2017-05-30 07:26:55 UTC,null,34.7532489,-92.2646837,166,80,United States,Arkansas,North Little Rock,4G
Sprint,LGE,LGLS991,ANDROID60,en,2017-07-29 13:47:07 UTC,null,43.0134031,-85.6398746,11081,21809,United States,Michigan,Grand Rapids,4G
Boost Mobile,ZTE,N9519,ANDROID60,en,2017-07-11 21:28:35 UTC,-79,35.3137727,-96.9549683,27025,18672,United States,Oklahoma,null,4G
Boost Mobile,LGE,LGLS775,ANDROID70,en,2017-07-26 16:52:32 UTC,null,42.7408923,-84.698734,203,708,United States,Michigan,null,4G
Boost Mobile,samsung,SM-J327P,ANDROID60,en,2017-07-11 11:14:48 UTC,-89,32.4445889,-99.7960724,782,780,United States,Texas,Abilene,4G
Sprint,HTC,831C,ANDROID44,en,2017-07-08 17:17:05 UTC,null,44.8747849,-93.1317038,12167,34419,United States,Minnesota,null,4G
Boost Mobile,LGE,LGLS450,ANDROID60,en,2017-07-26 10:06:15 UTC,-91,36.1013714,-83.9921166,1498,1924,United States,Tennessee,null,4G
Boost Mobile,samsung,SM-J700P,ANDROID60,en,2017-07-16 13:55:31 UTC,null,39.9140216,-83.8097696,2251,19544,United States,Ohio,Springfield,4G
null,samsung,SPH-L900,ANDROID44,en,2017-07-16 18:30:04 UTC,null,35.1612873,-80.7478214,1916,0,United States,North Carolina,Charlotte,UNKNOWN
Boost Mobile,samsung,SM-J700P,ANDROID60,es,2017-07-10 16:56:14 UTC,-79,29.9012901,-95.3223102,580,580,United States,Texas,null,4G
Boost Mobile,samsung,SM-J327P,ANDROID60,en,2017-07-17 16:42:23 UTC,null,36.0370013,-115.1707708,0,0,United States,Nevada,null,4G
Boost Mobile,samsung,SM-J327P,ANDROID60,en,2017-07-31 01:17:38 UTC,-87,41.8828736,-87.6400663,0,0,United States,Illinois,Chicago,4G
Sprint,samsung,SM-G925P,ANDROID70,en,2017-05-30 03:21:52 UTC,null,34.7530764,-92.2646837,6239,12441,United States,Arkansas,North Little Rock,4G
Sprint,LGE,LGLS775,ANDROID70,en,2017-07-13 11:51:14 UTC,null,41.7030663,-85.9463923,3653,7672,United States,Indiana,Elkhart,4G
Boost Mobile,LGE,LGLS755,ANDROID60,en,2017-07-12 17:53:34 UTC,null,39.4543734,-76.6402898,15424,31845,United States,Maryland,null,4G
Boost Mobile,samsung,SM-J327P,ANDROID60,en,2017-07-31 02:14:59 UTC,null,36.0933342,-115.0465412,1554,2876,United States,Nevada,null,4G
Virgin Mobile,samsung,SM-J700P,ANDROID60,en,2017-07-26 11:32:31 UTC,null,42.0771073,-71.6265628,503,2276,United States,Massachusetts,null,4G
Sprint,samsung,SPH-L600,ANDROID44,en,2017-07-19 22:19:08 UTC,-70,34.47828851,-117.2678799,620,651,United States,California,null,4G
Sprint,samsung,SM-J327P,ANDROID60,en,2017-05-30 01:07:26 UTC,-86,36.560427,-87.4227271,8467,7854,United States,Tennessee,Clarksville,4G
Virgin Mobile,samsung,SM-J320P,ANDROID51,en,2017-07-15 17:38:03 UTC,null,34.7125433,-86.6878993,196903,2132012,United States,Alabama,Huntsville,4G
Sprint,samsung,SM-G928P,ANDROID70,en,2017-07-14 15:33:24 UTC,-84,33.9255079,-116.8772307,0,0,United States,California,Banning,4G
Sprint,samsung,SM-G925P,ANDROID70,en,2017-07-15 23:57:22 UTC,null,30.4370278,-91.1920534,15229,36594,United States,Louisiana,Baton Rouge,4G
Boost Mobile,kyocera,C6730,ANDROID44,en,2017-06-12 10:27:05 UTC,null,29.88773957,-97.91999864,352,352,United States,Texas,San Marcos,4G
Sprint,HTC,0PJA2,ANDROID70,en,2017-07-15 16:35:52 UTC,null,47.7118468,-116.9395806,753,308,United States,Idaho,Post Falls,4G
null,HTC,2PQ93,ANDROID70,en,2017-07-31 02:11:41 UTC,null,41.8525714,-87.7050031,4698,2489,United States,Illinois,Chicago,UNKNOWN
Sprint,HTC,2PS64,ANDROID70,en,2017-07-14 21:19:56 UTC,null,38.8800508,-77.0051443,7564,15463,United States,District of Columbia,District of Columbia,4G
Sprint,samsung,SM-N900P,ANDROID44,en,2017-07-24 14:17:41 UTC,null,40.92378207,-82.12584584,6577714,6581081,United States,Ohio,null,3G
Boost Mobile,LGE,LGLS755,ANDROID60,en,2017-07-25 17:50:40 UTC,null,40.1090105,-75.3261747,0,0,United States,Pennsylvania,Norristown,4G
Verizon Wireless,motorola,XT1609,ANDROID60,en,2017-07-29 15:18:32 UTC,null,30.46651593,-87.24161723,0,0,United States,Florida,null,4G
Sprint,samsung,SM-G925P,ANDROID70,en,2017-07-14 20:05:51 UTC,-67,40.7667691,-73.9951581,0,0,United States,New York,New York,4G
Sprint,samsung,SM-T817P,ANDROID70,en,2017-07-26 20:11:03 UTC,-73,40.8902154,-73.9818895,0,0,United States,New Jersey,Englewood,4G
Sprint,samsung,SPH-L600,ANDROID44,en,2017-05-24 13:13:34 UTC,null,33.93794349,-118.2736254,18053,18307,United States,California,Los Angeles,4G
cricket,motorola,XT1045,ANDROID44,zh,2017-06-27 17:06:51 UTC,-70,34.07076692,-118.1089224,1151,5516,United States,California,Monterey Park,4G
AT&T,samsung,SAMSUNG-SM-T337A,ANDROID44,en,2017-06-17 04:30:20 UTC,-84,39.11908363,-90.85834989,719,788,United States,Missouri,null,4G
cricket,samsung,SM-G935F,ANDROID70,en,2017-05-13 14:53:07 UTC,-80,32.7521537,-99.2146521,15747,35023,United States,Texas,null,4G
AT&T,LGE,LG-D950,ANDROID44,en,2017-05-09 22:43:06 UTC,null,33.00338355,-96.95511063,5863,20926,United States,Texas,Lewisville,4G
cricket,samsung,SAMSUNG-SM-G870A,ANDROID44,en,2017-06-11 23:46:06 UTC,null,40.95992365,-85.70168431,494997,11205585,United States,Indiana,null,3G
AT&T,Sony,F3313,ANDROID60,es,2017-06-29 06:33:04 UTC,-62,33.4765374,-93.99757,38712,42684,United States,Arkansas,Texarkana,4G
null,samsung,SAMSUNG-SGH-I257,ANDROID44,en,2017-05-10 04:21:59 UTC,null,35.25604126,-112.1956155,90139,1593695,United States,Arizona,null,UNKNOWN
AT&T,PANTECH,IM-100K,ANDROID60,ko,2017-06-27 14:35:30 UTC,null,38.3318598,-85.6889099,70387,129647,United States,Indiana,Jeffersonville,3G
cricket,zte,Z987,ANDROID44,en,2017-06-10 18:29:47 UTC,null,39.70075238,-104.8633515,0,0,United States,Colorado,Aurora,3G
cricket,ZTE,Z988,ANDROID60,en,2017-06-10 02:54:02 UTC,null,30.57097012,-97.43045455,383,6155,United States,Texas,Taylor,3G
AT&T,LGE,LG-E980,ANDROID44,en,2017-05-01 00:17:13 UTC,-99,29.85260634,-97.52473246,0,0,United States,Texas,null,3G
null,samsung,SAMSUNG-SGH-I337Z,ANDROID44,es,2017-05-06 08:30:23 UTC,null,38.637704,-77.2704175,5950,4314,United States,Virginia,Woodbridge,UNKNOWN
cricket,samsung,SAMSUNG-SM-J320AZ,ANDROID60,es,2017-05-10 02:22:12 UTC,null,29.46584662,-98.40823099,21783,102716,United States,Texas,San Antonio,4G
AT&T,Sony,D6616,ANDROID50,en,2017-07-19 21:30:15 UTC,null,37.3609076,-122.0972031,450189,671324,United States,California,Los Altos,3G
AT&T,samsung,SAMSUNG-SGH-I747,ANDROID44,es,2017-06-04 20:47:34 UTC,null,41.74578269,-88.31795035,10471,161104,United States,Illinois,Aurora,3G
cricket,zte,Z987,ANDROID44,en,2017-06-18 17:51:40 UTC,null,33.09298407,-80.08876523,5663,13188,United States,South Carolina,null,4G
AT&T,LGE,LG-F460K,ANDROID50,ko,2017-06-18 13:37:04 UTC,null,38.9463071,-77.3398007,414,0,United States,Virginia,Reston,3G
null,samsung,SAMSUNG-SGH-I747,ANDROID44,en,2017-05-07 19:12:41 UTC,null,34.35326436,-84.04604174,0,0,United States,Georgia,null,UNKNOWN
AT&T,samsung,SM-G950U1,ANDROID70,en,2017-07-24 02:08:50 UTC,-79,26.1368367,-80.2560792,0,0,United States,Florida,Plantation,4G
cricket,zte,Z987,ANDROID44,en,2017-06-20 22:57:27 UTC,-77,39.0416402,-77.02396,974,1224,United States,Maryland,null,3G
AT&T,samsung,SAMSUNG-SGH-I747,ANDROID44,en,2017-06-19 13:58:22 UTC,null,41.22225587,-79.3642481,183,814,United States,Pennsylvania,null,3G
AT&T,samsung,SAMSUNG-SGH-I747,ANDROID44,en,2017-07-26 23:47:08 UTC,null,37.54598883,-121.9804925,68,108,United States,California,Fremont,3G
AT&T,samsung,SHV-E250L,ANDROID44,ko,2017-06-08 01:39:00 UTC,-95,33.0155762,-117.0782658,0,0,United States,California,San Diego,3G
AT&T,samsung,SAMSUNG-SM-T337A,ANDROID44,en,2017-06-12 03:42:50 UTC,null,33.9659462,-84.24715445,137,181,United States,Georgia,null,4G
AT&T,samsung,SAMSUNG-SM-G750A,ANDROID44,en,2017-07-02 22:31:51 UTC,null,33.1111333,-96.11622852,580,580,United States,Texas,Greenville,4G
cricket,samsung,SAMSUNG-SM-G360AZ,ANDROID44,es,2017-05-18 22:20:38 UTC,null,39.38987585,-119.7362855,642,192,United States,Nevada,null,3G
AT&T,samsung,SAMSUNG-SM-G870A,ANDROID60,en,2017-06-08 16:52:58 UTC,-63,32.2653033,-110.8935819,129626,1413568,United States,Arizona,Tucson,4G
AT&T,Apple,"iPhone9,4",IOS103,en,2017-06-20 18:03:40 UTC,null,41.815754,-88.363298,561710,10486865,United States,Illinois,North Aurora,4G
null,samsung,SAMSUNG-SM-G870A,ANDROID44,en,2017-06-01 21:06:45 UTC,null,37.55518199,-84.24389555,0,0,United States,Kentucky,null,UNKNOWN
cricket,LGE,LG-E980,ANDROID44,en,2017-05-04 12:53:57 UTC,null,29.48297836,-98.59945068,23901,39769,United States,Texas,null,4G
null,samsung,SAMSUNG-SM-G750A,ANDROID44,en,2017-06-03 03:14:54 UTC,-75,39.82407346,-86.2480741,0,0,United States,Indiana,null,UNKNOWN
AT&T,samsung,SAMSUNG-SM-G890A,ANDROID70,en,2017-06-09 20:03:24 UTC,-69,28.5166773,-81.3762446,0,0,United States,Florida,Orlando,4G
AT&T,LGE,LG-D950,ANDROID44,en,2017-05-11 19:46:37 UTC,-80,35.37578239,-97.42366164,906,426,United States,Oklahoma,Oklahoma City,4G
AT&T,motorola,Moto G Play,ANDROID60,en,2017-07-11 21:50:07 UTC,null,34.6646456,-86.4228755,11214,11332,United States,Alabama,Huntsville,4G
AT&T,samsung,SAMSUNG-SM-G920A,ANDROID60,en,2017-05-06 17:00:40 UTC,-113,39.1550428,-84.4278113,1124088,1784795,United States,Ohio,Cincinnati,4G
AT&T,samsung,SAMSUNG-SM-T217A,ANDROID44,en,2017-05-15 13:36:56 UTC,-88,38.70080113,-76.87549024,1763,596,United States,Maryland,null,4G
Home,samsung,SAMSUNG-SGH-I527,ANDROID44,en,2017-05-19 07:14:42 UTC,null,35.45297797,-92.09512783,9239,15042,United States,Arkansas,null,3G
AT&T,samsung,SAMSUNG-SGH-I337,ANDROID44,en,2017-06-22 00:53:23 UTC,null,36.55091334,-95.56022097,685,214,United States,Oklahoma,null,3G
cricket,LGE,LG-K425,ANDROID60,en,2017-06-25 00:42:56 UTC,-68,41.0869198,-73.4293354,0,0,United States,Connecticut,Norwalk,4G
AT&T,samsung,SAMSUNG-SM-G870A,ANDROID44,en,2017-05-06 01:58:19 UTC,-73,29.35382016,-95.359763,33492,1891771,United States,Texas,null,4G
AT&T,samsung,SAMSUNG-SM-G920A,ANDROID70,en,2017-07-22 22:57:00 UTC,null,27.9971372,-82.6846368,27908,29805,United States,Florida,Safety Harbor,4G
AT&T,LGE,LG-F320K,ANDROID44,ko,2017-06-09 20:53:41 UTC,-107,43.0829999,-89.4770514,2699,2990,United States,Wisconsin,Madison,3G
cricket,TCL ALCATEL ONETOUCH,6045O,ANDROID60,en,2017-07-15 17:46:01 UTC,null,44.8876981,-123.0600656,1376,52,United States,Oregon,Salem,4G
AT&T,samsung,SAMSUNG-SM-G870A,ANDROID44,en,2017-05-08 02:39:17 UTC,-74,37.67772012,-122.0646926,0,0,United States,California,null,4G
cricket,samsung,GT-N7100,ANDROID44,es,2017-06-13 13:29:28 UTC,null,30.4172023,-97.5895678,300,300,United States,Texas,Pflugerville,3G
cricket,samsung,SM-G935F,ANDROID70,en,2017-07-25 16:02:08 UTC,null,33.7511405,-84.4965451,95493,952819,United States,Georgia,Atlanta,4G
null,samsung,SAMSUNG-SM-G750A,ANDROID51,en,2017-07-18 10:21:56 UTC,null,40.1594329,-74.9909769,180,249,United States,Pennsylvania,null,UNKNOWN
null,motorola,XT1635-02,ANDROID70,pt,2017-06-22 16:15:59 UTC,null,42.0865791,-71.0091032,1632,1632,United States,Massachusetts,Brockton,UNKNOWN
AT&T,samsung,SAMSUNG-SM-G890A,ANDROID51,en,2017-07-24 16:29:40 UTC,-51,39.6846896,-78.1095803,0,0,United States,Maryland,null,3G
AT&T,samsung,SAMSUNG-SM-G870A,ANDROID44,en,2017-07-02 04:18:06 UTC,-58,21.39301144,-157.977468,13716,53382,United States,Hawaii,null,4G
AT&T,OnePlus,ONEPLUS A3000,ANDROID71,en,2017-07-21 23:50:17 UTC,null,34.9169995,-86.9082365,808,835,United States,Alabama,null,3G
AT&T,samsung,SHV-E470S,ANDROID50,ko,2017-06-13 18:38:52 UTC,-73,40.7065842,-74.0127638,2528,6440,United States,New York,New York,3G
null,samsung,SAMSUNG-SM-G750A,ANDROID44,en,2017-05-12 07:13:05 UTC,null,39.92410997,-86.21162208,0,0,United States,Indiana,null,UNKNOWN
AT&T,samsung,SAMSUNG-SGH-I747,ANDROID44,en,2017-07-12 01:01:06 UTC,null,37.4976513,-91.8510333,282,474,United States,Missouri,null,3G
AT&T,samsung,SAMSUNG-SM-T337A,ANDROID44,en,2017-05-12 15:32:43 UTC,-40,40.74046454,-73.97603214,0,0,United States,New York,New York,4G
AT&T,motorola,XT1575,ANDROID60,en,2017-07-31 14:59:42 UTC,-103,40.8813106,-73.0529904,0,0,United States,New York,Centereach,3G
AT&T,samsung,SAMSUNG-SGH-I337,ANDROID44,en,2017-06-19 20:39:02 UTC,null,36.83957819,-119.6821831,713602,21426824,United States,California,Clovis,3G
cricket,motorola,XT1095,ANDROID60,en,2017-05-30 02:45:45 UTC,-70,26.68952402,-80.15869527,0,0,United States,Florida,null,4G
AT&T,LGE,LG-H910,ANDROID70,en,2017-07-19 07:35:28 UTC,-78,41.4287568,-79.7040524,179051,4014004,United States,Pennsylvania,null,4G
AT&T,samsung,SAMSUNG-SGH-I747,ANDROID44,en,2017-06-29 17:31:04 UTC,null,39.75009975,-84.13689262,0,0,United States,Ohio,Dayton,4G
cricket,motorola,Moto G (4),ANDROID70,en,2017-06-07 21:42:59 UTC,-65,40.6051733,-74.1621061,0,0,United States,New York,New York,4G
AT&T,samsung,SM-G925F,ANDROID60,en,2017-06-26 18:27:49 UTC,-51,40.9353299,-77.0420119,13447,22107,United States,Pennsylvania,null,3G
AT&T,LGE,LG-H820,ANDROID70,en,2017-07-23 02:07:36 UTC,null,36.2511725,-93.1204194,112478,31037,United States,Arkansas,null,4G
cricket,motorola,Moto G (5) Plus,ANDROID70,en,2017-07-09 15:31:03 UTC,-57,36.0207185,-79.4432903,719,1325,United States,North Carolina,null,4G
cricket,samsung,SM-G930U,ANDROID70,en,2017-06-05 17:34:08 UTC,null,26.4353352,-81.7763524,0,0,United States,Florida,null,4G
AT&T,samsung,SAMSUNG-SM-J320A,ANDROID60,en,2017-06-14 18:08:40 UTC,null,38.9116466,-77.1033085,256,260,United States,Virginia,Arlington,3G
AT&T,samsung,SAMSUNG-SGH-I337,ANDROID44,en,2017-06-26 12:09:46 UTC,null,34.59702387,-90.39968878,0,0,United States,Mississippi,null,3G
AT&T,motorola,Moto Z2 Play,ANDROID71,en,2017-06-06 22:22:11 UTC,-62,42.16348669,-87.95207765,0,0,United States,Illinois,null,4G
AT&T,samsung,SAMSUNG-SGH-I257,ANDROID44,en,2017-06-23 18:23:40 UTC,-58,38.64463724,-83.7500389,3807,3194,United States,Kentucky,null,4G
AT&T,samsung,SAMSUNG-SGH-I747,ANDROID44,en,2017-05-12 20:32:15 UTC,-62,33.04516127,-116.8633392,8356,19452,United States,California,null,4G
null,samsung,SAMSUNG-SGH-I337,ANDROID44,en,2017-07-23 12:54:07 UTC,null,40.59404078,-73.97517862,0,0,United States,New York,New York,UNKNOWN
cricket,LGE,LG-D959,ANDROID44,en,2017-05-25 11:58:41 UTC,-67,27.45026682,-99.47187874,0,0,United States,Texas,Laredo,4G
AT&T,Sony,F8332,ANDROID70,en,2017-05-28 01:38:03 UTC,-85,33.9355222,-118.2542612,520,28496,United States,California,Los Angeles,4G
AT&T,samsung,SAMSUNG-SGH-I747,ANDROID43,en,2017-07-01 15:30:35 UTC,-53,21.3168683,-158.0710699,2002859,6994634,United States,Hawaii,null,4G
cricket,samsung,SAMSUNG-SM-G530AZ,ANDROID44,en,2017-05-14 20:49:48 UTC,null,29.53217928,-95.37057555,28870,52430,United States,Texas,null,4G
null,zte,Z955L,ANDROID51,en,2017-05-17 11:34:44 UTC,null,40.5855351,-73.9526978,110468,219126,United States,New York,New York,UNKNOWN
cricket,LGE,LG-K540,ANDROID60,es,2017-05-25 13:43:43 UTC,null,30.30263456,-97.66067553,4896,12330,United States,Texas,Austin,4G
cricket,LGE,LG-K120,ANDROID51,en,2017-07-29 05:09:55 UTC,-70,36.1400161,-115.0633843,0,0,United States,Nevada,Sunrise Manor,4G
null,kyocera,E6782,ANDROID44,en,2017-06-12 01:01:25 UTC,null,42.88214121,-104.4076161,140,0,United States,Wyoming,null,UNKNOWN
AT&T,samsung,SAMSUNG-SM-T217A,ANDROID44,en,2017-06-05 20:56:19 UTC,null,34.30077856,-92.10409547,2734,1417,United States,Arkansas,null,3G
cricket,zte,Z987,ANDROID44,en,2017-06-03 18:25:32 UTC,-82,31.76554902,-106.3365406,2001,15097,United States,Texas,El Paso,4G
AT&T,samsung,SAMSUNG-SM-J727A,ANDROID70,en,2017-07-26 05:12:29 UTC,-86,30.8868385,-84.5612409,580,580,United States,Georgia,null,4G
cricket,samsung,SAMSUNG-SM-G360AZ,ANDROID44,es,2017-06-18 01:52:47 UTC,-81,41.57606715,-88.1570011,32411,703305,United States,Illinois,Joliet,4G
AT&T,motorola,Nexus 6,ANDROID70,en,2017-07-31 16:41:49 UTC,null,44.207365,-92.6268385,202463,242606,United States,Minnesota,null,4G
cricket,LGE,LG-M430,ANDROID70,en,2017-07-21 09:36:29 UTC,-51,39.8882808,-86.5418031,0,0,United States,Indiana,null,4G
AT&T,samsung,SAMSUNG-SM-J320A,ANDROID60,en,2017-07-22 17:38:34 UTC,-84,30.3660372,-90.9684464,719,857,United States,Louisiana,null,4G
null,samsung,SAMSUNG-SM-G920A,ANDROID60,en,2017-06-22 21:12:19 UTC,null,29.5502395,-95.5988523,33044321,null,United States,Texas,null,UNKNOWN
