CUSTOMER_KEY,TRIAL_CUSTOMER_TYPE,CONTROL_GROUP_FLAG,TARIFF_PRODUCT_CD,FEEDBACK_TECH1_PRODUCT_CD,FEEDBACK_TECH2_PRODUCT_CD,LIFESTYLE_AUDIT_PRODUCT_CD,INFERRED_CELL,VERIFIED_CELL,SERVICE_TYPE,GENERAL_SUPPLY_CNT,CONTROLLED_LOAD_CNT,NET_SOLAR_CNT,GROSS_SOLAR_CNT,OTHER_LOAD_CNT,SERVICE_LOC_STATUS_NAME,ASSRTD_CLIMATE_ZONE_CD,ASSRTD_CLIMATE_ZONE_DESC,ASSRTD_DWELLING_TYPE_CD,ASSRTD_GAS_USAGE_GROUP_CD,ASSRTD_ELECTRICITY_USE_GRP_CD,DWELLING_TYPE_CD,DRYER_USAGE_CD,REDUCING_CONSUMPTION_CD,AIRCON_TYPE_CD,NUM_REFRIGERATORS,NUM_ROOMS_HEATED,HAS_GENERATION,HAS_INTERNET_ACCESS,HAS_GAS,HAS_GAS_HEATING,HAS_GAS_HOT_WATER,HAS_GAS_COOKING,HAS_POOLPUMP,HAS_AIRCON,HAS_GAS_OTHER_APPLIANCE,IS_HOME_DURING_DAYTIME,HAS_AGREED_TO_SMS,SMART_METER_INSTALLATION_DATE,LIFESTYLE_AUDIT_PERFORMED_DATE,PROVISIONING_COMPLETE_DATE,OFFER_WITHDRAWN_DATE,ACCEPTANCE_WITHDRAWN_DATE,OPERATION_START_DATE,OPERATION_FINISH_DATE,AGREEMENT_EXIT_REASON
11166449,Retail,N,EA-TOPUP,EA-SIHD,,,60,,Domestic,1,0,0,0,0,SGSC Declined,5,Warm temperate,NotUnit,LOW,MED,,MED,HI,Ducted,1,4,N,Y,,,,,N,Y,,N,Y,,,,18-Jun-13,,,,
8305030,Retail,N,,,,,28,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11212832,Retail,N,,,,,18,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11273596,Retail,N,,,,,15,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10206066,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8251710,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8574781,Retail,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8147619,Network,N,NETDPRPPE,NETSIHD,,,72,84,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,NONE,HI,SplitSystem,3,0,N,Y,N,N,N,N,N,Y,N,N,Y,22-Jun-12,,8-Jan-13,,,8-Jan-13,28-Feb-14,OPTOUTNETWKCLOSE
9621052,Retail,N,,,,,24,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8304778,Network,N,,,,,72,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10-Feb-12,,,,,,,
8541628,Retail,N,,,,,72,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8574789,Retail,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8145237,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8912670,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8912672,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8912674,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
11170111,Network,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-Jun-12,,,,,,,
11170121,Network,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-Jun-12,,,,,,,
11170125,Network,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-Jun-12,,,,,,,
10756210,Retail,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9396744,Retail,N,,,,,66,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11093906,Retail,N,,,,,37,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
10490961,Retail,N,,,,,20,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9027096,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11161467,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11161477,Retail,N,EA-TOPUP,EA-SIHD,,,49,,Domestic,2,1,0,0,0,Trial Closed,6,Mild temperate,NotUnit,LOW,MED,,MED,HI,Ducted,1,0,N,Y,,,,,N,Y,,Y,Y,9-Jul-13,,29-Jul-13,,,29-Jul-13,28-Feb-14,OPTOUTRETAILERCLOSE
11161481,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11161495,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
11161499,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
11161503,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8740448,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10485325,Retail,N,,,,,1,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10632359,Retail,N,EA-STOU,EA-SIHD,,,64,,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,HI,MED,,NONE,HI,,2,0,N,Y,,,,,Y,N,,Y,Y,17-Jan-13,,25-Feb-13,,,25-Feb-13,28-Feb-14,OPTOUTRETAILERCLOSE
11162755,Network,N,,,,,2,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,25-May-12,,,,,,,
11162757,Network,N,NETDPRPPE,NETSIHD,,,8,30,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,Unit,MED,LOW,Unit,MED,MED,,1,1,N,Y,Y,Y,N,Y,N,N,N,N,Y,25-May-12,,19-Oct-12,,,19-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
11163345,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11163359,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8579339,Network,N,,NETSIHD,,,6,6,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,Unit,LOW,LOW,Unit,LOW,NONE,SplitSystem,1,0,N,N,N,N,N,N,N,Y,N,N,N,7-Jun-12,,27-Nov-12,,,27-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
9397610,Retail,N,,,,,6,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8564161,Network,N,,,,,74,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,18-Jul-12,,,,,,,
8564163,Retail,N,,,,,8,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8564167,Retail,N,,,,,8,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8564823,Retail,N,EA-DPP,,,,6,,Domestic,1,0,0,0,0,SGSC Declined,5,Warm temperate,Unit,LOW,LOW,,NONE,MED,,1,0,N,N,,,,,N,N,,Y,Y,,,,9-Jul-13,,,,
8564827,Retail,N,,,,,6,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8564829,Retail,N,,,,,6,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8564837,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8564843,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8564845,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8564849,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8564851,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8429704,Network,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,25-Jun-12,,,,,,,
8591600,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8587730,Network,N,NETDPRPPE,,,,13,13,Domestic,2,2,1,0,0,Trial Closed,6,Mild temperate,NotUnit,LOW,LOW,SeparateHouse,NONE,HI,SplitSystem,1,0,Y,Y,N,N,N,N,N,Y,N,N,Y,13-Aug-12,,15-Dec-12,,,15-Dec-12,28-Feb-14,OPTOUTNETWKCLOSE
8566149,Retail,N,EA-DPP,,,,14,,Domestic,1,0,0,0,0,Customer Withdrew,5,Warm temperate,NotUnit,MED,LOW,,LOW,HI,SplitSystem,3,0,N,N,,,,,N,Y,,Y,Y,,,,,4-Mar-13,,,
8566153,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8566161,Retail,N,,,,,50,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8566813,Retail,N,,,,,74,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8566827,Retail,N,,,,,74,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
10706522,Retail,N,,,,,60,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9766254,Retail,N,,,,,24,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10897249,Retail,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
10095570,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9369416,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9369428,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9369430,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
9369440,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9369450,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11151199,Retail,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11151207,Retail,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11151213,Retail,N,EA-DPP,EA-POR,,,30,,Domestic,1,0,0,0,0,SGSC Declined,5,Warm temperate,Unit,LOW,LOW,,NONE,HI,Ducted,2,0,N,Y,,,,,N,Y,,Y,Y,,,,16-May-13,,,,
11151223,Retail,N,EA-DPP,EA-POR,,,66,,Domestic,1,0,0,0,0,SGSC Declined,5,Warm temperate,Unit,LOW,MED,,NONE,HI,Ducted,2,0,N,Y,,,,,N,Y,,Y,Y,,,,16-May-13,,,,
11151229,Retail,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8566833,Retail,N,,,,,74,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
9089878,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
10327320,Retail,N,,,,,18,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8319756,Retail,N,,,,,38,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
10017650,Network,N,,,,,6,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,26-Apr-12,,,,,,,
9372452,Retail,N,,,,,1,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9372454,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9372458,Retail,N,,,,,1,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9372460,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8570051,Retail,N,,,,,36,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8570055,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8570067,Network,N,NETDPRPPE,NETSIHD,,,36,36,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,MED,SplitSystem,3,0,N,Y,N,N,N,N,N,Y,N,N,Y,1-Mar-12,,12-Oct-12,,,12-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8570075,Retail,N,EA-TOPUP,EA-POR,EA-SPLUG,,0,,Domestic,1,0,0,0,0,SGSC Declined,5,Warm temperate,NotUnit,LOW,LOW,,LOW,MED,SplitSystem,2,2,N,Y,,,,,N,Y,,Y,Y,,,,20-Dec-12,,,,
8570081,Retail,N,,,,,36,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8570083,Retail,N,,,,,72,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
9701080,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10909434,Retail,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9079206,Retail,N,EA-TOPUP,EA-POR,,,64,,Domestic,1,0,0,0,0,Opted Out,5,Warm temperate,NotUnit,HI,MED,,HI,HI,,1,0,N,Y,,,,,N,N,,N,Y,26-Feb-13,,26-Jun-13,,,26-Jun-13,2-Jul-13,OptOutExit
10031546,Retail,N,,,,,6,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9372466,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
11154945,Network,N,,,,,53,,Domestic,1,1,1,0,0,Not a Customer,6,Mild temperate,NotUnit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4-Jul-12,,,,,,,
11154947,Control,Y,,,,,17,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,6-Mar-12,,,,,,,
11154949,Retail,N,,,,,89,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,HI,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
11154951,Network,N,NETDPRPPE,NETSIHD,,,53,49,Domestic,1,1,0,0,0,Trial Closed,6,Mild temperate,NotUnit,HI,MED,SeparateHouse,NONE,HI,SplitSystem,1,0,N,Y,Y,N,Y,N,N,Y,N,N,Y,4-Jul-12,,26-Nov-12,,,26-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
11154955,Network,N,,,,,3,1,Domestic,1,1,0,0,0,Not a Customer,6,Mild temperate,NotUnit,MED,LOW,SeparateHouse,NONE,MED,,1,0,N,N,Y,N,N,Y,N,N,N,N,N,6-Aug-12,,,,,,,
11154969,Retail,N,EA-STOU,EA-SIHD,,,89,,Domestic,1,0,0,0,0,Customer Withdrew,6,Mild temperate,NotUnit,HI,HI,,LOW,HI,Ducted,2,0,N,Y,,,,,N,Y,,Y,Y,,,,,21-Dec-12,,,
11154943,Network,N,,,,,17,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,29-Jun-12,,,,,,,
11154981,Control,Y,,,,,17,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-Mar-12,,,,,,,
8221170,Retail,N,EA-TOPUP,EA-SIHD,,,48,,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,,LOW,HI,SplitSystem,2,0,N,Y,,,,,N,Y,,Y,Y,7-Feb-13,,25-Feb-13,,,25-Feb-13,28-Feb-14,OPTOUTRETAILERCLOSE
8410100,Network,N,NETDPRPPE,NETSIHD,,,42,42,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,Unit,LOW,MED,Unit,LOW,MED,Ducted,2,0,N,Y,Y,N,Y,N,N,Y,N,N,Y,8-Jun-12,,2-Jan-13,,,2-Jan-13,28-Feb-14,OPTOUTNETWKCLOSE
9749540,Retail,N,,,,,24,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8728322,Retail,N,,,,,84,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
9786918,Retail,N,,,,,62,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
10693838,Network,N,,,,,64,,Domestic,2,2,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Mar-12,,,,,,,
8250552,Network,N,,,,,26,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,25-May-12,,,,,,,
10641181,Retail,N,,,,,36,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8160403,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8592842,Control,Y,,,,,50,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Feb-12,,,,,,,
8592850,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8592852,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8592858,Retail,N,EA-DPP,,,,14,,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,LOW,,NONE,HI,Ducted,2,0,N,Y,,,,,N,Y,,Y,Y,7-Mar-13,,23-Mar-13,,,23-Mar-13,28-Feb-14,OPTOUTRETAILERCLOSE
8599714,Retail,N,EA-DPP,EA-POR,,,2,,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,LOW,,MED,LOW,SplitSystem,1,0,N,Y,,,,,N,Y,,Y,Y,6-Jun-13,,21-Jun-13,,,21-Jun-13,28-Feb-14,OPTOUTRETAILERCLOSE
8221064,Retail,N,,,,,84,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8856072,Retail,N,,,,,28,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10076574,Retail,N,,,,,6,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8145385,Retail,N,,,,,72,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
9966880,Retail,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11379517,Network,N,,,,,60,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,26-May-12,,,,,,,
11379523,Retail,N,EA-DPP,EA-POR,EA-SPLUG,,96,,Domestic,1,0,0,0,0,SGSC Declined,5,Warm temperate,NotUnit,LOW,HI,,LOW,LOW,SplitSystem,1,0,N,Y,,,,,Y,Y,,Y,Y,,,,17-May-13,,,,
11379525,Network,N,,,,,60,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Mar-12,,,,,,,
11379539,Retail,N,,,,,60,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11379541,Retail,N,,,,,60,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11379543,Retail,N,,,,,24,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11379547,Retail,N,,,,,24,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11380124,Retail,N,,,,,18,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11380126,Retail,N,,,,,18,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11380132,Retail,N,,,,,18,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11380134,Retail,N,,,,,18,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11380136,Retail,N,,,,,18,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
