Measurement Title,Measurement Description,Measurement Type,Measurement Medium,Measurement Time,Measurement Value,Units,Units Abbreviation,Measurement Period Type,Data Stream ID,Resource ID,Measurement ID,Record ID,Latitude,Longitude,Location
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:58:16.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776253039999999,333032518776253039999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:58:16.000,454.0,millivolts,mV,Instantaneous,33305,65515,2518776253039999999,333052518776253039999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:57:14.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776253659999999,333032518776253659999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:57:14.000,426.0,millivolts,mV,Instantaneous,33305,65515,2518776253659999999,333052518776253659999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:56:11.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776254289999999,333032518776254289999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:56:11.000,395.0,millivolts,mV,Instantaneous,33305,65515,2518776254289999999,333052518776254289999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:55:09.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776254909999999,333032518776254909999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:55:09.000,405.0,millivolts,mV,Instantaneous,33305,65515,2518776254909999999,333052518776254909999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:54:07.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776255529999999,333032518776255529999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:54:07.000,484.0,millivolts,mV,Instantaneous,33305,65515,2518776255529999999,333052518776255529999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:53:05.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776256149999999,333032518776256149999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:53:05.000,415.0,millivolts,mV,Instantaneous,33305,65515,2518776256149999999,333052518776256149999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:52:03.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776256769999999,333032518776256769999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:52:03.000,540.0,millivolts,mV,Instantaneous,33305,65515,2518776256769999999,333052518776256769999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:51:01.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776257389999999,333032518776257389999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:51:01.000,547.0,millivolts,mV,Instantaneous,33305,65515,2518776257389999999,333052518776257389999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:49:59.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776258009999999,333032518776258009999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:49:59.000,428.0,millivolts,mV,Instantaneous,33305,65515,2518776258009999999,333052518776258009999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:48:56.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776258639999999,333032518776258639999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:48:56.000,396.0,millivolts,mV,Instantaneous,33305,65515,2518776258639999999,333052518776258639999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:47:53.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776259269999999,333032518776259269999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:47:53.000,435.0,millivolts,mV,Instantaneous,33305,65515,2518776259269999999,333052518776259269999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:46:51.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776259889999999,333032518776259889999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:46:51.000,406.0,millivolts,mV,Instantaneous,33305,65515,2518776259889999999,333052518776259889999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:45:48.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776260519999999,333032518776260519999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:45:48.000,487.0,millivolts,mV,Instantaneous,33305,65515,2518776260519999999,333052518776260519999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:44:45.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776261149999999,333032518776261149999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:44:45.000,414.0,millivolts,mV,Instantaneous,33305,65515,2518776261149999999,333052518776261149999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:43:43.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776261769999999,333032518776261769999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:43:43.000,541.0,millivolts,mV,Instantaneous,33305,65515,2518776261769999999,333052518776261769999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:42:40.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776262399999999,333032518776262399999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:42:40.000,455.0,millivolts,mV,Instantaneous,33305,65515,2518776262399999999,333052518776262399999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:41:37.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776263029999999,333032518776263029999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:41:37.000,543.0,millivolts,mV,Instantaneous,33305,65515,2518776263029999999,333052518776263029999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:40:35.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776263649999999,333032518776263649999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:40:35.000,426.0,millivolts,mV,Instantaneous,33305,65515,2518776263649999999,333052518776263649999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:39:32.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776264279999999,333032518776264279999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:39:32.000,548.0,millivolts,mV,Instantaneous,33305,65515,2518776264279999999,333052518776264279999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:38:30.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776264899999999,333032518776264899999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:38:30.000,425.0,millivolts,mV,Instantaneous,33305,65515,2518776264899999999,333052518776264899999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:37:28.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776265519999999,333032518776265519999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:37:28.000,505.0,millivolts,mV,Instantaneous,33305,65515,2518776265519999999,333052518776265519999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:36:26.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776266139999999,333032518776266139999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:36:26.000,504.0,millivolts,mV,Instantaneous,33305,65515,2518776266139999999,333052518776266139999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:35:24.000,989.0,millivolts,mV,Instantaneous,33303,65513,2518776266759999999,333032518776266759999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:35:24.000,502.0,millivolts,mV,Instantaneous,33305,65515,2518776266759999999,333052518776266759999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:34:22.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776267379999999,333032518776267379999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:34:22.000,457.0,millivolts,mV,Instantaneous,33305,65515,2518776267379999999,333052518776267379999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:33:20.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776267999999999,333032518776267999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:33:20.000,455.0,millivolts,mV,Instantaneous,33305,65515,2518776267999999999,333052518776267999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:32:16.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776268639999999,333032518776268639999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:32:16.000,494.0,millivolts,mV,Instantaneous,33305,65515,2518776268639999999,333052518776268639999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:31:13.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776269269999999,333032518776269269999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:31:13.000,544.0,millivolts,mV,Instantaneous,33305,65515,2518776269269999999,333052518776269269999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:30:10.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776269899999999,333032518776269899999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:30:10.000,419.0,millivolts,mV,Instantaneous,33305,65515,2518776269899999999,333052518776269899999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:29:07.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776270529999999,333032518776270529999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:29:07.000,499.0,millivolts,mV,Instantaneous,33305,65515,2518776270529999999,333052518776270529999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:28:05.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776271149999999,333032518776271149999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:28:05.000,548.0,millivolts,mV,Instantaneous,33305,65515,2518776271149999999,333052518776271149999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:27:02.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776271779999999,333032518776271779999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:27:02.000,458.0,millivolts,mV,Instantaneous,33305,65515,2518776271779999999,333052518776271779999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:26:00.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776272399999999,333032518776272399999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:26:00.000,544.0,millivolts,mV,Instantaneous,33305,65515,2518776272399999999,333052518776272399999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:24:58.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776273019999999,333032518776273019999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:24:58.000,542.0,millivolts,mV,Instantaneous,33305,65515,2518776273019999999,333052518776273019999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:23:55.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776273649999999,333032518776273649999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:23:55.000,457.0,millivolts,mV,Instantaneous,33305,65515,2518776273649999999,333052518776273649999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:22:53.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776274269999999,333032518776274269999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:22:53.000,456.0,millivolts,mV,Instantaneous,33305,65515,2518776274269999999,333052518776274269999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:21:49.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776274909999999,333032518776274909999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:21:49.000,541.0,millivolts,mV,Instantaneous,33305,65515,2518776274909999999,333052518776274909999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:20:46.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776275539999999,333032518776275539999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:20:46.000,545.0,millivolts,mV,Instantaneous,33305,65515,2518776275539999999,333052518776275539999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:19:43.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776276169999999,333032518776276169999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:19:43.000,501.0,millivolts,mV,Instantaneous,33305,65515,2518776276169999999,333052518776276169999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:18:41.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776276789999999,333032518776276789999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:18:41.000,460.0,millivolts,mV,Instantaneous,33305,65515,2518776276789999999,333052518776276789999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:17:39.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776277409999999,333032518776277409999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:17:39.000,418.0,millivolts,mV,Instantaneous,33305,65515,2518776277409999999,333052518776277409999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:16:36.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776278039999999,333032518776278039999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:16:36.000,453.0,millivolts,mV,Instantaneous,33305,65515,2518776278039999999,333052518776278039999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:15:34.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776278659999999,333032518776278659999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:15:34.000,415.0,millivolts,mV,Instantaneous,33305,65515,2518776278659999999,333052518776278659999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:14:32.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776279279999999,333032518776279279999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:14:32.000,529.0,millivolts,mV,Instantaneous,33305,65515,2518776279279999999,333052518776279279999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:13:30.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776279899999999,333032518776279899999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
