Generic Data: Boolean,Generic Data: Numbers between 0-1,Generic Data: Numbers between 1-100,Generic Data: Float between 0-100,"Generic Data: Numbers between 100-100,000","Generic Data: Numbers between 100,000 - 1,000,000",Generic Data: Date,Generic Data: Timestamp,Generic Data: Epoch Time,Generic Data: Time,Generic Data: Frequency,Generic Data: SHA1,Generic Data: SHA256,Generic Data: encrypt,Generic Data: GUID
true,0.6,74,51.16,85608,2099311,6/18/1996,1966-08-17 14:07:14,382331175,8:26 AM,Daily,290d29a1fd02441e46db3459c9e4d6cb2a81b680,84d7a71d3e119722d89e1e705e5e08af0dbfdd19e8aabe982d28a437fefcff6b,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,c76180a5-4285-4aee-beac-50fba1e5e3a7
false,0.31,62,69.11,70163,3874431,11/15/1976,1987-11-13 20:33:20,1143450702,11:57 AM,Yearly,ca161dd14b27238524bf7793bc8f703385d45c73,60c3c86cf002375c62afd8f573aba0852cb4b620b9a094e07022739222838efe,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,7a3dd876-217e-4597-bd50-b1edaa3bfbc4
false,0.24,4,55.81,43464,1282444,1/17/1953,1959-03-31 12:07:05,-462596524,5:14 PM,Once,c668b36daf0ffb98edb35d5971eae6fed8c04b66,250b218a21655cb10756fb0e4a4bf32adabfaab19190f19aa6a3499afb6383c0,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,29133de3-45ea-4633-a44c-6884adef58d2
false,0.81,16,34.52,23534,1920037,5/13/1963,1980-12-14 16:09:28,808577334,6:39 AM,Yearly,3d16b77476d9f890a407a64de7a9cbaca7880935,f5cb9738cd0b9bb9a173382020519a9dfb43a48f7fbfeedaa3ee4210b8bb6cb8,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,6a3ee6c5-cdfa-4ee3-90d0-2ef0d411f440
false,0.64,44,13.18,79807,1114137,5/20/1971,1977-08-09 17:34:00,1313704779,2:43 PM,Often,936fd0df128a6c91c0ab947428b1147b0a6b057c,d674aac36681bc7db18f7550461c8fe5ebead6105b385e3d4e92b2147710f8df,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,800e4b1c-16e5-4903-b865-9545470df686
false,0.78,34,51.57,63108,310440,2/17/1982,1987-02-09 07:01:57,-530844850,1:54 AM,Daily,4cded1eacc0ed399e2a2f4c6549387ce2467223a,0d7143eedb2714eea0e875ca7394fd40590fe4f3c8141a9e46f23fec195fa127,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,841d4ad0-4f48-4874-81b5-9d42de7cb965
false,0.46,40,64.24,8053,5270554,3/29/2020,2002-03-08 00:32:45,643800609,7:25 PM,Weekly,f2d23490a917e4672f7febc51704695de21ed725,42c029236b6b8ffc0ec3436a99d030b9ccc26331d308c8092fedcc9e890dc884,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,e00f6796-e864-42f7-b6c5-491be607c418
true,0.22,11,18.49,74032,5575085,2/28/1969,1956-02-17 00:24:30,420127655,4:10 AM,Once,e9343d216d0d42a8f4a2337839735c078720c8fb,5779a53f25af4c2f3bb9610c646972d4b9d61425dff942820c103b423278f92f,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,e517c386-502b-4e0b-ad4d-cc967a872771
true,0.34,56,33.86,81942,7309757,2/14/1952,1981-03-12 09:20:48,98270058,5:22 AM,Seldom,9056bdf0cc29092797f17973e01f917c83852db7,ed6806fdda9ed192a82d3f9d9eb6445e5aa47a583abed74e38025f61ea5aa87a,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,71177340-ba5d-441a-a0b2-5f34c188a980
true,0.3,46,1.22,88416,4239809,6/22/2014,2005-05-21 06:43:07,166102793,4:14 PM,Monthly,fa6f1f882d0698ee87c20553b0fd6792c5d8484e,f63ec086076c3d61af6527c0586ddf5a47f71e6afae36e8375bd5ecdac0d596d,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,4b3ce88e-9545-4e32-abc1-130616bec91c
false,0.65,21,91.49,28195,5672295,9/23/2017,1967-08-29 23:06:27,486462695,9:04 PM,Never,95d8b1ee26680bd7ab60ccc11ce02b27afaa09d1,2c4c908ceaf69daafa19728396a6c8b220714ce785716a8666ceaf76f3c1c1fe,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,30f5d054-9614-46a3-96b1-1441c5b1b794
false,0.24,25,2.97,69537,165622,10/24/1959,1950-10-06 14:03:58,1029900725,5:47 PM,Yearly,5c54b0f4c159d247a42ac8cc2930bcb52d536316,263960d423f1768876218f1abb93a50d1f1ddacd6cae4fed6ccd3e0e2438118c,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,1c4167d2-29d8-4ab6-a499-b124d35192d3
false,0.2,70,82.46,19564,6973686,9/14/1998,1980-10-17 11:42:09,985685912,5:19 PM,Daily,723e483ba60b1abc96b3bcdb8c9b6be766ff1592,ac4d4e83af2cac9b26cc662fd899fc198e1f6840f069114deb05ab244f3dada5,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,fa67131e-52e3-423c-be0f-1e5308a1d3c5
false,0.36,60,63.89,40327,7891131,6/19/1995,1968-08-01 11:59:46,377722917,11:51 PM,Yearly,7752046cf907a3adfe539afab9941379ebdf6583,39b77dd6867f9a0f9c98b3463977f5695de955c96d0dff3e18a430a17cf9aa72,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,54fdddbd-73c1-4c1e-a0c5-192ac9d63d58
false,0.3,40,1.36,25308,8831112,7/3/1951,1966-10-25 14:03:34,383004808,4:02 AM,Once,1bea935acd3ae13a8995c44ebbf7197f0046cddf,82131987e3ff320370f5eb3ecf5f3d31c524e7d7a3cfcf9ee76d73de4a2054af,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,7272898c-4ef5-477b-a4ff-f9fb519b4609
true,0.6,85,42.1,74877,5116055,3/21/1972,2006-06-01 19:45:35,677302977,2:56 PM,Monthly,6d02fa5fc3a3a38d3bb389d2c0b62fdc01706386,4a23234d6d16af4766f72c44125e8c85948809cdf7aadbf0f642a32cbff16f39,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,f8ec3302-0156-47ed-bd89-00b2ba7a2697
true,0.59,63,35.09,31701,6166545,2/8/2017,1978-02-01 19:28:30,377771360,5:40 AM,Never,919d041d132c36f082a3a046d0ea17d5f8e7a633,8adf9d3b91c165bfbd1356bcce47d677a03a56145fdf612d5e8f5a67034a87da,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,478e143a-2a16-4db3-8d5e-c6379dd1bdaa
true,0.59,98,25.38,66894,9558561,2/24/1954,1979-05-06 00:28:04,685577890,10:57 PM,Yearly,401c692da61c351d3cab7c956b651ee30b40f033,1a11f14b14c05f11977901f8e1f0759daa89998833be7348793ec4bc4835724b,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,b7574b88-7550-45e6-957a-ec5f875f11a7
true,0.27,58,71.19,39915,1978143,1/4/1991,1958-07-21 04:44:05,-96658552,10:30 AM,Seldom,ca5e15acfdc503289d1ec471ea3c5b49c8ab19e0,9c42350f089eb6cc5176c3cd4fc7c2282bdb2333b00a486d1b854f222e75d87e,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,e44c8364-d309-4cbe-9a10-10208ad4af51
true,0.72,70,16.1,43294,9292923,8/21/1962,1978-09-27 13:44:32,289721228,1:30 AM,Never,7f52a1d2e8b86e0e4fa2951cb05ac01e5dea91ce,b1fefed76f87c5dc93661d49794ca481b47bfec05591dd044c8ad40a0ee44654,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,1568c92a-b3ba-4985-a738-f0cdd3925a87
false,0.42,17,60.87,39233,4186290,12/28/2008,1988-03-11 02:06:16,55662756,6:26 PM,Daily,51f8742bb0db4999f04895a404c2f845e6268ae5,c2152525f2d5ff1e3c23f8accce3092e332f17745b6681fa9f654904cfb9c778,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,3e3dec08-7cf8-412d-8375-d04f19b68dbe
true,0.74,85,11.42,23385,6461049,11/11/2001,2013-10-03 02:16:57,1508071414,6:23 AM,Often,b6c43d5035fa8e28fbe2dd0e0f75e866e89763c0,8cb1e4035cc63097f92e16a6851089106b005a2698a3b5a53be9b91a12597d2a,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,7e44010e-376c-4df4-829d-2a52e570dbd7
true,0.59,67,30.41,92048,2614028,1/3/2014,2017-02-28 20:20:28,-310654330,3:17 AM,Weekly,ff3f66ecbcdedf496570e2d83a07d470c12406e4,8988e7cef87be20867daa4e0ac8c39367656e0873451d9b141d1e068e33297e4,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,3d14f8a9-aa34-4523-997d-1574daa16455
,,,,,,,,,,,,,,
true,0.66,57,93.63,593,552697,2/12/2015,1957-05-31 16:00:42,464077787,6:21 AM,Yearly,fb555d1b8b6d517a1abf1724c27387dffb027208,82889a05783c43d30027cfaca78e726cfcc21fe0c2ab2f578def87679d0e1fc8,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,c02b60b6-bcfe-4448-a079-98734ff5dc13
false,0.81,41,87.61,54539,8382896,2/25/1977,1998-05-07 04:50:03,-444994816,9:45 AM,Monthly,e11560529f0d469f82cfe8d9648f66bf746146ac,d0ab7df5879c5907dc8081bd99d6c27dc52fc4b7033df11b3cbcc90f005e7254,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,579599c9-6f15-4750-a0f8-2af82d86660a
true,0.36,56,14.32,91398,4866605,2/18/1956,2007-10-10 06:06:57,36327769,6:12 PM,Daily,6ca6996f411cfcc75adf5f7a79c0809b44360529,90106b0af21e52786aea378466eaa42ec50e12c2d2b52103a182d3d471c3f853,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,2c1b0516-1dcb-4489-8554-c290d7589fd2
false,0.15,50,96.15,8263,6912765,5/7/2017,1977-11-21 10:03:32,-462626753,6:13 PM,Yearly,1203fe96ee90cc8778e771fdebe5163ad75eb20e,8e59701b3041c20a8fdc0323b7681eefc5f3a07c839f497d3d28d23e45626c98,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,c3f04e82-6cda-4d0f-b28d-77313e4e63e7
false,0.13,6,99.65,38737,3393405,2/17/1993,1963-06-05 17:47:53,361436102,11:03 AM,Never,511b5070f4fa5fb8f9861d70f60ff5b29b2ecfe5,30ec38c20610017f93106fad75b0cbc572e74faa71f74f246bfb9220f2098ecf,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,e10a02c6-5070-4c9c-94f8-589e4babf851
false,0.58,42,68.41,40213,9942720,1/16/1959,1962-10-18 00:38:52,-206994726,8:01 PM,Seldom,d072ad206999d6af76c2f7ac22fa25b27b3dd54d,25d896326cdaa83c2c732bb1a681eac9b82ce8ecc0373f6a082770ba5adfae7d,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,ac90691b-3e28-494a-8224-ead988e6b07c
true,0.68,73,5.27,11815,3065275,3/10/1988,2003-06-11 23:09:34,486942628,12:10 AM,Seldom,b83f16319b145ed5d988a3cebc88a6c3f509e3a2,dda7402bf747a1113df5824e98d6f1ad75d2a2e3bfa1d2443104306f8986f9e0,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,0aa90f99-d7b9-4d17-b7d9-0a7b12bc3696
true,0.81,5,9.06,84171,6183099,6/16/2015,2005-10-21 03:47:33,1450338280,9:51 AM,Seldom,737fffebc20c16fca42bc70d590410a99920c9c3,b6507b01aa5ae05e21227c74f233633474f5abd9781816ca9eda70ae2efc2440,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,5d539a40-5ed4-4761-ac3e-1345c0286489
false,0.14,4,62.36,65846,8841037,9/8/2012,1970-06-30 00:37:55,273399833,3:20 AM,Seldom,18f0a8f704aefc12704a6096207fbbfdd81f055a,ad8c721df819367d7165d0b224af61ff7119cd1aa6a961b78cfe812c5d01fd1f,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,45b147d9-d38f-43f1-ab7e-50915cc5dbf2
true,0.03,49,91.18,73062,5285965,7/20/1984,1995-02-03 10:00:57,-417419875,7:31 AM,Daily,f9f322d328b37200e7a5cbe68b84f5619ef11242,30ac79d26914bbb69fc1ebe5d271288c5400c619dc45a1ca56928400b8508d1f,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,ece771ba-b77b-4a80-9462-a0bc660454a1
false,0.95,92,48.59,74818,6887719,10/6/1960,1991-06-25 08:19:49,702980239,3:45 PM,Monthly,fe458917b42c44f15a1299b5de4284b58b12ef47,e7f73d465056b833b0d93b94a5bcdc3d2b284955881e211391a1a8dc97236e2a,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,8d2479f6-1068-4f85-a859-cf34256a89b2
true,0.16,1,80.46,73185,2179459,12/17/1963,1986-04-15 12:51:50,-504629452,6:03 AM,Yearly,fa1c42af1cf6efe9d99422889ee97f124e95c807,22a54bccaaa5393cf466ba3856008b8c04b601364f341faf34f2e255d689fd2a,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,c51f862c-2b04-42d9-bfd1-27850cf47477
false,0.71,77,73.35,6854,2854499,9/16/1971,2000-06-20 08:14:19,1294992685,10:41 PM,Daily,d9511f2c7e5e9ca09f5f101417ae5257f63d6251,c4eddf7b44432cf012a7d5502afe705e25db42b60c9bcb0d1750b0c7cfe41dde,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,013e8f13-6ace-438d-92da-e8735c8d2556
false,0.84,3,79.95,89172,863048,6/26/1982,2000-04-26 11:59:10,-157547170,7:41 PM,Once,85cbf7ea7ab10373800f2f98303a81ee25555753,e4e384623c87a764779d22bb61966e5804b4bec6b77ba457eaed21119d366323,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,e9ec11c1-bc4c-4d91-9d7f-1f28a598529b
false,0.39,54,23.1,58474,9805165,7/8/1970,1968-05-09 13:18:46,1545384867,9:29 AM,Monthly,14fc6a16cac944d85f78179d11592634fe343180,8131c3d6d10a6109ce44af8cf29482d921cd26bc49d80fb500ae4bc5dadee131,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,66dc89b2-d4d6-4015-8f69-fc9213acf2e4
true,0.52,65,26.03,18744,6863878,1/21/1979,1993-09-26 07:47:18,1210248104,6:07 AM,Never,813fc1589488483d822f7efac9db1d291094cc8b,496256428a14808b06b13f7d7827b07a687a5ff05456a0d9a09b1903cbf9d075,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,76a904f5-0112-4073-8bcc-1360e4f17f5b
false,0.81,65,39.64,66100,3987334,6/19/1971,1986-10-24 01:23:56,15593338,2:58 PM,Never,9a4db4f21dde477f7db773876084385cb2d0e193,b75da1d393b2342e70f833ade4b6fd8e138d96faf9ba3bc5ce51fd8e8be43e53,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,2481db82-f983-4594-a639-1528abdb1548
true,0.18,46,9.17,32583,183172,5/16/2017,2012-05-23 18:20:17,1388669256,8:14 PM,Seldom,7c8583cd333813156bf3dac972e49970a0e651e0,bec91cb37f7889441c5d3b2fabf422504dce60afb1085603f230228bf57c847f,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,0536f460-e0c8-481f-bd1d-335bc15411a1
false,0.93,68,42.36,32672,8023254,5/1/2007,1993-08-27 08:20:46,161932835,9:36 PM,Once,922e816cbcca4de22dae1231ca3ef5392c127cde,83df6e9259d382aa7ad6893d1107c25d669758d2274c50d592653d27593209b6,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,adbc09aa-d456-494a-b333-43d16379c2ed
false,0.43,80,25.23,21664,6084059,6/17/1973,1996-02-19 21:49:51,377352045,11:35 PM,Often,77309fe0cd99c7b59b5d07f3d402ecfcaa4292af,e8d0f3ff56170a81b22a2d49e24fa16cfb538d840f69f71f916dc0d9b159bbd8,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,5c7f93f2-cd0f-42ec-88c7-37c4cf3cedc9
false,0.78,63,21.22,10220,2250354,12/23/2009,2014-10-31 20:28:36,653519043,6:48 PM,Often,8dd57d1e721d655b7237a53d11bfe52c63b6619d,13e7db23929cc1c8adb38bf26ade45fdb2e53100af6d74769645798c38484c7e,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,b894dddb-c702-452c-b63c-2e2d17198283
true,0.18,25,76.44,22662,2281966,2/8/2001,1984-09-12 09:22:36,381072420,7:55 PM,Once,61a88ec1759a5b1bdefcae73a7f5784e2c5a29f8,4630887cf98048cec5ba9322e3d9ebb66f235466ce0103e6cd94fbf600feacdf,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,18374f77-b149-4f28-8c43-a094e588dc70
true,0.5,52,19.49,22654,8168292,8/3/1980,1985-10-30 15:51:25,1482494976,11:44 PM,Daily,a34d344315ba70eba2c622e67711069d5f1e5680,88b84279ae3ab16ff1582bcaa2855e4eb848ea250770b6a0d6ec43edfcf72562,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,775d72e1-774e-4e7e-a4f5-0e0c84702219
false,0.52,16,36.91,92342,959589,6/16/2002,2019-03-02 19:18:34,-431187658,6:15 AM,Yearly,7bab53463eaec038f0f7bb568d85a3a17c81bf69,d6fa67c20e30798a686897be69649c2e5e68e8aa7f5a28fe55544e6efd6e3f2c,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,af60410b-5971-40e7-a356-32325cbc7e46
true,0.54,54,30.15,47426,3436424,2/16/1972,2015-09-01 07:49:46,-223152783,12:32 AM,Yearly,ddfdf83da0e3b42a73b591cc21bb3c8366e53449,a05fc9bb4005f53768b879c553938cdd359d98d93274039706ca6d41590e5d82,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,ed35815a-cc1d-41b5-9bce-297d031ba4ea
true,0.44,76,72.27,21527,3960936,2/1/2013,1984-09-16 23:33:38,561563206,5:42 PM,Never,38bc5b4d256970dbb80017a454648501ecf689bb,3437c262300bade42ab67e8b1408761de9f895dafbf22bf288b0d5e4fbc6f798,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,996ff226-34ff-4699-b805-8b5a0056ebcb
true,0.82,45,93.37,79328,1056595,3/9/2011,1959-05-12 20:51:34,469392400,9:20 AM,Yearly,dffeb8fe07bbd29b35fa91611e8ddfe765989e3d,c35d06767c3920cffa8712234b2f8ac7126c06bc0ad0fc54d3dde4107ec18e67,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,731504ca-6c51-4781-8627-404e91f0974b
true,0.8,21,49.69,92428,5067889,1/31/2019,1971-07-08 16:11:42,-102918422,2:09 AM,Once,4292574892e1b9cc8b1148ade6fa77f79c8d55f3,c81a28624591434dce34fc282bbdded07419df6c50cd4b0f601ca3361c6dce3d,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,9055404a-544f-4fe0-be7c-be9b0699091d
true,0.88,35,35.04,22035,2579108,6/20/2008,1969-11-12 01:05:56,1476309308,9:41 AM,Daily,049b49a7339605f3567a975625639e7f0f722d9b,283347a20020a5729166f7c2a2ab13a72aa15b1218aff610e5ffff766622bd53,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,ecd5e373-957f-4127-a541-398c86a81149
false,0.78,84,1.97,28796,8692411,12/7/2001,1958-02-13 05:27:34,-509155368,6:43 AM,Once,36f9be15df353f9cd8696362a0925d8e1513fe39,fdcc82d9ffaf8a03ee8dfaf7bd258feda933faf6ce950a606fb7f032ebd81a5f,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,49c2976a-c7d7-4f20-8f10-e5e791e8438c
false,0.34,23,2.33,99755,5580434,8/19/1969,1968-02-05 15:11:02,1028236484,4:10 AM,Yearly,bc1564077ee64e34ab5f75fe2b069520cc0331b1,d10e63556429919f3b2b48378dc1605b4d8cc664c044ca722c33e59878cd658c,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,12d2cc7d-297e-4f18-803e-040c77dd59f5
true,0.11,98,24.6,35812,2251146,4/12/1955,1988-08-24 06:18:21,645171752,4:01 AM,Daily,7a9eb8545f63b1fa5c1b67ca5fe72ccdc25039f7,7136b7b50945739c0f62146f805c2f4ea0ded984934cf684e9e913e3dfeab5d1,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,4b46d7b7-1d26-43a4-8a46-06e52cef38d0
false,0.06,99,10.57,14052,7014475,6/21/1965,2000-06-23 18:27:43,574613818,2:57 PM,Once,595c67d39365ec6d8b0268e92d7667846db933b9,e4d39c962c279a956b1878bdc914a2b6d66546e54a1d0fd1964dc8ded3b59356,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,7e9b4c06-24d7-4bec-93dc-ee9450b35bbf
true,0.87,87,97.15,68768,9512494,7/15/1975,2004-07-25 12:12:54,183353597,4:25 PM,Yearly,4ad9c9493dc22af0bfce3fa54a5a5b0b75c9b6ad,84b50de885855111dc652be29ab4934e5652c9429fcec33aaefe18f7b694cbaf,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,4452a964-53c5-4936-9245-b2ac5b15a760
false,0.39,33,53.68,75240,2003464,10/19/1962,1962-11-19 15:58:16,207372889,8:15 PM,Seldom,163aed6444392b4698a3ec9b6d857945b337ec13,7ccdd7404f07ed1a5bda640a862fb644736a78ac77ff849a974db63cf2cbb7f7,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,f9f3f52e-988c-4c45-927e-13f397499878
false,0.38,45,8.5,79274,3636214,9/5/2002,1957-01-22 06:56:48,-106087016,6:13 AM,Weekly,ac94fef4f354ee2ced6d47e44314b1eb7a26e240,5fe9868f35ad9117fee7b9f889ea1066a89d21836e35d6df1d07e146a1dcac67,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,c4c95918-0165-4131-b8e6-0a4ce1ce9d1a
true,0.45,92,82.26,84945,1775406,10/11/1954,1980-01-12 21:15:34,1412397311,11:16 AM,Once,107477a599508cf7d4b7ae1bacd79b0d72d767d9,b43a0384de56147240b233bf67c80f1743cdc20f808535322caae5b0417fe280,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,8a4d48d6-7b6d-4391-9de1-14abedcab544
true,0.68,84,94.84,59641,2165585,4/19/1997,1978-12-07 23:13:03,215348490,12:29 PM,Weekly,c0eac8f5bfa50a861c91960b2566b41550f4c72b,d34815db5d017629b38ed5f06cf580cc68cc7f8f85e402abb957c74df50ff82c,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,77f77e9c-44ad-419c-bb4f-20e75625a0bb
false,0.27,28,89.93,55537,8492942,4/26/1995,2010-07-20 04:34:44,-4271845,11:01 PM,Once,4fc543dab53f66e47989119f84cbca9fcec10c52,be8bb7bdf163078a5448ef362b7a51179ff2ec9762562c973b7ec0da04d6a143,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,30ac84b9-3c0c-4c6f-b89b-989e35793cfb
true,0.6,10,5.07,19519,8748921,9/14/1956,1976-08-02 01:20:09,-295795573,3:20 AM,Yearly,b5709a9b756402da281f384fab0e4b2797dd4c49,99da1941eb66344a9e618653d6b164292e5748cc6d8e1bf801b07030062d0382,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,7bbb819a-8adb-40fa-b664-8508a15ceb31
true,0.48,85,44.75,97038,1333154,3/26/1954,1962-11-19 07:12:54,41203938,12:28 PM,Monthly,10310d691dfacce176a32687b5ff3c7c2b37f4df,970be84dc448de073f76f2d76fdc68a6d8dcde48b93dc44ea015358f9c9ec726,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,7cc1904e-2b01-4124-afbd-d74d1d252b1e
,,,,,,,,,,,,,,
true,0.4,73,3.67,84822,8136949,1/20/1972,2007-12-11 18:44:04,870558535,2:18 PM,Yearly,67c09d3fb12eb7059cc6fb55a1249ac9f63a9bf1,d5a0285d36fbb2cbd4b262922c6d0eed1dce71b3f418c78665499d1480151b38,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,dfea0726-2aec-482f-b0ff-75d2f3c4e95d
true,0.38,20,38.47,10823,4644541,2/4/2014,2011-06-08 17:56:32,1250498390,8:45 AM,Yearly,abc6bb497b7ac17ba6de1df7fc70bf382009d675,155c1a734d0a299248c5825b4014d8c68d1d20c77b21be5e730e79d941a09204,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,f6737578-ba09-4df5-b7ec-e1a4d0845420
false,0.89,70,46.2,58442,1135643,12/31/1954,1982-07-01 15:24:06,787951310,8:17 PM,Weekly,3e6f5fe4be51bdba44d2ee8b814420442667ba89,a91be72bbd5726d1eace5ce0cf9f8dbfffcaab01065c4d4b356efe4a2205bede,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,c158007d-6cc4-496c-bbb0-4ff07d69e589
false,0.7,82,93.29,89852,5798706,5/23/2015,1970-03-28 11:43:46,-293953985,1:16 AM,Daily,48b1ca0f0b73bd40e8018d2b92677ef7323999c1,bd395b5b7fca89a08eab47261922ae0bba7078f082ce184533adfcf2ecdbb422,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,ee16d52f-ec65-4c3b-854a-f5047b1a7752
false,0.61,11,95.06,6618,5513481,2/27/2001,1969-12-18 07:37:22,578207465,7:04 AM,Daily,7026e097537de41feaf78da47d4da20465dc9558,ffac6a31ba4bf978663efaf53b28b35b8f7badd0ae1ba90fafeb4e5dcffab0c0,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,f5a5f804-99d8-445c-bc44-e84b70cad1f7
false,0.32,63,26.61,79553,5597630,9/22/2017,1994-09-16 22:54:28,-51682968,3:50 AM,Seldom,f56cee058d2a21c406b4b361c156585dbe9bf36e,711b57716b7d33b8bd3e49b77b43eb48f531bb55703c5e9f24ef0ca443dfcae6,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,bbb0b701-18a2-40ba-a2f4-d8899f0f0c32
false,0.2,89,11.9,82841,937281,11/12/1981,1974-08-06 23:52:40,-484330420,7:19 AM,Yearly,6d2b281f74b748e86c6b3ae000735b1edf9f69b0,b7cca2ca6d9f307b127452f31e23344d673a445c6028c507488098cfb24f4e31,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,67452222-00a3-494d-94ca-9f3ace49df46
false,0.47,43,57.04,75894,6888508,2/14/1968,1971-08-28 05:09:37,93379260,11:40 PM,Once,1c79bd12fe72c781ae08cf572b32ab41918be578,df2c2f7d9fe9056d6e13bbd33cd2281a5c64bfa08cbab335ef401d7a7242bc36,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,a000f9f7-a719-4d1f-a379-a5d28c8fb3a3
true,0.77,97,87.68,31406,2666564,8/27/2000,1961-08-18 19:13:10,1013589178,7:27 AM,Daily,9a6a72cb7bbcbd8aa295c626ba86ee101b3e0c7c,e390170bdb36273fb01013f58b62e8a37c668408831177ff79b92db69b1a9e8d,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,803ea827-adb3-4970-bbbe-4b8c1e951a28
,,,,,,,,,,,,,,
true,0.39,24,18.41,27986,8832484,5/20/1992,2011-06-30 12:05:45,1285311793,8:57 AM,Never,f473eaa0e150a076ba45368cd4f667a7f87724bb,50034f4ce9b8b58669b69b74e987ec305e16ae966858e7a7f8ba370996dd0ae1,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,52f9cb0d-345c-40fe-a60e-b7661a5cccb9
false,0.91,4,40.13,65018,4624088,10/2/1966,1980-07-02 10:37:30,570954548,5:28 AM,Weekly,493fa1e161fdffff6a31cc0b272d944449b5579d,83c727df58e23d96b8f34447f2a3c7f7c9f839ba35a6e265a97a3024bc57a7f4,379319c5c31aee7d4d1d1550bc7ea2e445ffa0cd,70f92438-fa29-4a1a-8a36-bbcbf488bac1
