Telemetry: ip_addressv4,Telemetry: ip_addressv4CIDR,Telemetry: ip_addressv6,Telemetry: ip_addressv6CIDR,Telemetry: mac
103.153.95.3,250.168.139.84/1,d11e:2f20:e3a:ced5:8a44:5711:635b:c7fb,8326:e24:f799:ce6e:e63:a544:8a5e:baa5/54,F1-17-36-84-00-71
101.149.90.44,3.108.51.90/17,6bcf:d135:c327:f7dd:6ee3:9a58:55da:d90e,faf9:92fa:2654:746f:8f21:7af6:7647:f433/27,75-32-AA-04-2A-CD
137.139.201.95,157.218.85.128/13,5ae7:6ce6:7ed3:37d:b094:b960:8898:9cfb,991:14c1:767b:77cc:9f69:ee12:2bcd:f477/53,9E-96-F9-38-69-B9
64.134.14.234,54.207.50.245/10,786e:56b2:7433:34c0:801b:ae13:7f68:ad33,152e:b729:eae7:32f1:1b63:7f9c:dbbf:3939/67,F4-B7-E4-84-FD-D9
148.57.120.122,118.87.140.24/6,cc66:74ee:876d:e9b6:33ee:b162:d5b1:de5a,668d:48b6:55fb:b2f3:cc4c:11e5:4485:508b/26,BC-45-45-43-E2-66
137.222.228.135,59.76.191.77/23,db94:8e9f:56ca:7f98:9260:af13:4f7c:e33,e920:9e2d:75fe:f579:c348:3b50:9da1:e1cb/7,FA-C9-7F-E0-DE-43
138.138.216.159,121.249.10.192/30,6079:e367:71d1:8fef:507d:6f90:d695:bb4f,9cb6:4957:552b:b0d5:effb:ced0:fa18:13eb/2,06-61-E1-CA-58-A9
64.251.141.106,164.249.12.125/11,9ded:2c9f:ad75:afce:f44:4afc:eb25:83c0,54a5:4ae4:14ed:15e9:139c:91de:ded2:dc78/12,D8-93-87-35-7A-A0
126.116.193.19,53.147.216.55/3,7f72:fbfb:e53a:a6:1e54:c066:fa03:fde0,b4b9:4a4a:7187:ab43:a5c9:506a:163e:c39d/43,86-D0-06-18-0E-10
190.144.59.216,5.31.177.177/18,fb6b:20fe:7da3:a697:2089:d6fe:ed9c:9a63,5f48:9d59:29e0:4ebd:f964:6769:7d1a:a98b/45,17-C7-26-31-51-49
192.38.121.25,218.8.31.4/26,7df9:b88f:b343:edbd:3171:ebcf:f8a3:ae7,db6f:2d1d:ca4a:a4d6:b28a:8aab:a779:d70b/109,B7-3C-F0-37-25-3A
29.189.119.207,142.251.11.162/25,36af:1078:39a5:892b:a0ba:9a01:5dd2:63e7,8e3c:22a6:c029:b3ba:5af2:3622:27b8:719f/98,A5-A2-ED-58-92-22
207.139.169.13,114.186.223.83/15,29b1:7363:6508:1e2a:7d5b:fec4:e793:89cf,1015:3538:166d:be56:a135:3ec7:e511:4312/74,FE-A8-96-E7-C6-7C
129.253.102.225,254.97.38.228/24,fcf1:21a6:9f62:6293:d9a5:968e:3aad:ea1e,d362:f5c6:422b:a0b5:9ff4:221b:96e3:f258/124,15-10-82-0B-C7-A3
108.116.101.231,74.52.199.148/8,d4b5:a9c6:392a:c0f1:791f:4eea:55a5:d578,e663:714b:c826:fecc:bc79:296e:6052:ef48/44,FF-8F-5F-76-46-1F
93.23.251.7,140.179.187.95/2,56e6:7c4b:dfe8:4007:4c4b:7d48:67e1:b8ee,18d0:c68b:bf6e:b2fd:59c8:a5a0:3bfb:4514/86,4C-5F-9A-B8-33-CB
170.80.73.140,190.112.137.170/26,7720:b3ab:3cef:5d61:9bf2:16ba:c51d:b43,1368:e6a6:dd42:b342:a4bf:5f82:5680:ab73/47,BE-8B-25-95-F0-D9
56.38.240.137,249.124.80.195/19,7a0c:1782:bcae:f38d:eefd:1987:3090:9a4f,9309:c668:2eca:29d9:2ac5:e2f9:2844:6e64/40,B3-E8-D7-64-67-EB
95.219.52.214,218.106.181.87/28,acf0:da45:7de8:4cc7:f5a1:bb61:f775:c32e,1d5f:fccf:57e6:610f:2e49:8ca7:6589:b617/108,82-06-D9-18-C3-8D
208.46.115.63,165.117.167.124/3,dc21:d51b:8650:3a1f:1a48:4d37:1c64:4856,8d1c:39a1:2aa8:8ccd:b1d7:95f8:c9e9:d5fb/84,83-B3-68-FF-79-2A
233.25.157.33,232.29.10.97/8,ed9c:3b9a:1fbe:1db2:7bfc:e4eb:d180:ce8e,3469:3128:e266:9da:9223:750:5a26:24ec/113,73-0D-6E-1F-4B-40
198.23.121.5,202.140.120.101/6,918:6f00:8b42:aabd:344f:1337:ac3f:2c68,b870:f556:18de:9428:8d84:a9ca:4045:4841/15,39-B7-DD-92-72-36
130.83.44.3,135.50.74.217/9,c671:f8a9:94e0:96d:6402:226a:4391:e352,85:4857:4af7:cc57:ed29:6e1c:76ac:8e1a/34,E3-57-01-18-B8-E0
179.104.42.252,55.160.242.249/1,7100:baa5:c279:8cb2:925e:791e:1fcf:d5f,c045:1e9d:d0a4:401a:d7d9:aa6e:abf1:6c1f/119,C9-53-8F-F0-DD-73
157.224.130.202,116.69.72.203/18,1b69:1eb5:fd03:4f50:1c1e:b76e:3e95:c8c2,e095:2587:fc58:540a:a0c6:926d:811b:35d8/32,58-C4-4B-92-D6-B2
193.217.107.20,88.33.92.199/18,d7a:6e9a:5e2c:1c71:8c33:c8d:b80f:b42,a510:efa3:7228:3036:15ca:d2c9:5f79:d82a/47,F8-CB-31-B8-D0-BC
243.219.124.244,164.181.125.200/12,e03a:96a8:c55e:17f:bc19:746b:11f3:eb0b,27d4:73e3:3492:9d9e:a59a:2123:f624:e894/119,E8-47-AE-FD-28-9D
146.239.184.218,177.248.64.101/6,27fc:22d7:7095:65ff:f798:4b09:74b9:8765,88e7:b51d:b334:d182:a6b2:6207:3beb:1245/71,4E-7E-A5-6C-81-65
180.108.189.36,217.216.63.131/16,997b:2a1c:5c7d:c87b:22e7:1f03:b316:ccb3,c971:380f:2134:129b:f824:108e:190f:b4/27,FB-C1-97-FC-9D-01
137.21.234.179,76.46.63.57/14,24af:249b:465:288e:4488:f654:4e2e:b8ce,f74c:f966:ea65:7cc7:6472:e6a3:e36a:36e1/117,F9-A6-7C-CE-BE-3C
2.73.45.15,195.27.114.14/27,6ca1:547c:b6a1:1dc4:79e0:d47d:fd24:c5e5,8588:75c3:b098:9587:501a:228d:8232:5092/41,D1-39-09-F9-15-71
31.155.152.16,134.72.38.194/2,2c0e:9cdb:5766:6ca7:97fb:37dd:cde3:725f,917b:8e4b:d87b:e91e:2cf7:7a4c:d927:1eb9/51,41-53-11-5D-8E-3D
234.240.105.202,38.86.51.236/8,9594:a8ec:1571:c167:1ff5:5133:bc00:d7c7,b366:f747:413:73bd:c9a7:4a58:b0ec:8073/125,DF-82-80-B8-88-7C
254.190.100.71,185.214.200.189/4,5e67:696f:c2a5:ffb6:bae8:edec:a47e:e194,6ce0:5484:69aa:5d0c:84ae:fd73:b8b9:8c6b/25,35-CE-0E-64-D8-06
19.114.122.88,64.30.130.144/2,6f2:7c3e:d19c:5a7b:aa50:9b28:2082:7ec3,a93:2a63:d1ef:92e5:f4dd:2bd1:3d42:c2a9/45,2F-8A-96-0C-1F-BE
43.45.42.119,223.169.204.199/8,b135:398d:59bd:e523:dddb:f0e7:cffa:330a,56a2:eeb4:829b:e1d9:3ec2:de0:dfe6:6e2b/24,01-6E-16-84-68-4D
88.235.188.224,106.14.6.187/15,7dd0:f883:516c:4751:5707:2c5e:6533:36b6,fd2f:7bb7:aafa:a923:c2df:5a4e:358b:3f97/66,BE-22-0F-64-CA-79
198.113.177.26,217.151.56.131/15,31a0:b136:992f:4d28:f837:e7bd:bd6a:9e9c,2c16:8e78:6620:6821:3747:ff4c:1632:800/126,39-C8-82-28-F4-67
56.188.78.176,145.236.215.108/16,e1b4:d2cd:5798:306d:1832:c34f:56d7:c32,530a:e8c8:4a1d:4690:e9fe:9833:fe59:fa8d/62,1D-E0-2D-66-A9-FA
5.71.233.235,96.252.237.215/21,f5e2:4bad:d418:76b7:20d1:b8f0:fb9e:f424,e4f1:571d:31d7:bd1e:c26b:1e5e:8ce2:becd/1,CC-EA-3B-26-70-B4
149.35.179.49,246.166.55.66/27,71bd:d581:e3e5:d967:7f3e:427b:a9b6:4bed,8e71:b8da:efaa:6588:2d8f:9f24:2c51:e6b6/127,89-BE-87-7D-CF-C1
249.4.145.16,241.65.178.169/19,d4cb:e564:8966:22bf:b9d9:d4bb:f71d:7f6d,b569:3579:6c51:fd72:c9a2:246c:d091:ba12/54,A2-64-11-01-5A-94
252.132.112.2,180.34.108.238/6,c0f:b308:2a39:69d5:3f7a:2df7:48ec:d82d,7ad9:305b:2a1d:38ec:fdc9:a138:ac47:3577/15,B0-6B-B2-4F-4C-AD
194.224.1.31,153.160.212.80/25,87f3:80d5:8284:d29d:9c02:4864:f990:52d9,9c67:f37d:ca13:f99f:ae36:f56:10d2:1d52/127,8D-F2-EF-D2-05-44
45.111.44.202,231.244.95.148/28,2aee:6222:2825:630b:582c:80fe:c8c9:4017,709d:f89e:b0e6:adb7:2f5a:7033:e7da:7e1/108,57-CC-58-57-F0-4B
45.87.236.55,110.116.254.112/8,7f8d:555a:f989:b954:e1c6:9f8e:4095:7e91,70bb:b7f7:8957:a75f:6a3a:9a32:633b:84b0/39,87-88-B7-D1-EB-E4
149.105.222.160,239.205.15.241/18,5258:4715:ebd4:2a36:747d:d7cc:e207:b7e7,61a0:c097:4917:459b:5965:35fe:e57f:3dd7/102,CE-F2-32-E4-85-EE
43.60.87.6,62.35.131.133/17,d84:aca3:fe90:3dda:2a39:c4f4:5b6f:ff66,5086:5933:6ae9:b57a:5b10:de80:885:1835/53,53-3F-72-5D-C8-8B
242.118.49.193,106.58.217.35/18,65c6:14b4:da50:2f93:ac40:d66b:e68f:4139,33b1:5df9:aed9:b2e9:2873:d85b:5824:938a/67,F0-15-E2-B7-63-78
16.96.92.84,190.69.51.167/9,2284:29f7:ed43:93:c92e:fcec:5b9d:6618,74aa:de5c:9c27:2f2d:e52a:a38d:8233:4a8d/77,22-CC-A1-71-30-47
203.197.62.222,91.140.191.91/5,6b35:422b:1fb4:34f0:a59d:d06b:33e6:93f0,74ac:4c45:c128:aee1:518f:409e:3523:f8b2/100,9F-02-F7-56-E0-E7
3.182.138.206,162.67.217.188/31,7568:46ba:3679:3144:40c4:e5fa:de0f:6c82,329a:3b2a:5a0c:dcd7:c1e7:3c78:5a8b:fb3/74,28-DF-CB-E1-25-A4
110.38.44.158,56.179.8.190/13,d545:cf4e:65a4:7d8b:994f:2c0d:1afe:3e7,6e04:672d:1e28:6e6d:ff7:4467:64e0:5f49/65,47-C0-0E-C1-75-73
236.82.106.135,184.88.80.251/14,cff7:a5db:13ae:a28c:59f3:3292:b215:ca3e,416f:c2f5:c136:587a:bb22:f98b:255a:fdb5/117,2F-9D-30-0A-4C-82
98.219.240.166,217.114.73.121/22,ba31:3cd2:5a3f:7dd8:c421:e8f6:413d:2f19,4c67:82c3:34b2:2047:1088:b8d3:f4f2:e77c/22,DB-4B-E3-74-52-F2
36.13.94.177,185.79.19.193/15,4558:c8d8:1bac:6d51:e862:287f:84fc:4ec6,7d77:2bba:99a3:4828:f2e9:2e34:bcd5:c0b9/70,8C-33-6A-27-AF-B8
17.221.253.248,36.28.189.224/7,a571:ebf9:4c5d:abc:889f:bbe1:669d:a42b,5b41:b11d:8aa7:5efd:6fa9:de51:c699:2c88/68,08-4D-15-B6-4E-AC
24.163.147.179,93.68.187.232/1,d345:d67d:3e02:587d:4b91:f048:163:973a,2f71:605b:4e1a:c41:2bb7:c91a:d8f:2fea/90,B3-09-2D-2B-B7-42
0.1.209.78,28.152.59.193/27,a609:78fc:bb1f:134f:b54:4a6b:c841:824f,e89c:8e68:f574:401a:d8cf:477e:2449:767/10,A8-E6-DE-BE-88-FA
205.135.141.189,208.76.12.23/15,e704:e71c:7361:a777:71e:fe12:365b:bf55,1af2:df0c:91a0:653d:f0fc:9f66:e34a:da23/5,E7-BB-0B-3B-3D-7D
156.166.119.103,3.85.90.109/28,289c:d325:acec:b88:d360:91ff:30b:8187,b8fa:9b0c:4a5f:9bba:a886:d621:2950:2d2b/5,2A-62-FD-04-72-17
20.64.82.62,224.78.80.87/4,a89d:665e:14b6:de49:e3f7:b5b8:714f:232a,74d0:702f:43bc:f17a:4103:c27a:419d:b60a/66,B6-5B-FF-FD-B8-4D
152.67.254.183,161.229.203.174/17,d1b:9418:7f58:3b0a:2d46:bda2:f17c:503d,3e39:dd55:8779:7259:a46d:92d6:25eb:d81c/73,82-F3-69-40-D6-E6
169.134.107.37,13.201.53.94/21,5abb:7616:7385:7bc1:9767:23c4:506c:663c,2b20:c7b:7326:f0fa:3a5d:af82:aa0:a238/123,26-DC-02-A3-06-AD
44.129.137.229,67.184.228.219/16,1486:b535:b65b:d544:2bed:c8a4:53ae:7807,67ac:90dc:17e0:b955:35b0:a3ad:3d49:1a2/4,59-B3-09-E8-CD-1C
119.171.107.32,117.198.50.186/14,116d:8eae:6d01:c086:2c27:605:bb17:9523,440f:7123:ce0:fc40:256b:6fb7:645d:9604/29,88-D5-8D-08-F5-CF
81.115.22.237,32.128.58.99/1,52e5:6a26:416a:ca4f:bd7:db94:3b9c:53ed,b936:4cf6:ea60:6955:9a57:e26e:9648:aa30/67,D0-5F-20-58-D6-F2
58.179.63.27,217.177.144.5/7,defb:3f36:8272:6ee2:bc:5571:58ef:66c6,6306:7f7e:78e7:564d:97ce:4380:6aef:2a16/87,E2-65-AF-5D-7B-D0
116.46.140.238,186.164.12.139/17,a472:40d8:a67b:f726:5d76:5160:9052:326d,96c5:40fe:58bf:8cc4:ecf4:5a31:9e94:8564/59,1E-6C-F0-1B-2F-E6
56.119.83.135,45.154.65.174/5,b359:c9a2:6539:88a0:1a02:4562:b5dc:945a,e9b5:8c5c:b4fb:44c4:2a36:60e3:d53f:99b1/113,CD-BD-28-E9-19-72
201.143.190.33,121.213.18.152/23,ecf0:3089:24bb:b723:c273:6714:423e:191,e1df:97c4:fcb8:232e:49ce:3c06:bbb2:d0e1/87,87-4D-74-6C-F0-C8
52.101.160.231,161.41.16.252/10,9407:a18e:f1da:3a8e:76cb:e067:15c:acce,e8ef:7b9f:85ba:bef2:7cb0:8a02:aa79:acca/72,25-19-90-85-28-E0
184.9.61.148,205.206.251.188/9,8530:166f:17a0:b417:364:2ba6:6734:aea7,3e52:194:3bb7:427f:55ec:7ade:e19b:9f07/21,F0-2D-DD-A9-DF-39
144.159.218.127,227.41.134.211/26,3910:5c08:db27:81cd:a2c1:122b:2703:f847,a948:b8d0:55ed:2771:83b5:690d:7ed5:4be4/89,30-D0-9D-A7-51-50
161.96.30.212,102.100.112.69/23,5e86:667e:aed:33cd:d896:7cb0:d2ae:b81d,30f2:85ad:ade:a87d:74d9:3ca5:8c54:58d1/35,B2-84-0B-1A-FB-8A
157.150.6.189,50.200.245.237/21,f7ea:8e1a:a99f:3db9:8e39:1057:49ae:5d94,c5fb:a87e:9ed0:1f16:cc0e:9703:c463:9b61/113,1C-09-D2-39-25-B3
219.50.12.79,230.26.216.223/7,a100:17c7:9e0c:9cb8:18ee:3556:8753:54b0,fcdd:a0c:269:7f51:f610:2d30:ba7b:8e5d/44,3B-39-42-BB-17-45
38.157.48.233,55.77.116.123/29,c0d9:c:f689:6d76:c4c2:5fbe:8f59:7da9,3621:fa0b:be6e:45c7:4a1d:3eea:4ff3:f90b/4,24-0E-F1-A0-4B-69
62.175.227.98,210.214.101.45/28,d1e1:deee:fe79:874a:3dc7:cf16:be66:b7dc,c2c8:fdc2:3924:cd3a:3966:3343:c634:17f4/108,C6-39-7C-14-FF-AB
40.231.60.201,135.90.109.17/24,9218:80e7:a18f:2a83:f2b1:cb45:33ea:8abd,54b5:3d77:d64a:6cda:fbc6:454e:74f7:27fb/8,A4-9F-42-22-64-58
114.219.49.78,248.228.143.214/6,73ad:b716:e13e:e062:91b4:3fd8:8d39:f559,b207:7457:2132:48ae:40a4:29a6:9a41:3d42/87,D2-C6-01-71-C9-2B
64.111.83.14,98.146.31.140/10,bdf3:7c62:4d60:1c6a:b7e5:9c84:5e5c:e63a,664c:b0e:b8c7:59a1:230d:756b:369:cfe8/102,BA-47-19-90-BF-B2
119.19.5.135,95.182.142.26/27,eadf:84d2:76f7:9ca7:d7c3:e134:15c8:7fc,6039:18bb:e927:1b2a:85a:f71c:92ad:20b8/109,49-29-39-5A-56-D3
241.83.41.248,209.171.112.251/17,3bf7:27e7:6b95:7b10:dec7:667e:7640:f048,a536:4085:6a5d:7039:974d:a1e6:9567:6aaf/109,9A-3F-37-7D-D0-71
254.106.238.86,87.177.243.95/10,4487:c1a5:1cef:a86:4122:a378:5a39:cbd5,ec69:2bf1:f150:b4cd:7ec0:a22a:696:b404/17,8C-C8-36-E4-D2-FA
131.190.119.6,43.121.30.211/31,23e0:46ca:7131:97c7:c6d4:a80c:2fd8:379f,cc56:5f07:6a7f:a8b1:62fb:4b90:34d1:4b42/62,1E-C9-CC-91-CC-16
232.87.184.155,175.48.39.46/5,f445:9d6:542e:8c1c:58f:9096:38f4:14b8,f761:a944:8973:fb90:96c3:97d8:327e:5da/93,E3-28-65-CD-68-B3
237.28.5.167,30.113.163.64/27,5a25:204e:77f2:df4a:1cb3:789c:6df8:c117,ff7a:46ca:c622:9121:d54d:ba25:697d:7c0c/33,CF-B8-D2-DC-63-69
58.33.132.139,126.112.5.141/27,16ca:d009:c718:9db4:c2c3:3a8d:c:4735,b116:ac0f:ea13:4c49:c18b:90ae:9871:c7d3/72,2F-93-9A-8A-2F-51
139.208.104.5,223.6.193.145/11,586f:8e2b:d12d:9460:69d2:bc3e:4b30:4d10,8d36:546a:22f9:5555:d812:ba35:79e6:2523/22,42-F3-48-46-44-96
42.54.25.246,133.147.177.6/24,8ac1:b383:c96e:5e19:9bdd:60cd:4330:baa1,a48e:9e9a:8f16:5552:bdeb:d2c3:d71e:9951/124,14-7B-70-50-01-6D
236.252.144.62,233.19.124.15/13,3629:57f6:90bf:8266:2522:df66:101c:623b,787:25d2:98a1:2b41:4740:58b0:1524:1ce0/43,18-71-96-37-61-53
202.200.194.10,64.98.75.128/18,b414:6b20:d012:27e3:f4a:33ac:5096:bce1,814b:7436:bb69:c67f:5b33:1792:4f43:61b7/116,B9-55-B3-40-20-9B
132.193.150.155,12.134.64.84/6,8a64:a6b9:b523:13a2:7046:222:ba64:1ee1,31c4:a117:5cd2:92c6:b324:88b5:89d9:3ea5/14,29-C3-AD-E3-8A-6C
79.167.41.98,18.99.102.60/18,fc82:8b80:87ca:75a0:e346:c69:e9ef:3653,79eb:60d4:9c72:ee60:70b7:e419:730:5026/33,84-64-86-28-BD-C8
229.157.241.63,93.104.209.217/13,df39:15b9:9f2e:da02:d055:498f:68aa:b3a4,c8d6:a839:d95d:1512:d15c:3e1b:7254:77aa/1,32-94-F4-05-16-BA
227.31.194.12,134.15.140.13/23,b1a8:d080:9449:f5e2:a9fb:8961:beab:9a5b,24b6:f988:cec3:d39:4b51:9fe9:787c:b7e5/36,4D-99-B9-B7-7E-5A
220.128.231.52,102.147.216.167/12,5f1a:b96c:c6ba:8ce9:255:9ca0:aeb3:3590,8807:2cb6:4ff1:3a02:ed66:d30d:ff38:2865/23,FF-F9-FE-EF-23-A5
38.105.132.249,149.13.19.85/23,2a71:204d:f76c:70e7:4629:de8b:d0d3:8bb3,7bb2:50cc:63ad:5671:6dc3:672b:5525:b488/50,A6-33-95-A2-B8-34
39.189.226.69,88.49.220.170/9,c979:dc38:faef:9b36:a005:63:9ec7:77d3,7d54:ac40:d012:d194:5330:40ae:fe77:6f59/118,BE-E4-3F-C4-BE-60
240.42.129.164,198.53.71.10/3,5f47:a309:b252:6b3e:18f1:8a39:390b:da51,d9f5:1864:c0f7:4911:f123:f7e:b4f7:18b5/70,0D-D9-46-66-14-F6
63.48.200.90,70.203.115.244/26,8bca:81a2:ae06:6309:e3d2:11aa:1473:f1ed,d012:c92c:ede:23a:6320:34ff:1a1c:89d/73,B2-3B-1C-AB-C7-CF
126.4.21.249,162.73.131.113/20,6cb:dc5c:f360:357b:3a33:20e0:695e:4a5d,d3a7:87e6:e560:8cc4:b4bf:4b4d:7d0c:4902/34,6E-74-7D-FD-00-D5
51.205.250.208,168.238.163.143/17,5547:45e4:71e1:4d14:e2ba:b229:5b78:beb3,ed43:983c:3e4d:4f70:d9d7:7b8a:e67e:96af/96,64-29-57-BE-D2-5E
142.103.76.133,29.72.31.39/24,4282:4674:e900:74ce:1647:48e7:1ba:cf21,d4d0:af1:f04d:c20d:910a:fd65:8d67:2fe4/51,34-F6-12-B7-5C-95
163.49.4.77,24.191.151.97/31,2a7a:f0e5:8c98:ecab:e740:8ecd:1897:a906,430b:bd50:6d3f:3ecf:3acb:8d50:dc8a:1205/22,12-11-90-AF-8F-1E
30.100.41.128,30.229.39.95/19,7ef1:5bb8:f561:dedf:13f9:292f:5489:a9a8,98bd:3e3d:838e:be6a:bdf0:7bad:9b4d:b221/123,0C-62-2D-45-27-71
149.88.51.250,145.43.243.56/3,510b:71a4:ff96:2093:215f:5610:9b20:b072,1738:8f7:2a11:b507:3d9:231d:ce49:d12f/13,A1-0E-94-57-8F-06
143.78.47.212,170.121.229.65/4,2335:afab:961b:9679:2da1:4b94:62b3:72fb,5f1c:eccd:ec39:398d:2f53:9084:ebbf:703e/43,AD-1A-B0-69-4B-17
226.78.42.26,219.84.189.146/8,1398:993e:c0ed:918e:e3ac:cd4d:3c:877c,737a:2860:f0bd:4e5b:9955:8051:f16b:db45/34,B0-2B-68-3F-EB-75
96.154.13.250,123.174.119.126/15,44f6:dc50:8ce2:b7c3:13d4:6f27:6f09:1a43,c0c0:db36:b193:5163:5b9:a6a3:e121:673b/107,C1-E5-3F-0F-45-0A
211.164.125.220,92.242.7.137/19,9a01:7ed4:4f95:c7a3:a46b:a0b9:2a60:cc50,3353:89af:fc7d:d7ba:52a9:7792:ba7c:adbf/22,4C-22-F5-2C-6F-25
42.183.157.129,211.185.44.223/13,c97:a838:1f29:e409:33c7:2f99:8dc5:8105,1191:3eb2:65c2:8986:94a1:88b1:69cd:a988/26,7E-8E-7B-3E-7B-60
155.89.86.93,163.146.141.210/23,c99f:2787:e88a:ec6d:5805:60df:4133:ee6e,ac73:bce6:8376:a8a9:36b8:9144:1144:a48/115,89-3D-69-86-21-60
174.69.81.206,171.79.33.62/29,9ed6:d6b1:e3cd:2048:979e:e045:2d39:6013,4db:88c9:7fc7:c9b8:3253:e29a:6e7:5639/19,40-77-40-85-78-9C
205.84.181.86,130.186.131.129/18,36c5:597a:4975:6bc4:6f4:9e6c:7847:7dd8,d243:4d2c:ca07:2fd9:922a:252e:a4d9:b233/37,C7-97-D9-CE-64-C6
180.28.131.97,203.194.181.104/16,92b:6438:17c4:6051:669b:10ba:da5a:9d8a,d12c:2f92:24e9:b2be:1e5b:3bb5:d4af:50c6/110,48-69-30-C3-93-46
149.197.94.250,225.101.37.104/30,3be:c45f:f624:a6ea:f6a6:86c7:8ce4:acce,fe7d:ad0:2fc1:6b6d:70b:5f0:cf29:3b0e/45,99-A3-48-8F-B6-F2
118.116.243.111,119.85.81.70/19,e254:1331:f1e1:4486:9414:fad2:a712:261a,21ce:8cd:d9a6:898:efe7:6a33:ad60:17d3/110,C6-37-9C-9B-86-DA
6.13.110.127,243.228.233.152/30,67c3:59f3:36a9:708a:c8e9:aec7:ccb2:59e7,7550:caa4:6f98:b5db:9fb2:7ed3:6249:e649/11,D4-0A-5C-DA-A7-59
106.139.55.109,25.170.22.116/5,ffb5:c313:936b:b98f:5eac:8bad:cda4:7702,c1f5:895f:afd:ffea:b56c:a46c:4aac:b55/27,49-F7-2B-6C-F6-72
214.135.146.117,115.224.253.149/24,383b:2655:73fb:cc77:8140:ac9e:a74e:c016,6803:7a86:1320:6687:a07b:7f32:dffc:15f7/107,8C-68-E1-92-D0-A2
230.8.199.96,153.212.25.80/10,49c6:15f0:bd1f:cd35:bc26:d369:d0d4:dedc,d2cf:d1cd:c1ff:6134:ffe4:6d53:942d:f316/122,FE-BB-41-1E-2F-4D
196.164.62.207,124.104.166.211/26,2b77:a0e4:ca51:db71:9828:7bd8:1c40:e371,534c:4f54:15c5:f6bc:d13f:f6f2:be8c:c662/75,E0-D5-2A-44-BC-00
203.246.219.92,195.81.77.90/9,fcb2:a657:d7c7:ed48:e3cc:8937:582:a4fc,d3a1:6e64:f9dd:9926:d61c:a5d0:f033:a148/7,D7-B8-00-DF-3B-50
108.192.171.197,35.161.120.174/10,e55d:d13e:b8f8:7bdc:9415:e0bb:6f6f:6982,683a:ad94:d401:c00d:b020:b81b:a96a:c67a/40,14-7C-68-FD-3E-09
166.194.15.135,172.30.36.58/1,1c67:f1c1:81be:d30f:b798:d316:8745:3dbe,97fc:93cd:7829:be8b:935:cb06:b72f:7947/14,5D-A6-D8-14-36-3B
202.4.3.70,87.83.5.251/29,79f8:7ff8:d3c7:9d15:37e2:deb1:5ab:199f,e604:878b:daaa:be00:6838:bfc3:aa78:9472/10,A1-D0-30-B3-61-81
5.217.213.53,252.183.12.140/24,fa5e:cd1c:4716:7388:4f02:d867:d11b:a0ca,e2cc:7f68:2fef:ace7:98b7:8742:901f:388/93,EE-3D-25-96-6B-27
148.1.91.183,100.21.234.87/17,8047:2398:b14e:1a01:e57f:c264:e151:72a4,bead:d105:f465:6bf6:d594:119e:2b97:5ebc/124,8D-B1-8E-37-FF-E3
41.115.182.36,20.195.24.163/17,c241:856c:523f:6668:d3a5:6e1d:de34:c2bf,caa8:fd95:7752:809e:9dff:c5ea:7556:e098/84,00-60-90-C3-FF-F4
236.46.250.14,9.44.165.135/10,be87:c60e:4ca8:3c3c:5532:a883:81eb:ac02,b22a:da1b:8eda:f4b:f087:336e:7171:f1e/71,A1-65-CD-8A-7B-2B
28.175.107.77,164.238.242.178/18,a1a7:7f:70a1:c7af:ee16:dfc1:dc93:5662,14ac:762f:6e32:16cc:4463:48e:ee5:4a1a/60,36-64-A5-AB-AA-64
228.54.168.15,98.78.196.38/21,29b7:c3a0:962e:31a1:44b5:836f:11a0:7c6c,29d:a694:e15c:1460:770a:a1bd:d899:3e2c/64,98-2C-33-CD-FD-00
73.190.61.80,51.59.57.112/4,d792:5ab8:fcf7:8701:1b92:9adb:935a:46e1,a7a4:d793:8d25:ded:584f:e66:54e3:433c/47,D6-8A-80-55-6D-FC
56.130.40.56,182.200.34.72/18,a403:655c:c1d3:bac0:55bb:e249:bbb9:689b,692c:44ba:bf95:5d34:d8f9:530c:f309:c559/50,FD-99-0B-A3-23-08
89.243.204.21,121.150.222.241/18,feee:4935:d007:8d42:f3b5:5769:884e:2a0c,c9fc:e845:dd5d:93de:e585:5106:7b76:ec04/64,7F-95-3A-EA-CD-6E
236.92.194.194,124.75.231.140/14,43d1:ecf8:3bb4:8c4f:3638:4d5c:d250:67f3,a731:f6e0:87da:535b:ac49:3393:6b3f:2845/109,79-E3-63-14-D4-C5
153.84.7.161,196.165.115.244/19,9284:c83f:916a:c142:621c:e3a5:433:965d,58c5:dc90:144:ed39:36cf:e466:9a0c:e31e/86,2A-0B-2B-9A-96-E7
54.177.27.214,213.76.126.42/10,2eae:5719:a584:381b:8ba0:b814:8b04:1f79,619a:217b:980d:6dea:e5ab:ae75:ff53:d524/104,36-DD-57-E0-12-A6
19.13.61.69,28.228.39.78/17,d6f5:c0e7:19a9:7107:214a:f8de:a10c:248,d2bf:c393:5d5d:19c0:6d38:fb50:62e2:7dc7/104,8F-3C-F0-0B-24-57
180.114.215.140,13.217.199.32/1,4d9b:d75c:26f8:5cbe:9ceb:66da:d208:2456,9786:3dc6:747a:5015:dc74:55c3:26b7:187d/112,61-4F-B3-05-83-3C
91.173.161.22,245.83.66.231/24,cf72:c90:285:7ee8:3550:679b:fb0:e92c,b7a1:e155:71d0:e1ae:a5cc:c5cb:31a:af1d/92,23-29-8B-E6-82-64
