Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
Canada,Web,Sports Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q1 2013,6439.72,436,0.54299255
Canada,Web,Sports Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q1 2013,9639.84,604,0.53007519
Canada,Web,Sports Store,Camping Equipment,Lanterns,Firefly 2,2013,Q1 2013,27099.27,1001,0.38423913
Canada,Web,Sports Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,13130.24,446,0.38858696
Canada,Web,Sports Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,13323.08,502,0.33006782
Canada,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q1 2013,14364,420,0.45204678
Canada,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q1 2013,14733.85,467,0.36608558
Canada,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q1 2013,16976.75,623,0.5306422
Canada,Web,Sports Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,9904.32,288,0.5457982
Canada,Web,Sports Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,8845.08,183,0.37931596
Canada,Web,Sports Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,3836.16,48,0.51201201
Canada,Web,Sports Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q1 2013,3136.32,32,0.54086318
Canada,Web,Sports Store,Personal Accessories,Watches,Mountain Man Extreme,2013,Q1 2013,4615.84,16,0.59724774
Canada,Web,Sports Store,Personal Accessories,Watches,Venue,2013,Q1 2013,16717,229,0.41567386
Canada,Web,Sports Store,Personal Accessories,Watches,Infinity,2013,Q1 2013,138488,598,0.45929958
Canada,Web,Sports Store,Personal Accessories,Watches,Lux,2013,Q1 2013,43621.2,258,0.47569714
Canada,Web,Sports Store,Personal Accessories,Watches,Sam,2013,Q1 2013,10102.5,225,0.38396437
Canada,Web,Sports Store,Personal Accessories,Watches,TX,2013,Q1 2013,106604,565,0.45069341
Canada,Web,Sports Store,Personal Accessories,Watches,Legend,2013,Q1 2013,88757.8,332,0.4370203
Canada,Web,Sports Store,Personal Accessories,Watches,Zodiak,2013,Q1 2013,30078.4,286,0.42447338
Canada,Web,Sports Store,Personal Accessories,Watches,Kodiak,2013,Q1 2013,39667.5,307,0.47639806
Canada,Web,Sports Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,23153.58,382,0.56856348
Canada,Web,Sports Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,7481.1,71,0.52841293
Canada,Web,Sports Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,41636.81,352,0.50222507
Canada,Web,Sports Store,Personal Accessories,Eyewear,Polar Extreme,2013,Q1 2013,5190.5,35,0.5111261
Canada,Web,Sports Store,Personal Accessories,Eyewear,Capri,2013,Q1 2013,45117.4,1178,0.33839805
Canada,Web,Sports Store,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,95095.25,2741,0.33382971
Canada,Web,Sports Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,104806.93,2357,0.38177704
Canada,Web,Sports Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,92246.7,4578,0.40077249
Canada,Web,Sports Store,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,102753.55,1571,0.40944376
Canada,Web,Sports Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,230050,2793,0.50087785
Canada,Web,Sports Store,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,19617,390,0.39421318
Canada,Web,Sports Store,Personal Accessories,Eyewear,Zone,2013,Q1 2013,179755.5,5844,0.32466039
Canada,Web,Sports Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,79501.5,1963,0.40637145
Canada,Web,Sports Store,Personal Accessories,Eyewear,Retro,2013,Q1 2013,161887.6,2584,0.44780181
Canada,Web,Sports Store,Personal Accessories,Knives,Single Edge,2013,Q1 2013,112744.18,9287,0.29489292
Canada,Web,Sports Store,Personal Accessories,Knives,Double Edge,2013,Q1 2013,9280.39,569,0.29920294
Canada,Web,Sports Store,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,31688.58,798,0.40745404
Canada,Web,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2013,Q1 2013,12275.2,140,0.46395985
Canada,Web,Sports Store,Personal Accessories,Knives,Max Gizmo,2013,Q1 2013,24394.5,606,0.54510361
Canada,Web,Sports Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q1 2013,3637.8,282,0.63410853
Canada,Web,Sports Store,Personal Accessories,Binoculars,Seeker 35,2013,Q1 2013,64619.38,646,0.28831351
Canada,Web,Sports Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,26499.2,208,0.2733124
Canada,Web,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,29712.08,202,0.3601175
Canada,Web,Sports Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,40447.66,508,0.49762236
Canada,Web,Sports Store,Personal Accessories,Binoculars,Opera Vision,2013,Q1 2013,13420,122,0.54015648
Canada,Web,Sports Store,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,22291.2,129,0.44444444
Canada,Web,Sports Store,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,42524.82,1326,0.3763642
Canada,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,51009.4,460,0.33772207
Canada,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS Extreme,2013,Q1 2013,33820.38,99,0.48343188
Canada,Web,Sports Store,Personal Accessories,Navigation,Trail Scout,2013,Q1 2013,26656,112,0.35404562
Canada,Web,Sports Store,Personal Accessories,Navigation,Astro Pilot,2013,Q1 2013,51185,353,0.3771521
Canada,Web,Sports Store,Personal Accessories,Navigation,Sky Pilot,2013,Q1 2013,17184,48,0.33638268
Canada,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,2728.54,512,0.65660756
Canada,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,3346,478,0.66714286
Canada,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q1 2013,4298,679,0.6176873
Canada,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q1 2013,2645,529,0.61
Canada,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,1140,228,0.608
Canada,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,7555,1569,0.61579749
Canada,Web,Sports Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q1 2013,4324,188,0.60869565
Canada,Web,Sports Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q1 2013,2870,82,0.59885714
Canada,Web,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,906,151,0.52833333
Canada,Web,Sports Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,0,58,
Canada,Web,Sports Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q1 2013,654,109,0.54
Canada,Web,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,92661,201,0.52060738
Canada,Web,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,69685.9,79,0.48883347
Canada,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q1 2013,32897.15,65,0.4511865
Canada,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,111483.24,132,0.50270552
Canada,Web,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,92979.81,77,0.48738334
Canada,Web,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,185310,312,0.42485996
Canada,Web,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,126589.54,98,0.52776509
Canada,Web,Sports Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,88258.56,102,0.51345229
Canada,Web,Sports Store,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,28988.94,397,0.61106546
Canada,Web,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,38073.15,441,0.5227818
Canada,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,20839.14,2148,0.71138924
Canada,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,9186.6,882,0.42394357
Canada,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,44770.38,207,0.63149967
Canada,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q1 2013,6615,630,0.75714286
Mexico,Web,Golf Shop,Personal Accessories,Watches,Venue,2013,Q1 2013,6351,87,0.41890411
Mexico,Web,Golf Shop,Personal Accessories,Watches,Legend,2013,Q1 2013,12495.4,47,0.43393249
Mexico,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,12345.2,203,0.56999887
Mexico,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,13214.08,112,0.50094445
Mexico,Web,Golf Shop,Personal Accessories,Eyewear,Bella,2013,Q1 2013,5940,88,0.4517037
Mexico,Web,Golf Shop,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,4867.35,111,0.34435576
Mexico,Web,Golf Shop,Personal Accessories,Eyewear,Dante,2013,Q1 2013,17471.91,387,0.41806877
Mexico,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,5299.45,263,0.39602978
Mexico,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,15706.45,245,0.40995769
Mexico,Web,Golf Shop,Personal Accessories,Eyewear,Zone,2013,Q1 2013,18296.2,575,0.32300587
Mexico,Web,Golf Shop,Personal Accessories,Eyewear,Retro,2013,Q1 2013,11840.85,189,0.44712415
Mexico,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,5600,35,0.5324375
Mexico,Web,Golf Shop,Personal Accessories,Navigation,Sky Pilot,2013,Q1 2013,7160,20,0.34201117
Mexico,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,277199.3,618,0.50729313
Mexico,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,133197.1,151,0.48883347
Mexico,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q1 2013,92112.02,182,0.4511865
Mexico,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,76011.3,90,0.50270552
Mexico,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,151513.2,125,0.48931842
Mexico,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,243426,413,0.4204366
Mexico,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,90421.1,70,0.52776509
Mexico,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,78740.48,91,0.51345229
Mexico,Web,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,131289.96,1798,0.61106546
Mexico,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,66769.83,777,0.52055592
Mexico,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,96439.2,562,0.46503497
Mexico,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,10763.76,1195,0.68914208
Mexico,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,31696.5,2702,0.48852397
Mexico,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,62084.52,290,0.62771718
Mexico,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q1 2013,19799.2,1898,0.75555073
Mexico,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,19726.41,69,0.41704852
Mexico,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,9568,325,0.38858696
Mexico,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q1 2013,3389.75,65,0.44870566
Mexico,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q1 2013,31043.4,1860,0.40083883
Mexico,Web,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,11589.43,337,0.5457982
Mexico,Web,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,8599.17,111,0.49657932
Mexico,Web,Department Store,Personal Accessories,Watches,Venue,2013,Q1 2013,9636,132,0.42082192
Mexico,Web,Department Store,Personal Accessories,Watches,Infinity,2013,Q1 2013,45363,200,0.46681745
Mexico,Web,Department Store,Personal Accessories,Watches,Lux,2013,Q1 2013,19885.2,115,0.47633013
Mexico,Web,Department Store,Personal Accessories,Watches,Sam,2013,Q1 2013,8037.1,179,0.38708241
Mexico,Web,Department Store,Personal Accessories,Watches,TX,2013,Q1 2013,28708,152,0.45469068
Mexico,Web,Department Store,Personal Accessories,Watches,Legend,2013,Q1 2013,25653.6,96,0.43717529
Mexico,Web,Department Store,Personal Accessories,Eyewear,Capri,2013,Q1 2013,7200.4,188,0.33707572
Mexico,Web,Department Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,9647,220,0.34777651
Mexico,Web,Department Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,886.6,44,0.39602978
Mexico,Web,Department Store,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,22035,339,0.39215385
Mexico,Web,Department Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,28105,336,0.50289308
Mexico,Web,Department Store,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,7494.7,149,0.38906561
Mexico,Web,Department Store,Personal Accessories,Eyewear,Zone,2013,Q1 2013,46246.8,1515,0.32215959
Mexico,Web,Department Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,19197,474,0.39947336
Mexico,Web,Department Store,Personal Accessories,Eyewear,Retro,2013,Q1 2013,29508.15,471,0.44776511
Mexico,Web,Department Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,28028,220,0.2733124
Mexico,Web,Department Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,4427.73,69,0.37665576
Mexico,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,0,69,
Mexico,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,1875,375,0.608
Mexico,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,0,69,
Mexico,Web,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,0,69,
Mexico,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,27660,60,0.52060738
Mexico,Web,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,33408,60,0.38649425
Mexico,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,75279.36,87,0.51345229
Mexico,Web,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,57174.66,783,0.61106546
Mexico,Web,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,5325,60,0.53577465
Mexico,Web,Equipment Rental Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q1 2013,9248.8,4204,0.61363636
Mexico,Web,Equipment Rental Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q1 2013,90297.45,1055,0.29898353
Mexico,Web,Equipment Rental Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q1 2013,20937.33,531,0.49885874
Mexico,Web,Equipment Rental Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q1 2013,121550.4,345,0.39449932
Mexico,Web,Equipment Rental Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,8439.72,318,0.33006782
Mexico,Web,Equipment Rental Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q1 2013,45155.9,1334,0.44638109
Mexico,Web,Equipment Rental Store,Mountaineering Equipment,Rope,Husky Rope 60,2013,Q1 2013,25270,140,0.29911357
Mexico,Web,Equipment Rental Store,Mountaineering Equipment,Tools,Granite Hammer,2013,Q1 2013,35406.68,466,0.25138194
Mexico,Web,Equipment Rental Store,Mountaineering Equipment,Tools,Granite Shovel,2013,Q1 2013,19224.33,327,0.3856098
Mexico,Web,Equipment Rental Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,3542,506,0.66714286
Mexico,Web,Equipment Rental Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q1 2013,642,107,0.54
Mexico,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,45505,950,0.3736952
Mexico,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q1 2013,3744.9,90,0.51934631
Mexico,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,21369.99,270,0.50725293
Mexico,Web,Eyewear Store,Personal Accessories,Watches,Venue,2013,Q1 2013,9636,132,0.41817767
Mexico,Web,Eyewear Store,Personal Accessories,Watches,Infinity,2013,Q1 2013,14053,59,0.4557518
Mexico,Web,Eyewear Store,Personal Accessories,Watches,Lux,2013,Q1 2013,9363.2,56,0.47244532
Mexico,Web,Eyewear Store,Personal Accessories,Watches,TX,2013,Q1 2013,31040,162,0.46155219
Mexico,Web,Eyewear Store,Personal Accessories,Watches,Zodiak,2013,Q1 2013,15655.4,145,0.42173691
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,57302.37,952,0.56555375
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,21767.9,206,0.52975988
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,35246.72,296,0.50552903
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Wave,2013,Q1 2013,8032.08,84,0.56996444
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Extreme,2013,Q1 2013,3051.93,21,0.50113535
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Bella,2013,Q1 2013,9180,136,0.45125926
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Capri,2013,Q1 2013,7315.3,191,0.33707572
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,24837.95,818,0.32517418
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,9296.2,212,0.34982896
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,1813.5,90,0.40496278
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,1820,28,0.39215385
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,19792,239,0.49197049
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Zone,2013,Q1 2013,30149.8,985,0.32390795
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,7290,180,0.43530864
Mexico,Web,Eyewear Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q1 2013,7146.6,554,0.63488372
Mexico,Web,Eyewear Store,Personal Accessories,Binoculars,Seeker 35,2013,Q1 2013,40012,400,0.28831351
Mexico,Web,Eyewear Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,28792.4,226,0.2733124
Mexico,Web,Eyewear Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,23601.44,136,0.45764665
Mexico,Web,Eyewear Store,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,6880,43,0.5329375
Mexico,Web,Eyewear Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q1 2013,17041.32,186,0.42152368
Mexico,Web,Eyewear Store,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,43136.21,389,0.33772207
Mexico,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q1 2013,43327.55,10969,0.46582278
Mexico,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q1 2013,16753.44,1672,0.47704591
Mexico,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q1 2013,22900.24,982,0.31689537
Mexico,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q1 2013,103554.65,1955,0.33980415
Mexico,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q1 2013,123599.69,1003,0.35437799
Mexico,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q1 2013,46050.18,726,0.26880025
Mexico,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q1 2013,42244.74,293,0.4798169
Mexico,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q1 2013,31798.84,1717,0.4600432
Mexico,Web,Sports Store,Camping Equipment,Tents,Star Lite,2013,Q1 2013,423702.1,1205,0.28900518
Mexico,Web,Sports Store,Camping Equipment,Tents,Star Dome,2013,Q1 2013,108829.6,176,0.35958599
Mexico,Web,Sports Store,Camping Equipment,Tents,Star Gazer 2,2013,Q1 2013,193655,350,0.2904934
Mexico,Web,Sports Store,Camping Equipment,Tents,Star Gazer 3,2013,Q1 2013,222686.1,315,0.35779557
Mexico,Web,Sports Store,Camping Equipment,Tents,Star Gazer 6,2013,Q1 2013,38724.21,49,0.37997444
Mexico,Web,Sports Store,Camping Equipment,Tents,Star Peg,2013,Q1 2013,11258.24,5744,0.48979592
Mexico,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q1 2013,157571.19,1841,0.29898353
Mexico,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q1 2013,186804.97,1289,0.40657896
Mexico,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q1 2013,94203.12,374,0.40447832
Mexico,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q1 2013,157680.71,1505,0.49843104
Mexico,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q1 2013,8771.1,507,0.51156069
Mexico,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q1 2013,45758.86,461,0.3426355
Mexico,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q1 2013,61409.82,841,0.2810189
Mexico,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,128923.9,471,0.39113803
Mexico,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q1 2013,129653.76,368,0.39449932
Mexico,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q1 2013,206932.77,473,0.45397609
Mexico,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q1 2013,40138.4,1310,0.51044386
Mexico,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q1 2013,78279.43,1121,0.41028211
Mexico,Web,Sports Store,Camping Equipment,Lanterns,Firefly 2,2013,Q1 2013,18237.6,680,0.37844892
Mexico,Web,Sports Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,10539.52,358,0.38858696
Mexico,Web,Sports Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,10881.4,410,0.33006782
Mexico,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q1 2013,12935.5,410,0.36608558
Mexico,Web,Sports Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,6534.1,190,0.5457982
Mexico,Web,Sports Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,7280.8,152,0.3736952
Mexico,Web,Sports Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q1 2013,8030.73,193,0.51934631
Mexico,Web,Sports Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,11775.44,152,0.49657932
Mexico,Web,Sports Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q1 2013,5833.58,62,0.52173451
Mexico,Web,Sports Store,Personal Accessories,Watches,Mountain Man Extreme,2013,Q1 2013,21416.25,75,0.59310103
Mexico,Web,Sports Store,Personal Accessories,Watches,Venue,2013,Q1 2013,25696,352,0.41890411
Mexico,Web,Sports Store,Personal Accessories,Watches,Infinity,2013,Q1 2013,19824,88,0.46899718
Mexico,Web,Sports Store,Personal Accessories,Watches,Lux,2013,Q1 2013,8459.6,48,0.47510284
Mexico,Web,Sports Store,Personal Accessories,Watches,TX,2013,Q1 2013,27452,145,0.46316844
Mexico,Web,Sports Store,Personal Accessories,Watches,Legend,2013,Q1 2013,28809.2,109,0.42851728
Mexico,Web,Sports Store,Personal Accessories,Watches,Kodiak,2013,Q1 2013,8836.2,72,0.44811571
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,31866.94,528,0.56672338
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,15878.5,150,0.53059168
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,37646.99,319,0.50108309
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Polar Extreme,2013,Q1 2013,7266.5,50,0.50113535
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Capri,2013,Q1 2013,17847.8,466,0.34086778
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,30494.6,947,0.32966886
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,11664.1,266,0.34624875
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,21258.25,1055,0.4
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,35481.05,540,0.4044218
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,47832,571,0.50057723
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,1006,20,0.39582505
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Zone,2013,Q1 2013,57776.2,1859,0.32071303
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,6399,158,0.39185185
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Retro,2013,Q1 2013,27503.35,439,0.44582896
Mexico,Web,Sports Store,Personal Accessories,Knives,Single Edge,2013,Q1 2013,50854.46,4189,0.29489292
Mexico,Web,Sports Store,Personal Accessories,Knives,Double Edge,2013,Q1 2013,43612.94,2674,0.29920294
Mexico,Web,Sports Store,Personal Accessories,Knives,Edge Extreme,2013,Q1 2013,80506.68,708,0.2964559
