ACCOUNT NAME,ACTIVE,VEHICLE INFORMATION COMPLETE,BIC NUMBER,BIC PLATE NUMBER,DMV PLATE NUMBER,VEHICLE VIN,VEHICLE BODY TYPE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE YEAR,VEHICLE ENGINE MAKE,VEHICLE ENGINE HORSEPOWER,VEHICLE FUEL TYPE,VEHICLE GROSS VEHICLE WEIGHT,VEHICLE GROSS VEHICLE WEIGHT RATING (GVWR),VEHICLE HAS SIDE GUARD,VEHICLE OWNERSHIP TYPE,VEHICLE ANNUAL MILES TRAVELED IN LAST YEAR,EXPORT DATE
BORO-WIDE RECYCLING CORP.,true,true,BIC-181,L11457,63707MK,1FVHCYBS5CHBJ2507,Rear End Loader,Freightliner,M2-106,2012,CUMMINS,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
BORO-WIDE RECYCLING CORP.,true,true,BIC-181,L11458,63706MK,1FVHCYBS3CHBJ2506,Rear End Loader,Freightliner,M2-106,2012,CUMMINS,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
BORO-WIDE RECYCLING CORP.,true,true,BIC-181,L-7244,14867JZ,1M2B225C1NM002627,Rear End Loader,Mack,DM688SX,1992,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,15887,
BOUCAS CONTRACTING CO INC.,true,true,BIC-2671,R-8498,26832JW,2WKKDCCG7RK934774,Dump Truck,Western Star,3406E catapilla,1994,CATERPILLER,385,Diesel,"33,001 lbs. or greater","Class 7: (26,001- 33,000 lbs.)",No,Owned,2000,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R06990,35460TR,1XPXD40X0JD456029,Tractor,Peterbilt,389,2018,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R06471,38795MD,1NKWX4TX6ER415492,Dump Truck,Kenworth,W900,2014,CUMMINS,450,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R06469,23431TC,1XPXD40X6HD423983,Tractor,Peterbilt,389,2017,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R06468,31918TR,1XPXD40X0HD442898,Tractor,Peterbilt,389,2017,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R05714,35450TR,1XPXD40X9GD369545,Tractor,Peterbilt,389,2016,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R06470,38794MD,1NKWX4TX4ER415491,Dump Truck,Kenworth,W900,2014,CUMMINS,450,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R07766,28822TR,1XPXD40X7JD456027,Tractor,Peterbilt,389,2018,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R05715,22578TR,1XPXD40X0GD369546,Tractor,Peterbilt,389,2016,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R05716,21789TR,1XPXD40X7GD369544,Tractor,Peterbilt,389,2016,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R02096,35465TR,1XPXP4EX3CD152275,Tractor,Peterbilt,389,2012,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R-8613,33227TR,1XP5DB0X67N741994,Tractor,Peterbilt,379,2007,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,23626,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R06991,22282TR,1XPXD40X9JD456028,Tractor,Peterbilt,389,2018,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"BOVE INDUSTRIES, INC.",true,true,BIC-2581 | TS-150,R06467,39167TR,1XPXD40X9HD442897,Tractor,Peterbilt,389,2017,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRANDENBURG INDUSTRIAL SERVICE COMPANY,true,true,BIC-2830,R07870,P955802,1XPCD79X9JD464584,Truck,Peterbilt,ISX12,2018,CUMMINS,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRANDENBURG INDUSTRIAL SERVICE COMPANY,true,true,BIC-2830,R07872,P972663,1NPCX7TX6JD487198,Truck,Peterbilt,ISX12,2018,CUMMINS,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRANDENBURG INDUSTRIAL SERVICE COMPANY,true,true,BIC-2830,R07873,P972665,1NPCX7TX0JD487200,Truck,Peterbilt,ISX12,2018,CUMMINS,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRANDENBURG INDUSTRIAL SERVICE COMPANY,true,true,BIC-2830,R07871,P955805,1XPCD79X4JD464587,Truck,Peterbilt,ISX12,2018,CUMMINS,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRAVA CONSTRUCTION LLC,true,false,BIC-491542,R06500,AT150D,1NKDXBTX04J050073,Truck,Kenworth,,2004,CATERPILLER,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",,Owned,,
BRAVA CONSTRUCTION LLC,true,false,BIC-491542,R06501,AR602H,1NKDXBTX24J050074,Truck,Kenworth,,2004,CATERPILLER,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",,Owned,,
BRAVA CONSTRUCTION LLC,true,false,BIC-491542,R07407,AU417C,1NPCX4TX7JD468691,Truck,Peterbilt,,2018,,,Diesel,"33,001 lbs. or greater",,,,,
BRAVA CONSTRUCTION LLC,true,false,BIC-491542,R06502,AT282G,1NPXX4EX8HD358354,Truck,Peterbilt,,2017,CUMMINS,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",,Owned,,
BRAVA CONSTRUCTION LLC,true,false,BIC-491542,R07406,AU418C,1NPCX4TX0JD468693,Truck,Peterbilt,,2018,,,Diesel,"33,001 lbs. or greater",,,,,
BRD DEVELOPMENT CORP.,true,true,BIC-3880,R01878,31297MB,3FRPW75N05V182326,Dump Truck,Ford,F750 SUPER DUTY,2005,CATERPILLER,210,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,6000,
BRD DEVELOPMENT CORP.,true,true,BIC-3880,R04386,90256ME,3HAMMMMN6FL644449,Dump Truck,International,ISX15,2015,CUMMINS,300,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",No,Financed,,
"BREEZY POINT COOPERATIVE, INC.",true,true,BIC-443,R08092,31477ML,1FDRF3F69HEC91031,Pickup,Ford,F 350,2017,FORD,440,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
"BREEZY POINT COOPERATIVE, INC.",true,true,BIC-443,R08093,53835MC,1FTRF3BT1CEA26113,Pickup,Ford,F 350,2012,FORD,440,Diesel,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
"BREEZY POINT COOPERATIVE, INC.",true,true,BIC-443,R04114,18408MD,1FDRF3FT9DEA93498,Pickup,Ford,F350 SUPER DUTY,2013,FORD,440,Diesel,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
"BREEZY POINT COOPERATIVE, INC.",true,true,BIC-443,R04115,18412MD,1FDRF3FT7DEA93497,Pickup,Ford,F350 SUPER DUTY,2013,FORD,440,Diesel,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
"BREEZY POINT COOPERATIVE, INC.",true,true,BIC-443,R04116,18416MD,1FDRF3FT5DEA93496,Pickup,Ford,F350 SUPER DUTY,2013,FORD,440,Diesel,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
"BREEZY POINT COOPERATIVE, INC.",true,true,BIC-443,R04113,18409MD,1FDRF3FT0DEA93499,Pickup,Ford,F350 SUPER DUTY,2013,FORD,440,Diesel,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
BREND RENOVATION CORPORATION,true,false,BIC-3853,R01308,24656JW,JNAPA80H47AG60634,,Nissan-UD,,2007,,,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",,,,
BREND RENOVATION CORPORATION,true,false,BIC-3853,R01307,21999JT,JNAPC80L75AR50018,,Nissan-UD,,2005,,,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",,,,
BRER-FOUR TRANSPORTATION CORP.,true,true,BIC-2033 | BIC-1571,R-9116,41306TR,1XP5DB9X4XN507629,Tractor,Peterbilt,379,1999,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,17933,
BRER-FOUR TRANSPORTATION CORP.,true,true,BIC-2033 | BIC-1571,R-9118,41303TR,1XPFDB9X7TN419351,Tractor,Peterbilt,378,1996,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,11234,
BRER-FOUR TRANSPORTATION CORP.,true,true,BIC-2033 | BIC-1571,R03408,15145TC,1XPWDP0X3ED224446,Tractor,Peterbilt,389,2014,PACCAR,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRER-FOUR TRANSPORTATION CORP.,true,true,BIC-2033 | BIC-1571,R01353,16492TR,1XKWD40XXBJ293779,Tractor,Kenworth,900,2011,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRER-FOUR TRANSPORTATION CORP.,true,true,BIC-2033 | BIC-1571,R-9115,41307TR,1XKWDB0X82J897318,Tractor,Kenworth,900,2002,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,32718,
BRER-FOUR TRANSPORTATION CORP.,true,true,BIC-2033 | BIC-1571,R-9125,37367TR,1XPXD40X28D752082,Tractor,Peterbilt,389,2008,CUMMINS,565,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRER-FOUR TRANSPORTATION CORP.,true,true,BIC-2033 | BIC-1571,R-9124,32947TR,1XKWDB0X87J191926,Tractor,Kenworth,900,2007,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRER-FOUR TRANSPORTATION CORP.,true,true,BIC-2033 | BIC-1571,R-9113,27057TR,1XKWDB0X33J709211,Tractor,Kenworth,900,2003,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,29261,
BRER-FOUR TRANSPORTATION CORP.,true,true,BIC-2033 | BIC-1571,R01352,39223TR,1XKDDB0X08J228430,Tractor,Kenworth,800,2008,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRIAN & CO GENERAL CONTRACTING INC.,true,true,BIC-1959,R-8352,94193JT,1GDE4C1205F501448,Dump Truck,GMC,C4500,2005,DMAX,300,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,5000,
"BRICKENS CONSTRUCTION, INC.",true,true,BIC-4503,R03197,87179MD,4V5K99EJ1DN565743,Dump Truck,Volvo,D13Volvo Power,2013,VOLVO,744,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRIDGE DEMOLITION CORP.,true,false,BIC-1633,R-9492,86199JN,1CYCAV384ST041353,,Crane Carrier,,1995,,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",,,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R02080,21563MA,1FDAW4GY3BEB77732,Dump Truck,Ford,F450 SUPER DUTY,2011,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R02891,25100MD,1FDGW4GY4CEA94175,Dump Truck,Ford,F450,2012,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R06169,33550ME,1FD0W4GYXEEA62769,Dump Truck,Ford,F450,2014,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R06168,47530MG,1FD0W4GY6FEB64927,Dump Truck,Ford,F450,2015,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R06170,92886MD,1FD0W4GY0EEA62733,Dump Truck,Ford,F450,2014,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R06171,47529MG,1FD0W4GY4FEB64926,Dump Truck,Ford,F450,2015,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R04466,79906MB,1FDGW4GY9CEA94138,Dump Truck,Ford,F450 SUPER DUTY,2012,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R04471,65872ME,1FD0W4GY6EEB14284,Dump Truck,Ford,F450 SUPER DUTY,2014,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R04467,66665ME,1FD0W4GY3FEA15987,Dump Truck,Ford,F450 SUPER DUTY,2015,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R07324,87320MK,3C6URVJG8FE520390,Van,Dodge,RAM 3500,2015,CHRYSLER GROUP LLC,200,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R02079,73026KA,1FDGW4GY7AEA99013,Dump Truck,Ford,F450,2010,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R07326,87321MK,3C6URVJG6FE518427,Van,Dodge,RAM 3500,2015,CHRYSLER GROUP LLC,200,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R04464,21626MD,1FDGW4GY7CEB46091,Dump Truck,Ford,F450 SUPER DUTY,2012,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R07322,38707MC,1FDSE3FL8CDA66267,Van,Ford,E350,2012,FORD,305,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R07325,31433ME,1FD0W4GYXEEA69303,Dump Truck,Ford,F450,2014,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R07327,21525MG,1FD0W4GY8FEC18308,Dump Truck,Ford,F450,2015,FORD,400,Gas,"6,001 - 10,000 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
"BRIGHTVIEW LANDSCAPES, LLC",true,true,BIC-3956,R07323,99616MG,1FT8X3B68FEC59493,Pickup,Ford,F350,2015,FORD,375,Gas,"6,001 - 10,000 lbs.","Class 3 (10,001-14,000 lbs)",Yes,Owned,,
BROAD CONSTRUCTION INC.,true,false,BIC-485196,R05000,68792MC,JALE5B16277302217,,Isuzu,,2007,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
"BRONX CITY RECYCLING, INC.",true,true,BIC-4568 | BIC-1744 | BIC-2397 | TS-160 | TS-69,L11410,20389ML,1M2AX09C2HM034714,Roll-off Truck,Mack,GU7,2017,MACK,405,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
BROOK BROTHERS ENTERPRISES LLC,true,true,BIC-3105,R02393,AM991E,5KKMAEDEX5PV62471,Dump Truck,Western Star,C-13,2005,CATERPILLER,430,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,34624,
BROOK BROTHERS ENTERPRISES LLC,true,false,BIC-3105,R08086,AT834E,INPXX4TX4HD358371,Truck,Peterbilt,,2017,,,Diesel,"33,001 lbs. or greater",,,,,
BROOK BROTHERS ENTERPRISES LLC,true,false,BIC-3105,R08090,AU158G,1NKWX4TX1JJ213569,Truck,Kenworth,,2018,,,Diesel,"33,001 lbs. or greater",,,,,
BROOK BROTHERS ENTERPRISES LLC,true,false,BIC-3105,R08087,AT587N,1NKZXPTX9HJ167210,Truck,Kenworth,,2017,,,Diesel,"33,001 lbs. or greater",,,,,
BROOK BROTHERS ENTERPRISES LLC,true,true,BIC-3105,R03514,AP459S,1M2P289C4XM028211,Rear End Loader,Mack,EM7-275,1999,MACK,275,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,3730,
BROOK BROTHERS ENTERPRISES LLC,true,true,BIC-3105,R02604,AP446A,1M2P268C3WM036269,Rear End Loader,Mack,E7-350,1998,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,3623,
BROOK BROTHERS ENTERPRISES LLC,true,false,BIC-3105,R08088,AT199S,1NKZXPTX5JJ180798,Tractor,Kenworth,,2018,,,Diesel,"33,001 lbs. or greater",,,,,
BROOK BROTHERS ENTERPRISES LLC,true,false,BIC-3105,R08089,AT871U,1NPXX4EX8JD462588,Truck,Peterbilt,,2018,,,Diesel,"33,001 lbs. or greater",,,,,
BROOKLYN LANDSCAPING & SPRINKLER SYSTEM CORP.,true,true,BIC-489529,R06127,45391MH,1FDRF3G60BEC54729,Dump Truck,Ford,f-350,2011,FORD,385,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
BROOKLYN'S BEST TRUCKING INC,true,false,BIC-497539,R08323,27017MM,1NKZX4TX3KJ243462,Dump Truck,Kenworth,,2019,,,Diesel,"33,001 lbs. or greater",,,,,
BROOKSIDE ENVIRONMENTAL INC.,true,true,BIC-2935,R06614,84971MJ,5PVNJ8JV4H4S64449,Van,Hino,268a,2017,HINO MOTORS,260,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
BROOKSIDE ENVIRONMENTAL INC.,true,true,BIC-2935,R02539,24723MB,1HTJSSKK3DH198320,Truck,International,Terra Star,2013,NAVISTAR,300,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
BROOKSIDE ENVIRONMENTAL INC.,true,true,BIC-2935,R-7021,79842JR,2NKMLD9X95M079354,Roll-off Truck,Kenworth,T300,2005,CATERPILLER,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,6188,
BROOKSIDE ENVIRONMENTAL INC.,true,true,BIC-2935,R04564,61428MG,1M2AX09C5DM014077,Dump Truck,Mack,700 GU,2013,MACK,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
BRYAN SCHILLING,true,true,BIC-4119,R01618,55946JR,1FDXF46S23EC25407,Dump Truck,Ford,F450 SUPER DUTY,2003,FORD,355,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
BRYAN SCHILLING,true,true,BIC-4119,R01619,64081JT,1FDXF46S94ED21942,Dump Truck,Ford,F450 SUPER DUTY,2004,FORD,355,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
BTA BUILDING & DEVELOPING INC.,true,true,BIC-2537,R-9488,43347JY,1FDAF56F61EA25237,Dump Truck,Ford,F550 SUPER DUTY,2001,FORD,550,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
BUILD R US CORP,true,false,BIC-497755,L11818,GXG5896,1FTNE24W76DA74180,Suburban,Ford,,2006,,,Gas,"< 6,000 lbs.",,,,,
"C  CAP TRUCKING, INC.",true,true,BIC-3863,R02705,96394JZ,1M2P267C51M057716,Dump Truck,Mack,600 RD600,2001,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,16046,
"C & J LANDSCAPING, INC.",true,true,BIC-3363,R06806,11094MK,1FD0W5HY7HEC72321,Dump Truck,Ford,Ford F550,2017,FORD,288,Gas,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Financed,,
"C & J LANDSCAPING, INC.",true,true,BIC-3363,R06807,60287MG,1FTWS4XG2FKA69316,Van,Ford,Ford Transit350,2015,FORD,310,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Financed,,
"C & J LANDSCAPING, INC.",true,true,BIC-3363,R06585,20425JW,1FTSX30L71EB91646,Pickup,Ford,F350 SUPER DUTY,2001,FORD,260,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
C & M GENERAL CONTRACTING INC.,true,true,BIC-4154,R02400,16833MC,JW6CCC1G9XL005384,Dump Truck,Mitsubishi,FH211CSLSUA,1999,MITSUBISHI,210,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",Yes,Owned,7000,
C & M GENERAL CONTRACTING INC.,true,true,BIC-4154,R06358,45848MH,4V5KC9GHX4N367738,Roll-off Truck,Volvo,45848MN,2004,VOLVO,435,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,5000,
C & M TRUCKING CO.,true,true,BIC-710,R03701,32571ML,1M2AG11C94M008221,Dump Truck,Mack,700 CV700,2004,MACK,427,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,10000,
C & R CONSTRUCTION /  REN INC.,true,false,BIC-488484 | BIC-4443,R05998,35792MJ,1HTWGAZT6AJ281941,,International,,2010,,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",,,,
C & R CONSTRUCTION /  REN INC.,true,false,BIC-488484 | BIC-4443,R06701,93962JZ,1GCWGAFF2H1185522,Van,Chevrolet,,2017,,,Gas,"6,001 - 10,000 lbs.",,,,,
C & R CONSTRUCTION /  REN INC.,true,false,BIC-488484 | BIC-4443,R05495,26355MA,1GCWGFCA9B1136010,,Chevrolet,,2011,,,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",,,,
C & SON MAINTENANCE INC,true,false,BIC-4237,R03055,21914MD,JL6BKH1SX4K008139,,Mitsubishi,,2004,,,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",,,,
C & SON MAINTENANCE INC,true,false,BIC-4237,R02020,89479MD,1GTHG39R3X1006462,,GMC,SAVANA G3500,1999,,,Gas,"< 6,000 lbs.","Class 1: (<6,000 lbs)",,,,
C & SON MAINTENANCE INC,true,false,BIC-4237,R02019,89478MD,2FDLF47G5KCA51507,,Ford,F SUPER DUTY,1989,,,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",,,,
C F & BROS TRANSPORTATION INC.,true,true,BIC-2190,R05843,AT835D,1NKDX4TX3HJ145065,Dump Truck,Kenworth,T-800,2017,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
C F & BROS TRANSPORTATION INC.,true,true,BIC-2190,R03859,AR874C,1NKDX4TX2EJ419061,Dump Truck,Kenworth,T-800,2014,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
C F & BROS TRANSPORTATION INC.,true,true,BIC-2190,R04966,AS574P,3BKDX4TX5GF488621,Dump Truck,Kenworth,T-800,2016,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
C F & BROS TRANSPORTATION INC.,true,true,BIC-2190,R03469,AP733S,1NKDX4TX3EJ401295,Dump Truck,Kenworth,T-800,2014,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
C F & BROS TRANSPORTATION INC.,true,true,BIC-2190,R05009,AS137R,3BKDX4TX3GF488620,Dump Truck,Kenworth,T-800,2016,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
C F & BROS TRANSPORTATION INC.,true,true,BIC-2190,R03644,AL794W,1NKDX4TX0EJ409189,Dump Truck,Kenworth,T-800,2014,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
C F & BROS TRANSPORTATION INC.,true,true,BIC-2190,R04998,AT195P,1NKDXPTX0GR485730,Dump Truck,Kenworth,T-800,2016,PACCAR,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
C F & BROS TRANSPORTATION INC.,true,true,BIC-2190,R06788,AT995T,1NKZX4TX4JJ179639,Dump Truck,Kenworth,T-880,2018,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
C&A SENECA CONSTRUCTION LLC,true,true,BIC-2502,R-8838,20487PC,1M2AD62C7YW009544,Dump Truck,Mack,700 CL700,2000,MACK,460,Diesel,"26,001 - 33,000 lbs.","Class 8 (33,001 lbs. or greater)",No,Owned,3109,
C&A SENECA CONSTRUCTION LLC,true,true,BIC-2502,R07685,59460MD,1FT8X3DT5CEA99412,Pickup,Ford,F350``,2012,FORD,6.7,Diesel,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
