Gender,NameSet,GivenName,MiddleInitial,Surname
male,Finnish,Joel,R,Hyytiä
female,Chinese,Lili,W,Su
male,Thai,คเชนทร์,ส,บุญเทพ
female,Brazil,Eduarda,C,Costa
female,Australian,Tahlia,T,Wight
female,Scottish,Chantelle,H,Kennedy
male,Icelandic,Hjörtur,H,Ástþórsson
male,Icelandic,Rhoda,R,Ingvarsson
female,Chinese,Qing,G,Liang
female,Russian,Roxanne,D,Artemova
female,Norwegian,Amalie,N,Larsen
female,Polish,Dobrosława,K,Kaczmarek
male,Klingon,Ch'Meka,R,Neygebh
female,Icelandic,Magnea,S,Guðsteinsdóttir
male,Dutch,Hakki,Z,Brummer
male,Dutch,Elisa,H,Nugteren
male,Finnish,Magnus,A,Roivas
female,Scottish,Faith,R,Wright
female,Norwegian,Line,S,Finne
male,Ninja,Rinkimirikakuta,,
male,Greenland,Pavia,I,Jensen
male,Chinese,Gang,X,Liu
male,Australian,Bailey,S,Coungeau
female,American,Brittany,R,Keller
female,French,Ophelia,A,Bouvier
female,Hobbit,Jessamine,F,Brandagamba
female,German,Johanna,J,Weber
female,Icelandic,Ragna,S,Guðmundsdóttir
female,"Chinese (Traditional)",珮瑄,丞,郭
female,Croatian,Ena,D,Herceg
female,"Chinese (Traditional)",巧欣,冠,萬
male,Norwegian,Peder,E,Bråthen
female,Croatian,Zlata,K,Crnić
male,Vietnamese,Châu,P,Lạc
male,Croatian,Cvjetko,T,Brajković
male,Czech,Miloš,H,Baloun
female,Arabic,Intisar,T,Sabbagh
female,Eritrean,Sesuna,I,Mewael
male,French,Davet,A,Croteau
female,Brazil,Julieta,P,Costa
female,Brazil,Emily,L,Pereira
female,Dutch,Nannette,R,Kleijwegt
male,"Chinese (Traditional)",建宏,惠,陳
female,Thai,จุฬารัตน์,ญ,วงศ์ชัย
male,Danish,Asger,N,Ravn
female,Japanese,和美,優,高間
female,Chinese,Lien,F,Tung
female,Croatian,Manuela,N,Jurišić
male,Ninja,Zumokuta,,
female,England/Wales,Lola,B,Schofield
male,Polish,Dawid,W,Jasiński
female,"Russian (Cyrillic)",Янина,Р,Черкасова
male,Japanese,三郎,朋,武田
female,Dutch,Charlotte,W,Broere
female,Polish,Alicja,H,Olszewska
female,Klingon,Mabli,K,Kul
male,German,Christian,B,Huber
male,Chinese,Jie,X,Fu
female,Hispanic,Olivia,P,Ponce
female,Norwegian,Aline,M,Sætre
male,Danish,Felix,P,Koch
male,Russian,Ildar,M,Yuriev
male,Polish,Jaromir,L,Piotrowski
male,Croatian,Danijel,K,Tadić
female,Croatian,Biljana,M,Vučković
male,Norwegian,Theo,M,Karlsen
female,Croatian,Mila,S,Lončar
male,Slovenian,Viktorin,D,Plauštajner
male,Italian,Arsenio,L,Marino
male,Persian,بهنود,ت,"بنفشه خواه"
male,Dutch,Wilson,N,Aarab
male,German,Tobias,L,Foerster
female,Italian,Dora,L,Lucchesi
female,American,Katie,S,Tamura
male,Australian,Cody,M,Hobler
female,Polish,Honorata,M,Kowalczyk
female,Icelandic,Hanna,A,Bernódusdóttir
female,Icelandic,Jenna,S,Vilhjálmsdóttir
female,Brazil,Laura,C,Ribeiro
male,Igbo,Anayolisa,U,Ukaegbunam
female,Japanese,和美,匠,小倉
male,"Chinese (Traditional)",維宇,姿,田
male,Brazil,Nicolas,S,Cunha
male,Eritrean,Daniel,D,Abrha
male,Ninja,Shimofu,,
male,Scottish,Innes,M,Clark
female,American,Gladys,R,Bernal
female,Danish,Silke,D,Gregersen
female,Brazil,Rebeca,C,Rocha
male,Arabic,Mamdouh,,Ba
male,England/Wales,Hayden,E,Murphy
female,Finnish,Outi,P,Korjus
female,Hobbit,Menegilda,P,Rumble
male,Russian,Ephraim,E,Frolov
female,American,Ellen,R,Leon
female,Vietnamese,Tám,T,Thủy
male,Eritrean,Hagos,H,Filmon
female,"Chinese (Traditional)",雅菁,榮,袁
female,Klingon,D'Lij,M,Kone
male,Swedish,Helmer,S,Ekström
female,Japanese,文子,翼,吉家
female,"Chinese (Traditional)",雅雯,培,程
female,Chinese,Chow,H,Liang
male,Greenland,John,A,Petrussen
female,"Japanese (Anglicized)",Chizumi,S,Sumita
female,Eritrean,Simret,F,Sayid
female,England/Wales,Phoebe,W,Rowe
female,Czech,Jaroslava,M,Cibulková
male,Dutch,Izaäk,K,"van Heeswijk"
male,French,Ray,D,Sevier
female,Danish,Katrine,M,Jespersen
female,Italian,Tiziana,G,Manfrin
male,"Japanese (Anglicized)",Kenichirou,K,Horiguchi
male,Ninja,Kutemeikashite,,
female,Brazil,Júlia,R,Oliveira
female,Igbo,Ifeyinwa,C,Chukwudi
female,Slovenian,Bejza,A,Kudeljnjak
male,Croatian,Dragomir,S,Topić
female,Igbo,Chinwemma,C,Akobundu
female,Danish,Anne,J,Jensen
male,Hispanic,Febe,L,Salazar
male,England/Wales,Freddie,S,Davey
male,Japanese,陸,彩,酒谷
female,Eritrean,Aida,S,Sheshy
female,German,Jana,T,Peters
female,Swedish,Hanna,A,Martinsson
male,Greenland,Nikolaj,J,Tobiassen
female,Slovenian,Vitoslava,M,Kencijan
male,Finnish,Yrjö,E,Lumme
female,Japanese,美羽,蓮,梶村
female,Igbo,Chimaobim,E,Onwuka
female,Swedish,Amela,C,Sjöberg
female,Slovenian,Svetka,Q,Belec
male,Vietnamese,Vinh,H,Trịnh
female,Chinese,Yu,C,Hsüeh
male,Persian,فرشاد,د,"خامنه ای"
male,England/Wales,Charlie,P,Vincent
male,Dutch,Jori,I,Roordink
female,"Chinese (Traditional)",安庭,志,田
male,Brazil,Marcos,C,Castro
male,Chinese,Lei,J,Chiang
female,Igbo,Rapuluolisa,I,Nwoye
male,"Chechen (Latin)",Mikail,A,Vizirov
male,Igbo,Maduabuchim,A,Chiemela
female,Polish,Zuzanna,I,Piotrowska
male,Dutch,Sjirk,L,Beemsterboer
female,Swedish,My,A,Sundberg
female,Eritrean,Winta,R,Ambessa
female,Brazil,Emilly,L,Carvalho
male,Polish,Amadej,A,Kozłowski
female,German,Melanie,T,Maur
male,Polish,Bolesław,B,Kaczmarek
male,Hobbit,Iolo,R,Diggle
female,Polish,Bogusława,D,Adamczyk
female,Eritrean,Saba,O,Mehari
female,"Russian (Cyrillic)",Эрика,О,Глебова
male,"Chinese (Traditional)",盈孜,依,程
male,Japanese,真,皐,中津
male,Italian,Vittore,D,Mazzi
female,Japanese,明美,豊,佐々野
male,German,Frank,S,Müller
female,Ninja,Rinmotoka,,
male,"Chechen (Latin)",Ismaal,B,Bataev
female,Polish,Tekla,J,Sobczak
male,Chinese,Yong,Q,Niu
female,Dutch,Selinde,M,Sluiter
male,Ninja,Chirimorinkaari,,
female,Chinese,"Xin Qian",P,Tu
male,Klingon,Kriz,A,Kul
male,"Chechen (Latin)",Abdulmezhid,B,Vedzizhev
female,Japanese,和子,涼,木澤
female,Japanese,凛,豊,金刺
male,Eritrean,Tewelde,G,Abaalom
female,Japanese,雨夜,健,中城
female,Czech,Julie,I,Čtvrtečková
male,Klingon,Vis'Vok,R,Drexa
male,Slovenian,Berin,A,Javorski
female,German,Franziska,K,Berg
female,Russian,Emilia,J,Aliyeva
male,Brazil,Breno,S,Ribeiro
female,Hispanic,Lorea,B,Adomo
female,Greenland,Laila,D,Rasmussen
male,Scottish,Malachy,F,Ross
female,Swedish,Christina,H,Hedlund
male,German,Andreas,U,Bohm
female,Chinese,"Li Rong",K,Chiu
male,Igbo,Yobachukwu,C,Onyemachukwu
male,Vietnamese,Túc,T,Tôn
male,Australian,Brock,L,Dunlop
female,Arabic,Samira,L,Shamon
female,Brazil,Clara,C,Araujo
male,"Russian (Cyrillic)",Иосиф,М,Сергеев
female,Croatian,Berislava,M,Galić
female,"Russian (Cyrillic)",Евгения,Р,Успе́нская
female,Greenland,Louise,J,Lyberth
male,Russian,Zossima,E,Nevzorov
male,Brazil,Tomás,B,Correia
male,Arabic,Rais,,Issa
female,Thai,สุธันย์ชนก,ช,พวงพั่ว
male,Hispanic,Lancelot,N,Paez
male,Brazil,Douglas,P,Ribeiro
male,Hispanic,Gamal,A,Bermúdez
male,"Russian (Cyrillic)",Кузьма,И,Чесноков
male,"Japanese (Anglicized)",Tomoharu,N,Kawai
male,Igbo,Goliwe,N,Anayolisa
female,Hispanic,Sabine,G,Nevarez
male,Norwegian,Bjørn,S,Lande
male,Australian,Hunter,S,Nicholson
male,Vietnamese,Toản,Q,Đinh
male,Polish,Klimek,C,Wojciechowski
female,Hispanic,Mercedes,L,Franco
male,Croatian,Tonći,V,Galić
male,Czech,Petr,V,Zelený
male,Croatian,Gabrijel,V,Ivanković
female,England/Wales,Megan,A,Garner
male,Norwegian,Bjørn,I,Hansen
male,"Chinese (Traditional)",齡儀,縈,顧
male,Swedish,Anders,I,Jonasson
female,"Chinese (Traditional)",姿吟,思,江
male,"Japanese (Anglicized)",Masaharu,B,Kondou
male,German,Lukas,U,Metzger
female,Japanese,慶子,海,白水
female,Polish,Dorota,J,Czerwinska
female,England/Wales,Anna,S,Duffy
female,Ninja,Rinkatoteki,,
male,Hispanic,Elihu,A,Villagómez
male,Hispanic,Leónidas,L,Flórez
male,Croatian,Jakov,V,Bačić
male,Danish,Jesper,J,Juhl
female,Czech,Jaroslava,L,Ondráková
male,Scottish,Gregor,L,Aitken
female,American,Anna,C,Carter
female,Czech,Marcela,M,Tejkalová
female,Swedish,Thelma,O,Åström
male,German,Jürgen,M,Kalb
female,Australian,Hannah,M,Dunn
female,Hungarian,Anasztaizia,Z,Szathmár
female,Eritrean,Faruz,I,Medhane
male,Australian,Ryder,L,MacPherson
female,Finnish,Irene,S,Virta
female,Scottish,Demi-leigh,H,Reilly
male,Hungarian,Zoárd,B,Barna
male,Igbo,Esomchi,N,Iheatu
male,"Japanese (Anglicized)",Eiki,B,Yokoi
female,Ninja,Tekuzumoshika,,
female,Klingon,B'Kahli,K,Oparai
female,Russian,Karina,J,Seleznyova
male,Chinese,De,C,Yü
male,"Japanese (Anglicized)",Kodama,M,Ishibashi
female,Igbo,Ogbenyeanu,C,Ugoji
male,Hobbit,Adelgrim,P,Maggot
male,Arabic,Abdul-Waliy,A,Botros
female,French,Édith,V,Varieur
female,German,Yvonne,S,Kaiser
female,Danish,Thea,N,Krogh
male,Vietnamese,Lộc,Q,Đinh
female,England/Wales,Kayleigh,O,Hill
male,"Russian (Cyrillic)",Петр,Р,Прохоров
female,Croatian,Saša,M,Čeh
female,Scottish,Hallie,J,Dickson
male,Danish,Benjamin,T,Larsen
male,Finnish,Iiro,H,Honkasalo
male,Thai,กาญจดิษย์,ส,โพธิบูรณ์
female,Russian,Barbara,T,Artemieva
female,Swedish,Kimberly,M,Petersson
female,Hungarian,Broska,V,Szigethy
female,French,Annot,O,CinqMars
male,Hungarian,Oszlár,K,Gyôrffy
female,Icelandic,Hallbjörg,T,Helgadóttir
male,Hispanic,Hugolino,S,Hidalgo
male,Igbo,Ndukaku,O,Jideofor
female,Icelandic,Karla,G,Guðnadóttir
female,Ninja,Mirikashitamochichiku,,
female,Scottish,Cailyn,I,McKay
female,Swedish,Tina,A,Forsberg
female,Danish,Ida,A,Lund
male,Icelandic,Marina,H,Friðbertsson
female,Italian,Amelia,M,Siciliano
female,Finnish,Pirkko,V,Kilkka
female,Croatian,Mladenka,A,Grubišić
male,Italian,Nino,E,Giordano
female,Vietnamese,Lam,T,Hồ
male,Slovenian,Dimče,I,Margetić
male,Chinese,Ming,M,Ch'eng
female,"Chinese (Traditional)",家茜,丞,段
female,Polish,Jarosława,R,Chmielewska
female,French,Océane,O,Chartier
male,Eritrean,Aatifa,A,Negassi
female,Hispanic,Marisabel,L,Callas
female,Dutch,Marit,T,Colen
male,Greenland,Jan,J,Karlsen
male,Hobbit,Jago,G,Labingi
male,Persian,شایا,آ,"سمیع نژاد"
female,Italian,Mirella,I,Trentini
male,Japanese,克己,恵,谷岡
female,Japanese,結衣,剛,奥井
female,Brazil,Beatriz,S,Santos
male,"Japanese (Anglicized)",Kazushi,K,Nishino
female,Norwegian,Ebba,C,Ramstad
female,Chinese,Qi,Y,Hsu
female,Chinese,Cui,M,K'ung
female,Dutch,Daniël,F,"van Olffen"
male,Hobbit,Cedivar,L,Goold
male,"Chechen (Latin)",Emin,E,Shervashidze
male,Scottish,Ivan,C,Millar
male,Brazil,Rodrigo,S,Ferreira
female,Igbo,Nnenne,A,Ikechukwu
female,Vietnamese,Thuận,L,Đinh
female,Hispanic,Elda,G,Esparza
female,Klingon,Naana,K,Nizhisht
male,Australian,Jaxon,K,Flinn
male,American,Bobby,G,Kirschner
male,Polish,Bazyli,J,Olszewski
male,Chinese,Shi,B,Tai
female,Arabic,Mariyah,F,Bitar
female,German,Silke,P,Shuster
female,Czech,Jaromíra,L,Jeníčková
male,Hispanic,Reynaldo,X,Ramírez
male,Czech,Tomáš,S,Kratina
female,German,Karolin,J,Biermann
male,Vietnamese,Khương,V,Đinh
female,Igbo,Ezinma,U,Onyekachi
female,French,Demi,D,"de Chateaub"
female,Thai,สุนัฎธิรา,ก,จันทรวงศ์
female,Vietnamese,Sa,K,Phạm
female,French,Fauna,C,Mireault
male,French,Sumner,B,Piedalue
male,Igbo,Chidiebele,I,Kenechi
female,"Chinese (Traditional)",恆慈,立,陳
male,Icelandic,Sigurbjörn,G,Bæringsson
female,"Japanese (Anglicized)",Mamiko,N,Tanba
male,Scottish,Shay,E,Miller
female,England/Wales,Hollie,J,Hilton
male,Greenland,Jørgen,B,Poulsen
male,Hungarian,Soma,B,Tar
female,Scottish,Olivia,R,Donaldson
female,American,Susan,A,Schendel
male,French,Gaspar,L,Huot
male,Igbo,Chinwendu,C,Jideofor
female,French,Aubine,H,Breton
male,Thai,ญาณเกียรติ,ส,หัสดียศ
female,Brazil,Yasmin,F,Goncalves
male,Ninja,Jikushikatate,,
female,Norwegian,Charlotte,J,Jensen
male,Swedish,Johnny,P,Jonsson
male,"Chinese (Traditional)",哲瑋,錦,孫
female,England/Wales,Gracie,L,Davison
female,Croatian,Mateja,G,Vukelić
female,Finnish,Heidi,R,Kojonkoski
male,Croatian,Emanuel,S,Barić
male,Vietnamese,Cả,T,Trịnh
female,"Chinese (Traditional)",雅涵,晨,唐
female,Czech,Olga,L,Karlíčková
female,Danish,Selam,J,Lauritsen
female,French,Jacquenett,H,Paimboeuf
female,Scottish,Kyla,A,Martin
male,Eritrean,Dawit,N,Abel
male,Brazil,Eduardo,F,Oliveira
male,"Chechen (Latin)",Khoza,S,Ibragimov
female,"Chinese (Traditional)",雅萍,佳,龔
male,Hobbit,Fastolph,A,Goldworthy
male,American,Mohammed,A,Anderson
male,Eritrean,Massawa,M,Fethawi
female,Chinese,Wan,Y,Tsao
female,Russian,Matilda,G,Zakharova
male,Finnish,Timo,S,Saariaho
female,Ninja,Katojikiku,,
male,Eritrean,Efrem,H,Abel
female,German,Manuela,L,Zimmer
female,England/Wales,Victoria,M,French
male,Ninja,Tokimirimotakaari,,
male,Scottish,Alexander,T,Crawford
male,Italian,Uriele,C,Dellucci
male,"Chinese (Traditional)",柏翰,嬿,石
female,Hobbit,Nina,B,Brown
male,Klingon,G'Klorgho,T,Zantir
male,French,William,V,Grignon
female,Hispanic,Camille,E,Ybarra
male,"Japanese (Anglicized)",Tetsuya,S,Goto
female,Czech,Iveta,Z,Vokatá
female,Vietnamese,Trúc,T,Mai
male,Klingon,Klek,T,Kultan
female,American,Laura,C,Whitton
male,Klingon,Memeth,S,Uvarek
female,Arabic,Hasna',R,Kassis
male,Greenland,Frederik,M,Rosing
female,Swedish,Melanie,T,Samuelsson
male,"Japanese (Anglicized)",Toyohiko,M,Miyoshi
male,Dutch,Bart,C,"van den Herik"
male,"Russian (Cyrillic)",Станислав,Л,Дубинин
female,Hobbit,Jessamine,A,Hayward
male,Czech,Milan,E,Pavlíček
female,Hobbit,"Chica ",M,Chubb
male,Hispanic,René,S,Villa
female,Italian,Noemi,D,Onio
female,Igbo,Oluchukwu,D,Ugochukwutubelum
female,"Japanese (Anglicized)",Taeko,K,Kikuchi
female,"Chechen (Latin)",Marina,A,Umkhayev
male,Swedish,Jens,N,Holm
female,Arabic,Safiya,M,Koury
female,"Russian (Cyrillic)",Гелла,К,Дми́триева
female,"Japanese (Anglicized)",Orimi,R,Honda
female,Danish,Caroline,C,Overgaard
female,Chinese,"Xiao Hong",H,Li
male,Czech,Zdeněk,T,Sklenář
female,England/Wales,Chelsea,N,Leach
female,England/Wales,Paige,T,Pollard
female,Eritrean,Hyiab,K,Tewolde
female,Slovenian,Agnesa,S,Buh
male,Norwegian,Filip,N,Mohamed
male,Australian,Thomas,M,Hudson
female,Brazil,Beatrice,A,Rodrigues
male,Chinese,Park,F,Shih
male,Czech,Dušan,E,Novotný
female,Hungarian,Aliz,O,Gerencsér
male,Danish,Niels,S,Krogh
female,Italian,Eugenia,C,Trentini
female,Ninja,Kajitokuari,,
female,Brazil,Isabela,A,Santos
male,Italian,Candido,G,Dellucci
female,Slovenian,Alja,L,Sampt
female,Hobbit,Lobelia,B,Diggle
male,Thai,ทมิฬ,ส,กลิ่นผกา
male,Japanese,茂,凛,葛城
male,German,Matthias,J,Wurfel
female,American,Beth,J,Adams
male,Italian,Adelchi,B,Arcuri
female,Persian,نسترن,م,داوودی
male,Croatian,Lavoslav,M,Novosel
female,Persian,سارا,ف,خالقی
female,Chinese,Zi,K,Fang
female,Norwegian,Lea,K,Berisha
female,Vietnamese,Năm,N,Trần
female,German,Antje,E,Herrmann
male,Greenland,Nikolaj,S,Heilmann
female,Japanese,小百合,翼,坪山
female,"Russian (Cyrillic)",Эвелина,С,Зуева
male,Igbo,Chifo,C,Chibueze
male,Thai,ก้า,ด,ศรีผาวงศ์
male,Ninja,Zukamimozu,,
male,"Japanese (Anglicized)",Mikiya,S,Ootsuka
male,French,Byron,É,Veilleux
female,German,Barbara,W,Fleischer
female,Croatian,Živka,S,Brkić
male,Persian,رامتین,ف,فاطمی
male,Ninja,Shikatanori,,
male,French,Audric,M,Déziel
male,Swedish,Alex,E,Söderberg
male,"Japanese (Anglicized)",Kazuto,E,Nishida
male,Hobbit,Merimac,J,Zaragamba
male,Vietnamese,Lễ,Đ,Kim
female,Ninja,Kutekichiri,,
female,Greenland,Regine,J,Geisler
male,Thai,จุมภฎ,ส,รักษาสรณ์
male,Vietnamese,Soạn,T,Tôn
male,Russian,Jacob,R,Mishin
female,Brazil,Rafaela,C,Pereira
female,Eritrean,Miniya,E,Alem
female,Japanese,禎子,雄,浜下
male,Brazil,Enzo,C,Barbosa
female,Brazil,Amanda,C,Pereira
male,Klingon,R'Tori,C,Levass
male,Norwegian,Tobias,E,Matre
male,"Chinese (Traditional)",念平,雅,杜
female,"Chinese (Traditional)",正棻,薇,蘇
male,Czech,Vít,H,Miler
female,"Russian (Cyrillic)",Марина,М,Зуева
male,Czech,Tobiáš,M,Šturma
female,Hispanic,Clelia,N,Duarte
male,Russian,Sidor,A,Tikhonov
male,Slovenian,Lucas,E,Alagić
female,Greenland,Anna,K,Sørensen
male,German,Benjamin,U,Biermann
female,Chinese,"Xia He",S,Lin
male,Danish,Lasse,B,Madsen
female,Greenland,Sofie,O,Frederiksen
male,Arabic,Junayd,H,Quraishi
male,"Chinese (Traditional)",佳穎,維,鄧
female,"Chinese (Traditional)",淑茹,雅,周
female,Scottish,Tegan,D,Aitken
male,Australian,Zane,M,Ratten
female,"Russian (Cyrillic)",Полина,П,Крю́кова
female,England/Wales,Lara,G,Hobbs
male,Russian,Nail,M,Izmaylov
female,Russian,Pelagia,I,Mishina
female,Russian,Olesya,R,Agapova
male,French,Bernard,P,Monty
male,German,Mike,Y,Hueber
female,Slovenian,Sedika,E,Škevin
male,Thai,คนองฤทธิ์,ส,คำหาญ
female,"Japanese (Anglicized)",Hasumi,F,Hirano
female,Swedish,Tova,H,Jönsson
male,Hispanic,Bertrán,A,Alvarez
male,Polish,Przemko,K,Kucharski
female,Eritrean,Senait,S,Nasih
male,Ninja,Shikudozukuto,,
female,Finnish,Kaija,J,Paarma
female,Japanese,愛,勝,名城
female,Finnish,Anu,J,Helkovaara
male,Ninja,Shimojikushi,,
female,Finnish,Ulla,K,Luostarinen
female,Dutch,Rajshri,J,Hernandez
female,Ninja,Katoto,,
female,Thai,สุชยุดา,ท,ศรีทะโคตร
male,Czech,Pavel,L,Sýkora
female,"Japanese (Anglicized)",Riyo,M,Adachi
female,Chinese,Bao,M,T'an
female,Croatian,Blaga,Š,Kralj
male,Persian,بهروز,ش,تاجیک
female,Eritrean,Tiblets,M,Abdullah
male,Japanese,太陽,千,大田黒
female,Arabic,Sahar,R,Totah
female,Eritrean,Hiewan,S,Berhane
female,Dutch,Bobbi,C,Kroezen
female,Norwegian,Leonora,J,Kvinlaug
male,Icelandic,Kalman,G,Kristinsson
female,Hungarian,Lenci,Z,Benedek
male,Greenland,David,J,Brandt
female,French,Holly,S,Labrecque
male,"Japanese (Anglicized)",Hironobu,S,Araki
female,Brazil,Fernanda,B,Souza
male,Swedish,Ted,A,Isaksson
male,"Japanese (Anglicized)",Kouki,N,Miyashita
male,Vietnamese,Soạn,Đ,Tôn
male,Thai,จตุวิทย์,ส,กุณาใหม่
male,Slovenian,Ferdinand,O,Mravinec
female,Vietnamese,Chậm,T,Trịnh
female,"Chinese (Traditional)",靜宜,堯,任
male,Norwegian,Theodor,J,Sæther
male,Vietnamese,Sửu,L,Lý
female,Eritrean,Fre-qalsi,I,Gebre
female,French,Amabella,C,Bourgeois
male,Finnish,Iivari,A,Korjus
male,Australian,Tristan,M,Strehlow
male,Japanese,誠,七,築城
male,Danish,Kasper,R,Frandsen
male,Hungarian,Adelbert,A,Csizmazia
male,Icelandic,Arnór,K,Ríkharðsson
female,Czech,Jaroslava,J,Novotná
female,Danish,Mie,A,Nielsen
female,Persian,فروه,ن,صمیعی
male,Hobbit,Hal,J,Chubb
male,Hobbit,Cerdic,C,Galbassi
male,Hobbit,Griffo,M,Hogpen
female,Australian,Poppy,J,Seymour-Symers
female,Swedish,Amina,I,Gunnarsson
female,Scottish,April,N,Bell
male,"Russian (Cyrillic)",Мефодий,Л,Ермаков
female,Slovenian,Gertrud,E,Čule
female,Icelandic,Soffía,R,Baldvinsdóttir
female,Czech,Dana,P,Holá
female,French,Germaine,G,Charlebois
male,American,Wm,M,Cureton
female,Chinese,"Yue Yan",W,Chen
female,German,Ursula,K,Nagel
female,"Chinese (Traditional)",靜怡,雍,胡
female,Icelandic,Sóldís,K,Bjarnadóttir
female,German,Franziska,R,Baader
male,Hobbit,Rufus,M,Goodbody
male,Swedish,Mathias,S,Johnsson
female,Klingon,Tavana,K,Trisra
female,Czech,Zlatuše,J,Holíková
male,Italian,Raffaele,C,Davide
male,Eritrean,Medhanie,F,Amanuel
female,Polish,Serafina,H,Kalinowska
male,American,Ray,D,Cruz
female,Finnish,Anita,P,Kalliomäki
male,Ninja,Mikashita,,
male,French,Philippe,M,Beaujolie
male,Czech,Jan,V,Hlavica
male,Slovenian,Denys,V,Ćatić
male,Croatian,Grubiša,A,Kovač
male,Swedish,Vide,B,Pettersson
female,Czech,Veronika,J,Vavrušková
female,Icelandic,Hjördís,B,Skúladóttir
male,Ninja,Rinkimirikakuta,,
female,"Russian (Cyrillic)",Сусанна,Ф,Безру́кова
male,Italian,Nereo,D,Fiorentini
female,Norwegian,Synne,L,Staven
male,Greenland,Mikael,S,Rosing
female,French,Brie,Z,Tanguay
female,Vietnamese,Cẩm,T,Võ
female,Polish,Felicyta,Ś,Olszewska
female,Russian,Regina,E,Larionova
male,Russian,Leon,F,Vagin
male,Vietnamese,Viên,T,Nghiêm
male,Italian,Oronzo,F,Baresi
female,"Chinese (Traditional)",苡含,祥,吳
male,Swedish,Adrian,T,Jansson
male,Arabic,Yazan,N,Srour
male,Brazil,André,A,Azevedo
female,Czech,Marie,V,Kučerová
female,"Chechen (Latin)",Khadimat,K,Korgay
male,Dutch,Charafeddine,E,Wijnia
male,Hobbit,Holman,C,Labingi
male,Greenland,Tobias,A,Kleist
male,Slovenian,Krsto,A,Mihalič
male,German,Kristian,J,Frueh
male,Slovenian,Franc,A,Pestivšek
female,"Chinese (Traditional)",婉婷,薇,林
female,"Japanese (Anglicized)",Rina,F,Shigeki
female,Japanese,彩乃,寛,幸山
male,Slovenian,Mehmed,Š,Kump
male,Igbo,Izuchukwu,C,Obielumani
female,Norwegian,Mari,J,Pedersen
male,Croatian,Ozren,S,Klarić
female,Eritrean,Asmara,S,Alem
male,Brazil,Miguel,G,Melo
male,Persian,رامین,ن,مدرس
male,Croatian,Pejo,Z,Pavić
female,Dutch,Jedidja,M,Brandwijk
male,Icelandic,Róbert,E,Hjartarson
male,Chinese,Kang,D,Hsing
female,Norwegian,Mira,V,Jacobsen
female,Klingon,B'Gira,R,Koru
male,Chinese,Yuan,D,Kung
male,Japanese,雄大,結,立川
female,German,Antje,P,Achen
female,"Chechen (Latin)",Karina,I,Shishani
female,Italian,Manuela,C,Bianchi
female,Hungarian,Jolan,C,Szathmár
male,Igbo,Obidimkpa,O,Chidozie
male,Brazil,Tiago,R,Lima
male,Ninja,Aririkameito,,
female,"Russian (Cyrillic)",Дина,А,Григорьева
female,"Chechen (Latin)",Marziyet,E,Sultygov
female,Italian,Melissa,A,Fiorentini
female,Igbo,Chibugo,O,Sochima
male,Japanese,拓海,雪,長谷
female,Italian,Bruna,P,Mancini
male,Arabic,Mu'mmar,J,Nassar
male,French,Seymour,N,Doucet
male,"Chechen (Latin)",Saidmagomed,K,Kishiev
female,Russian,Hella,N,Kudryashova
male,England/Wales,Bailey,D,Godfrey
male,England/Wales,Scott,L,Carpenter
female,Norwegian,Mathea,A,Eriksen
male,Danish,Sander,M,Friis
female,Australian,Chloe,J,Collin
male,Arabic,Abdul-Wahhab,R,Mifsud
female,Eritrean,Ghenet,H,Kidane
female,Croatian,Slavica,G,Pavlović
female,German,Sandra,T,Burger
female,"Russian (Cyrillic)",Ирма,В,Миронова
male,American,Angel,G,Jarrett
female,Chinese,Genji,L,Pan
female,Arabic,Sireen,H,Ganim
female,Czech,Marie,F,Voříšková
female,"Chechen (Latin)",Yisiyta,S,Desheriyev
male,Thai,กาญจนพันธ์,ส,มหาจตุพัฒน์
female,German,Jessica,S,Beich
male,Danish,Anders,R,Jakobsen
male,Persian,بردیا,ف,نوری
male,Croatian,Zorislav,E,Ivanović
male,Igbo,Nebeolisa,N,Osonduagwuike
male,German,Ralph,M,Baer
male,Italian,Romolo,F,Pirozzi
female,Klingon,K'leela,K,Gowr
male,Hispanic,Daryl,L,Escalante
male,Igbo,Chiazagomekpere,I,Onwuamaegbu
male,Eritrean,Efrem,A,Kinfe
male,Hobbit,Hamfast,A,Gawkroger
female,French,Virginie,H,Brisette
male,"Chinese (Traditional)",孟熹,苡,侯
male,Icelandic,Arnar,A,Steinarsson
male,Czech,Miroslav,M,Pekař
male,"Chinese (Traditional)",又綺,君,佘
female,Klingon,G'Kali,K,G'Iogh
female,American,Lillian,I,Harris
male,Finnish,Henri,I,Mannerheim
male,Brazil,Leonardo,C,Pinto
male,Danish,Malthe,F,Koch
male,Czech,Ondřej,M,Čapek
male,German,Luca,U,Kaestner
male,Russian,Isaiah,T,Volodin
male,Norwegian,Liam,L,Le
male,"Chechen (Latin)",Tapa,Z,Ryzaev
male,Hungarian,Csenger,R,Lendvay
female,Croatian,Nevenka,V,Ivanec
male,Ninja,Kakashimoto,,
male,Finnish,Hugo,T,Söderström
female,Japanese,由美子,誠,小俣
male,Czech,Radek,Z,Svoboda
male,Brazil,Gustavo,C,Martins
male,Ninja,Tekarukite,,
male,Slovenian,Mursel,A,Beganovič
male,"Russian (Cyrillic)",Егор,Ф,Боголюбов
female,Finnish,Justiina,K,Kuivanen
male,Klingon,Ga'Ka,G,Maang
