TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom,Census 2010 Tracts,Neighborhoods,Zip Codes,Counties
363270,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,00ELGJ,1988,OLDSMOBILE,98 REGENCY,GRAY,,04172019,1259,"(41.7639134735326, -72.7085948664407)",35,14,15051,1041
363566,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AG91274,2005,TOYOTA,SIENNA,GREEN,,04252019,1029,"(41.7947487395161, -72.6645192667542)",4,16,18498,1041
364141,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2017,CHEVY,IMPALA,SIL,,05112019,1322,"(41.775885927073, -72.7061971700636)",1,14,15051,1041
363645,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,ME,4185WP,2001,HONDA,ACCORD,TAN,,04272019,1008,"(41.7554299789942, -72.6784944090735)",8,6,15052,1041
363804,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,NY,JAJ9508,2018,FORD,ESCORT,BLUE,,05022019,0904,"(41.7700488798814, -72.6963981560919)",27,11,15051,1041
363550,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2001,INFINITY,I30,MAROON,,04252019,0859,"(41.7796639261476, -72.6851587583776)",18,12,18493,1041
363364,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,MA,12XV82,2014,NISSAN,ALTIMA,RED,,04192019,2210,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
364167,,,860-293-2442,CT,647ZNR,2012,CHEVROLET,EQUINOX,BLACK,,05122019,0045,"(41.7446803149066, -72.6827705939204)",6,3,18494,1041
363391,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2003,NISSAN,MAXIMA,SILVER,,04202019,2043,"(41.7819961539224, -72.6793160824971)",18,12,18498,1041
363687,,,860-947-3062,CT,AP96235,2015,GMC,ACADIADENE,BLACK,,04282019,2038,"(41.7447179073531, -72.683290606054)",24,3,18494,1041
364031,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,XH954,2017,FORD,EXPEDITION,BLACK,,05082019,0326,"(41.7881474346203, -72.6801603711081)",13,16,18498,1041
364165,,,860-293-2442,NY,FBG8646,2007,TOYOTA,COROLLA,GRAY,,05122019,0040,"(41.7931171474424, -72.6657062559219)",4,16,18498,1041
364063,,,860-296-2826,KS,380AWU,1997,CHRYSLER,LXI,SILVER,,05092019,0226,"(41.7955488675817, -72.6773027059003)",13,16,18498,1041
364199,,,860-296-2826,CT,331ZCU,2006,HONDA,ACCORD,GRAY,,05132019,0538,"(41.759965307023, -72.7098369556519)",36,8,15052,1041
363268,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2001,SUBARU,FORESTER,BLUE,,04172019,1047,"(41.7834833972493, -72.6916650032068)",15,13,18493,1041
364068,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AK74383,2010,HONDA,ACCORD,WHITE,,05092019,0544,"(41.8059347304313, -72.7075062459164)",31,17,18493,1041
363826,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,1995,CHRYSLER,SEBRING,BLUE,,05022019,1942,"(41.7595197989831, -72.7040212866131)",34,8,15052,1041
363809,,,860-296-9663,CT,AJ11255,2017,CHEVROLET,CRUZE,GRAY,,05022019,1114,"(41.765864655394, -72.7076804635541)",35,14,15051,1041
364044,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2012,LEXUS,IS,RED,,05082019,1857,"(41.7543383641312, -72.6892788124616)",25,9,15052,1041
364181,,,860-947-3062,NY,JEF4729,2020,NISSAN,MAXIMA,SILVER,,05122019,1418,"(41.7542239467235, -72.6853668498911)",25,9,15052,1041
363361,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AR68656,2007,INFINITI,M35,BLACK,,04192019,2203,"(41.7609258656543, -72.7040355474468)",35,8,15052,1041
363708,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2002,HONDA,ACCORD,SILVER,,04292019,1922,"(41.7776308787225, -72.6803229641697)",18,12,18498,1041
363830,,,860-296-2826,CT,AT52328,2015,JEEP,GRAND,SILVER,,05022019,2033,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
363661,,,860-216-5474,CT,3AAER7,2015,TOYOTA,COROLLA,BLK,,04272019,2140,"(41.7726313197031, -72.6902855430527)",28,11,15051,1041
363853,,,860-293-2442,CT,AA10508,2007,MERCEDES,C280,BLACK,,05032019,0458,"(41.7590740295228, -72.6755397063569)",8,6,15052,1041
363892,,,860-677-7771,CT,AN78689,2006,HONDA,ACCORD,GOLD,,05042019,0337,"(41.7709918775545, -72.6928883694579)",28,11,15051,1041
363517,,,860-293-2442,CT,4AENL3,2005,HONDA,ACCORD,BLACK,,04242019,1142,"(41.7927302475477, -72.6582102444655)",11,15,18498,1041
363793,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,771PSD,2006,CHEVY,COBALT,BLUE,,05022019,0010,"(41.7608096408359, -72.6748904666203)",10,10,15052,1041
363334,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AN30639,2003,TOYOTA,COROLLA,TAN,,04182019,2231,"(41.7380787487541, -72.6880493463195)",23,3,18494,1041
363671,,,860-246-7616,CT,AP92026,2017,NISSAN,ROGUE,BLUE,,04282019,0208,"(41.7374343237941, -72.670890197832)",22,2,18494,1041
364252,,,860-296-2826,CT,AH71824,2017,HONDA,OUTBACK,GRAY,,05142019,2021,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
363304,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AH55368,2002,LEXUS,ES300,WHITE,,04182019,0942,"(41.7614981909444, -72.6827863209726)",40,9,15052,1041
363265,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2005,CHRYSTLER,PACIFICA,GREEN,,04172019,0926,"(41.7767237400179, -72.6807390816862)",18,12,18498,1041
364030,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,2ANUV1,1997,TOYOTA,COROLLA,WHITE,,05082019,0326,"(41.7881474346203, -72.6801603711081)",13,16,18498,1041
363980,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2002,HYNDAI,ELANTRA,BLUE,,05062019,1348,"(41.7690982613611, -72.6848538802023)",5,11,15051,1041
363367,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AT02861,1996,NISSAN,MAXIMA,WHITE,,04202019,0048,"(41.7471871267543, -72.6770770049142)",7,3,18494,1041
363434,,,860-296-8588,CT,220ZRZ,2004,NISSA,ALTIMA,GRAY,,04222019,1306,"(41.7426321619392, -72.6805210822234)",21,2,18494,1041
363641,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AG58894,2004,VOLVO,S80,WHITE,,04272019,0930,"(41.7668573038312, -72.6758297928303)",19,10,15050,1041
364295,,,860-246-7616,CT,AT95033,2010,NISSAN,SENTRA,BLACK,,05152019,2141,"(41.7458444487528, -72.6830403099571)",6,3,18494,1041
364326,,,860-296-2826,CT,AJ19408,2013,NISSAN,ALTIMA,GRAY,,05162019,1110,"(41.7582036026925, -72.6817162219209)",19,6,15052,1041
363798,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,GA,24983290,2015,VOLKSWAGEN,PASSAT,SILVER,,05022019,0207,"(41.7400573858821, -72.7001849184239)",37,5,15052,1041
364314,,,860-293-2442,CT,AS85681,1999,LINCOLN,TOWN,GRAY,,05162019,0923,"(41.7655202429344, -72.6964627845204)",27,11,15051,1041
364300,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AA60869,2008,HONDA,CIVIC,RED,,05162019,0114,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363297,,,860-947-3062,CT,3APMA7,2001,FORD,ESCAPE XLT,WHITE,,04182019,0530,"(41.7672722267651, -72.7046190250509)",35,14,15051,1041
363850,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2003,CADILLAC,ESCALAE,WHITE,,05032019,0333,"(41.7816414316883, -72.6953699944669)",30,13,18493,1041
363786,,,860-296-2826,,,2001,FORD,FOCUS,RED,,05012019,2003,"(41.7355481161232, -72.6756552776815)",20,2,18494,1041
363731,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,537XSP,2007,TOYOTA,PRIUS,BLUE,,04302019,0906,"(41.7783300264171, -72.6856084578003)",18,12,18493,1041
363897,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2004,FORD,F-150,SILVER,,05042019,0657,"(41.7875758842838, -72.690067983954)",16,16,18493,1041
363833,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,3ANVD8,2017,HONDA,CIVIC,BLUE,,05022019,2107,"(41.7820018407882, -72.6952423701985)",15,13,18493,1041
364126,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AS44849,2007,DODGE,CARAVAN,BLACK,,05112019,0147,"(41.7709918775545, -72.6928883694579)",28,11,15051,1041
363917,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2003,HONDA,ACCORD EX,TAN,,05042019,2229,"(41.7538699595246, -72.6822243204423)",8,6,15052,1041
363335,,,860-246-7616,NY,5ZL6473,2018,TOYOTA,COROLLA,SILVER,,04192019,0045,"(41.7709152419733, -72.6972774547335)",27,11,15051,1041
363916,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AS92066,2019,MITSUBISHI,MIRAGE,BLACK,,05042019,2214,"(41.7459312690499, -72.6981719551585)",37,5,15052,1041
363950,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2008,LEXUS,RX 350,GRAY,,05052019,1537,"(41.7609015472168, -72.6903185039559)",40,9,15052,1041
364190,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AT36277,2005,HONDA,CIVIC LX,SILVER,,05122019,2225,"(41.7881672047314, -72.6735519376911)",14,16,18498,1041
364003,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2004,NISS,MAXIMA,WHITE,,05072019,1312,"(41.7248560988091, -72.7098894943786)",3,1,15052,1041
364275,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2009,NISSAN,MURANO,BLUE,,05152019,1214,"(41.7576397896442, -72.6811800614056)",8,6,15052,1041
363402,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,1998,NISSAN,ALTIMA,TAN,,04202019,2339,"(41.7601965277646, -72.6890740526909)",40,9,15052,1041
363407,,,860-296-1518,,,2001,NISSAN,MAXIMA,GRAY,,04212019,0125,"(41.7962018692577, -72.6629504121835)",4,16,18498,1041
363972,,,860-947-3062,CT,AR49993,2008,NISSAN,SENTRA,BLACK,,05062019,1222,"(41.7590815821681, -72.7065449597634)",34,8,15052,1041
363580,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,9AMEU0,2006,SUBARU,IMPREZZA,BLUE,,04252019,1157,"(41.7651195724321, -72.6905193787972)",5,9,15052,1041
363427,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2006,INFINITY,G35,BLUE,,04222019,0916,"(41.7700518671753, -72.6939629174561)",27,11,15051,1041
364313,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2005,CHRYSTLER,PACIFICA,GRAY,,05162019,0916,"(41.7627220735088, -72.6855852539086)",40,9,15052,1041
363732,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AN73157,2006,HONDA,CIVIC,GRAY,,04302019,0916,"(41.7691202528706, -72.6800155292928)",19,10,15050,1041
363846,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2007,NISSAN,MAX,BLU,,05032019,0158,"(41.7441049463056, -72.6844779805021)",24,3,18494,1041
363822,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AT94432,2010,CHRYSLER,TOWN&COUNT,RED,,05022019,1927,"(41.7857067246299, -72.6524240527682)",11,15,18498,1041
363750,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,551ZTT,2016,AUDI,A6,WHITE,,04302019,1503,"(41.7595935495791, -72.7132681014696)",2,8,15052,1041
364100,,,860-293-2442,RI,YH606,2011,MERCEDES,C300,WHITE,,05102019,0427,"(41.8006137013404, -72.7174254161015)",,,18495,1041
364047,,,860-296-9663,CT,535YLF,2011,VOLKSWAGEN,JETTA,BLACK,,05082019,2049,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
363461,,,860-296-9663,CT,985RXH,2013,MAZDA,CX-5,SILVER,,04232019,0420,"(41.7702080582161, -72.7002667376841)",27,11,15051,1041
364250,,,860-296-5382,CT,ADL2227,2007,TOYOTA,RAV-4,GREEN,,05142019,1909,"(41.7839684187433, -72.6921683252484)",15,13,18493,1041
363602,,,860-236-2602,CT,AK75746,2012,TOYOTA,CAMRY,GRAY,,04252019,2321,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363547,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AS45575,2003,HONDA,ACCORD,GREEN,,04252019,0212,"(41.7901855589475, -72.6766616812371)",14,16,18498,1041
363755,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2003,NISSAN,ALTIMA,GRY,,04302019,1737,"(41.7738152312977, -72.6882309833834)",5,11,15051,1041
363667,,,860-236-2602,CT,AR96676,2005,MERCURY,MONTEGO,TAN,,04272019,2245,"(41.7717735210514, -72.6900372697901)",28,11,15051,1041
363707,,,860-947-3062,CT,AA93613,2009,TOYOTA,CAMRY,GRAY,,04292019,1854,"(41.7664426942138, -72.7139061936652)",1,14,15051,1041
363729,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,4AXBG4,2007,JEEP,GRAND CHER,GRAY,,04302019,0854,"(41.7315162141826, -72.6697664200417)",22,2,18494,1041
363953,,,860-296-8588,CT,AP48234,2004,HONDA,ACCORD LX,GOLD,,05052019,2210,"(41.7545881286445, -72.7124686130847)",36,8,15052,1041
364179,,,860-296-8588,CT,AN56949,2007,LEXUS,GS330,GREY,,05122019,0925,"(41.7639593302951, -72.6989488893191)",27,11,15051,1041
364102,,,860-293-2442,CT,AR50243,2018,ACURA,MDX,BLACK,,05102019,0458,"(41.7686031807106, -72.6971022356859)",27,11,15051,1041
363910,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AS92062,2017,NISSAN,MURANO,GRAY,,05042019,1917,"(41.7514176429079, -72.6831002329423)",24,3,15052,1041
364144,,,860-236-2602,CT,119917,2011,BUICK,LACROSS,SILVER,,05112019,1358,"(41.7565184815554, -72.7111173273917)",2,8,15052,1041
364077,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AR74351,2009,HYUNDAI,SONATA,GRAY,,05092019,1317,"(41.7688325098416, -72.7003563471851)",27,11,15051,1041
363514,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AA93166,2010,CHEVY,TRAVERSE,GRAY,,04242019,1033,"(41.748142388488, -72.6869663574191)",24,3,15052,1041
363591,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2009,NISSAN,ALTIMA,GRAY,,04252019,1808,"(41.7303364563782, -72.6892913541823)",20,2,18494,1041
364231,,,860-296-8588,,,2000,MAZDA,WAGON,GREEN,,05142019,1124,"(41.7455670324018, -72.6828360634386)",6,3,18494,1041
364217,,,860-296-5382,CT,2273WU,2013,DODGE,AVENGER,WHITE,,05142019,0159,"(41.7563090205624, -72.6734069750282)",9,7,15052,1041
363912,,,860-246-7616,NY,FWM4262,2006,FORD,ESCAPE,GREEN,,05042019,2019,"(41.765864655394, -72.7076804635541)",35,14,15051,1041
363854,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,FL,CA86TU,2017,FRIEGHTLIN,TRUCK,WHT,,05032019,0805,"(41.7589998117031, -72.6990911447539)",26,9,15052,1041
363904,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,NY,HEV6083,2018,JEEP,CHEROKEE,GRAY,,05042019,1129,"(41.7674443349435, -72.6732554641444)",19,10,15050,1041
363546,,,860-216-5474,CT,AR97390,2001,HONDA,ACCORD,GOLD,,04252019,0157,"(41.7728834468306, -72.6891063832292)",5,11,15051,1041
363835,,,860-947-3062,CT,AS16338,2008,NISSAN,ALTIMA,SILVER,,05022019,2249,"(41.768570546078, -72.6982312997647)",27,11,15051,1041
363466,,,860-296-9663,CT,760ZAS,2009,NISSAN,ALTIMA,GRAY,,04232019,0728,"(41.7449662007606, -72.6827592317203)",6,3,18494,1041
363322,,,860-236-2602,CT,AL49882,2008,TOYOTA,AVALON,GRAY,,04182019,1831,"(41.7367397930282, -72.6731922667109)",21,2,18494,1041
363824,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,479YYO,2001,NISSAN,XTERRA,BLACK,,05022019,1936,"(41.7820018407882, -72.6952423701985)",15,13,18493,1041
364279,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2004,ACURA,TL,BLACK,,05152019,1249,"(41.7797153732635, -72.6899281792373)",29,13,18493,1041
363914,,,860-296-5382,CT,AS92072,2019,MITSUBISHI,OUTLANDER,BLUE,,05042019,2126,"(41.7789026500693, -72.6734189681319)",12,12,18498,1041
363678,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AK91390,2001,CADILLAC,DEVILLE,TAN,,04282019,1445,"(41.7984930553277, -72.6757560935902)",4,16,18498,1041
363256,,,,CT,AL40517,2007,HONDA,ACCORD EX,SILVER,,04172019,0118,"(41.7731997414667, -72.6918237197979)",5,11,15051,1041
363802,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2007,NISSAN,MURANO,SILVER,,05022019,0822,"(41.7515850915715, -72.686193910018)",24,3,15052,1041
363761,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2008,NISS,ALTIMA,SILVER,,04302019,2205,"(41.7520437155372, -72.6593209222874)",9,4,15052,1041
363629,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AS69391,2009,CHEVY,TRAVERSE,GRY,,04272019,0326,"(41.7553380197818, -72.6870927915247)",25,9,15052,1041
364020,,,860-246-7616,CT,AR87252,2002,CADILLAC,SEVILLE,WHITE,,05072019,2126,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
363681,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AH91624,2017,HYUNDAI,SONATA,RED,,04282019,1539,"(41.7660036076329, -72.6971079317496)",27,11,15051,1041
363886,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,RI,FE548,2004,CHRYSLER,SEBRING,SILVER,,05032019,2230,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
363343,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AN09504,2002,TOYOTA,CAMRY,BLUE,,04192019,1238,"(41.7720451778763, -72.6947249921929)",28,11,15051,1041
364195,,,860-296-2826,CT,AL58482,2017,HYUNDAI,ELANTRA,RED,,05132019,0223,"(41.7881672047314, -72.6735519376911)",14,16,18498,1041
364194,,,860-296-2826,ME,367WG,2007,TOYOTA,SOLARA,WHITE,,05132019,0121,"(41.7451346731491, -72.6859989302839)",24,3,18494,1041
364264,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,NY,H2K6536,0000,,,,,05152019,0434,"(41.7550180006013, -72.6760202413917)",8,6,18494,1041
363491,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AG31759,2013,NISSAN,ALTIMA,SIL,,04232019,1958,"(41.7768198837609, -72.6916090192343)",5,13,18493,1041
363252,,,,CT,1ATHWO,2006,FORD,FOCUS ZX4,WHITE,,04172019,0029,"(41.7801177463986, -72.6976519029441)",30,13,18493,1041
364351,,,860-296-2826,NY,GZL7884,2018,TOYOTA,RAVE 4,BLACK,,05172019,0055,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363510,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,NJ,W37BKL,2012,VOLKSWAGON,PASSAT,BLACK,,04242019,0837,"(41.7657599854888, -72.7148263365565)",2,14,15051,1041
363496,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AK06822,2013,HYUNDAI,ACCENT GLS,GRAY,,04232019,2214,"(41.7639956692386, -72.688500462431)",5,9,15052,1041
364116,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,5AFRE1,2014,TOYOTA,YARIS,GRY,,05102019,1631,"(41.775529499832, -72.6921366923878)",5,11,15051,1041
363862,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AR67287,2018,MERCEDES,C300,GRY,,05032019,1118,"(41.7868985442317, -72.6737189719105)",4,16,18498,1041
364360,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,428UVD,2011,HONDA,CROSSTOUR,WHITE,,05172019,0441,"(41.7295020722925, -72.6682559968916)",22,4,18494,1041
364097,,,860-293-2442,CT,4433,2010,CHRYSLER,300,RED,,05102019,0154,"(41.766491340676, -72.7106243127497)",35,14,15051,1041
363799,,,860-296-1518,MA,8GA924,2000,ACURA,TL,GREEN,,05022019,0501,"(41.7458487936474, -72.682857900576)",6,3,18494,1041
363658,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,MT,461788B,2017,FORD,EXPLORE,WHITE,,04272019,2114,"(41.7690369579141, -72.6727886402643)",19,10,15050,1041
363888,,,860-216-5474,CT,AL85899,2018,TOYOTA,CAMRY L,BLACK,,05042019,0010,"(41.761230458037, -72.7026808733711)",35,14,15052,1041
364230,,,860-296-8588,CT,C042993,2004,CHEVROLET,EXPRESS,WHIT/BLK,,05142019,1114,"(41.764826899622, -72.6935136397485)",5,11,15052,1041
364273,,,860-296-5382,,,2003,BMW,X5 4.41,GRAY,,05152019,1121,"(41.7820430084976, -72.6670160327617)",11,15,18498,1041
364160,,,860-296-1518,CT,AG74346,1998,JEEP,WRANGLER,BLACK,,05112019,2253,"(41.7446803149066, -72.6827705939204)",6,3,18494,1041
363541,,,860-216-5474,CT,AR34376,2012,HYUNDAI,ACCENT,WHITE,,04242019,2324,"(41.7673530277075, -72.699638011435)",27,11,15051,1041
363599,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2003,HONDA,ACCORD,GRAY,,04252019,2101,"(41.7827791016044, -72.6771952732443)",13,16,18498,1041
363742,,,860-335-8325,CT,AP82441,2004,CHEVROLET,CAVALIER,TAN/GRAY,,04302019,1234,"(41.7728680828699, -72.6706365383664)",19,10,18498,1041
364043,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2017,HUZHOU DAI,,BLACK,,05082019,1852,"(41.7446053718571, -72.6821510374904)",6,3,18494,1041
363269,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,PA,KSW8766,2018,TOYOTA,CAMRY,SILVER,,04172019,1151,"(41.747913356132, -72.7129925622169)",36,8,15052,1041
363663,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2003,HONDA,ACCORD,GRAY,,04272019,2211,"(41.7880018727749, -72.6834814142248)",16,16,18493,1041
364048,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2001,HONDA,ACCORD,GREEN,,05082019,2111,"(41.7786898325166, -72.6977662132737)",30,13,18493,1041
364327,,,860-296-2826,CT,AP63054,2006,HONDA,ODYSSEY,TAN,,05162019,1114,"(41.7582036026925, -72.6817162219209)",19,6,15052,1041
364189,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AE95505,2006,CHEVROLET,EQUINOX,MAROON,,05122019,2216,"(41.772839151934, -72.6915860448532)",28,11,15051,1041
363563,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,883TDL,2003,HONDA,ACCORD,BLUE,,04252019,1022,"(41.800592678372, -72.6884821365303)",,16,13807,1041
363704,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,0ARGV6,2005,NISSAN,SENTRA,TAN,,04292019,1642,"(41.7374215963207, -72.6704587298073)",22,2,18494,1041
363701,,,860-296-5382,CT,AF51988,2013,HYNDAI,ELANTRA,RED,,04292019,1536,"(41.7544301323532, -72.6767845083513)",8,6,18494,1041
363565,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,685YZC,2003,BUICK,RENDEVOUS,WHITE,,04252019,1027,"(41.800592678372, -72.6884821365303)",,16,13807,1041
363634,,,860-246-7616,CT,AM45626,2006,HONDA,CIVIC,BROWN,,04272019,0434,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363258,,,860-296-2826,ME,8268XC,2019,HYUNDAI,TUCSON,BLACK,,04172019,0141,"(41.7690369579141, -72.6727886402643)",19,10,15050,1041
