ACCOUNT NAME,ACTIVE,VEHICLE INFORMATION COMPLETE,BIC NUMBER,BIC PLATE NUMBER,DMV PLATE NUMBER,VEHICLE VIN,VEHICLE BODY TYPE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE YEAR,VEHICLE ENGINE MAKE,VEHICLE ENGINE HORSEPOWER,VEHICLE FUEL TYPE,VEHICLE GROSS VEHICLE WEIGHT,VEHICLE GROSS VEHICLE WEIGHT RATING (GVWR),VEHICLE HAS SIDE GUARD,VEHICLE OWNERSHIP TYPE,VEHICLE ANNUAL MILES TRAVELED IN LAST YEAR,EXPORT DATE
APPROVED STORAGE AND WASTE HAULING INC.,true,true,BIC-959,L10239,90728MG,1HTSCABM3YH278557,Box Truck,International,4700,2000,INTERNATIONAL,175,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,23000,
APPROVED STORAGE AND WASTE HAULING INC.,true,true,BIC-959,L10518,76229MH,1HTMMAAM77H415571,Box Truck,International,4300,2007,INTERNATIONAL,220,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",Yes,Owned,,
APPROVED STORAGE AND WASTE HAULING INC.,true,true,BIC-959,L-9763,59126MD,1FDWE35L45HA72856,Box Truck,Ford,E350 SUPER DUTY,2005,FORD,255,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
APPROVED STORAGE AND WASTE HAULING INC.,true,true,BIC-959,L-7684,31826JX,1HTSCABM11H311450,Box Truck,International,4700,2001,INTERNATIONAL,175,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,24000,
APPROVED STORAGE AND WASTE HAULING INC.,true,true,BIC-959,L-7689,23519JL,1HTSCABM9YH311108,Box Truck,International,4700,2000,INTERNATIONAL,175,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,2000,
AQ CONSTRUCTION CORP.,true,false,BIC-494494,R07513,CALLMRQ,1FTNS24W57DA24565,Van,Ford,,2007,,,Gas,"6,001 - 10,000 lbs.",,,,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10988,AT228D,3HSDJSJR5BN411502,Tractor,International,prostar,2011,INTERNATIONAL,400,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10989,AG243V,1M2P270C51M059871,Truck,Mack,RD600,2001,MACK,450,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,0,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10990,AF830S,1XPFDB9X82N574022,Tractor,Peterbilt,378,2002,PETERBILT,450,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,0,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10982,AT786E,1NPCXPEX2GD358428,Dump Truck,Peterbilt,567,2016,PETERBILT,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10981,AT785E,1NPCXPEX0GD358427,Dump Truck,Peterbilt,567,2016,PETERBILT,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10980,AS662N,1NPCXPEX5FD295985,Dump Truck,Peterbilt,567,2016,PETERBILT,567,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10979,AS661N,1NPCXPEX3FD295984,Dump Truck,Peterbilt,567,2015,PETERBILT,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10978,AS454S,1NPTXPEX4FD264520,Dump Truck,Peterbilt,367,2015,PETERBILT,455,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10977,AS618A,1NPTXPEX8FD264519,Dump Truck,Peterbilt,367,2015,PETERBILT,455,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10987,AT397H,1HSDJSJR5BJ383025,Tractor,International,prostar,2011,INTERNATIONAL,400,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10986,AT396H,1HSCUSJR4BJ365490,Tractor,International,Prostar,2011,INTERNATIONAL,400,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10985,AT291K,1HSDHSJR2DJ306398,Tractor,International,Prostar LF677,2013,INTERNATIONAL,400,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10984,2384033,3AKJGEDV0GDHM9056,Tractor,Freightliner,CASCADIA,2016,DETROIT DIESEL,400,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10983,2381809,3AKJGEDV9GDHM9055,Tractor,Freightliner,CASCADIA,2016,DETROIT DIESEL,400,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10992,AM782G,1XKDDU9X5XJ816465,Tractor,Kenworth,t800,1999,KENWORTH,450,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,0,
"AQUA-TEX TRANSPORT, INC.",true,true,BIC-491817,L10991,AH211B,1XKDDU9XX1J876104,Tractor,Kenworth,t800,2001,KENWORTH,450,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,0,
AQUILINO TENECELA,true,true,BIC-3129,R07657,47847MG,J8DC4B16377017407,Box Truck,GMC,W4500,2007,GMC,4,Diesel,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
"ARBOR TREE EXPERTS, INC.",true,true,BIC-490624,R06247,50508JV,JW6CCE1GXXL005132,Dump Truck,Mitsubishi,FH 211,1999,MITSUBISHI,175,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,3500,
ARCA CONSTRUCTION CORP.,true,true,BIC-4311,R02493,35739MC,JL6CCG1GX4K002249,Dump Truck,Mitsubishi,Fuso,2004,MITSUBISHI,275,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,5000,
ARCO EQUIPMENT CORP.,true,true,BIC-176,L-7450,HB8805,1M2P143C2GA004236,Roll-off Truck,Mack,RD688SX,1986,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,8544,
ARCO EQUIPMENT CORP.,true,true,BIC-176,L-7453,63962JS,1M2AG11C85M019213,Roll-off Truck,Mack,CV713,2005,MACK,427,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,3918,
ARCO EQUIPMENT CORP.,true,true,BIC-176,L-7454,41616JV,1M2AG11C77M061178,Roll-off Truck,Mack,CV713,2007,MACK,427,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
ARCO EQUIPMENT CORP.,true,true,BIC-176,L-7451,HB8569,1M2P143C7JW006588,Roll-off Truck,Mack,RD688SX,1988,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,4017,
ARCO EQUIPMENT CORP.,true,true,BIC-176,L-7452,24178TR,1M2P143Y9JW005728,Tractor,Mack,RD688SX,1988,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,2371,
"ARGENTO RUBBISH REMOVAL, INC.",true,true,BIC-59,L-8796,28764MM,1M2AV02C5BM007093,Rear End Loader,Mack,600 MRU,2011,MACK,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
"ARGENTO RUBBISH REMOVAL, INC.",true,true,BIC-59,L-7569,49794KA,1M2K185C02M009120,Rear End Loader,Mack,600 MR600,2002,MACK,425,Diesel,"26,001 - 33,000 lbs.","Class 8 (33,001 lbs. or greater)",Yes,Owned,2000,
ARIZA GARDENING INC,true,true,BIC-3210,R07825,74467MK,4KLB4W1N98J802966,Dump Truck,Isuzu,DUMP TRUCK,2008,ISUZU,260,Gas,"10,001 - 14,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
ARMA SERVICES CORP.,true,false,BIC-486443,R07536,97253MK,4V5KC9GH65N377541,Roll-off Truck,Volvo,Vhd,2005,VOLVO,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,0,
ARMA SERVICES CORP.,true,false,BIC-486443,R04928,70846ME,1FVHALAS22LJ84493,Roll-off Truck,Freightliner,Fld120,2002,CATERPILLER,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
ARMAGH CONTRACTING INC.,true,true,BIC-2413,R00358,82932MD,1M2K185C5RM005431,Rear End Loader,Mack,600 MR600,1994,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,9595,
ARMAGH CONTRACTING INC.,true,true,BIC-2413,R06509,80641MD,1M2P264C7WM026110,Roll-off Truck,Mack,600 RD600,1998,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,4918,
ARMAGH CONTRACTING INC.,true,true,BIC-2413,R03892,46163MK,2WLPCCCF0TK941357,Dump Truck,Western Star,4900,1996,CATERPILLER,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,5971,
ARMAGH CONTRACTING INC.,true,true,BIC-2413,R05133,90920MG,1M2AT04C77M004934,Rear End Loader,Mack,700,2007,MACK,335,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,7455,
ARMAGH CONTRACTING INC.,true,true,BIC-2413,R05802,31499MH,J8DCPW160A7000070,Van,GMC,W45,2010,ISUZU,200,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
ARMAGH CONTRACTING INC.,true,true,BIC-2413,R06510,90899MG,1M2P264C61M032263,Rear End Loader,Mack,600 RD600,2001,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,4645,
ARMAGH CONTRACTING INC.,true,true,BIC-2413,R04733,45935MG,4V5KC9GH67N484172,Rear End Loader,Volvo,vhd,2007,VOLVO,435,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,5200,
ARMAGH CONTRACTING INC.,true,true,BIC-2413,R04732,45934MG,1M2AX04C3EM019464,Dump Truck,Mack,GU,2014,MACK,405,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
ARMANDO ALVARENGA,true,true,BIC-3807,R00478,90214JZ,3B7HC13Y1TG159286,Pickup,Dodge,1500,1996,DAIMLER CHRYSLER,170,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
ARMANDO'S CONSTRUCTION CO. CORP.,true,false,BIC-485225,R04783,71318JT,1HTMMAAM46H245250,,International,,2006,,,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",,,,
ARMTECH INDUSTRIES CORP.,true,true,BIC-475035,R08417,70234MM,1M2P289C2XM028210,Dump Truck,Mack,600 RD600,1999,MACK,275,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,3866,12/10/2018
ARMTECH INDUSTRIES CORP.,true,true,BIC-475035,R03816,31642ME,1M2P265C5VM022201,Dump Truck,Mack,600 RD600,1997,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,5000,
ARMTECH INDUSTRIES CORP.,true,true,BIC-475035,R06393,40248MJ,4V2SCBJE7KU504091,Dump Truck,White-GMC-Volvo,N14,1989,CUMMINS,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,5000,
ARMY CONSTRUCTION LLC,true,true,BIC-494570,L11483,XCMD82,JL6BPK1A4FK000644,Truck,Mitsubishi,FEC72W,2015,MITSUBISHI,161,Diesel,"< 6,000 lbs.","Class 4: (14,001- 16,000 lbs.)",Yes,Financed,,
ARMY CONSTRUCTION LLC,true,true,BIC-494570,L11482,31308ML,1M2AX04C0BM010216,Dump Truck,Mack,GU713,2011,MACK,550,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
"ARNOLDO'S GARDENING, INC.",true,false,BIC-3343 | BIC-765,R-8068,67146JR,JALE4B14XX7900024,Dump Truck,Isuzu,,1999,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
"ARNOLDO'S GARDENING, INC.",true,false,BIC-3343 | BIC-765,R-8067,42639JX,1FVHBGAN31HJ31642,Dump Truck,Freightliner,F12,2001,,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"ARNOLDO'S GARDENING, INC.",true,false,BIC-3343 | BIC-765,R-8064,17806JC,JW6CCG1G51L006305,Dump Truck,Mitsubishi,211,2001,MITSUBISHI,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
"ARNOLDO'S GARDENING, INC.",true,false,BIC-3343 | BIC-765,R04994,31613ME,1FVHBGCV13HM00382,Dump Truck,Freightliner,F12,2003,MERCEDES-BENZ,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"ARNOLDO'S GARDENING, INC.",true,false,BIC-3343 | BIC-765,R-8065,90187JV,J8DF5C13XY7701572,Dump Truck,GMC,WT5500,2000,ISUZU,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
"ARNOLDO'S GARDENING, INC.",true,false,BIC-3343 | BIC-765,R04995,31614ME,1HTMMAAN03H548000,Dump Truck,International,430,2003,,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"ARNOLDO'S GARDENING, INC.",true,false,BIC-3343 | BIC-765,R03305,19128MA,2HTTGAET1TC080491,Dump Truck,International,F57,1996,CUMMINS,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
ARSH GEN CONSTRUCTION CORP.,true,false,BIC-483525,R04485,18881MC,1FD0W5GT8EEB84217,,Ford,F550 SUPER DUTY,2014,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
"ARTE TILE AND MASONARY, INC.",true,true,BIC-2428,R04361,56014ME,JALE5W16XF7300124,Dump Truck,Isuzu,NRR,2015,ISUZU,150,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,,
ARTHUR DIBIASE,true,false,BIC-36,R-7562,12030JB,1FDAF56R68EA76032,,Ford,F550 SUPER DUTY,2008,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R-9203,31821PC,1XPFXBEX8NN321252,Roll-off Truck,Peterbilt,378,1992,CATERPILLER,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,34282,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R03338,26255PC,5PVNV8JV9D4S53042,Box Truck,Hino,HINO 338,2013,HINO MOTORS,260,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",No,Owned,,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R01694,13106PC,1XPFXBEXXTN413539,Roll-off Truck,Peterbilt,378,1996,CATERPILLER,550,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,31307,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R03980,34178PC,1M2AX18C9DM020567,Roll-off Truck,Mack,GU813,2013,MACK,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R05025,44209PC,4V5K99EJ3GN949964,Roll-off Truck,Volvo,VHD84F200,2016,VOLVO,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R01695,12467PC,NY63868,Roll-off Truck,Peterbilt,378,2001,CATERPILLER,455,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,33099,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R02270,18741PC,1NPHLP0X5CD139949,Roll-off Truck,Peterbilt,386,2012,PACCAR,455,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R-9198,11700PB,2FWJA3CV49AAK6230,Tractor,Sterling,AT9500,2009,MERCEDES-BENZ,450,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R01697,12468PC,2FWJA3DE76AV70325,Tractor,Sterling,AT9500,2006,CATERPILLER,445,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,25288,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R01696,12469PC,1NKDLU0X95J113068,Roll-off Truck,Kenworth,T800,2005,CATERPILLER,396,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,28212,
"ASBESTOS TRANSPORTATION COMPANY, INC.",true,true,BIC-130,R02009,44640PA,1NPHLP0X3CD139948,Roll-off Truck,Peterbilt,386,2012,PACCAR,455,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"ASMIR & DENIS CONSTRUCTION, INC.",true,false,BIC-482846,R04515,29844MB,3FRNX65H88V686832,,Ford,F650 SUPER DUTY,2008,,,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",,,,
"ASMIR & DENIS CONSTRUCTION, INC.",true,false,BIC-482846,R06668,86413MJ,1FD0W5HY0GEC26991,Dump Truck,Ford,,2016,,,Gas,"16,001 - 19,500 lbs.",,,,,
"ASPEN LANDSCAPING, INC.",true,true,BIC-3597,R-8764,17659JZ,1GTHG39R611216884,Suburban,GMC,SAVANA G3500,2001,GENERAL MOTORS,250,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
"ASTOR INDUSTRIES, CORP.",true,true,BIC-491388,R07529,97359MK,1M2P232C6KW007192,Dump Truck,Mack,RD6,1989,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,10000,
"ASTOR INDUSTRIES, CORP.",true,true,BIC-491388,R06759,90977MG,1M2P231C7KW006456,Dump Truck,Mack,RD6,1989,MACK,275,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,15000,
"ASTOR INDUSTRIES, CORP.",true,true,BIC-491388,R06758,68938ME,1M2P231C0LM009065,Dump Truck,Mack,RD6,1990,MACK,275,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,12000,
"ASTORIA RUBBISH REMOVAL CO., INC.",true,true,BIC-257,L-7971,81863JW,4V5DCFBE6VR734715,Rear End Loader,Volvo,CAT 94 3306C,1997,CATERPILLER,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,1000,
"ASTORIA RUBBISH REMOVAL CO., INC.",true,true,BIC-257,L-7970,78720JE,1NKDXUTX22J889196,Roll-off Truck,Kenworth,CAT C12,2002,CATERPILLER,400,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,10000,
"ASTORIA RUBBISH REMOVAL CO., INC.",true,true,BIC-257,L10868,38732MJ,1NKDXPTX2FJ440415,Roll-off Truck,Kenworth,T800,2015,PACCAR,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"ASTORIA TRUCKING, CARTING AND LEASING CORP.",true,true,BIC-3680,R-9373,52125JT,1M2P140C8GA015259,Roll-off Truck,Mack,600 RD600,1986,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,5000,
ATKINS CONSTRUCTION GROUP LLC,true,true,BIC-491752,R06952,AB19015,1FTYR1CM6GKB09347,Van,Ford,Transit,2016,FORD,170,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Financed,,
ATKINS CONSTRUCTION GROUP LLC,true,true,BIC-491752,R06935,AE07189,1FTNS24L06HB20911,Van,Ford,ECONOLIN,2006,FORD,255,Gas,"< 6,000 lbs.","Class 1: (<6,000 lbs)",No,Owned,,
ATLANTIC MAINTENANCE CORP.,true,true,BIC-1717,L-9426,86530MC,54DC4W1B0DS800520,Dump Truck,Isuzu,NPR,2013,ISUZU,297,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
ATLANTIC MAINTENANCE CORP.,true,true,BIC-1717,L-9427,53921MC,1FT7W2B62CEC23657,Pickup,Ford,F250 SUPER DUTY,2012,FORD,385,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R01228,13672PB,1NKDXBTX27J161437,Dump Truck,Kenworth,T800,2007,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R01227,37364PC,1NKDXBTX27J161440,Dump Truck,Kenworth,T800,2007,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R01225,74296PA,1M2AG11C25M019210,Roll-off Truck,Mack,700 CV700,2005,MACK,370,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,14312,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R01224,89801JZ,1M2AG11C95MO17776,Roll-off Truck,Mack,RD600,2005,MACK,370,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,13297,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R01223,57764JE,1M2P267CXYM055311,Roll-off Truck,Mack,600 RD600,2000,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,10213,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R01222,19875JD,1M2P267C7XM046743,Roll-off Truck,Mack,600 RD600,1999,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,10919,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R06773,51881PC,4V5K99EH1GN963875,Dump Truck,Volvo,VHD84F,2016,VOLVO,455,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R06774,68973MJ,1M2AX04C9HM035124,Dump Truck,Mack,GU713,2017,MACK,405,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R06772,79715PA,1M2AG11C96M032974,Roll-off Truck,Mack,700 CV700,2006,MACK,370,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,11369,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R01229,22488PC,1NKDXBTX32J896484,Dump Truck,Kenworth,T800,2002,CATERPILLER,370,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,9135,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R01230,34260PC,1NKDXBEX96J120024,Dump Truck,Kenworth,T800,2006,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,38183,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R03524,57758MD,1M2AX04C7DM015044,Roll-off Truck,Mack,GU713,2013,MACK,405,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R08401,72509PC,4V5KG9EJ7KN217075,Dump Truck,Volvo,VHD84F,2019,VOLVO,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
BANTA HOMES CORP.,true,false,BIC-1887,R-9358,88695JE,3B6MC3650WM274418,,Dodge,,1998,,,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",,,,
ATLAS ROLL-OFF CORP.,true,true,BIC-711 | TS-79,R08400,47001MM,1M2GR2GC4KM001496,Roll-off Truck,Mack,RD688S,2017,MACK,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Financed,,
AUBURN INDUSTRIES INC.,true,true,BIC-485055,R05594,AS674F,1NKZX4TX8GJ124295,Dump Truck,Kenworth,T880,2016,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
AUBURN INDUSTRIES INC.,true,true,BIC-485055,R07832,AT691Y,1NKZX4TX1JJ192624,Dump Truck,Kenworth,T880,2018,CUMMINS,550,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
AUBURN INDUSTRIES INC.,true,true,BIC-485055,R06663,AT461N,1NKZX4TX6HJ161639,Dump Truck,Kenworth,T880,2017,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
AUBURN INDUSTRIES INC.,true,true,BIC-485055,R06660,AT925L,1NKZX4TX1HJ156961,Dump Truck,Kenworth,T880,2017,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
AUBURN INDUSTRIES INC.,true,true,BIC-485055,R06662,AT460N,1NKZX4TXXHJ156960,Dump Truck,Kenworth,T880,2017,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
AUBURN INDUSTRIES INC.,true,true,BIC-485055,R05385,AS786W,1NKZX4TX8GJ112342,Dump Truck,Kenworth,T880,2016,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
