"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Sandnes","Sandnes","58.8454","5.6900","Norway","NO","NOR","Rogaland","minor","46911","1578525190"
"Gjøvik","Gjovik","60.8000","10.7000","Norway","NO","NOR","Oppland","minor","22719","1578892271"
"Mo i Rana","Mo i Rana","66.3166","14.1667","Norway","NO","NOR","Nordland","minor","20409","1578067925"
"Sarpsborg","Sarpsborg","59.2833","11.1167","Norway","NO","NOR","Østfold","admin","","1578097769"
"Moss","Moss","59.4370","10.6692","Norway","NO","NOR","Østfold","minor","36901","1578386435"
"Vadsø","Vadso","70.0966","29.7657","Norway","NO","NOR","Finnmark","admin","5139","1578863149"
"Rørvik","Rorvik","64.8680","11.2053","Norway","NO","NOR","","minor","2615","1578785320"
"Namsos","Namsos","64.4833","11.5000","Norway","NO","NOR","","minor","9035","1578576567"
"Trondheim","Trondheim","63.4167","10.4167","Norway","NO","NOR","","minor","147139","1578633461"
"Steinkjer","Steinkjer","64.0171","11.5000","Norway","NO","NOR","","admin","11274","1578642047"
"Narvik","Narvik","68.3832","17.2900","Norway","NO","NOR","Nordland","minor","20000","1578744025"
"Hammerfest","Hammerfest","70.6613","23.6880","Norway","NO","NOR","Finnmark","minor","10000","1578368356"
"Jumla","Jumla","29.2500","82.2167","Nepal","NP","NPL","","","9073","1524473131"
"Salyan","Salyan","28.3500","82.1833","Nepal","NP","NPL","","","15000","1524828921"
"Kathmandu","Kathmandu","27.7167","85.3166","Nepal","NP","NPL","Bāgmatī","primary","895000","1524589448"
"Bhairawa","Bhairawa","27.5333","83.3833","Nepal","NP","NPL","","","63367","1524444140"
"Pokhara","Pokhara","28.2640","83.9720","Nepal","NP","NPL","","","200000","1524416084"
"Hetauda","Hetauda","27.4167","85.0334","Nepal","NP","NPL","","","232334","1524551914"
"Dandeldhura","Dandeldhura","29.3000","80.6000","Nepal","NP","NPL","","","19014","1524639464"
"Baglung","Baglung","28.2667","83.5833","Nepal","NP","NPL","","","23296","1524266307"
"Ramechhap","Ramechhap","27.3260","86.0870","Nepal","NP","NPL","Janakpur","","15000","1524628973"
"Lalitpur","Lalitpur","27.6666","85.3333","Nepal","NP","NPL","","","337785","1524593184"
"Biratnagar","Biratnagar","26.4837","87.2833","Nepal","NP","NPL","","","182324","1524520011"
"Rajbiraj","Rajbiraj","26.5333","86.7333","Nepal","NP","NPL","","","33061","1524363655"
"Bhimphedi","Bhimphedi","27.5510","85.1300","Nepal","NP","NPL","","","15000","1524596923"
"Ilam","Ilam","26.9080","87.9260","Nepal","NP","NPL","","","17491","1524034598"
"Dhangarhi","Dhangarhi","28.6950","80.5930","Nepal","NP","NPL","","","92294","1524561456"
"Birganj","Birganj","27.0004","84.8666","Nepal","NP","NPL","","","133238","1524676691"
"Nepalganj","Nepalganj","28.0503","81.6167","Nepal","NP","NPL","","","64400","1524207917"
"Alofi","Alofi","-19.0167","-169.9167","Niue","NU","NIU","","primary","","1570882835"
"Masterton","Masterton","-40.9439","175.6456","New Zealand","NZ","NZL","Wellington","","20200","1554641049"
"Gore","Gore","-46.0947","168.9604","New Zealand","NZ","NZL","Southland","","9750","1554979133"
"Te Anau","Te Anau","-45.4074","167.7585","New Zealand","NZ","NZL","Southland","","1857","1554603580"
"Invercargill","Invercargill","-46.4094","168.3650","New Zealand","NZ","NZL","Southland","","49200","1554148942"
"Ashburton","Ashburton","-43.8983","171.7486","New Zealand","NZ","NZL","Canterbury","","17700","1554784264"
"Timaru","Timaru","-44.3972","171.2425","New Zealand","NZ","NZL","Canterbury","","27200","1554243304"
"Kaikoura","Kaikoura","-42.4012","173.6897","New Zealand","NZ","NZL","Canterbury","","2172","1554578431"
"Christchurch","Christchurch","-43.5350","172.6300","New Zealand","NZ","NZL","Canterbury","","363200","1554377228"
"Queenstown","Queenstown","-45.0227","168.7251","New Zealand","NZ","NZL","Otago","","16600","1554582165"
"Porirua","Porirua","-41.1219","174.8524","New Zealand","NZ","NZL","Wellington","","52500","1554561880"
"Wanaka","Wanaka","-44.6980","169.1449","New Zealand","NZ","NZL","Otago","","5037","1554152950"
"Nelson","Nelson","-41.2926","173.2474","New Zealand","NZ","NZL","Nelson","","60800","1554017097"
"Picton","Picton","-41.2805","174.0166","New Zealand","NZ","NZL","Marlborough","","2928","1554865401"
"Hamilton","Hamilton","-37.7783","175.2896","New Zealand","NZ","NZL","Waikato","","148200","1554873040"
"Dunedin","Dunedin","-45.8854","170.4910","New Zealand","NZ","NZL","Otago","","117700","1554475997"
"Thames","Thames","-37.1384","175.5853","New Zealand","NZ","NZL","Waikato","","6756","1554802053"
"Lower Hutt","Lower Hutt","-41.2037","174.9123","New Zealand","NZ","NZL","Wellington","","102400","1554623632"
"Palmerston North","Palmerston North","-40.3527","175.6072","New Zealand","NZ","NZL","Manawatu-Wanganui","","82400","1554138183"
"Wanganui","Wanganui","-39.9326","175.0393","New Zealand","NZ","NZL","Manawatu-Wanganui","","43200","1554827998"
"Westport","Westport","-41.7638","171.6028","New Zealand","NZ","NZL","West Coast","","3900","1554650685"
"Hokitika","Hokitika","-42.7072","171.0100","New Zealand","NZ","NZL","West Coast","","3078","1554205461"
"Greymouth","Greymouth","-42.4716","171.2231","New Zealand","NZ","NZL","West Coast","","10100","1554984303"
"Paraparaumu","Paraparaumu","-40.9034","174.9989","New Zealand","NZ","NZL","Wellington","","25263","1554166459"
"Wellington","Wellington","-41.3000","174.7833","New Zealand","NZ","NZL","","primary","393400","1554772152"
"Upper Hutt","Upper Hutt","-41.1355","175.0290","New Zealand","NZ","NZL","Wellington","","39200","1554000042"
"Levin","Levin","-40.6124","175.2772","New Zealand","NZ","NZL","Manawatu-Wanganui","","19550","1554983635"
"Rotorua","Rotorua","-38.1317","176.2483","New Zealand","NZ","NZL","Bay of Plenty","","56200","1554000379"
"Tauranga","Tauranga","-37.6964","176.1536","New Zealand","NZ","NZL","Bay of Plenty","","121500","1554759867"
"Waitangi","Waitangi","-44.0263","-176.3696","New Zealand","NZ","NZL","Chatham Islands","","300","1554847194"
"Taupo","Taupo","-38.6930","176.0771","New Zealand","NZ","NZL","Waikato","","22600","1554654784"
"Whakatane","Whakatane","-37.9574","176.9828","New Zealand","NZ","NZL","Bay of Plenty","","18700","1554253729"
"Kerikeri","Kerikeri","-35.2285","173.9507","New Zealand","NZ","NZL","Northland","","5856","1554530676"
"Whangarei","Whangarei","-35.7256","174.3230","New Zealand","NZ","NZL","Northland","","52200","1554000636"
"Pukekohe","Pukekohe","-37.2015","174.9033","New Zealand","NZ","NZL","","","26300","1554599644"
"Auckland","Auckland","-36.8481","174.7630","New Zealand","NZ","NZL","Auckland","","1377200","1554435911"
"Waitakere","Waitakere","-36.8524","174.5543","New Zealand","NZ","NZL","Auckland","","208100","1554034359"
"Cambridge","Cambridge","-37.8894","175.4703","New Zealand","NZ","NZL","Waikato","","15192","1554000848"
"Kaitaia","Kaitaia","-35.1099","173.2727","New Zealand","NZ","NZL","Northland","","5202","1554000934"
"Gisborne","Gisborne","-38.6633","178.0181","New Zealand","NZ","NZL","Gisborne","","34300","1554359840"
"Turangi","Turangi","-38.9889","175.8142","New Zealand","NZ","NZL","Waikato","","3240","1554981086"
"Tokoroa","Tokoroa","-38.2245","175.8705","New Zealand","NZ","NZL","Waikato","","13350","1554951529"
"Manukau","Manukau","-37.0000","174.8850","New Zealand","NZ","NZL","Auckland","","375600","1554797148"
"Napier","Napier","-39.4900","176.9265","New Zealand","NZ","NZL","Hawke’s Bay","","57800","1554064936"
"North Shore","North Shore","-36.7913","174.7758","New Zealand","NZ","NZL","Auckland","","205605","1554717659"
"Oban","Oban","-46.8876","168.1666","New Zealand","NZ","NZL","Southland","","310","1554077152"
"New Plymouth","New Plymouth","-39.0556","174.0748","New Zealand","NZ","NZL","Taranaki","","52500","1554939405"
"Hawera","Hawera","-39.5795","174.2780","New Zealand","NZ","NZL","Taranaki","","11100","1554872573"
"Kaiapoi","Kaiapoi","-43.3813","172.6510","New Zealand","NZ","NZL","Canterbury","","10200","1554001309"
"Mirbat","Mirbat","16.9924","54.6918","Oman","OM","OMN","Z̧ufār","","1120","1512455360"
"Nizwa","Nizwa","22.9264","57.5314","Oman","OM","OMN","Ad Dākhilīyah","admin","72076","1512180300"
"Ar Rustāq","Ar Rustaq","23.3908","57.4244","Oman","OM","OMN","Janūb al Bāţinah","admin","","1512376854"
"Haymā’","Hayma'","19.9333","56.3167","Oman","OM","OMN","Al Wusţá","admin","","1512927824"
"Şūr","Sur","22.5667","59.5289","Oman","OM","OMN","Janūb ash Sharqīyah","admin","","1512350600"
"Khaşab","Khasab","26.1799","56.2477","Oman","OM","OMN","Musandam","admin","","1512236141"
"Salalah","Salalah","17.0255","54.0852","Oman","OM","OMN","Z̧ufār","admin","203877","1512995148"
"Muscat","Muscat","23.6133","58.5933","Oman","OM","OMN","Masqaţ","primary","734697","1512035506"
"Şuḩār","Suhar","24.3643","56.7468","Oman","OM","OMN","Shamāl al Bāţinah","admin","","1512602960"
"Ibrā’","Ibra'","22.6906","58.5334","Oman","OM","OMN","Shamāl ash Sharqīyah","admin","","1512341564"
"Alayat Samail","Alayat Samail","23.3032","57.9782","Oman","OM","OMN","Ad Dākhilīyah","","47718","1512000205"
"Ibri","Ibri","23.2254","56.5170","Oman","OM","OMN","Ad Dākhilīyah","admin","101640","1512077267"
"Al Buraymī","Al Buraymi","24.2611","55.7903","Oman","OM","OMN","Al Buraymī","admin","","1512959921"
"As Sib","As Sib","23.6802","58.1825","Oman","OM","OMN","Masqaţ","","237816","1512461161"
"Dawwah","Dawwah","20.6330","58.9080","Oman","OM","OMN","Janūb ash Sharqīyah","","2000","1512793920"
"Suhar","Suhar","24.3620","56.7344","Oman","OM","OMN","Shamāl al Bāţinah","","151349","1512145575"
"Balboa","Balboa","8.9500","-79.5667","Panama","PA","PAN","Panamá","","62882","1591922184"
"Panama City","Panama City","8.9680","-79.5330","Panama","PA","PAN","Panamá","primary","1281000","1591672475"
"La Chorrera","La Chorrera","8.8803","-79.7833","Panama","PA","PAN","Panamá Oeste","admin","","1591982720"
"Colón","Colon","9.3650","-79.8750","Panama","PA","PAN","Colón","admin","204000","1591599922"
"Jaqué","Jaque","7.5190","-78.1660","Panama","PA","PAN","Darién","minor","1357","1591579329"
"La Palma","La Palma","8.3982","-78.1402","Panama","PA","PAN","Darién","admin","1845","1591177082"
"Penonome","Penonome","8.5100","-80.3600","Panama","PA","PAN","Coclé","admin","28766","1591602960"
"Unión Chocó","Union Choco","8.0989","-77.6085","Panama","PA","PAN","Emberá-Wounaan","admin","","1591671914"
"David","David","8.4333","-82.4333","Panama","PA","PAN","Chiriquí","admin","110037","1591487342"
"Puerto Armuelles","Puerto Armuelles","8.2800","-82.8700","Panama","PA","PAN","Chiriquí","minor","27147","1591562054"
"Santiago","Santiago","8.1004","-80.9833","Panama","PA","PAN","Veraguas","admin","45955","1591231138"
"Las Tablas","Las Tablas","7.7604","-80.2800","Panama","PA","PAN","Los Santos","admin","11358","1591472114"
"Chitré","Chitre","7.9700","-80.4200","Panama","PA","PAN","Herrera","admin","44082","1591257375"
"Buabidi","Buabidi","8.4746","-81.6983","Panama","PA","PAN","Ngöbe-Buglé","admin","","1591495919"
"Bocas del Toro","Bocas del Toro","9.3354","-82.2475","Panama","PA","PAN","Bocas del Toro","admin","9883","1591037947"
"Almirante","Almirante","9.3000","-82.4000","Panama","PA","PAN","Bocas del Toro","minor","8114","1591293829"
"El Porvenir","El Porvenir","9.5417","-78.9720","Panama","PA","PAN","Kuna Yala","admin","10","1591425685"
"Trujillo","Trujillo","-8.1200","-79.0200","Peru","PE","PER","La Libertad","admin","765171","1604613706"
"Lima","Lima","-12.0480","-77.0501","Peru","PE","PER","Lima","primary","8012000","1604728603"
"Abancay","Abancay","-13.6396","-72.8900","Peru","PE","PER","Apurímac","admin","55111","1604782074"
"Nuevo Rocafuerte","Nuevo Rocafuerte","-0.9329","-75.4000","Peru","PE","PER","Loreto","","40","1604951110"
"Arequipa","Arequipa","-16.4200","-71.5300","Peru","PE","PER","Arequipa","admin","815000","1604723954"
"Huaura","Huaura","-11.0600","-77.6000","Peru","PE","PER","Lima","","40400","1604503366"
"Tournavista","Tournavista","-8.9322","-74.7052","Peru","PE","PER","Huánuco","","511","1604006133"
"Jaén","Jaen","-5.7096","-78.8100","Peru","PE","PER","Cajamarca","","52493","1604707495"
"Huamachuco","Huamachuco","-7.8100","-78.0499","Peru","PE","PER","La Libertad","","30835","1604864093"
"Chiclayo","Chiclayo","-6.7629","-79.8366","Peru","PE","PER","Lambayeque","admin","596792","1604799615"
"Motupe","Motupe","-6.1500","-79.7100","Peru","PE","PER","Lambayeque","","13681","1604380129"
"Lamas","Lamas","-6.4300","-76.5200","Peru","PE","PER","San Martín","","13693","1604035883"
"Juanjuí","Juanjui","-7.1696","-76.7400","Peru","PE","PER","San Martín","","37715","1604229756"
"Olmos","Olmos","-5.9796","-79.7500","Peru","PE","PER","Lambayeque","","9800","1604825576"
"Moyobamba","Moyobamba","-6.0496","-76.9667","Peru","PE","PER","San Martín","admin","47734","1604635600"
"Tarapoto","Tarapoto","-6.5100","-76.4800","Peru","PE","PER","San Martín","","936","1604622202"
"Chulucanas","Chulucanas","-5.0896","-80.1700","Peru","PE","PER","Piura","","68835","1604692561"
"Huaraz","Huaraz","-9.5300","-77.5300","Peru","PE","PER","Ancash","admin","86934","1604026500"
"Chota","Chota","-6.5496","-78.6500","Peru","PE","PER","Cajamarca","","14240","1604928947"
"Callao","Callao","-12.0700","-77.1350","Peru","PE","PER","Callao","admin","876877","1604422141"
"Tarma","Tarma","-11.4100","-75.7300","Peru","PE","PER","Junín","","51350","1604810508"
"Ilave","Ilave","-16.0796","-69.6700","Peru","PE","PER","Puno","","16033","1604815838"
"Puno","Puno","-15.8329","-70.0333","Peru","PE","PER","Puno","admin","116552","1604227042"
"Urubamba","Urubamba","-13.3042","-72.1166","Peru","PE","PER","Cusco","","7540","1604753575"
"La Oroya","La Oroya","-11.5200","-75.9400","Peru","PE","PER","Junín","","33345","1604666304"
"San Ramon","San Ramon","-11.1296","-75.3400","Peru","PE","PER","Junín","","14708","1604957373"
"Cerro de Pasco","Cerro de Pasco","-10.6900","-76.2700","Peru","PE","PER","Pasco","admin","137232","1604446908"
"Jauja","Jauja","-11.7996","-75.5000","Peru","PE","PER","Junín","","21057","1604948232"
"Cajamarca","Cajamarca","-7.1500","-78.5300","Peru","PE","PER","Cajamarca","admin","142665","1604091119"
"Satipo","Satipo","-11.2600","-74.6900","Peru","PE","PER","Junín","","15532","1604355080"
"Ilo","Ilo","-17.6400","-71.3400","Peru","PE","PER","Moquegua","","53476","1604886582"
"Gueppi","Gueppi","-0.1166","-75.2300","Peru","PE","PER","Loreto","","10","1604411859"
"Otuzco","Otuzco","-7.9000","-78.5700","Peru","PE","PER","La Libertad","","10134","1604161129"
"Moquegua","Moquegua","-17.1900","-70.9400","Peru","PE","PER","Moquegua","admin","54517","1604230427"
"Andoas","Andoas","-2.9021","-76.4025","Peru","PE","PER","Loreto","","10","1604038416"
"Salaverry","Salaverry","-8.2200","-78.9900","Peru","PE","PER","La Libertad","","10066","1604741233"
"Pativilca","Pativilca","-10.6996","-77.8000","Peru","PE","PER","Lima","","31905","1604804321"
"Soldado Bartra","Soldado Bartra","-2.5161","-75.7666","Peru","PE","PER","Loreto","","10","1604302193"
"Puca Urco","Puca Urco","-2.3328","-71.9167","Peru","PE","PER","Loreto","","10","1604085670"
"Tumbes","Tumbes","-3.5700","-80.4600","Peru","PE","PER","Tumbes","admin","109223","1604505281"
"Ica","Ica","-14.0680","-75.7255","Peru","PE","PER","Ica","admin","279420","1604607907"
"Sullana","Sullana","-4.8896","-80.6800","Peru","PE","PER","Piura","","160789","1604666111"
"Cusco","Cusco","-13.5250","-71.9722","Peru","PE","PER","Cusco","admin","361182","1604162901"
"Santo Tomas","Santo Tomas","-14.4600","-72.0800","Peru","PE","PER","Cusco","","4134","1604893836"
"Puquio","Puquio","-14.7000","-74.1300","Peru","PE","PER","Ayacucho","","10491","1604629997"
"Juliaca","Juliaca","-15.5000","-70.1400","Peru","PE","PER","Puno","","245675","1604174464"
"Huancayo","Huancayo","-12.0800","-75.2000","Peru","PE","PER","Junín","admin","412733","1604249985"
"Piura","Piura","-5.2100","-80.6300","Peru","PE","PER","Piura","admin","396932","1604331641"
"Paita","Paita","-5.0900","-81.1200","Peru","PE","PER","Piura","","56151","1604588759"
"Tingo María","Tingo Maria","-9.2896","-75.9900","Peru","PE","PER","Huánuco","","53177","1604736000"
"Huánuco","Huanuco","-9.9200","-76.2400","Peru","PE","PER","Huánuco","admin","158145","1604589102"
"Sicuani","Sicuani","-14.2896","-71.2300","Peru","PE","PER","Cusco","","33575","1604929096"
"Desaguadero","Desaguadero","-16.5646","-69.0450","Peru","PE","PER","Puno","","5329","1604523021"
"Cajabamba","Cajabamba","-7.6196","-78.0400","Peru","PE","PER","Cajamarca","","13486","1604780784"
"Putina","Putina","-15.4700","-69.4300","Peru","PE","PER","Puno","","8118","1604856559"
"Pacasmayo","Pacasmayo","-7.4006","-79.5706","Peru","PE","PER","La Libertad","","39282","1604459740"
"Caballococha","Caballococha","-3.9163","-70.5083","Peru","PE","PER","Loreto","","3195","1604340559"
"Tocache","Tocache","-8.1796","-76.5200","Peru","PE","PER","San Martín","","29029","1604060187"
"Pucallpa","Pucallpa","-8.3689","-74.5350","Peru","PE","PER","Ucayali","admin","310750","1604478712"
"Junín","Junin","-11.1496","-76.0100","Peru","PE","PER","Junín","","15320","1604997443"
"Camaná","Camana","-16.6196","-72.7200","Peru","PE","PER","Arequipa","","20956","1604379091"
"Chincha Alta","Chincha Alta","-13.4196","-76.1400","Peru","PE","PER","Ica","","153076","1604035626"
"Nauta","Nauta","-4.5700","-73.7800","Peru","PE","PER","Loreto","","2500","1604159322"
"Iquitos","Iquitos","-3.7500","-73.2500","Peru","PE","PER","Loreto","admin","458729","1604493809"
"Puerto Maldonado","Puerto Maldonado","-12.6000","-69.1833","Peru","PE","PER","Madre de Dios","admin","67155","1604871130"
"Requena","Requena","-5.0696","-73.9100","Peru","PE","PER","Loreto","","18000","1604712979"
"Casma","Casma","-9.4400","-78.2100","Peru","PE","PER","Ancash","","30000","1604136455"
"Ayaviri","Ayaviri","-14.8796","-70.6000","Peru","PE","PER","Puno","","19310","1604922172"
"Chosica","Chosica","-11.9300","-76.7100","Peru","PE","PER","Lima","","88606","1604040866"
"Ayacucho","Ayacucho","-13.1750","-74.2200","Peru","PE","PER","Ayacucho","admin","166314","1604300430"
"Huancavelica","Huancavelica","-12.7900","-74.9900","Peru","PE","PER","Huancavelica","admin","44388","1604876709"
"Huanta","Huanta","-12.9496","-74.2500","Peru","PE","PER","Ayacucho","","18627","1604179024"
"Chilca","Chilca","-12.5196","-76.7400","Peru","PE","PER","Lima","","12884","1604361895"
"Chancay","Chancay","-11.5596","-77.2700","Peru","PE","PER","Lima","","26958","1604882367"
"Chimbote","Chimbote","-9.0700","-78.5700","Peru","PE","PER","Ancash","","349846","1604199858"
"Nasca","Nasca","-14.8300","-74.9400","Peru","PE","PER","Ica","","23556","1604291738"
"Mollendo","Mollendo","-17.0200","-72.0200","Peru","PE","PER","Arequipa","","49033","1604134214"
"Huarmey","Huarmey","-10.0696","-78.1600","Peru","PE","PER","Ancash","","16172","1604582499"
"Santiago","Santiago","-14.1896","-75.7400","Peru","PE","PER","Ica","","10449","1604889626"
"Coracora","Coracora","-15.0196","-73.7900","Peru","PE","PER","Ayacucho","","7420","1604800656"
"Pimentel","Pimentel","-6.8296","-79.9300","Peru","PE","PER","Lambayeque","","15552","1604924541"
"Ferreñafe","Ferrenafe","-6.6300","-79.8000","Peru","PE","PER","Lambayeque","","50184","1604452796"
"Talara","Talara","-4.5800","-81.2800","Peru","PE","PER","Piura","","99074","1604790735"
"Sechura","Sechura","-5.5596","-80.8200","Peru","PE","PER","Piura","","23020","1604728914"
"Pisco","Pisco","-13.7100","-76.2200","Peru","PE","PER","Ica","","81207","1604438126"
"Contamana","Contamana","-7.3400","-75.0200","Peru","PE","PER","Loreto","minor","18921","1604465551"
"Chachapoyas","Chachapoyas","-6.2296","-77.8700","Peru","PE","PER","Amazonas","admin","25978","1604650674"
"Huacho","Huacho","-11.1100","-77.6199","Peru","PE","PER","Lima","admin","80474","1604316784"
"Tacna","Tacna","-18.0000","-70.2500","Peru","PE","PER","Tacna","admin","280098","1604388134"
"Papeete","Papeete","-17.5334","-149.5667","French Polynesia","PF","PYF","","primary","131695","1258907380"
"Port Moresby","Port Moresby","-9.4647","147.1925","Papua New Guinea","PG","PNG","National Capital","primary","283733","1598685395"
"Kieta","Kieta","-6.2163","155.6333","Papua New Guinea","PG","PNG","Bougainville","","6958","1598490894"
"Sohano","Sohano","-5.4297","154.6711","Papua New Guinea","PG","PNG","Bougainville","","2338","1598474458"
"Wewak","Wewak","-3.5535","143.6367","Papua New Guinea","PG","PNG","East Sepik","","25143","1598405100"
"Kavieng","Kavieng","-2.5813","150.8130","Papua New Guinea","PG","PNG","New Ireland","","19728","1598946326"
"Lorengau","Lorengau","-2.0320","147.2800","Papua New Guinea","PG","PNG","Manus","","5806","1598571197"
"Hoskins","Hoskins","-5.4746","150.4100","Papua New Guinea","PG","PNG","West New Britain","","871","1598684520"
"Abau","Abau","-10.0426","148.5650","Papua New Guinea","PG","PNG","Central","","230","1598610032"
"Kimbe","Kimbe","-5.5500","150.1430","Papua New Guinea","PG","PNG","West New Britain","","18847","1598372456"
"Alotau","Alotau","-10.3021","150.4591","Papua New Guinea","PG","PNG","Milne Bay","","11624","1598284215"
"Daru","Daru","-9.1092","143.2337","Papua New Guinea","PG","PNG","Western","","15214","1598923764"
"Mt. Hagen","Mt. Hagen","-5.8632","144.2168","Papua New Guinea","PG","PNG","Western Highlands","","59064","1598400611"
"Lae","Lae","-6.7330","146.9900","Papua New Guinea","PG","PNG","Morobe","","131052","1598466091"
"Goroka","Goroka","-6.0833","145.3855","Papua New Guinea","PG","PNG","Eastern Highlands","","39699","1598928169"
"Madang","Madang","-5.2248","145.7853","Papua New Guinea","PG","PNG","Madang","","62023","1598116558"
"Arawa","Arawa","-6.2280","155.5660","Papua New Guinea","PG","PNG","Bougainville","","40266","1598413091"
"Kerema","Kerema","-7.9270","145.8380","Papua New Guinea","PG","PNG","Gulf","","5646","1598925932"
"Vanimo","Vanimo","-2.6900","141.3040","Papua New Guinea","PG","PNG","West Sepik","","11204","1598892363"
"Rabaul","Rabaul","-4.2055","152.1434","Papua New Guinea","PG","PNG","East New Britain","","8074","1598973225"
"Popondetta","Popondetta","-8.7692","148.2484","Papua New Guinea","PG","PNG","Northern","","28198","1598887925"
"Wabag","Wabag","-5.4900","143.7180","Papua New Guinea","PG","PNG","Enga","","3958","1598428400"
"Mendi","Mendi","-6.1444","143.6452","Papua New Guinea","PG","PNG","Southern Highlands","","26252","1598467297"
"Kundiawa","Kundiawa","-6.0230","144.9600","Papua New Guinea","PG","PNG","Chimbu","","9383","1598730976"
"Alabel","Alabel","6.1018","125.2905","Philippines","PH","PHL","Sarangani","admin","","1608579431"
"Laoag","Laoag","18.1988","120.5936","Philippines","PH","PHL","Ilocos Norte","admin","207048","1608043510"
"Marawi City","Marawi City","8.0034","124.2839","Philippines","PH","PHL","Lanao del Sur","admin","","1608812117"
"Cadiz","Cadiz","10.9587","123.3086","Philippines","PH","PHL","Negros Occidental","","283157","1608224037"
"Malaybalay","Malaybalay","8.1575","125.1278","Philippines","PH","PHL","Bukidnon","admin","","1608859265"
"Calbayog","Calbayog","12.0672","124.6042","Philippines","PH","PHL","Samar","","67921","1608088739"
"Gingoog","Gingoog","8.8304","125.1300","Philippines","PH","PHL","Misamis Oriental","","218","1608630986"
"Roxas","Roxas","11.5853","122.7511","Philippines","PH","PHL","Capiz","admin","102688","1608344583"
"San Pablo","San Pablo","14.0696","121.3226","Philippines","PH","PHL","Laguna","","240830","1608801564"
"San Carlos","San Carlos","10.5504","123.3800","Philippines","PH","PHL","Negros Occidental","","6353","1608048026"
"City of Isabela","City of Isabela","6.7041","121.9712","Philippines","PH","PHL","Basilan","admin","","1608621038"
"Cabanatuan","Cabanatuan","15.5021","120.9617","Philippines","PH","PHL","Nueva Ecija","","220250","1608247694"
"Baguio City","Baguio City","16.4300","120.5699","Philippines","PH","PHL","Baguio","admin","447824","1608164766"
"Manila","Manila","14.6042","120.9822","Philippines","PH","PHL","","primary","11100000","1608618140"
"Makati City","Makati City","14.5501","121.0360","Philippines","PH","PHL","Makati","admin","","1608725647"
"Pasig City","Pasig City","14.5604","121.0812","Philippines","PH","PHL","Pasig","admin","","1608278212"
"City of Parañaque","City of Paranaque","14.4978","120.9907","Philippines","PH","PHL","Parañaque","admin","","1608379532"
"Baler","Baler","15.7589","121.5607","Philippines","PH","PHL","Aurora","admin","","1608495530"
"Bangued","Bangued","17.5982","120.6155","Philippines","PH","PHL","Abra","admin","","1608442037"
"Balanga","Balanga","14.6761","120.5361","Philippines","PH","PHL","Bataan","admin","","1608467104"
"Boac","Boac","13.4463","121.8400","Philippines","PH","PHL","Marinduque","admin","","1608972476"
"Malita","Malita","6.4150","125.6117","Philippines","PH","PHL","Davao Occidental","admin","","1608802375"
"Malolos","Malolos","14.8443","120.8104","Philippines","PH","PHL","Bulacan","admin","","1608358783"
"Mati","Mati","6.9551","126.2166","Philippines","PH","PHL","Davao Oriental","admin","","1608000731"
"Batangas","Batangas","13.7817","121.0217","Philippines","PH","PHL","Batangas","admin","424508","1608417616"
"Bayombong","Bayombong","16.4812","121.1497","Philippines","PH","PHL","Nueva Vizcaya","admin","","1608066874"
"Angeles","Angeles","15.1451","120.5451","Philippines","PH","PHL","Angeles","admin","314493","1608036027"
"Bacolod","Bacolod","10.6317","122.9817","Philippines","PH","PHL","Bacolod","admin","949354","1608244137"
"Mandaue City","Mandaue City","10.3237","123.9436","Philippines","PH","PHL","Mandaue","admin","","1608794590"
"Bongao","Bongao","5.0292","119.7731","Philippines","PH","PHL","Tawi-Tawi","admin","","1608490585"
"Bontoc","Bontoc","17.0899","120.9780","Philippines","PH","PHL","Mountain","admin","","1608526537"
"Borongan","Borongan","11.6081","125.4319","Philippines","PH","PHL","Eastern Samar","admin","","1608990192"
"Butuan","Butuan","8.9495","125.5436","Philippines","PH","PHL","Butuan","admin","190557","1608000722"
"Cabadbaran","Cabadbaran","9.1236","125.5344","Philippines","PH","PHL","Agusan del Norte","admin","","1608889253"
"Cabarroguis","Cabarroguis","16.5111","121.5212","Philippines","PH","PHL","Quirino","admin","","1608312278"
"Cagayan de Oro","Cagayan de Oro","8.4508","124.6853","Philippines","PH","PHL","Cagayan de Oro","admin","1121561","1608831546"
"Calapan","Calapan","13.4108","121.1797","Philippines","PH","PHL","Oriental Mindoro","admin","","1608578259"
"Caloocan City","Caloocan City","14.6492","120.9826","Philippines","PH","PHL","Caloocan","admin","","1608897690"
"Catarman","Catarman","12.4989","124.6377","Philippines","PH","PHL","Northern Samar","admin","","1608432162"
"Catbalogan","Catbalogan","11.7753","124.8861","Philippines","PH","PHL","Samar","admin","","1608878798"
"Cebu","Cebu","10.3200","123.9001","Philippines","PH","PHL","Cebu","admin","815000","1608136151"
"Cotabato","Cotabato","7.2169","124.2484","Philippines","PH","PHL","Cotabato","admin","279519","1608753128"
"Daet","Daet","14.1122","122.9553","Philippines","PH","PHL","Camarines Norte","admin","","1608562606"
"Dagupan","Dagupan","16.0479","120.3408","Philippines","PH","PHL","Dagupan","admin","163676","1608530964"
"Davao","Davao","7.1100","125.6300","Philippines","PH","PHL","Davao","admin","1402000","1608906877"
"Digos","Digos","6.7497","125.3572","Philippines","PH","PHL","Davao del Sur","admin","","1608635653"
