Device_SIMServiceProviderBrandName,Device_Manufacturer,Device_Model,Device_OS,Device_Language,QOS_Date,QOS_SignalStrength,Location_Latitude,Location_Longitude,QOS_DeltaTransmittedBytes,QOS_DeltaReceivedBytes,Location_Country,Location_Region,Location_City,Connection_GenerationCategory
O2,motorola,MotoG3,ANDROID60,en,2017-09-09 16:40:40 UTC,-116,56.1910071,-3.1702217,0,0,United Kingdom,Scotland,Fife,4G
O2,samsung,GT-I9300,ANDROID43,en,2017-08-20 17:10:01 UTC,null,51.4986498,-2.6846766,13742,125811,United Kingdom,England,null,3G
O2,HTC,HTC One A9,ANDROID70,de,2017-07-20 08:13:47 UTC,-105,51.6070945,7.1312436,0,0,Germany,North Rhine-Westphalia,Herten,3G
O2,samsung,GT-I9195,ANDROID44,cs,2017-06-15 08:52:56 UTC,-75,50.06492738,14.39050945,0,0,Czech Republic,null,null,3G
O2,samsung,SM-G925F,ANDROID70,en,2017-09-06 01:10:42 UTC,-59,53.3782137,-2.1479846,42079,168596,United Kingdom,England,Stockport,UNKNOWN
O2,Ulefone,Power_2,ANDROID70,de,2017-09-14 14:51:52 UTC,-51,50.8414383,10.955615,60,177,Germany,Thuringia,Arnstadt,3G
O2,samsung,GT-I9195,ANDROID44,de,2017-07-30 07:18:47 UTC,-98,51.4803897,11.931654,580,522,Germany,Saxony-Anhalt,Halle,4G
O2,bq,Aquaris X5 Plus,ANDROID71,de,2017-07-09 16:27:01 UTC,-107,51.1170171,13.6966283,14502,15858,Germany,Saxony,null,3G
O2,HTC,HTC One_M8,ANDROID60,de,2017-08-21 20:38:03 UTC,null,52.5454477,13.178189,0,0,Germany,Berlin,Berlin,3G
O2,samsung,SM-G800F,ANDROID60,en,2017-08-18 12:14:13 UTC,-108,57.1594054,-2.2807475,2914,16246,United Kingdom,Scotland,Aberdeenshire,4G
O2,OnePlus,ONEPLUS A3003,ANDROID71,en,2017-09-05 16:32:30 UTC,null,51.5104225,-0.5909926,81745,1869468,United Kingdom,England,Slough,4G
O2,UMIDIGI,Z Pro,ANDROID71,de,2017-08-20 14:26:05 UTC,null,47.9989049,10.1819318,1116,1100,Germany,Bavaria,Memmingen,UNKNOWN
O2,LGE,Nexus 4,ANDROID51,de,2017-08-21 13:23:29 UTC,null,50.9489483,6.951011,60,78,Germany,North Rhine-Westphalia,Cologne,UNKNOWN
O2,samsung,SM-T116,ANDROID44,en,2017-06-27 19:50:57 UTC,-31,53.81793051,-3.038844607,16675,145338,United Kingdom,England,Blackpool,UNKNOWN
O2,samsung,SM-G388F,ANDROID51,cs,2017-08-07 12:00:47 UTC,null,49.5595433,13.9553136,22348,54200,Czech Republic,StredoceskÃ½,null,UNKNOWN
O2,HTC,HTC One M9_Prime Camera Edition,ANDROID60,en,2017-09-03 08:43:03 UTC,null,53.5384417,-2.820965,8954,4914,United Kingdom,England,null,3G
O2,LENOVO,Lenovo K53a48,ANDROID70,cs,2017-09-01 10:42:56 UTC,-106,49.7531751,18.0430667,0,0,Czech Republic,MoravskoslezskÃ½,null,4G
O2,OnePlus,A0001,ANDROID60,en,2017-08-11 21:25:31 UTC,-101,54.11229,-3.2147549,0,0,United Kingdom,England,Barrow-in-Furness,3G
O2,HTC,HTC 10,ANDROID70,en,2017-09-01 09:55:42 UTC,null,52.5978295,-2.7693694,130,0,United Kingdom,England,null,UNKNOWN
O2,samsung,SM-G920F,ANDROID70,en,2017-08-26 11:55:29 UTC,-51,51.6908862,-0.0299464,14513,14244,United Kingdom,England,Broxbourne,3G
O2,HUAWEI,BLN-L21,ANDROID70,cs,2017-08-28 10:53:45 UTC,null,50.0964889,14.4315875,0,0,Czech Republic,Prague,null,3G
O2,OUKITEL,K6000 Pro,ANDROID60,cs,2017-09-06 16:24:03 UTC,null,50.0791895,12.3703049,550,0,Czech Republic,KarlovarskÃ½,null,UNKNOWN
O2,samsung,GT-I9506,ANDROID50,de,2017-09-07 07:51:21 UTC,-99,51.9346076,8.5704592,0,0,Germany,North Rhine-Westphalia,Bielefeld,3G
O2,HTC,HTC Desire 510,ANDROID44,de,2017-08-31 23:45:14 UTC,-93,49.5201939,9.7469925,2282,1395,Germany,Baden-WÃ¼rttemberg,Bad Mergentheim,3G
O2,OnePlus,A0001,ANDROID60,de,2017-08-23 11:31:29 UTC,-105,48.6501109,9.4573485,474,0,Germany,Baden-WÃ¼rttemberg,Kirchheim unter Teck,3G
O2,samsung,SM-A310F,ANDROID70,de,2017-08-03 15:39:19 UTC,-51,50.7210212,12.4991603,0,0,Germany,Saxony,Zwickau,3G
O2,samsung,SM-G955F,ANDROID70,cs,2017-08-06 06:28:35 UTC,-88,50.0340097,14.5110264,0,0,Czech Republic,Prague,null,4G
O2,samsung,SM-A320FL,ANDROID60,en,2017-08-01 08:59:52 UTC,null,50.8080616,-1.1026215,104,135,United Kingdom,England,Portsmouth,4G
O2,OnePlus,ONEPLUS A3003,ANDROID71,en,2017-08-25 14:10:14 UTC,null,53.576389,-2.5608237,5008,75967,United Kingdom,England,Bolton,4G
O2,samsung,SM-A520F,ANDROID60,hu,2017-07-12 09:35:12 UTC,-83,51.7134092,-0.3731302,42516,113726,United Kingdom,England,St Albans,4G
O2,samsung,SM-G955F,ANDROID70,en,2017-08-09 21:02:52 UTC,-89,51.8908623,-1.7563887,168,271,United Kingdom,England,null,UNKNOWN
O2,OnePlus,ONEPLUS A3003,ANDROID71,en,2017-08-17 16:35:53 UTC,null,51.6554693,-0.162675,746,5285,United Kingdom,England,London,UNKNOWN
O2,motorola,Moto G (4),ANDROID70,de,2017-08-25 21:19:05 UTC,null,51.4454419,7.5470973,1396,7240,Germany,North Rhine-Westphalia,Schwerte,3G
O2,LENOVO,Lenovo S1a40,ANDROID60,cs,2017-09-02 16:21:52 UTC,-108,49.1989511,14.7169604,0,0,Czech Republic,JihoceskÃ½,null,4G
O2,Sony,G8141,ANDROID71,de,2017-09-12 20:26:45 UTC,null,48.9074471,8.7776432,71064362,163383649,Germany,Baden-WÃ¼rttemberg,null,UNKNOWN
O2,samsung,SM-G930F,ANDROID70,cs,2017-08-12 18:43:15 UTC,-91,49.2978883,14.7360833,580,580,Czech Republic,JihoceskÃ½,null,4G
O2,samsung,SM-A520F,ANDROID60,en,2017-08-24 10:04:56 UTC,-77,50.8343,-0.8026843,2009,2142,United Kingdom,England,Chichester,4G
O2,samsung,SM-A320FL,ANDROID60,en,2017-09-04 10:34:55 UTC,null,50.8494075,-0.9728184,0,0,United Kingdom,England,Havant,3G
O2,blackberry,STV100-1,ANDROID60,en,2017-08-07 08:59:45 UTC,-103,48.9970824,15.353038,5033,10061,Czech Republic,JihoceskÃ½,null,3G
O2,Xiaomi,Redmi Note 2,ANDROID50,de,2017-08-19 15:50:24 UTC,-99,50.061995,14.49983,0,0,Czech Republic,Prague,null,4G
O2,samsung,SM-G930F,ANDROID70,en,2017-08-11 09:25:28 UTC,null,51.6501569,-3.0226727,4956,5894,United Kingdom,Wales,Torfaen,4G
O2,OnePlus,A0001,ANDROID60,de,2017-07-21 04:34:39 UTC,null,53.2748364,10.4432631,0,0,Germany,Lower Saxony,null,3G
O2,samsung,SM-N910F,ANDROID44,en,2017-09-12 06:42:39 UTC,null,51.54952372,0.07093977,8242,14529,United Kingdom,England,London,4G
O2,HUAWEI,KIW-L21,ANDROID60,de,2017-07-23 19:08:59 UTC,-78,50.9902098,11.0216494,155,86,Germany,Thuringia,Erfurt,UNKNOWN
O2,HUAWEI,FRD-L09,ANDROID70,cs,2017-07-29 10:34:46 UTC,null,49.80540136,18.31950513,6622,6622,Czech Republic,MoravskoslezskÃ½,null,4G
O2,OnePlus,ONEPLUS A3003,ANDROID71,de,2017-08-26 14:11:52 UTC,null,48.3135471,11.9048877,809,5920,Germany,Bavaria,Erding,4G
O2,samsung,SM-G900F,ANDROID60,en,2017-09-03 14:49:58 UTC,-60,53.4424782,-2.7289929,2029,6725,United Kingdom,England,St Helens,UNKNOWN
O2,samsung,SM-G930F,ANDROID70,en,2017-07-30 23:22:13 UTC,-95,55.8104066,-4.0364057,0,0,United Kingdom,Scotland,North Lanarkshire,4G
O2,LENOVO,Lenovo K33a48,ANDROID70,en,2017-07-23 09:51:40 UTC,-101,47.7993266,18.1837141,580,580,Slovakia,Nitriansky,null,3G
O2,samsung,SM-G930F,ANDROID70,en,2017-08-29 12:32:13 UTC,null,52.0267032,-0.7863806,0,0,United Kingdom,England,Milton Keynes,4G
O2,blackberry,STV100-4,ANDROID60,bg,2017-08-30 13:49:26 UTC,null,51.6129806,-0.431954,0,128,United Kingdom,England,London,3G
O2,Sony,E5823,ANDROID71,de,2017-07-20 01:07:42 UTC,-107,53.3426408,7.1711545,1419,9451,Germany,Lower Saxony,Emden,3G
O2,samsung,SM-G930F,ANDROID70,de,2017-08-25 18:00:28 UTC,null,50.6767671,7.0679038,0,0,Germany,North Rhine-Westphalia,Bonn,UNKNOWN
O2,motorola,MotoG3,ANDROID60,de,2017-07-26 12:02:44 UTC,-97,50.686671,10.9430053,119,0,Germany,Thuringia,Ilmenau,UNKNOWN
O2,samsung,SM-A520F,ANDROID60,cs,2017-07-20 18:04:33 UTC,-92,49.9703224,15.3114307,56589,40290,Czech Republic,StredoceskÃ½,null,4G
O2,LENOVO,Lenovo P1ma40,ANDROID51,cs,2017-07-11 08:35:35 UTC,-72,50.0847332,14.4219739,346707,1586421,Czech Republic,null,null,UNKNOWN
O2,HUAWEI,VKY-L09,ANDROID70,de,2017-08-09 16:32:28 UTC,-65,48.3053361,11.6272773,203,153,Germany,Bavaria,null,UNKNOWN
O2,samsung,SM-G920F,ANDROID70,en,2017-08-17 11:30:24 UTC,-58,51.3426366,-2.976371,18982612,39706262,United Kingdom,England,null,UNKNOWN
O2,samsung,SM-J730F,ANDROID70,de,2017-08-28 05:02:33 UTC,-60,52.3931765,13.095011,304,60,Germany,Brandenburg,Potsdam,UNKNOWN
O2,TCL,5080X,ANDROID60,de,2017-09-10 20:53:00 UTC,-79,52.4870909,13.5230382,3384,3533,Germany,Berlin,Berlin,3G
O2,samsung,SM-G930F,ANDROID70,de,2017-08-18 07:00:25 UTC,-59,49.9151133,8.479542,213610,174740,Germany,Hesse,GroÃŸ-Gerau,3G
O2,BullittGroupLimited,S30,ANDROID51,cs,2017-08-30 06:53:45 UTC,null,49.0631692,17.454676,37314,85516,Czech Republic,ZlÃ­nskÃ½,null,UNKNOWN
O2,samsung,SM-G900F,ANDROID60,de,2017-09-02 15:57:51 UTC,null,53.9072065,10.6886426,25325,29706,Germany,Schleswig-Holstein,Bad Schwartau,3G
O2,HTC,HTC One A9,ANDROID70,en,2017-08-07 18:24:00 UTC,-50,53.8620978,-3.0469253,80,0,United Kingdom,England,Blackpool,UNKNOWN
O2,LENOVO,Lenovo Z90a40,ANDROID60,sk,2017-07-30 12:36:22 UTC,null,48.3385041,17.2908932,3605,4680,Slovakia,BratislavskÃ½,null,4G
O2,samsung,SM-G900F,ANDROID60,hu,2017-08-22 06:07:41 UTC,-73,50.923457,-1.0067087,0,0,United Kingdom,England,null,4G
O2,Sony,F5121,ANDROID71,de,2017-08-09 14:52:10 UTC,-93,49.8201693,8.695178,180,198,Germany,Hesse,null,3G
O2,motorola,Moto G (4),ANDROID70,de,2017-07-29 16:04:28 UTC,null,48.4737911,9.2307594,4561,2799,Germany,Baden-WÃ¼rttemberg,Pfullingen,3G
O2,OnePlus,ONEPLUS A3003,ANDROID71,en,2017-09-09 14:20:02 UTC,-86,51.4353918,-0.3832694,2371,15690,United Kingdom,England,London,4G
O2,LGE,LG-K350,ANDROID60,de,2017-09-04 12:02:53 UTC,-81,49.3406157,8.4507145,141060,264795,Germany,Rhineland-Palatinate,Speyer,3G
O2,Google,Pixel,ANDROID71,en,2017-08-11 17:43:49 UTC,null,51.7413145,-0.8637636,4478,14679,United Kingdom,England,null,UNKNOWN
O2,samsung,SM-G928F,ANDROID51,en,2017-07-22 10:01:43 UTC,null,53.5530987,-2.1221158,580,0,United Kingdom,England,Oldham,3G
O2,samsung,SM-G950F,ANDROID70,en,2017-09-02 14:30:41 UTC,null,51.2469596,-0.7515637,41735,117389,United Kingdom,England,null,4G
O2,Sony,E6683,ANDROID71,en,2017-09-06 08:49:44 UTC,-89,51.0187683,-0.3894491,310,502,United Kingdom,England,Horsham,3G
O2,OnePlus,ONEPLUS A3003,ANDROID71,en,2017-09-12 07:23:07 UTC,null,53.7396265,-1.6009963,5888,4986,United Kingdom,England,Leeds,4G
O2,Sony,E5823,ANDROID71,de,2017-07-23 15:10:20 UTC,null,53.7105165,9.7206788,106369,1061532,Germany,Schleswig-Holstein,null,UNKNOWN
O2,samsung,SM-T285,ANDROID51,en,2017-09-01 17:40:55 UTC,-61,51.2517129,-0.7723765,189587,580286,United Kingdom,England,null,UNKNOWN
O2,HTC,HTC One,ANDROID50,en,2017-09-19 17:37:46 UTC,-105,51.3308689,-0.2548351,0,0,United Kingdom,England,null,3G
O2,Sony,F5121,ANDROID71,ru,2017-07-14 13:02:20 UTC,-95,52.4952839,13.3676395,295,60,Germany,Berlin,Berlin,3G
O2,samsung,SM-T116,ANDROID44,de,2017-09-19 02:43:48 UTC,-93,53.95508556,10.20055652,109672,274300,Germany,Schleswig-Holstein,null,UNKNOWN
O2,samsung,SM-G930F,ANDROID70,de,2017-08-15 18:06:01 UTC,null,41.1361659,1.3244794,641,259,Spain,Catalonia,Tarragona,4G
O2,samsung,GT-I9506,ANDROID50,cs,2017-08-23 16:27:09 UTC,-103,49.6647827,14.9631597,1466,15122,Czech Republic,StredoceskÃ½,null,4G
O2,samsung,SM-G900F,ANDROID60,de,2017-09-18 14:58:39 UTC,null,53.5203309,8.1073479,10036,10839,Germany,Lower Saxony,Wilhelmshaven,3G
O2,Sony,D5803,ANDROID60,en,2017-08-26 09:55:28 UTC,null,55.836845,-3.9626593,59,0,United Kingdom,Scotland,North Lanarkshire,3G
O2,samsung,SM-A300FU,ANDROID60,en,2017-08-07 04:38:49 UTC,-103,53.7637661,-0.2744515,580,580,United Kingdom,England,null,4G
O2,Huawei,Nexus 6P,ANDROID71,de,2017-07-31 20:55:34 UTC,-105,51.1706672,6.4066428,65,0,Germany,North Rhine-Westphalia,MÃ¶nchengladbach,3G
O2,LENOVO,Lenovo Z90a40,ANDROID60,cs,2017-08-17 06:06:41 UTC,null,49.8681803,16.6374435,0,0,Czech Republic,PardubickÃ½,null,UNKNOWN
O2,samsung,SM-G920F,ANDROID70,en,2017-08-18 15:42:38 UTC,null,53.8053866,-1.8270453,25597,25597,United Kingdom,England,Bradford,UNKNOWN
O2,samsung,SM-G800F,ANDROID60,sk,2017-09-07 09:14:08 UTC,-97,48.6076463,21.0046586,360,364,Slovakia,KosiÄky,null,3G
O2,motorola,MotoG3,ANDROID60,en,2017-07-30 09:30:39 UTC,-90,51.35337487,1.11772274,0,0,United Kingdom,England,Canterbury,4G
O2,samsung,GT-I9505,ANDROID44,en,2017-05-18 15:03:18 UTC,null,52.19620477,-1.71045716,4903,14208,United Kingdom,England,null,3G
O2,OnePlus,ONEPLUS A3003,ANDROID71,en,2017-08-18 10:40:35 UTC,null,56.4693738,-2.9187326,596395,18432322,United Kingdom,Scotland,Dundee City,4G
O2,samsung,SM-G935F,ANDROID70,de,2017-08-04 08:48:11 UTC,null,53.5593961,9.9170214,6974,8942,Germany,Hamburg,Hamburg,3G
O2,Sony,D5803,ANDROID60,de,2017-07-13 18:10:37 UTC,-101,48.4347331,11.4349867,9576,7763,Germany,Bavaria,null,3G
O2,HTC,HTC One,ANDROID50,de,2017-08-17 12:39:24 UTC,null,50.1784522,8.5869012,812,661,Germany,Hesse,Oberursel,3G
O2,samsung,SM-N910F,ANDROID60,en,2017-08-20 05:28:04 UTC,null,49.2284007,8.3553813,14640,31967,Germany,Rhineland-Palatinate,null,3G
O2,samsung,SM-G935F,ANDROID70,en,2017-08-03 17:49:14 UTC,-71,51.3451808,-0.48107,79207,5887,United Kingdom,England,Woking,UNKNOWN
O2,Wileyfox,Wileyfox Storm,ANDROID51,en,2017-08-20 15:54:50 UTC,null,50.3097478,13.9731746,5875,9807,Czech Republic,ÃšsteckÃ½,null,UNKNOWN
O2,Wileyfox,Swift 2 Plus,ANDROID71,de,2017-08-29 06:31:45 UTC,-83,47.8501204,12.066879,684,4349,Germany,Bavaria,Kolbermoor,4G
O2,Sony,C6833,ANDROID51,de,2017-07-16 19:09:42 UTC,-87,52.5556686,13.1467449,59844,93514,Germany,Brandenburg,Falkensee,4G
O2,LGE,LG-D858HK,ANDROID60,en,2017-08-16 06:53:14 UTC,null,51.5222137,-0.08708,2921,74171,United Kingdom,England,London,3G
O2,LGE,LG-H840,ANDROID70,en,2017-09-05 23:05:29 UTC,-44,51.9255714,0.7090971,784378,10063140,United Kingdom,England,Braintree,UNKNOWN
O2,samsung,SM-G935F,ANDROID70,de,2017-07-27 19:54:47 UTC,-51,51.2815887,6.0556768,2024630,13547113,Netherlands,Limburg,null,UNKNOWN
O2,CUBOT,CUBOT_NOTE_S,ANDROID60,de,2017-08-29 18:24:29 UTC,null,50.099162,8.9303012,10599,9893,Germany,Hesse,Hanau,UNKNOWN
O2,Acer,S56,ANDROID51,cs,2017-09-13 13:05:42 UTC,null,50.025443,15.1966938,2916,1970,Czech Republic,StredoceskÃ½,null,UNKNOWN
O2,motorola,Moto G (4),ANDROID70,en,2017-08-23 18:13:38 UTC,-54,50.8354547,-0.1264965,3988,6273,United Kingdom,England,null,UNKNOWN
O2,samsung,SM-N9005,ANDROID50,de,2017-07-29 11:04:05 UTC,-97,50.8326889,12.9542513,708,736,Germany,Saxony,Chemnitz,3G
O2,samsung,SM-A310F,ANDROID70,en,2017-09-15 05:50:55 UTC,-69,54.9188166,-1.4394776,15008,36211,United Kingdom,England,Sunderland,UNKNOWN
O2,Sony,F5121,ANDROID71,en,2017-08-31 21:00:24 UTC,-95,50.7711538,0.1010043,0,0,United Kingdom,England,Lewes,3G
O2,samsung,SM-A520F,ANDROID70,en,2017-09-11 15:24:10 UTC,-89,51.8676535,0.5723264,0,0,United Kingdom,England,Braintree,3G
O2,OnePlus,ONEPLUS A3003,ANDROID71,en,2017-09-25 11:53:41 UTC,-87,52.4806629,-1.9041295,0,0,United Kingdom,England,Birmingham,3G
O2,LENOVO,Lenovo A7020a40,ANDROID60,cs,2017-08-21 04:03:27 UTC,null,50.7800952,14.2058572,5589,4838,Czech Republic,ÃšsteckÃ½,null,UNKNOWN
O2,motorola,XT1072,ANDROID60,en,2017-07-30 19:21:25 UTC,-91,52.66277272,-1.220193,948,1059,United Kingdom,England,null,4G
O2,HTC,HTC Desire 626,ANDROID60,en,2017-07-22 09:45:30 UTC,-124,56.139349,-3.1389134,0,0,United Kingdom,Scotland,Fife,4G
O2,samsung,SM-G935F,ANDROID70,en,2017-07-15 22:58:00 UTC,null,55.9107991,-4.1084713,945,296,United Kingdom,Scotland,North Lanarkshire,4G
O2,Sony,C6903,ANDROID51,de,2017-09-10 09:35:24 UTC,-91,51.1117784,12.983087,0,0,Germany,Saxony,null,UNKNOWN
