main_ServiceProvider,main_Device_Manufacturer,main_Device_Model,main_Device_OS,main_Device_DeviceLanguage,main_QOS_QOSDate,main_QOS_SignalStrength,main_QOS_Location_Latitude,main_QOS_Location_Longitude,main_QOS_DeltaTransmittedBytes,main_QOS_DeltaReceivedBytes,main_Country,main_Region,main_City,conn_Generation_Category
T-Mobile,samsung,SM-G920T1,ANDROID50,es,2017-07-31 20:16:57 UTC,null,26.3046654,-80.1162308,178567,922774,United States,Florida,Deerfield Beach,4G
T-Mobile,motorola,Moto G (4),ANDROID70,en,2017-07-23 15:26:28 UTC,-77,39.8042971,-105.1114371,5833,7530,United States,Colorado,null,4G
T-Mobile,samsung,SM-N910T3,ANDROID51,en,2017-07-28 02:02:54 UTC,null,33.4505625,-111.8034683,46829,19560,United States,Arizona,Mesa,3G
T-Mobile,samsung,SM-G920T,ANDROID70,en,2017-07-27 16:50:12 UTC,null,40.7611984,-74.2207092,99733,149374,United States,New Jersey,East Orange,4G
T-Mobile,samsung,SM-G930U,ANDROID70,en,2017-07-18 21:40:33 UTC,-62,29.8233119,-95.4735209,1069,1125,United States,Texas,Houston,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-14 05:48:52 UTC,-70,33.0606381,-117.0691394,6604,35011,United States,California,San Diego,4G
T-Mobile,samsung,SM-G928T,ANDROID70,en,2017-07-10 21:11:43 UTC,-70,34.0891236,-118.3631785,0,0,United States,California,West Hollywood,4G
T-Mobile,LGE,LG-TP450,ANDROID70,en,2017-07-26 21:40:20 UTC,-32,41.9591415,-71.0738675,1118,1216,United States,Massachusetts,null,4G
T-Mobile,motorola,XT1635-02,ANDROID70,en,2017-07-21 11:03:28 UTC,null,37.6305856,-97.3399569,76014,150875,United States,Kansas,Wichita,4G
T-Mobile,samsung,SM-N910T3,ANDROID60,en,2017-07-16 18:38:44 UTC,null,34.0762535,-117.9660717,598,828,United States,California,Baldwin Park,4G
T-Mobile,LGE,LG-D959,ANDROID44,es,2017-07-14 19:38:03 UTC,null,31.90534069,-106.5753014,72,132,United States,Texas,El Paso,3G
T-Mobile,OnePlus,ONEPLUS A3000,ANDROID71,en,2017-07-24 21:46:47 UTC,null,35.323429,-80.6465543,71742,174357,United States,North Carolina,null,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-10 16:42:43 UTC,-74,29.5422041,-98.3747363,21630,609677,United States,Texas,San Antonio,4G
T-Mobile,samsung,SM-G360T,ANDROID51,en,2017-07-27 00:14:09 UTC,-83,36.1449585,-86.5658114,1158,1246,United States,Tennessee,null,4G
T-Mobile,Apple,iPhone 6S,IOS103,en,2017-05-25 23:35:21 UTC,null,29.728071,-95.618297,20260,407509,United States,Texas,Houston,UNKNOWN
T-Mobile,samsung,SAMSUNG-SGH-I337,ANDROID42,en,2017-05-28 04:11:47 UTC,-115,28.0748956,-82.425675,14532,14128,United States,Florida,null,4G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-29 06:51:16 UTC,-66,47.6693718,-117.3022139,93729,2505748,United States,Washington,Spokane Valley,4G
T-Mobile,samsung,SAMSUNG-SGH-I337,ANDROID44,en,2017-07-14 18:02:25 UTC,-63,38.81356367,-76.79720096,0,0,United States,Maryland,null,4G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-13 21:02:23 UTC,-72,40.7325237,-74.2066631,980,980,United States,New Jersey,Newark,4G
T-Mobile,samsung,SM-G950F,ANDROID70,en,2017-07-28 20:40:00 UTC,null,42.357482,-71.0724217,71195,1074252,United States,Massachusetts,Boston,4G
T-Mobile,samsung,SCH-I605,ANDROID44,en,2017-07-25 20:07:05 UTC,null,34.0730678,-117.889415,34486,68388,United States,California,West Covina,3G
T-Mobile,LGE,LG-H631,ANDROID60,en,2017-07-29 00:50:23 UTC,null,39.4081795,-76.8065099,5351,8057,United States,Maryland,null,4G
T-Mobile,samsung,SM-T337T,ANDROID44,en,2017-05-06 18:00:50 UTC,null,35.25401511,-81.02973976,178,80,United States,North Carolina,null,4G
T-Mobile,LGE,LG-D801,ANDROID50,en,2017-07-24 04:11:56 UTC,null,32.3920641,-97.3392364,490,240,United States,Texas,null,3G
T-Mobile,LGE,LG-H811,ANDROID60,en,2017-07-21 23:06:12 UTC,null,26.6605525,-80.1128582,312,379,United States,Florida,null,4G
T-Mobile,OnePlus,A0001,ANDROID60,en,2017-07-24 19:26:05 UTC,null,40.65842153,-74.00418524,0,0,United States,New York,New York,4G
T-Mobile,HUAWEI,MHA-L29,ANDROID70,en,2017-07-17 03:43:51 UTC,-69,41.5885396,-87.5689469,0,0,United States,Illinois,South Holland,4G
T-Mobile,HTC,HTC One,ANDROID50,en,2017-07-11 22:48:30 UTC,-86,40.6730426,-73.5862007,11405,504,United States,New York,Roosevelt,4G
T-Mobile,OnePlus,ONEPLUS A3000,ANDROID71,en,2017-05-21 19:09:56 UTC,null,41.9791638,-87.8616123,130567,607796,United States,Illinois,null,4G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-14 15:14:45 UTC,null,27.891153,-82.669156,0,0,United States,Florida,Saint Petersburg,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-14 17:58:34 UTC,-72,40.7712201,-73.9223197,1118,1205,United States,New York,New York,4G
T-Mobile,LGE,LG-H901,ANDROID60,en,2017-07-25 04:16:24 UTC,-88,45.1123104,-92.5428985,3819,354,United States,Wisconsin,null,4G
T-Mobile,samsung,SAMSUNG-SGH-I317,ANDROID44,en,2017-05-29 15:16:24 UTC,-85,32.66796952,-97.2244418,0,0,United States,Texas,Arlington,4G
T-Mobile,samsung,SM-G920T,ANDROID70,en,2017-07-17 01:03:40 UTC,null,33.8359013,-118.2875499,4697,17094,United States,California,null,4G
T-Mobile,samsung,SAMSUNG-SGH-I337,ANDROID44,en,2017-05-24 16:33:15 UTC,-85,30.47407261,-91.11605308,102,0,United States,Louisiana,Baton Rouge,3G
T-Mobile | Cellcom,samsung,SM-G955F,ANDROID70,he,2017-07-24 19:48:08 UTC,-69,28.0343882,-82.4188056,2920,8445,United States,Florida,Tampa,4G
T-Mobile,HTC,HTC 10,ANDROID70,en,2017-07-18 04:17:49 UTC,-77,33.1589059,-117.3365668,0,0,United States,California,Carlsbad,4G
T-Mobile,Sony,E6853,ANDROID71,zh,2017-07-26 19:58:37 UTC,null,40.7614989,-73.791715,768,870,United States,New York,New York,4G
T-Mobile,samsung,SM-G920T,ANDROID70,en,2017-07-25 02:48:31 UTC,null,32.6843839,-117.111113,2777,5681,United States,California,San Diego,4G
T-Mobile,LGE,LGMS631,ANDROID60,en,2017-07-22 19:42:01 UTC,null,33.7410647,-118.2534503,660,0,United States,California,Los Angeles,4G
T-Mobile,samsung,SM-G920T,ANDROID70,en,2017-07-14 19:08:57 UTC,-63,28.3710805,-81.5152581,9835,13634,United States,Florida,null,4G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-30 04:15:29 UTC,null,40.3056568,-74.3572696,0,0,United States,New Jersey,null,4G
T-Mobile,BlackBerry,BBB100-1,ANDROID71,en,2017-07-27 16:21:49 UTC,-59,40.72566342,-73.97231849,89,0,United States,New York,New York,4G
T-Mobile,LGE,LGMS631,ANDROID60,en,2017-07-28 18:19:14 UTC,null,26.26089345,-80.21248721,0,0,United States,Florida,Margate,4G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-25 01:54:46 UTC,-70,34.155455,-118.3935237,652278,2453642,United States,California,Los Angeles,4G
T-Mobile,samsung,SM-J327T,ANDROID70,en,2017-07-22 12:48:41 UTC,-85,26.2985029,-80.1681502,37620,488951,United States,Florida,Deerfield Beach,4G
T-Mobile,samsung,SM-G360T,ANDROID51,es,2017-05-16 01:57:06 UTC,-63,42.781007,-114.7030283,65788,148074,United States,Idaho,null,4G
T-Mobile,LGE,LG-H901,ANDROID60,en,2017-07-24 20:51:45 UTC,null,29.51864091,-98.56957571,12147,218864,United States,Texas,San Antonio,4G
T-Mobile,Sony,D6616,ANDROID50,en,2017-07-29 00:56:14 UTC,null,37.3763681,-121.7891979,8309,51946,United States,California,null,4G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-25 14:39:01 UTC,null,39.5031465,-104.7273046,1533,0,United States,Colorado,Parker,4G
T-Mobile,zte,Z970,ANDROID44,en,2017-06-19 00:09:08 UTC,-76,33.64765107,-86.66115031,6907,28708,United States,Alabama,null,4G
T-Mobile,zte,Z970,ANDROID44,en,2017-07-04 17:57:05 UTC,-81,44.54147583,-95.75043984,3469,2997,United States,Minnesota,null,4G
T-Mobile,zte,Z970,ANDROID44,en,2017-06-19 21:48:32 UTC,-82,36.09424041,-79.74850369,0,0,United States,North Carolina,Greensboro,4G
T-Mobile,zte,Z970,ANDROID44,en,2017-05-15 05:01:08 UTC,null,29.88850264,-95.5075631,1662501,3204431,United States,Texas,null,4G
T-Mobile,zte,Z970,ANDROID44,en,2017-06-11 20:33:04 UTC,-90,28.48098514,-81.47721012,2232,25338,United States,Florida,null,4G
T-Mobile,zte,Z970,ANDROID44,en,2017-06-26 06:49:57 UTC,-77,48.49869164,-122.234628,340186,1673095,United States,Washington,null,4G
T-Mobile,zte,Z970,ANDROID44,en,2017-05-16 11:48:11 UTC,null,39.26360207,-74.88384063,45805,776881,United States,New Jersey,null,4G
T-Mobile,zte,Z970,ANDROID44,en,2017-05-17 16:57:32 UTC,null,29.92469887,-95.41260137,1191,4420,United States,Texas,Houston,4G
T-Mobile,zte,Z970,ANDROID44,en,2017-07-19 02:03:33 UTC,null,41.81063537,-87.72635694,0,0,United States,Illinois,Chicago,4G
T-Mobile,ZTE,Z981,ANDROID60,en,2017-07-28 11:17:50 UTC,-61,40.8300677,-73.9064161,36383,711494,United States,New York,New York,UNKNOWN
T-Mobile,ZTE,Z981,ANDROID60,es,2017-07-17 16:59:00 UTC,null,38.7704037,-77.4545892,6263,19330,United States,Virginia,null,UNKNOWN
T-Mobile,ZTE,Z981,ANDROID60,en,2017-07-29 21:30:33 UTC,-44,32.2248287,-110.858028,1838,3385,United States,Arizona,Tucson,4G
T-Mobile,ZTE,Z981,ANDROID60,en,2017-07-30 05:03:51 UTC,null,33.8274244,-117.8379428,5410,7521,United States,California,Orange,UNKNOWN
T-Mobile,ZTE,Z981,ANDROID60,en,2017-07-17 15:35:26 UTC,-76,33.9130901,-117.4623684,97104,396667,United States,California,Riverside,UNKNOWN
T-Mobile,Google,Pixel,ANDROID71,en,2017-05-08 19:55:19 UTC,null,40.66940646,-73.80137664,3626220,5003801,United States,New York,New York,3G
T-Mobile,LGE,Nexus 5X,ANDROID71,en,2017-06-24 02:31:20 UTC,-68,41.950942,-87.8074821,2517,5937,United States,Illinois,Chicago,4G
T-Mobile,LGE,Nexus 5X,ANDROID71,en,2017-07-27 03:21:29 UTC,null,40.9901901,-111.9069761,101094,42276,United States,Utah,Farmington,4G
T-Mobile,LGE,Nexus 5X,ANDROID71,en,2017-07-14 19:13:51 UTC,-61,40.76168217,-73.84386598,980,980,United States,New York,New York,4G
T-Mobile,LGE,Nexus 5X,ANDROID71,en,2017-05-29 08:35:10 UTC,-87,41.4467676,-87.3553526,0,0,United States,Indiana,Crown Point,4G
T-Mobile,LGE,Nexus 5X,ANDROID71,en,2017-07-12 16:55:04 UTC,null,40.7624646,-111.8976606,44630,87881,United States,Utah,Salt Lake City,4G
T-Mobile,LGE,Nexus 5X,ANDROID71,en,2017-07-16 00:47:59 UTC,-58,47.6805639,-122.3474813,2031,2029,United States,Washington,Seattle,4G
T-Mobile,LGE,Nexus 5X,ANDROID71,en,2017-07-19 19:28:09 UTC,null,37.82404476,-122.3184712,20815,33364,United States,California,Oakland,4G
T-Mobile,Huawei,Nexus 6P,ANDROID71,en,2017-05-26 10:11:07 UTC,-63,41.90295,-87.6490182,245,317,United States,Illinois,Chicago,3G
T-Mobile,Huawei,Nexus 6P,ANDROID71,en,2017-05-26 10:29:53 UTC,-57,41.9105662,-87.6787236,0,0,United States,Illinois,Chicago,4G
T-Mobile,Huawei,Nexus 6P,ANDROID71,en,2017-07-27 23:18:45 UTC,null,39.69238366,-104.9781715,27091,28545,United States,Colorado,Denver,4G
T-Mobile,Huawei,Nexus 6P,ANDROID71,en,2017-05-29 04:17:00 UTC,null,41.8357076,-87.6317872,158,202,United States,Illinois,Chicago,4G
T-Mobile,Huawei,Nexus 6P,ANDROID71,en,2017-07-27 17:47:09 UTC,null,33.7422755,-83.8526348,0,0,United States,Georgia,null,4G
T-Mobile,Huawei,Nexus 6P,ANDROID71,en,2017-07-14 05:28:07 UTC,-80,29.6448662,-95.6491841,1190,1283,United States,Texas,null,4G
T-Mobile,Google,Pixel XL,ANDROID71,en,2017-05-26 04:38:49 UTC,null,27.93055166,-82.73066589,103,60,United States,Florida,Largo,4G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-05-12 20:12:56 UTC,null,29.91978064,-93.9293963,1942,10091,United States,Texas,Port Arthur,4G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-06-13 00:45:35 UTC,null,47.24315683,-122.5555344,216,0,United States,Washington,Tacoma,3G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-06-15 18:33:09 UTC,-84,42.23370669,-89.01309845,2264,3045,United States,Illinois,Rockford,4G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-07-30 19:15:38 UTC,null,41.57487668,-87.43597071,0,0,United States,Indiana,Hammond,4G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-06-27 17:45:46 UTC,null,44.88984113,-94.36907922,18047,69940,United States,Minnesota,null,3G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-06-03 21:50:09 UTC,null,40.97427593,-73.84348134,0,0,United States,New York,Yonkers,3G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-06-22 00:26:30 UTC,-107,33.21776439,-111.8248144,0,72,United States,Arizona,Chandler,3G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-06-24 22:22:45 UTC,null,34.56125628,-112.2605152,0,0,United States,Arizona,Prescott Valley,3G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-06-13 08:20:24 UTC,null,47.24324181,-122.5555573,3386,7829,United States,Washington,Tacoma,4G
T-Mobile,samsung,SGH-M919,ANDROID44,es,2017-06-28 15:28:38 UTC,null,30.14611379,-95.13086356,2812,38922,United States,Texas,null,3G
T-Mobile,samsung,SGH-M919,ANDROID44,es,2017-07-18 20:42:34 UTC,-57,37.87250451,-122.2685038,4066,8559,United States,California,Berkeley,3G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-06-23 17:47:16 UTC,-51,40.9676422,-72.6495337,11469,23112,United States,New York,Riverhead,4G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-05-15 18:51:59 UTC,-65,26.23819572,-80.24450001,0,0,United States,Florida,Coral Springs,4G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-07-08 11:01:41 UTC,null,29.2264501,-82.11957793,16696,21418,United States,Florida,null,3G
T-Mobile,samsung,SGH-M919,ANDROID44,en,2017-07-14 14:21:29 UTC,-91,32.72940206,-117.1026162,1150,0,United States,California,San Diego,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-06-20 21:04:33 UTC,null,33.52084301,-112.1125769,10363,21319,United States,Arizona,Phoenix,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-06-18 20:25:20 UTC,null,33.17474948,-96.69571781,5166,1311,United States,Texas,null,3G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-17 21:57:06 UTC,-73,33.61752979,-86.73894177,0,0,United States,Alabama,Birmingham,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-19 12:44:28 UTC,-81,42.54748328,-83.00371348,0,0,United States,Michigan,Sterling Heights,4G
T-Mobile,samsung,SM-G386T,ANDROID44,es,2017-05-03 16:58:57 UTC,-89,41.63077674,-88.44508221,2584,0,United States,Illinois,Yorkville,3G
T-Mobile,samsung,SM-G386T,ANDROID44,es,2017-06-06 23:39:51 UTC,-95,26.10926336,-97.75511825,2584,0,United States,Texas,null,3G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-06-15 11:22:33 UTC,null,28.02808026,-82.37455625,1947,821,United States,Florida,null,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-06-06 15:43:16 UTC,-63,40.70010331,-73.94103255,0,0,United States,New York,New York,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-20 22:43:42 UTC,null,45.03543006,-93.7749824,72,73,United States,Minnesota,null,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-06-20 23:06:36 UTC,null,34.16822251,-118.1337178,260143,942299,United States,California,Pasadena,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-21 02:18:15 UTC,null,35.52655634,-97.48170815,324,471,United States,Oklahoma,Oklahoma City,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-17 22:36:25 UTC,-65,29.85037527,-95.22721442,0,0,United States,Texas,null,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-06-27 03:27:59 UTC,null,33.93612832,-117.4556022,26014,75770,United States,California,Riverside,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-06-03 06:40:35 UTC,-81,30.7125766,-86.11685394,2860,7606,United States,Florida,null,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-07-29 02:26:38 UTC,null,40.33383212,-104.9007379,30208,93525,United States,Colorado,null,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-22 22:08:57 UTC,null,39.85678624,-75.36105171,980,980,United States,Pennsylvania,Chester,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-07-15 14:50:44 UTC,null,40.58163082,-74.45516787,22300,21010,United States,New Jersey,null,3G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-25 04:57:43 UTC,null,26.13389679,-97.63635176,8298,11200,United States,Texas,San Benito,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-07-12 11:45:33 UTC,-82,40.04403611,-74.83668907,80,0,United States,New Jersey,null,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-21 20:18:28 UTC,null,28.02798492,-82.37445544,216435,1242942,United States,Florida,null,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-07-28 20:57:17 UTC,null,40.6915634,-73.5809446,169326,287417,United States,New York,Uniondale,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-07-13 00:08:08 UTC,null,38.82797713,-94.49626595,0,0,United States,Missouri,Belton,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-07-25 20:24:45 UTC,-60,27.8948243,-81.97373618,9859,16047,United States,Florida,null,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-30 21:14:23 UTC,null,31.87557939,-106.5868533,0,0,United States,Texas,El Paso,4G
T-Mobile,samsung,SM-G386T,ANDROID44,es,2017-07-14 16:23:15 UTC,null,36.25627333,-115.1323297,997,590,United States,Nevada,North Las Vegas,3G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-27 01:39:01 UTC,null,25.97755621,-80.40158494,0,0,United States,Florida,Miramar,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-30 14:39:46 UTC,null,33.80741082,-118.1425714,41021,701845,United States,California,Long Beach,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-23 22:29:51 UTC,-80,40.64711228,-74.31159929,1296,1427,United States,New Jersey,Cranford,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-07-31 01:16:16 UTC,-84,38.12958542,-121.3083676,37043,5865,United States,California,Lodi,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-22 21:31:41 UTC,-84,29.70635134,-95.41031315,15884,19105,United States,Texas,Houston,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-07-17 00:00:31 UTC,-77,33.9279421,-117.2636274,10306,14323,United States,California,Moreno Valley,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-31 05:46:48 UTC,null,38.2486615,-85.7492632,4562,8703,United States,Kentucky,Louisville,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-07-25 10:02:50 UTC,null,38.66627276,-104.6706143,6684,24161,United States,Colorado,Fountain,3G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-24 17:32:46 UTC,-69,41.505662,-88.1692332,0,0,United States,Illinois,Joliet,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-07-29 12:16:17 UTC,-89,42.71462157,-83.03167213,0,0,United States,Michigan,null,4G
T-Mobile,samsung,SM-G386T,ANDROID44,en,2017-05-23 00:30:23 UTC,null,38.98835237,-94.72695551,306,0,United States,Kansas,Lenexa,3G
T-Mobile,samsung,SM-G900T,ANDROID44,en,2017-05-03 04:09:56 UTC,null,41.80464355,-88.28273709,0,0,United States,Illinois,Aurora,4G
T-Mobile,samsung,SM-G900T,ANDROID44,es,2017-05-02 20:47:13 UTC,-55,40.76780981,-74.03310763,10591,31796,United States,New Jersey,Union City,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-05-19 02:55:37 UTC,-65,35.5248999,-97.5764842,1893,6921,United States,Oklahoma,Oklahoma City,4G
T-Mobile,samsung,SM-G900T,ANDROID44,en,2017-06-10 03:15:52 UTC,-83,41.34050293,-72.93778581,4364,9493,United States,Connecticut,Hamden,4G
T-Mobile,samsung,SM-G900T,ANDROID44,en,2017-05-05 12:10:32 UTC,-82,33.71369053,-84.38608261,0,0,United States,Georgia,Atlanta,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-06-16 23:54:25 UTC,null,40.6605015,-73.9084271,0,0,United States,New York,New York,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-06-29 15:28:49 UTC,null,39.6497719,-75.7282851,42387,124182,United States,Delaware,null,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-06-10 20:59:41 UTC,null,31.6464362,-106.262385,4804,2772,United States,Texas,Socorro,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-07-15 20:56:18 UTC,-91,40.4696837,-75.0697997,1554,1471,United States,Pennsylvania,null,3G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-05-30 01:34:26 UTC,-78,36.4667274,-94.2714357,558,0,United States,Arkansas,Bella Vista,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-05-29 02:00:12 UTC,null,29.6285037,-95.4668867,72,0,United States,Texas,Houston,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-05-30 01:32:56 UTC,null,36.4667274,-94.2714357,6753,9248,United States,Arkansas,Bella Vista,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-07-15 10:05:56 UTC,-62,34.085839,-83.8503615,11511,9308,United States,Georgia,null,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-07-16 05:16:25 UTC,-69,34.0322809,-118.275445,980,980,United States,California,Los Angeles,3G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-05-29 01:49:28 UTC,null,29.5982483,-95.387203,84,247,United States,Texas,null,4G
T-Mobile,samsung,SM-G900T,ANDROID44,en,2017-07-07 02:33:00 UTC,-90,29.60927656,-95.49299791,0,0,United States,Texas,Houston,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-05-25 15:05:07 UTC,null,29.8545071,-95.5169112,0,0,United States,Texas,Houston,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-07-27 13:14:06 UTC,null,41.1747528,-73.1618985,3646,1448,United States,Connecticut,Bridgeport,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-07-15 22:31:40 UTC,null,40.6577709,-105.1456424,0,0,United States,Colorado,null,3G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-07-09 04:13:30 UTC,null,42.0414825,-87.8865875,1368,1394,United States,Illinois,Des Plaines,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-07-13 19:58:06 UTC,null,34.0278663,-118.2754558,3956808,4858565,United States,California,Los Angeles,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-07-24 12:55:42 UTC,null,35.3016763,-80.8497087,0,0,United States,North Carolina,Charlotte,4G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-07-14 16:50:04 UTC,null,32.377346,-86.2443695,33960,38033,United States,Alabama,Montgomery,3G
T-Mobile,samsung,SM-G900T,ANDROID60,en,2017-07-20 22:40:32 UTC,null,33.9877236,-118.2252075,337538,4895053,United States,California,Huntington Park,4G
T-Mobile,samsung,SM-G900V,ANDROID44,en,2017-06-02 22:47:17 UTC,null,40.64472677,-73.95189274,0,0,United States,New York,New York,4G
T-Mobile,samsung,SM-G900V,ANDROID60,ko,2017-07-28 15:56:46 UTC,-63,33.8075289,-117.8673948,718,796,United States,California,Orange,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-29 20:23:12 UTC,-66,34.070951,-118.1606763,16644,40796,United States,California,Alhambra,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-05-16 00:37:48 UTC,-62,38.47455819,-121.3348457,1883,4623,United States,California,null,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-06-21 19:26:13 UTC,null,34.1393798,-118.4698243,530979,4847216,United States,California,Los Angeles,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-06-27 21:02:18 UTC,null,41.71564929,-88.00913948,421851,10184523,United States,Illinois,Darien,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-12 00:03:48 UTC,-81,29.5767259,-97.998992,1838,4388,United States,Texas,Seguin,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-12 02:35:24 UTC,null,29.5590145,-98.0340746,0,0,United States,Texas,Seguin,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-20 00:34:00 UTC,-79,33.8962988,-84.0667893,477,477,United States,Georgia,null,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-20 21:13:48 UTC,null,28.5386384,-81.3782418,6974,17270,United States,Florida,Orlando,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-05-27 06:34:02 UTC,null,38.8772575,-77.05039496,130294,277586,United States,District of Columbia,District of Columbia,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-29 18:15:05 UTC,-81,30.4030897,-86.6063082,1479,6154,United States,Florida,Fort Walton Beach,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-21 02:17:59 UTC,null,29.6338364,-95.22052,32373,75643,United States,Texas,Houston,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-08 13:23:45 UTC,null,33.1861468,-117.2858782,2249,3391,United States,California,Vista,3G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-05-21 07:01:09 UTC,null,34.0835142,-118.315242,46695,202584,United States,California,Los Angeles,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-05-27 04:57:36 UTC,-53,47.0995633,-119.9910209,0,0,United States,Washington,null,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-30 22:27:57 UTC,null,32.9051397,-96.5521519,2437,4872,United States,Texas,Rowlett,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-15 21:15:33 UTC,null,39.677834,-75.7152855,144,1057,United States,Delaware,null,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-07-29 01:36:25 UTC,null,40.6544649,-73.9607448,20627,75322,United States,New York,New York,4G
T-Mobile,samsung,SM-G930T,ANDROID70,en,2017-05-28 18:19:58 UTC,-42,34.0764484,-118.2718479,5592,18220,United States,California,Los Angeles,4G
