main_ServiceProvider,main_Device_Manufacturer,main_Device_Model,main_Device_OS,main_Device_DeviceLanguage,main_QOS_QOSDate,main_QOS_SignalStrength,main_QOS_Location_Latitude,main_QOS_Location_Longitude,main_QOS_DeltaTransmittedBytes,main_QOS_DeltaReceivedBytes,main_Country,main_Region,main_City,conn_Generation_Category
Verizon Wireless,samsung,SM-G928V,ANDROID70,en,2017-07-25 09:29:12 UTC,-72,41.2664606,-81.2960969,875,792,United States,Ohio,null,4G
Verizon Wireless,Google,Pixel,ANDROID71,en,2017-07-26 22:17:51 UTC,null,42.6378282,-71.186521,471451,2475939,United States,Massachusetts,Andover,4G
Verizon Wireless,Google,Pixel,ANDROID71,en,2017-07-19 22:57:31 UTC,null,38.7909409,-90.23690862,778,0,United States,Missouri,null,4G
Verizon Wireless,Google,Pixel,ANDROID71,en,2017-05-29 02:55:54 UTC,-72,41.3867716,-73.585206,0,0,United States,New York,null,4G
Verizon Wireless,Google,Pixel,ANDROID71,en,2017-06-23 14:11:12 UTC,-76,36.5318526,-82.3307764,26333,26551,United States,Tennessee,null,4G
Verizon Wireless,Google,Pixel,ANDROID71,en,2017-07-27 19:37:32 UTC,-62,30.79002871,-98.23704748,411293,14244641,United States,Texas,null,4G
Verizon Wireless,Google,Pixel,ANDROID71,en,2017-07-24 20:30:52 UTC,-82,33.4616122,-112.5044135,0,0,United States,Arizona,null,4G
Verizon Wireless,Google,Pixel,ANDROID71,en,2017-07-19 00:45:01 UTC,null,41.5532,-88.1515595,35064,113636,United States,Illinois,Joliet,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-05-25 21:59:16 UTC,-52,34.65856445,-120.4658992,0,0,United States,California,Lompoc,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-14 18:12:26 UTC,-83,38.2437973,-80.8543459,800,580,United States,West Virginia,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-06-13 19:30:46 UTC,null,42.537345,-78.7306214,780,484,United States,New York,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-11 23:39:15 UTC,null,40.99815589,-76.02866636,0,0,United States,Pennsylvania,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-19 18:36:21 UTC,-65,36.34118277,-119.3486165,68,104,United States,California,Visalia,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-13 18:14:08 UTC,null,42.0427033,-72.1530933,6376,3825,United States,Massachusetts,null,3G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-06-03 04:46:33 UTC,null,28.5681285,-81.3458284,0,0,United States,Florida,Orlando,UNKNOWN
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-31 13:04:33 UTC,-73,33.6811882,-86.6920178,0,0,United States,Alabama,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-29 02:23:13 UTC,null,36.4358357,-78.9238849,685,685,United States,North Carolina,null,3G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-19 20:08:58 UTC,-91,41.6968041,-73.1071719,0,0,United States,Connecticut,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-27 00:14:12 UTC,null,37.90533891,-121.6001167,508,362,United States,California,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-31 16:46:19 UTC,null,33.4577744,-94.0493958,2240,4783,United States,Texas,Texarkana,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-31 11:57:52 UTC,-83,36.01103285,-83.87018897,0,0,United States,Tennessee,Knoxville,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-16 17:38:07 UTC,-79,33.7295004,-116.2847203,720,580,United States,California,Palm Desert,3G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-11 20:06:21 UTC,null,40.884751,-81.4818011,6696,1991,United States,Ohio,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-23 22:27:24 UTC,null,42.5938393,-83.0513764,15076,809367,United States,Michigan,Sterling Heights,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-13 17:54:35 UTC,-65,42.57047744,-88.3720171,872,804,United States,Wisconsin,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-31 21:33:17 UTC,null,35.0185769,-92.4111451,38484,151504,United States,Arkansas,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-16 15:31:24 UTC,-78,39.6816172,-75.7647569,710864,928662,United States,Delaware,Newark,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-27 17:06:27 UTC,-61,34.8410413,-106.6846739,1504,1420,United States,New Mexico,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-16 23:16:35 UTC,-83,35.7576492,-86.9118518,58452,304097,United States,Tennessee,Spring Hill,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-14 14:28:52 UTC,-80,38.9533038,-74.9356165,4192,7783,United States,New Jersey,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-25 16:59:13 UTC,null,38.066187,-88.53278151,4472,7101,United States,Illinois,null,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-19 21:14:13 UTC,-75,40.0478557,-86.1255908,11445,19601,United States,Indiana,Westfield,4G
Verizon Wireless,motorola,XT1254,ANDROID60,en,2017-07-20 03:52:03 UTC,-68,33.5417654,-117.782597,4400,921,United States,California,Laguna Beach,4G
Verizon Wireless,motorola,XT1585,ANDROID70,en,2017-07-27 06:36:21 UTC,-96,41.8389538,-72.3845023,580,580,United States,Connecticut,null,4G
Verizon Wireless,motorola,XT1585,ANDROID70,en,2017-07-15 20:51:42 UTC,-95,37.9314629,-85.6862397,0,0,United States,Kentucky,null,3G
Verizon Wireless,motorola,XT1585,ANDROID70,en,2017-07-24 23:04:09 UTC,-102,47.8607521,-99.2802093,580,580,United States,North Dakota,null,3G
Verizon Wireless,motorola,XT1585,ANDROID70,en,2017-07-18 23:14:58 UTC,null,38.8942492,-76.9053546,5382,98621,United States,Maryland,null,4G
Verizon Wireless,motorola,XT1585,ANDROID70,en,2017-07-15 13:21:43 UTC,null,35.6156294,-97.5367841,0,0,United States,Oklahoma,Oklahoma City,4G
Verizon Wireless,motorola,XT1585,ANDROID70,en,2017-06-20 12:14:41 UTC,-84,35.774251,-78.6489161,9209,7445,United States,North Carolina,Raleigh,4G
Verizon Wireless,motorola,XT1585,ANDROID70,en,2017-07-06 16:50:53 UTC,-88,40.1984035,-75.0908628,65465,115025,United States,Pennsylvania,null,4G
Verizon Wireless,motorola,XT1585,ANDROID70,en,2017-07-17 23:26:20 UTC,-63,38.1587207,-90.5720362,107854,67922,United States,Missouri,null,4G
Verizon Wireless,motorola,XT1585,ANDROID70,en,2017-07-12 12:05:01 UTC,-79,28.3401865,-81.29858,803924,2437757,United States,Florida,null,4G
Verizon Wireless,motorola,XT1585,ANDROID70,en,2017-07-31 03:36:43 UTC,-81,39.7847505,-104.7679257,0,0,United States,Colorado,Denver,4G
Verizon Wireless,LGE,Nexus 5X,ANDROID71,en,2017-07-22 19:56:27 UTC,null,41.69628851,-84.91061808,1009,576,United States,Indiana,null,4G
Verizon Wireless,LGE,Nexus 5X,ANDROID71,en,2017-07-21 17:47:42 UTC,null,41.75530883,-99.37769616,0,0,United States,Nebraska,null,4G
Verizon Wireless,LGE,Nexus 5X,ANDROID71,en,2017-07-27 18:54:34 UTC,-78,43.97930119,-88.56854066,0,0,United States,Wisconsin,null,4G
Verizon Wireless,Huawei,Nexus 6P,ANDROID71,en,2017-07-12 11:39:24 UTC,null,40.43074047,-74.42290067,106353,116958,United States,New Jersey,null,4G
Verizon Wireless,Huawei,Nexus 6P,ANDROID71,en,2017-07-13 19:18:53 UTC,null,35.64099394,-79.96716757,61326,1102109,United States,North Carolina,null,4G
Verizon Wireless,Google,Pixel XL,ANDROID71,en,2017-07-16 16:32:37 UTC,-89,47.2643541,-111.7081827,8459,4300,United States,Montana,null,4G
Verizon Wireless,Google,Pixel XL,ANDROID71,en,2017-07-03 17:24:55 UTC,-66,39.1844032,-76.8189359,344856,1327579,United States,Maryland,null,4G
Verizon Wireless,Google,Pixel XL,ANDROID71,en,2017-07-16 20:25:50 UTC,null,29.9312856,-95.456977,2357,5553,United States,Texas,null,4G
Verizon Wireless,Google,Pixel XL,ANDROID71,en,2017-07-13 01:02:31 UTC,-52,34.031228,-117.6836342,3552,1941,United States,California,Chino,4G
Verizon Wireless,Google,Pixel XL,ANDROID71,en,2017-07-09 20:40:42 UTC,null,42.59557175,-71.31839847,246713,463961,United States,Massachusetts,Chelmsford,4G
Verizon Wireless,Google,Pixel XL,ANDROID71,en,2017-07-24 13:45:54 UTC,null,48.2774423,-116.5521184,52018,370213,United States,Idaho,null,4G
Verizon Wireless,Google,Pixel XL,ANDROID71,en,2017-07-21 23:14:06 UTC,-75,43.024451,-78.1284705,0,0,United States,New York,null,4G
Verizon Wireless,Google,Pixel XL,ANDROID71,en,2017-07-22 18:11:48 UTC,-69,35.1085711,-92.4786433,0,72,United States,Arkansas,Conway,4G
Verizon Wireless,Google,Pixel XL,ANDROID71,en,2017-07-30 08:17:07 UTC,-59,37.7823831,-122.3969276,2726,14411,United States,California,San Francisco,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-06-20 00:50:46 UTC,-67,47.1843895,-122.2980321,0,0,United States,Washington,Puyallup,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-06-21 00:41:52 UTC,null,41.98969296,-97.4435222,3136370,7071308,United States,Nebraska,null,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-05-05 11:01:04 UTC,null,39.95422177,-82.91957203,29,29,United States,Ohio,Columbus,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-07-19 23:48:07 UTC,null,32.73470184,-103.1504466,965271,11377555,United States,New Mexico,Hobbs,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-05-01 21:14:21 UTC,-83,33.97015567,-83.87854674,2223,15844,United States,Georgia,null,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-06-05 16:56:39 UTC,null,42.91869579,-112.4881001,261957,487305,United States,Idaho,null,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-06-07 21:54:11 UTC,null,40.68318724,-96.26563507,2296,122952,United States,Nebraska,null,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-06-30 23:43:34 UTC,null,40.90665128,-111.9027442,0,0,United States,Utah,null,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-06-20 13:49:49 UTC,null,43.83977085,-76.0185748,82432,93167,United States,New York,null,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-05-05 11:55:54 UTC,null,39.95422177,-82.91957203,29,29,United States,Ohio,Columbus,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-05-25 15:36:57 UTC,null,42.70305674,-73.67312324,0,0,United States,New York,null,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-05-24 11:56:04 UTC,-60,32.98354241,-80.11122644,11931,11114,United States,South Carolina,North Charleston,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-07-20 03:31:40 UTC,null,34.00208699,-117.8343275,1695,9595,United States,California,null,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-05-27 01:46:36 UTC,null,29.07372463,-81.04931901,0,0,United States,Florida,null,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-05-23 19:56:36 UTC,-50,42.70317011,-73.81684374,0,0,United States,New York,null,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-05-21 22:52:27 UTC,null,47.90781515,-97.08042645,17902,502666,United States,North Dakota,Grand Forks,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-07-29 20:35:15 UTC,null,41.97498216,-87.75080807,10486,15631,United States,Illinois,Chicago,4G
Verizon Wireless,samsung,SCH-I535,ANDROID44,en,2017-07-28 21:02:03 UTC,-57,33.72615211,-84.39193785,86930,144927,United States,Georgia,Atlanta,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-17 18:55:09 UTC,null,30.5199094,-97.567817,1280,1280,United States,Texas,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-22 19:28:29 UTC,null,37.9396819,-77.4649984,1051,1251,United States,Virginia,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-27 23:59:38 UTC,null,39.7651809,-104.9399919,2761,14959,United States,Colorado,Denver,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-18 22:40:07 UTC,null,48.4802088,-122.3299716,1260063,18607820,United States,Washington,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-08 15:50:42 UTC,-70,42.3197117,-72.4973735,2804,3211,United States,Massachusetts,Amherst,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-23 19:17:05 UTC,null,38.7310511,-77.265974,0,0,United States,Virginia,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-06-19 03:54:44 UTC,null,40.1661474,-97.5765054,42174,111278,United States,Nebraska,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-06-23 04:25:32 UTC,-77,44.2242761,-123.2159741,0,0,United States,Oregon,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-17 15:19:58 UTC,-73,32.91219773,-117.2299104,0,0,United States,California,San Diego,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-27 00:10:40 UTC,null,33.3979437,-117.1713002,3836,3991,United States,California,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-22 15:45:42 UTC,-78,30.274594,-98.8696517,580,580,United States,Texas,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-09 00:57:52 UTC,null,38.4006948,-75.6781043,56737,64795,United States,Maryland,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-10 23:29:32 UTC,null,43.6769015,-70.3694057,116,166,United States,Maine,Westbrook,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-12 18:17:44 UTC,null,47.201196,-122.1752866,0,0,United States,Washington,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-13 09:47:03 UTC,null,38.7311787,-77.2658047,327353,607736,United States,Virginia,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-21 21:14:37 UTC,null,35.6692232,-84.7456363,22753,59550,United States,Tennessee,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-27 17:40:40 UTC,-73,44.042054,-123.2087342,0,0,United States,Oregon,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-12 08:21:19 UTC,-90,41.7168078,-74.3883563,797137,1268593,United States,New York,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-16 03:56:50 UTC,null,40.2018132,-105.0879944,52,468,United States,Colorado,Longmont,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-26 06:37:45 UTC,null,37.9642533,-87.4935378,0,0,United States,Indiana,Evansville,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-30 00:17:08 UTC,-81,44.2238694,-123.2160842,0,0,United States,Oregon,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-27 17:21:33 UTC,-63,44.0777384,-123.1625171,6250,7513,United States,Oregon,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-21 15:19:14 UTC,null,38.2591426,-76.4733781,240,0,United States,Maryland,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-19 03:28:49 UTC,-75,47.2014322,-122.1755481,0,0,United States,Washington,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-26 00:02:09 UTC,-71,37.9672992,-87.5692075,0,0,United States,Indiana,Evansville,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-23 19:41:11 UTC,null,43.4641033,-88.8444078,0,0,United States,Wisconsin,Beaver Dam,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-25 00:42:21 UTC,null,37.9632077,-87.5673543,0,0,United States,Indiana,Evansville,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-16 15:33:20 UTC,null,45.1254798,-93.2364543,1129,433,United States,Minnesota,Blaine,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-20 19:56:39 UTC,null,47.0523972,-122.7891198,0,0,United States,Washington,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-27 20:09:29 UTC,null,44.0465434,-123.2180926,192,353,United States,Oregon,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-27 17:52:36 UTC,null,44.0479629,-123.14198,5873,6420,United States,Oregon,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-30 02:39:33 UTC,-73,40.8040719,-111.9188403,1731,5211,United States,Utah,Salt Lake City,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-25 15:33:10 UTC,-74,35.1443588,-106.5930629,0,0,United States,New Mexico,Albuquerque,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-22 13:37:52 UTC,null,41.4412249,-96.4591736,206,0,United States,Nebraska,Fremont,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-13 13:11:52 UTC,null,37.2667182,-77.370712,0,0,United States,Virginia,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-26 22:10:35 UTC,-77,33.0264515,-96.9811184,0,0,United States,Texas,Lewisville,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-30 18:20:33 UTC,null,32.1883896,-110.7761689,0,0,United States,Arizona,Tucson,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-12 17:02:19 UTC,null,30.4333884,-91.2038053,5609,7435,United States,Louisiana,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-29 17:44:27 UTC,null,37.6661448,-121.8537592,75,60,United States,California,Pleasanton,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-29 01:40:06 UTC,-70,32.5744977,-97.3297471,0,40,United States,Texas,Fort Worth,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-14 20:13:44 UTC,null,43.0058698,-78.8655008,988,796,United States,New York,Tonawanda,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-18 16:41:16 UTC,null,42.0932906,-73.945006,3606,6999,United States,New York,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-18 17:41:45 UTC,-54,44.8634098,-93.3275055,750,750,United States,Minnesota,Edina,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-23 17:55:43 UTC,-78,32.2069647,-110.9346463,1503,9542,United States,Arizona,Tucson,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-25 18:24:31 UTC,null,28.5456117,-81.6138421,1153,596,United States,Florida,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-14 17:01:38 UTC,null,45.4266553,-122.6268037,2857,5970,United States,Oregon,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-08 18:13:19 UTC,null,27.3426825,-82.5445224,630,1265,United States,Florida,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-27 17:48:58 UTC,null,45.0972296,-93.2446245,2396,1386,United States,Minnesota,Fridley,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-22 03:38:24 UTC,null,32.6244994,-116.9648258,103,0,United States,California,Chula Vista,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-10 16:13:07 UTC,-69,38.4886025,-121.8041775,2826,4365,United States,California,Dixon,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-29 15:57:41 UTC,-85,44.9302548,-93.2865012,0,0,United States,Minnesota,Minneapolis,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-10 10:21:20 UTC,-78,40.1311939,-93.5418265,19587,39765,United States,Missouri,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-08 13:05:26 UTC,-70,44.3163807,-94.4615812,9318,23913,United States,Minnesota,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-30 22:22:00 UTC,-73,39.4417822,-94.0399193,0,0,United States,Missouri,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-19 19:29:41 UTC,null,46.0637039,-118.3396747,647,663,United States,Washington,Walla Walla,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-27 18:25:52 UTC,null,43.829312,-121.8376002,5328,10620,United States,Oregon,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-10 03:46:58 UTC,null,40.121617,-93.4816114,315,0,United States,Missouri,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-28 18:25:18 UTC,null,41.440756,-85.2547122,0,0,United States,Indiana,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-15 14:01:31 UTC,null,42.3486092,-88.9861248,0,0,United States,Illinois,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-27 15:17:23 UTC,null,37.8833872,-122.3129578,5226,13668,United States,California,Albany,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-20 12:53:22 UTC,null,40.7135764,-111.8246991,201,294,United States,Utah,Salt Lake City,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-11 22:31:40 UTC,null,40.4539286,-79.9986889,156,144,United States,Pennsylvania,Pittsburgh,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-11 20:11:16 UTC,null,46.1860318,-123.830692,88360,454512,United States,Oregon,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-19 21:09:19 UTC,-75,41.8999908,-87.6866186,0,0,United States,Illinois,Chicago,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-27 03:19:12 UTC,null,28.671207,-81.4514808,4810,35428,United States,Florida,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-22 23:16:08 UTC,null,28.832957,-81.888063,1145,596,United States,Florida,Leesburg,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-06-22 19:03:24 UTC,-46,34.0495429,-118.255857,922993,16822819,United States,California,Los Angeles,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-15 01:02:42 UTC,-42,33.7900338,-118.0881569,580,580,United States,California,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-28 16:12:54 UTC,null,33.8016575,-118.1263033,0,0,United States,California,Long Beach,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-20 21:11:07 UTC,null,33.7513344,-117.8741934,0,0,United States,California,Santa Ana,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-21 18:15:48 UTC,-102,33.9045027,-117.4690247,0,0,United States,California,Riverside,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-04 22:07:57 UTC,null,40.8216073,-84.0980993,40,83,United States,Ohio,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-06-25 17:38:53 UTC,-73,41.2842415,-81.4338953,390,187,United States,Ohio,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-06-16 03:03:35 UTC,null,41.256816,-81.4972702,0,0,United States,Ohio,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-13 19:34:55 UTC,null,42.5485969,-83.1735569,175,60,United States,Michigan,Troy,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-17 19:18:11 UTC,null,43.5623097,-83.9444577,0,0,United States,Michigan,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-14 10:35:10 UTC,null,41.4148257,-81.7368228,75,0,United States,Ohio,Parma,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-20 19:58:19 UTC,-73,40.8248895,-73.0031191,0,0,United States,New York,Medford,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-05-30 19:16:51 UTC,null,40.6299681,-73.8971722,4567,3108,United States,New York,New York,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-19 17:35:42 UTC,null,40.8856834,-73.1526969,0,0,United States,New York,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-16 20:11:36 UTC,null,34.7102805,-82.249449,934,1198,United States,South Carolina,Simpsonville,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-23 21:31:56 UTC,null,32.9538973,-80.1400344,1617,9478,United States,South Carolina,North Charleston,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-26 11:02:20 UTC,null,35.2077083,-80.9423633,6566,2769,United States,North Carolina,Charlotte,3G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-25 19:02:34 UTC,null,35.2686882,-77.5720557,95,0,United States,North Carolina,Kinston,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-17 16:10:55 UTC,null,36.0352988,-79.9501242,0,0,United States,North Carolina,High Point,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-21 12:24:12 UTC,null,35.0588252,-80.6267607,147,0,United States,North Carolina,Indian Trail,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-29 12:10:25 UTC,null,35.105681,-80.633071,257,170,United States,North Carolina,Indian Trail,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-08 11:53:04 UTC,null,30.4178995,-86.6088179,1255,690,United States,Florida,Fort Walton Beach,4G
Verizon Wireless,samsung,SM-G900V,ANDROID44,en,2017-05-04 23:31:02 UTC,-75,40.06179702,-74.91670074,11833,333414,United States,New Jersey,null,4G
Verizon Wireless,samsung,SM-G900V,ANDROID60,en,2017-07-12 18:35:19 UTC,null,38.7929755,-76.9733065,30198,90967,United States,Maryland,null,4G
Verizon Wireless,samsung,SM-G920V,ANDROID70,en,2017-07-14 15:06:48 UTC,null,47.5628147,-122.325477,0,0,United States,Washington,Seattle,3G
Verizon Wireless,samsung,SM-G920V,ANDROID70,en,2017-07-14 04:36:39 UTC,null,47.9954594,-122.1948682,647,663,United States,Washington,Everett,3G
Verizon Wireless,samsung,SM-G920V,ANDROID70,en,2017-07-27 23:52:31 UTC,-68,38.0783405,-77.5127476,40,40,United States,Virginia,null,4G
Verizon Wireless,samsung,SM-G920V,ANDROID70,en,2017-06-07 14:45:13 UTC,null,32.9685124,-117.0702969,0,0,United States,California,San Diego,4G
Verizon Wireless,samsung,SM-G920V,ANDROID70,en,2017-07-18 14:16:12 UTC,-77,36.6323949,-87.4498828,154,154,United States,Tennessee,Clarksville,4G
Verizon Wireless,samsung,SM-G920V,ANDROID70,en,2017-05-28 16:52:59 UTC,-85,39.9244136,-86.1796163,0,0,United States,Indiana,null,4G
Verizon Wireless,samsung,SM-G920V,ANDROID70,en,2017-05-31 17:35:01 UTC,null,42.1511813,-88.0187283,0,0,United States,Illinois,Palatine,4G
