Year,AssignedID,Bank,FIPSStateCode,FIPSCountyCode,MSA,FeatureID,Tract,MinPer,TraMedY,LocMedY,Tractrat,Income,CurAreY,IncRat,UPB,LTV,MortDate,AcquDate,Purpose,Coop,Product,FedGuar,Term,AmorTerm,SellType,NumBor,First,CICA,BoRace,CoRace,BoGender,CoGender,BoAge,CoAge,Occup,NumUnits,Bed1,Bed2,Bed3,Bed4,Aff1,Aff2,Aff3,Aff4,Rent1,Rent2,Rent3,Rent4,RentUt1,RentUt2,RentUt3,RentUt4,Geog,Rate,Amount,Front,Back,BoCreditScore,CoBoCreditScore,PMI,Self,PropType,ArmIndex,ArmMarg,PrepayP,BoEth,Race2,Race3,Race4,Race5,CoEth,Corace2,Corace3,Corace4,Corace5,HOEPA,LienStatus,SpcHsgGoals,FedFinStbltyPlan,AcqTyp,GSEREO
2018,2133047,Cincinnati,39,113,19380,2395109,504.02,9.38,50038,61957,0.8076,35124,63600,0.5523,80750,0.95,2018,2018,1,2,1,0,360,360,1,1,1,9,5,8,1,4,31,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,1,0.04,80750,0.22,0.39,5,9,0.3,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,1,2,4,2
2018,2159493,Topeka,40,97,99999,9999999999,404,27.22,43101,52911,0.8146,60792,56700,1.0722,103000,0.7,2018,2018,1,2,1,0,180,180,1,1,2,9,5,8,2,4,61,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0438,103000,0.1871,0.2379,5,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2138432,Indianapolis,26,101,99999,620195,2,5.61,60057,53542,1.02,197544,58700,3.3653,320000,0.44,2018,2018,2,2,1,0,360,360,1,2,2,9,5,5,1,2,71,71,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0463,320000,0.14,0.25,5,5,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2154831,Topeka,20,113,32700,9999999999,7887,4.43,66701,69139,0.9647,112479,73100,1.5387,142400,0.8,2018,2018,1,2,1,0,360,360,1,2,2,9,5,5,1,2,59,58,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0475,142400,0.1196,0.1612,5,5,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2132649,Cincinnati,39,173,45780,1087193,206.02,10.4,122938,60528,2.031,213948,61500,3.4788,347176,0.95,2017,2018,1,2,1,0,360,360,1,2,2,9,3,3,1,2,35,35,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0375,347700,0.13,0.28,5,5,0.3,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,4,2
2018,2153155,Topeka,20,51,25700,9999999999,727.01,6.72,68889,68674,1.0031,55440,67600,0.8201,128000,0.8,2018,2018,1,2,1,0,360,360,1,1,1,9,5,8,2,4,27,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,128000,0.2041,0.2041,5,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2176627,Dallas,22,103,35380,9999999999,403.05,10.75,107813,62486,1.7254,406008,65600,6.1891,453100,0.59,2018,2018,2,2,1,0,360,360,1,2,2,9,5,5,1,2,51,50,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0463,453100,0.0928,0.3707,5,5,0,2,PT07,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2175392,Dallas,48,491,12420,9999999999,203.26,23.52,130018,81887,1.5878,160296,86000,1.8639,314000,0.8,2018,2018,1,2,1,0,360,360,1,1,2,9,5,8,1,4,50,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.05,314000,0.2044,0.2944,2,9,0,2,PT07,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2131166,Pittsburgh,42,49,21500,9999999999,122.02,8.96,66583,60552,1.0996,57768,63700,0.9069,104000,0.8,2018,2018,1,2,1,0,240,240,1,1,2,9,5,8,2,4,43,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0438,104000,0.1745,0.2113,5,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2181934,Des Moines,19,193,43580,9999999999,20,13.5,58354,62621,0.9319,138400,65100,2.126,144000,0.8,2018,2018,1,2,1,0,360,360,1,3,2,9,5,5,2,1,33,73,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0475,144000,0.1182,0.2812,4,5,0,1,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2176502,Dallas,47,149,34980,9999999999,414.02,33.99,41383,69038,0.5994,58404,74900,0.7798,156750,0.95,2018,2018,1,2,1,0,360,360,1,2,1,9,5,2,1,2,29,28,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0538,156750,0.2487,0.4205,3,4,0.3,2,PT07,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2153251,Topeka,31,3,99999,9999999999,9797,5.12,60588,62469,0.9699,74456,68000,1.0949,68000,0.72,2018,2018,2,2,1,0,240,240,1,1,2,9,5,8,2,4,41,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,68000,0.1031,0.2708,5,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2167213,Chicago,17,111,16980,9999999999,8702,21.28,65898,78092,0.8439,74520,84600,0.8809,206196,0.99,2018,2018,1,2,1,1,360,360,1,2,1,9,5,5,1,2,24,21,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0475,206196,0.2741,0.3915,2,4,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2128275,Boston,33,15,14460,9999999999,1061.01,6.54,128586,95277,1.3496,422338,103400,4.0845,437274,0.66,2017,2018,2,2,1,0,240,240,1,1,2,9,5,8,2,4,51,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0363,437274,0.1052,0.4591,4,9,0,1,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2152642,Topeka,8,41,17820,9999999999,7,30.92,42222,73629,0.5734,39372,77700,0.5067,246014,1.04,2018,2018,1,2,1,2,360,360,1,1,2,9,7,8,2,4,70,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0375,253085,0.4104,0.4529,5,9,0,2,PT01,99,99999,12/31/9999,3,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2156125,San Francisco,6,37,31080,9999999999,4085.05,82.44,124625,70221,1.7748,109116,69300,1.5745,540000,0.75,2018,2018,1,2,1,0,360,360,1,2,1,9,2,2,1,2,29,24,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0488,540000,0.415,0.4736,5,3,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2152387,Topeka,20,91,28140,9999999999,529.07,32.19,68708,74661,0.9203,109886,80000,1.3736,202400,0.8,2018,2018,1,2,1,0,360,360,1,2,2,9,5,5,1,2,65,63,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,202400,0.1559,0.3887,5,5,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2130529,Pittsburgh,39,81,48260,9999999999,10,7.14,74706,53651,1.3924,205847,61500,3.3471,126320,0.8,2018,2018,1,2,1,0,360,360,1,2,2,9,5,5,1,2,71,71,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0463,126320,0.0578,0.3357,3,4,0,1,PT11,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2141942,Chicago,17,49,20820,9999999999,9501,1.41,83657,68160,1.2274,113277,69700,1.6252,132000,0.8,2018,2018,1,2,1,0,240,240,1,2,2,9,5,5,1,2,30,26,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0413,132000,0.1172,0.1748,4,4,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2175782,Dallas,48,91,41700,9999999999,3108.01,23.48,125820,62228,2.0219,116613,63500,1.8364,262800,0.95,2017,2018,1,2,1,0,360,360,1,2,2,9,5,5,2,1,38,39,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,266000,0.2356,0.3146,2,3,0.3,1,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2182687,Des Moines,46,117,38180,9999999999,9601,10.45,69622,69622,1,145752,71200,2.0471,367500,0.7,2018,2018,2,2,1,0,360,360,1,2,2,9,5,5,1,2,46,46,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0475,367500,0.181,0.2404,5,4,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2176662,Dallas,48,453,12420,9999999999,21.08,87.43,46979,81887,0.5737,39048,86000,0.454,170000,0.53,2018,2018,2,2,1,0,360,360,1,1,2,9,3,8,2,4,76,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,170000,0.3428,0.4749,4,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2163849,Pittsburgh,24,33,47900,9999999999,8035.16,93.25,130284,109926,1.1852,75132,117200,0.6411,216000,0.9,2018,2018,1,2,1,0,360,360,1,1,2,9,3,8,1,4,34,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0513,216000,0.2724,0.3619,4,9,0.25,2,PT11,99,99999,12/31/9999,1,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2183558,Cincinnati,39,113,19380,1064514,19,20.79,30513,61957,0.4924,75468,65700,1.1487,126400,0.8,2018,2018,2,2,1,0,360,360,1,1,2,9,5,8,2,4,41,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0463,126400,0.17,0.25,5,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,4,2
2018,2129728,New York,36,71,39100,9999999999,103,33.16,78941,83298,0.9477,145793,94600,1.5412,226572,0.97,2018,2018,1,2,1,1,360,360,1,1,1,9,5,8,1,4,30,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0488,226572,0.1792,0.4805,3,9,0,2,PT01,99,99999,12/31/9999,1,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2158048,Topeka,53,33,42660,9999999999,320.02,13.18,96960,89886,1.0787,166740,103400,1.6126,589200,0.8,2018,2018,1,2,1,0,360,360,1,2,2,9,2,2,2,1,43,41,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,589200,0.2746,0.3946,5,5,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2132150,Cincinnati,39,37,24820,2394994,5550,3.72,55529,56217,0.8671,68028,57600,1.181,107500,0.72,2017,2018,1,2,1,0,360,360,1,1,2,9,5,8,2,4,73,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0388,107500,0.13,0.2,3,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,4,2
2018,2131904,Cincinnati,47,157,32820,2405068,92,12.12,91783,58186,1.5774,89988,59100,1.5226,171747,0.8,2017,2018,1,2,1,0,360,360,1,1,2,9,2,8,1,4,62,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0388,172000,0.16,0.33,5,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,4,2
2018,2163386,New York,36,59,35620,9999999999,5171.02,18.76,117321,83298,1.4084,124956,94600,1.3209,492000,0.8,2018,2018,1,2,1,0,360,360,1,1,2,9,5,8,1,4,45,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,492000,0.3438,0.352,4,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2186535,Cincinnati,39,41,18140,2396264,114.23,9.92,143281,70454,2.0336,138996,76000,1.8289,332000,0.8,2018,2018,1,2,1,0,360,360,1,1,2,9,5,8,1,4,37,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0463,332000,0.22,0.4,5,9,0,2,PT02,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,4,2
2018,2167119,Chicago,17,97,16980,9999999999,8644.02,16.17,144489,78092,1.8502,109944,84600,1.2996,308000,0.8,2018,2018,2,2,1,0,360,360,1,1,2,9,5,8,2,4,55,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0513,308000,0.2726,0.3494,4,9,0,1,PT07,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2143753,Chicago,17,197,16980,9999999999,8803.14,21.61,147608,78092,1.8902,143100,84600,1.6915,441417,0.77,2018,2018,2,2,1,0,360,360,1,1,2,9,5,8,1,4,37,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0449,442000,0.2153,0.3897,5,9,0,1,PT07,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2163312,New York,36,87,35620,9999999999,102,21.64,97348,83298,1.1687,98688,94600,1.0432,338500,0.95,2018,2018,1,2,1,0,360,360,1,1,1,9,5,8,1,4,29,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0438,338500,0.3332,0.3549,5,9,0.3,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2176537,Dallas,48,187,41700,9999999999,2107.07,41.16,99375,62228,1.5969,46431,63500,0.7312,103620,0.57,2017,2018,1,2,1,0,360,360,1,2,2,9,5,5,1,2,69,64,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.04,105000,0.2373,0.3148,3,3,0,2,PT07,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2189400,Indianapolis,18,85,47700,2397199,9621,15.21,61346,55741,0.81,68869,61000,1.129,216000,0.8,2018,2018,1,2,1,0,360,360,1,1,2,9,2,8,1,4,99,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0463,216000,0.27,0.4,4,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2167855,Chicago,6,17,40900,9999999999,307.04,26.59,106405,74384,1.4305,235008,80100,2.9339,494400,0.8,2018,2018,1,2,1,0,360,360,1,2,1,9,5,5,2,1,35,39,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,494400,0.1772,0.1865,5,5,0,2,PT07,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2174962,Dallas,35,1,10740,9999999999,38.06,29.4,87311,61263,1.4252,105288,65000,1.6198,231000,0.72,2018,2018,1,2,1,0,360,360,1,2,2,9,5,5,1,2,31,29,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0475,231000,0.1758,0.3889,5,4,0,2,PT07,99,99999,12/31/9999,1,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2192758,Indianapolis,18,107,18820,2396702,9575,0.89,63482,55741,0.79,133932,61000,2.1956,240800,0.95,2018,2018,1,2,1,0,360,360,1,2,2,9,5,5,1,2,99,99,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0488,240800,0.14,0.32,5,5,0.3,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2129752,Pittsburgh,42,79,42540,9999999999,2113.01,31.68,107422,59887,1.7937,108213,59500,1.8187,128000,0.8,2017,2018,1,2,1,0,360,360,1,2,2,9,5,5,2,1,52,48,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.04,128000,0.1171,0.4629,4,4,0,1,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2189565,Indianapolis,39,153,10420,2399650,5329.02,13.43,89353,65716,1.35,160008,73200,2.1859,256128,0.8,2018,2018,1,2,1,0,360,360,1,1,2,9,5,8,1,4,99,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,256128,0.13,0.18,4,9,0,2,PT07,99,99999,12/31/9999,1,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2168391,Chicago,4,13,38060,9999999999,6108,20.86,107405,65473,1.6404,137220,69100,1.9858,229430,0.75,2018,2018,1,2,1,0,360,360,1,2,2,9,5,5,1,2,44,40,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0513,229700,0.1316,0.2201,3,4,0,2,PT07,99,99999,12/31/9999,1,6,6,6,6,1,6,6,6,6,2,1,2,2,1,2
2018,2141050,Chicago,17,29,16660,9999999999,2,4.03,73588,60327,1.2198,74832,63900,1.1711,124000,0.78,2018,2018,1,2,1,0,240,240,1,2,2,9,5,5,1,2,60,62,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0375,124000,0.2171,0.2276,5,5,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2150913,Topeka,8,35,19740,9999999999,141.08,11.71,117639,83601,1.4071,157488,89900,1.7518,366000,0.71,2018,2018,2,2,1,0,240,240,1,2,2,9,5,5,1,2,52,47,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0388,366000,0.1896,0.2189,5,5,0,2,PT07,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2166160,Chicago,55,139,36780,9999999999,34,7.31,53250,69645,0.7646,85080,71100,1.1966,123717,0.99,2018,2018,1,2,1,1,360,360,1,2,1,9,5,5,2,2,31,36,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0438,123717,0.1353,0.3538,5,3,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2147402,Des Moines,46,103,39660,9999999999,109.03,14.3,57786,64452,0.8966,88151,70100,1.2575,202000,0.84,2018,2018,1,2,1,0,360,360,1,2,1,9,5,5,1,2,31,30,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0438,202000,0.1878,0.2343,5,5,0.12,2,PT01,99,99999,12/31/9999,2,6,6,6,6,1,6,6,6,6,2,1,2,2,1,2
2018,2188077,Cincinnati,18,97,26900,2395423,3214,31.47,69515,66803,1.0405,79632,75100,1.0603,199900,0.8,2018,2018,1,2,1,0,360,360,1,1,2,9,5,8,1,4,59,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,1,0.0475,199900,0.2,0.23,5,9,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,4,2
2018,2148399,Des Moines,19,61,20220,9999999999,101.05,2.83,85772,70159,1.2225,77088,75100,1.0265,175000,0.9,2018,2018,1,2,1,0,360,360,1,2,1,9,5,5,2,1,23,24,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,175000,0.197,0.2727,4,4,0.25,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2187302,Cincinnati,18,57,26900,9999999999,1110.06,13.94,80781,66803,1.2092,221340,75100,2.9473,234000,0.9,2018,2018,1,2,1,0,360,360,1,2,2,9,5,5,1,2,43,44,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0463,234000,0.09,0.23,5,5,0.25,2,PT02,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,4,2
2018,2155538,San Francisco,6,13,41860,9999999999,3451.03,33.7,152448,102770,1.4834,224076,104400,2.1463,645000,0.6,2018,2018,2,2,1,0,360,360,1,2,2,9,7,7,3,3,60,62,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,645000,0.2072,0.2534,5,5,0,2,PT01,99,99999,12/31/9999,3,6,6,6,6,3,6,6,6,6,2,1,2,2,1,2
2018,2149290,Dallas,48,121,19100,9999999999,201.07,27.94,89336,72527,1.2318,108156,77200,1.401,211221,0.9,2018,2018,1,2,1,0,360,360,1,1,2,9,5,8,2,4,41,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,211500,0.186,0.2487,3,9,0.25,2,PT07,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2175202,Dallas,48,29,41700,9999999999,1818.18,56.07,59931,62228,0.9631,57622,63500,0.9074,165790,0.65,2017,2018,1,2,1,0,360,360,1,2,2,9,5,5,1,2,71,70,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.04,168000,0.2996,0.4799,5,5,0,2,PT01,99,99999,12/31/9999,1,6,6,6,6,1,6,6,6,6,2,1,2,2,1,2
2018,2149199,Dallas,48,201,26420,9999999999,4321,70.58,54058,71143,0.7598,168840,74900,2.2542,180000,0.8,2018,2018,1,2,1,0,360,360,1,1,2,9,5,8,1,4,39,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,180000,0.1112,0.349,5,9,0,2,PT11,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2158312,Topeka,26,121,34740,9999999999,40,6.47,69318,53212,1.3027,250020,59300,4.2162,432000,0.8,2018,2018,1,2,1,0,360,360,1,2,2,9,7,7,2,1,42,42,2,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.045,432000,0.064,0.2489,5,5,0,2,PT01,99,99999,12/31/9999,3,6,6,6,6,3,6,6,6,6,2,1,2,2,1,2
2018,2155439,San Francisco,6,95,46700,9999999999,2522.02,61.77,103788,78791,1.3173,170364,83700,2.0354,460000,0.73,2018,2018,1,2,1,0,360,360,1,1,2,9,2,8,1,4,37,98,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0463,460000,0.265,0.4039,4,9,0,2,PT07,99,99999,12/31/9999,2,6,6,6,6,5,8,8,8,8,2,1,2,2,1,2
2018,2153524,Topeka,8,69,22660,9999999999,24.01,7.07,73542,79940,0.92,124706,85100,1.4654,136500,0.7,2018,2018,1,2,1,0,360,360,1,2,2,9,5,5,1,2,60,60,2,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0463,136500,0.0314,0.208,5,5,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2189298,Indianapolis,48,121,19100,2410549,219,22.2,156796,71149,2.2,182892,77200,2.3691,403443,0.8,2018,2018,1,2,1,0,360,360,1,2,2,9,2,2,2,1,99,99,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.0425,404000,0.19,0.37,5,5,0,2,PT07,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
2018,2140798,Chicago,55,111,12660,9999999999,4.01,6.26,64418,66313,0.9714,91511,68200,1.3418,129000,0.55,2018,2018,2,2,1,0,360,360,1,2,2,9,5,5,1,2,60,61,1,1,98,98,98,98,2,2,2,2,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,2,0.04,129000,0.1432,0.3037,5,5,0,2,PT01,99,99999,12/31/9999,2,6,6,6,6,2,6,6,6,6,2,1,2,2,1,2
