,rating_agency_name,file_creating_date,sec_category,issuer_name,legal_entity_identifier,object_type_rated,instrument_name,CUSIP_number,coupon_date,maturity_date,par_value,issued_paid,rating,rating_action_date,rating_action_class,rating_type,rating_sub_type,rating_type_term,other_announcement_type,watch_status,rating_outlook,issuer_identifier,issuer_identifier_schema,instrument_identifier,instrument_identifier_schema,central_index_key,obligor_identifier,obligor_identifier_schema,obligor_identifier_other,obligor_sec_category,obligor_industry_group,obligor_name
484,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. CP Programme Maturing 2014, Agent: Caixa BI""",,,,,True,F3,2012-06-15,HS,Short Term Rating,,,,,,96287746.0,NRSRO,90254862,NRSRO,,,,,,,
485,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. CP Programme Maturing 2014, Agent: Caixa BI""",,,,,True,PIF,2015-02-25,WE,Short Term Rating,,,,,,96287746.0,NRSRO,90254862,NRSRO,,,,,,,
486,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. CP Programme Maturing 2020, Agent: Santander""",,,,,True,F3,2012-06-15,HS,Short Term Rating,,,,,,96287746.0,NRSRO,90254863,NRSRO,,,,,,,
487,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. CP Programme Maturing 2020, Agent: Santander""",,,,,True,F2,2017-12-07,UP,Short Term Rating,,,,,,96287746.0,NRSRO,90254863,NRSRO,,,,,,,
488,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Program,"""Brisa Concessao Rodoviaria, S.A. EUR 3 Bln Medium Term Notes Programme""",,,,,True,BBB,2012-06-15,HS,Long Term Rating,,,,,,96287746.0,NRSRO,90265062,NRSRO,,,,,,,
489,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. EUR225m 6.25% Fixed Rate Retail Notes due Dec 2014""",,,,,True,BBB,2012-07-06,NW,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSDOE0002,ISIN,,,,,,,
490,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. EUR225m 6.25% Fixed Rate Retail Notes due Dec 2014""",,,,,True,PIF,2015-09-03,WE,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSDOE0002,ISIN,,,,,,,
491,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. EUR300m 6.875% Fixed Rate Bond due April 2018""",,,,,True,BBB,2012-10-02,NW,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSGOE0009,ISIN,,,,,,,
492,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. EUR63.5m 6.4 Percent Fixed Rate Notes due Mar 2015""",,,,,True,BBB,2012-11-28,NW,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSCOE0003,ISIN,,,,,,,
493,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. EUR63.5m 6.4 Percent Fixed Rate Notes due Mar 2015""",,,,,True,PIF,2015-09-03,WE,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSCOE0003,ISIN,,,,,,,
494,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. EUR120m Floating rate Notes due June 2020""",,,,,True,BBB,2013-09-25,NW,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSHOM0008,ISIN,,,,,,,
495,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. EUR120m Floating rate Notes due June 2020""",,,,,True,WD,2016-12-08,WE,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSHOM0008,ISIN,,,,,,,
496,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. 3.875% EUR 300mn Fixed Rate Notes due April 2021""",,,,,True,BBB,2014-03-27,NW,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSBOE0012,ISIN,,,,,,,
497,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. 1.875% EUR 300mn Fixed rate notes due April 2025""",,,,,True,BBB,2015-05-07,NW,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSIOM0015,ISIN,,,,,,,
498,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. 2.000% EUR 300mn Fixed Rate Notes due March 2023""",,,,,True,BBB,2016-03-18,NW,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSJOM0014,ISIN,,,,,,,
499,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. EUR 120 mln Floating notes 07-Jan-2022""",,,,,True,BBB,2016-06-03,NW,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSKOM0003,ISIN,,,,,,,
500,Fitch Ratings,2019-01-01,Corporate,"""Brisa Concessao Rodoviaria, S.A.""",,Instrument,"""Brisa Concessao Rodoviaria, S.A. EUR 300 mln 2.375% bond/note 10-May-2027""",,,,,True,BBB,2017-05-10,NW,Long Term Rating,,,,,,96287746.0,NRSRO,PTBSSLOM0002,ISIN,,,,,,,
501,Fitch Ratings,2019-01-01,Corporate,"""Michelin Luxembourg SCS""",,Instrument,"""Michelin Luxembourg SCS EUR 383 mln 2.75% bond/note 20-Jun-2019""",,,,,True,BBB+,2015-12-10,NW,Long Term Rating,,,,,,96224710.0,NRSRO,XS0794392588,ISIN,,,,,,,
502,Fitch Ratings,2019-01-01,Corporate,"""Michelin Luxembourg SCS""",,Instrument,"""Michelin Luxembourg SCS EUR 383 mln 2.75% bond/note 20-Jun-2019""",,,,,False,A-,2016-03-15,UP,Long Term Rating,,,,,,96224710.0,NRSRO,XS0794392588,ISIN,,,,,,,
503,Fitch Ratings,2019-01-01,Corporate,"""Michelin Luxembourg SCS""",,Instrument,"""Michelin Luxembourg SCS EUR 302 mln 3.25% Gtd Notes 30 Sep 2045""",,,,,True,BBB+,2015-12-10,NW,Long Term Rating,,,,,,96224710.0,NRSRO,XS1298728707,ISIN,,,,,,,
504,Fitch Ratings,2019-01-01,Corporate,"""Michelin Luxembourg SCS""",,Instrument,"""Michelin Luxembourg SCS EUR 302 mln 3.25% Gtd Notes 30 Sep 2045""",,,,,False,A-,2016-03-15,UP,Long Term Rating,,,,,,96224710.0,NRSRO,XS1298728707,ISIN,,,,,,,
505,Fitch Ratings,2019-01-01,Corporate,"""Michelin Luxembourg SCS""",,Instrument,"""Michelin Luxembourg SCS EUR 300 mln 1.125% Gtd Notes 28 May 2022""",,,,,True,BBB+,2015-12-10,NW,Long Term Rating,,,,,,96224710.0,NRSRO,XS1233732194,ISIN,,,,,,,
506,Fitch Ratings,2019-01-01,Corporate,"""Michelin Luxembourg SCS""",,Instrument,"""Michelin Luxembourg SCS EUR 300 mln 1.125% Gtd Notes 28 May 2022""",,,,,False,A-,2016-03-15,UP,Long Term Rating,,,,,,96224710.0,NRSRO,XS1233732194,ISIN,,,,,,,
507,Fitch Ratings,2019-01-01,Corporate,"""Michelin Luxembourg SCS""",,Instrument,"""Michelin Luxembourg SCS EUR 300 mln 1.75% Gtd Notes 28 May 2027""",,,,,True,BBB+,2015-12-10,NW,Long Term Rating,,,,,,96224710.0,NRSRO,XS1233734562,ISIN,,,,,,,
508,Fitch Ratings,2019-01-01,Corporate,"""Michelin Luxembourg SCS""",,Instrument,"""Michelin Luxembourg SCS EUR 300 mln 1.75% Gtd Notes 28 May 2027""",,,,,False,A-,2016-03-15,UP,Long Term Rating,,,,,,96224710.0,NRSRO,XS1233734562,ISIN,,,,,,,
509,Fitch Ratings,2019-01-01,Corporate,"""Michelin Luxembourg SCS""",,Instrument,"""Michelin Luxembourg SCS USCP""",,,,,True,F2,2015-12-10,NW,Short Term Rating,,,,,,96224710.0,NRSRO,96224980,NRSRO,,,,,,,
510,Fitch Ratings,2019-01-01,,,,,,,,,,True,B+,2012-06-15,HS,Long Term Issuer Default Rating,,,,,,,,,,,89851272.0,NRSRO,,Corporate,,"""Pacnet Limited"""
511,Fitch Ratings,2019-01-01,,,,,,,,,,True,B,2013-06-05,DG,Long Term Issuer Default Rating,,,,,,,,,,,89851272.0,NRSRO,,Corporate,,"""Pacnet Limited"""
512,Fitch Ratings,2019-01-01,,,,,,,,,,True,A,2015-04-20,UP,Long Term Issuer Default Rating,,,,,,,,,,,89851272.0,NRSRO,,Corporate,,"""Pacnet Limited"""
513,Fitch Ratings,2019-01-01,,,,,,,,,,True,WD,2015-04-20,WO,Long Term Issuer Default Rating,,,,,,,,,,,89851272.0,NRSRO,,Corporate,,"""Pacnet Limited"""
514,Fitch Ratings,2019-01-01,,,7K0APUY878Q0CS7GKP44,,,,,,,True,A-,2012-06-15,HS,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""UGI Utilities, Inc."""
515,Fitch Ratings,2019-01-01,,,254900S0KD3M2K6YSD61,,,,,,,True,B,2017-01-12,NW,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""PT Pan Brothers Tbk"""
516,Fitch Ratings,2019-01-01,,,31570020000000003378,,,,,,,True,A-,2013-06-11,NW,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""eustream, a.s."""
517,Fitch Ratings,2019-01-01,Corporate,"""Hess Infrastructure Partners, LP""",,Instrument,"""Hess Infrastructure Partners, LP USD 550 mln revolving credit facility 01-Jul-2020""",,,,,True,BB+,2017-11-13,NW,Long Term Rating,,,,,,96576287.0,NRSRO,96581249,NRSRO,,,,,,,
518,Fitch Ratings,2019-01-01,Corporate,"""Hess Infrastructure Partners, LP""",,Instrument,"""Hess Infrastructure Partners, LP USD term loan 10-Nov-2022""",,,,,True,BB+,2017-11-13,NW,Long Term Rating,,,,,,96576287.0,NRSRO,96581252,NRSRO,,,,,,,
519,Fitch Ratings,2019-01-01,Corporate,"""Hess Infrastructure Partners, LP""",,Instrument,"""Hess Infrastructure Partners, LP USD 800 mln 5.625% bond/note 15-Feb-2026""",,,,,True,BB,2017-11-13,NW,Long Term Rating,,,,,,96576287.0,NRSRO,USU4281PAA13,ISIN,,,,,,,
520,Fitch Ratings,2019-01-01,,,MB0UERO0RDFKU8258G77,,,,,,,True,B+,2012-06-15,HS,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Levi Strauss & Co."""
521,Fitch Ratings,2019-01-01,,,MB0UERO0RDFKU8258G77,,,,,,,False,BB-,2013-12-10,UP,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Levi Strauss & Co."""
522,Fitch Ratings,2019-01-01,,,MB0UERO0RDFKU8258G77,,,,,,,False,BB,2015-11-05,UP,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Levi Strauss & Co."""
523,Fitch Ratings,2019-01-01,,,,,,,,,,True,BBB-,2016-08-23,NW,Long Term Issuer Default Rating,,,,,,,,,,,96285810.0,NRSRO,,Corporate,,"""Gansu Province Electric Power Investment Group Co., Ltd."""
524,Fitch Ratings,2019-01-01,Corporate,"""Spectra Energy Capital, LLC""",,Instrument,"""Spectra Energy Capital, LLC USCP""",,,,,True,F2,2012-06-15,HS,Short Term Rating,,,,,,80096255.0,NRSRO,10026844,NRSRO,,,,,,,
525,Fitch Ratings,2019-01-01,Corporate,"""Cemig Geracao e Transmissao S.A.""",,Instrument,"""Cemig Geracao e Transmissao S.A. USD 1 bln (+500 mln addon) 9.25% bond/note 05-Dec-2024""",,,,,True,B(EXP),2017-11-08,DG,Long Term Rating,,,,,,84963874.0,NRSRO,USP2205LAT28,ISIN,,,,,,,
526,Fitch Ratings,2019-01-01,Corporate,"""Cemig Geracao e Transmissao S.A.""",,Instrument,"""Cemig Geracao e Transmissao S.A. USD 1 bln (+500 mln addon) 9.25% bond/note 05-Dec-2024""",,,,,True,WD,2017-11-08,WO,Long Term Rating,,,,,,84963874.0,NRSRO,USP2205LAT28,ISIN,,,,,,,
527,Fitch Ratings,2019-01-01,Corporate,"""Cemig Geracao e Transmissao S.A.""",,Instrument,"""Cemig Geracao e Transmissao S.A. USD 1 bln (+500 mln addon) 9.25% bond/note 05-Dec-2024""",,,,,True,B,2017-11-22,NW,Long Term Rating,,,,,,84963874.0,NRSRO,USP2205LAT28,ISIN,,,,,,,
528,Fitch Ratings,2019-01-01,Corporate,"""Northern Natural Gas Company""",,Instrument,"""Northern Natural Gas Company senior unsecured bond/note""",,,,,True,A,2012-06-15,HS,Long Term Rating,,,,,,80465130.0,NRSRO,USU66480AB75,ISIN,,,,,,,
529,Fitch Ratings,2019-01-01,Corporate,"""Northern Natural Gas Company""",,Instrument,"""Northern Natural Gas Company senior unsecured bond/note""",,,,,True,NR,2012-10-31,WE,Long Term Rating,,,,,,80465130.0,NRSRO,USU66480AB75,ISIN,,,,,,,
530,Fitch Ratings,2019-01-01,Corporate,"""Northern Natural Gas Company""",,Instrument,"""Northern Natural Gas Company senior unsecured bond/note""",,,,,True,A,2012-06-15,HS,Long Term Rating,,,,,,80465130.0,NRSRO,USU66480AC58,ISIN,,,,,,,
531,Fitch Ratings,2019-01-01,Corporate,"""Northern Natural Gas Company""",,Instrument,"""Northern Natural Gas Company senior unsecured bond/note""",,,,,True,NR,2015-05-01,WE,Long Term Rating,,,,,,80465130.0,NRSRO,USU66480AC58,ISIN,,,,,,,
532,Fitch Ratings,2019-01-01,,,,,,,,,,True,BB,2012-06-15,HS,Long Term Issuer Default Rating,,,,,,,,,,,89458261.0,NRSRO,,Corporate,,"""Caparra Hills, LLC"""
533,Fitch Ratings,2019-01-01,,,,,,,,,,True,BB-,2013-12-13,DG,Long Term Issuer Default Rating,,,,,,,,,,,89458261.0,NRSRO,,Corporate,,"""Caparra Hills, LLC"""
534,Fitch Ratings,2019-01-01,,,,,,,,,,True,B+,2014-11-25,DG,Long Term Issuer Default Rating,,,,,,,,,,,89458261.0,NRSRO,,Corporate,,"""Caparra Hills, LLC"""
535,Fitch Ratings,2019-01-01,,,DOL4HJ22ADYSIWES4H94,,,,,,,True,BBB-,2012-06-15,HS,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Transocean, Inc."""
536,Fitch Ratings,2019-01-01,,,DOL4HJ22ADYSIWES4H94,,,,,,,True,BB+,2015-10-08,DG,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Transocean, Inc."""
537,Fitch Ratings,2019-01-01,,,DOL4HJ22ADYSIWES4H94,,,,,,,True,BB,2016-02-04,DG,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Transocean, Inc."""
538,Fitch Ratings,2019-01-01,,,DOL4HJ22ADYSIWES4H94,,,,,,,True,B+,2016-05-13,DG,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Transocean, Inc."""
539,Fitch Ratings,2019-01-01,,,DOL4HJ22ADYSIWES4H94,,,,,,,True,F3,2012-06-15,HS,Short Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Transocean, Inc."""
540,Fitch Ratings,2019-01-01,,,DOL4HJ22ADYSIWES4H94,,,,,,,True,WD,2014-08-27,WO,Short Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Transocean, Inc."""
541,Fitch Ratings,2019-01-01,,,,,,,,,,True,BB,2012-06-15,HS,Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
542,Fitch Ratings,2019-01-01,,,,,,,,,,True,BB-,2013-04-30,DG,Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
543,Fitch Ratings,2019-01-01,,,,,,,,,,True,B,2013-12-05,DG,Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
544,Fitch Ratings,2019-01-01,,,,,,,,,,True,CCC,2014-09-09,DG,Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
545,Fitch Ratings,2019-01-01,,,,,,,,,,True,C,2015-04-09,DG,Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
546,Fitch Ratings,2019-01-01,,,,,,,,,,True,RD,2016-01-06,DG,Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
547,Fitch Ratings,2019-01-01,,,,,,,,,,True,CCC,2016-03-11,UP,Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
548,Fitch Ratings,2019-01-01,,,,,,,,,,True,BB,2012-06-15,HS,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
549,Fitch Ratings,2019-01-01,,,,,,,,,,True,BB-,2013-04-30,DG,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
550,Fitch Ratings,2019-01-01,,,,,,,,,,True,B,2013-12-05,DG,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
551,Fitch Ratings,2019-01-01,,,,,,,,,,True,CCC,2014-09-09,DG,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
552,Fitch Ratings,2019-01-01,,,,,,,,,,True,C,2015-04-09,DG,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
553,Fitch Ratings,2019-01-01,,,,,,,,,,True,RD,2016-01-06,DG,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
554,Fitch Ratings,2019-01-01,,,,,,,,,,True,CCC,2016-03-11,UP,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,90435268.0,NRSRO,,Corporate,,"""Automotores Gildemeister S.p.A."""
555,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,B,2013-10-25,NW,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
556,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,CCC,2015-08-18,DG,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
557,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,C,2015-11-25,DG,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
558,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,RD,2016-01-29,DG,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
559,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,CC,2016-01-29,UP,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
560,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,WD,2016-03-09,WO,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
561,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,B,2013-10-25,NW,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
562,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,CCC,2015-08-18,DG,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
563,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,C,2015-11-25,DG,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
564,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,RD,2016-01-29,DG,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
565,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,CC,2016-01-29,UP,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
566,Fitch Ratings,2019-01-01,,,4469000001BOVRLM8G58,,,,,,,True,WD,2016-03-09,WO,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Cobre del Mayo, S.A. de C.V."""
567,Fitch Ratings,2019-01-01,Corporate,"""MGM Grand Paradise, S.A.""",,Instrument,"""MGM Grand Paradise, S.A. senior secured revolving credit facility""",,,,,False,BB,2012-06-15,HS,Long Term Rating,,,,,,90853934.0,NRSRO,90860106,NRSRO,,,,,,,
568,Fitch Ratings,2019-01-01,Corporate,"""MGM Grand Paradise, S.A.""",,Instrument,"""MGM Grand Paradise, S.A. senior secured revolving credit facility""",,,,,False,BB+,2012-12-06,UP,Long Term Rating,,,,,,90853934.0,NRSRO,90860106,NRSRO,,,,,,,
569,Fitch Ratings,2019-01-01,Corporate,"""MGM Grand Paradise, S.A.""",,Instrument,"""MGM Grand Paradise, S.A. senior secured revolving credit facility""",,,,,False,WD,2012-12-06,WO,Long Term Rating,,,,,,90853934.0,NRSRO,90860106,NRSRO,,,,,,,
570,Fitch Ratings,2019-01-01,Corporate,"""MGM Grand Paradise, S.A.""",,Instrument,"""MGM Grand Paradise, S.A. senior secured term loan""",,,,,False,BB,2012-11-14,NW,Long Term Rating,,,,,,90853934.0,NRSRO,91935892,NRSRO,,,,,,,
571,Fitch Ratings,2019-01-01,Corporate,"""MGM Grand Paradise, S.A.""",,Instrument,"""MGM Grand Paradise, S.A. senior secured term loan""",,,,,False,BB+,2012-12-06,UP,Long Term Rating,,,,,,90853934.0,NRSRO,91935892,NRSRO,,,,,,,
572,Fitch Ratings,2019-01-01,Corporate,"""MGM Grand Paradise, S.A.""",,Instrument,"""MGM Grand Paradise, S.A. senior secured term loan""",,,,,False,BBB-,2014-09-25,UP,Long Term Rating,,,,,,90853934.0,NRSRO,91935892,NRSRO,,,,,,,
573,Fitch Ratings,2019-01-01,Corporate,"""MGM Grand Paradise, S.A.""",,Instrument,"""MGM Grand Paradise, S.A. senior secured revolving credit facility""",,,,,False,BB,2012-11-14,NW,Long Term Rating,,,,,,90853934.0,NRSRO,92013292,NRSRO,,,,,,,
574,Fitch Ratings,2019-01-01,Corporate,"""MGM Grand Paradise, S.A.""",,Instrument,"""MGM Grand Paradise, S.A. senior secured revolving credit facility""",,,,,False,BB+,2012-12-06,UP,Long Term Rating,,,,,,90853934.0,NRSRO,92013292,NRSRO,,,,,,,
575,Fitch Ratings,2019-01-01,Corporate,"""MGM Grand Paradise, S.A.""",,Instrument,"""MGM Grand Paradise, S.A. senior secured revolving credit facility""",,,,,False,BBB-,2014-09-25,UP,Long Term Rating,,,,,,90853934.0,NRSRO,92013292,NRSRO,,,,,,,
576,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Program,"""Gaz Capital S.A. USD 30 bln programme for issuance of loan participation notes""",,,,,True,BBB,2012-06-15,HS,Long Term Rating,,,,,,81993763.0,NRSRO,80706181,NRSRO,,,,,,,
577,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Program,"""Gaz Capital S.A. USD 30 bln programme for issuance of loan participation notes""",,,,,True,BBB-,2015-01-13,DG,Long Term Rating,,,,,,81993763.0,NRSRO,80706181,NRSRO,,,,,,,
578,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Instrument,"""Gaz Capital S.A. EUR 1 bln 5.875% Loan Participation Notes 1 Jun 2015 ser RegS""",,,,,True,BBB,2012-06-15,HS,Long Term Rating,,,,,,81993763.0,NRSRO,XS0220790934,ISIN,,,,,,,
579,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Instrument,"""Gaz Capital S.A. EUR 1 bln 5.875% Loan Participation Notes 1 Jun 2015 ser RegS""",,,,,True,BBB-,2015-01-13,DG,Long Term Rating,,,,,,81993763.0,NRSRO,XS0220790934,ISIN,,,,,,,
580,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Instrument,"""Gaz Capital S.A. EUR 1 bln 5.875% Loan Participation Notes 1 Jun 2015 ser RegS""",,,,,True,NR,2015-06-01,WE,Long Term Rating,,,,,,81993763.0,NRSRO,XS0220790934,ISIN,,,,,,,
581,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Instrument,"""Gaz Capital S.A. EUR 1 bln 4.56% Loan Participation Notes 9 Dec 2012""",,,,,True,BBB,2012-06-15,HS,Long Term Rating,,,,,,81993763.0,NRSRO,XS0237713226,ISIN,,,,,,,
582,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Instrument,"""Gaz Capital S.A. EUR 1 bln 4.56% Loan Participation Notes 9 Dec 2012""",,,,,True,NR,2012-12-09,WE,Long Term Rating,,,,,,81993763.0,NRSRO,XS0237713226,ISIN,,,,,,,
583,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Instrument,"""Gaz Capital S.A. EUR 780 mln 5.03% Notes 25 Feb 2014 ser RegS""",,,,,True,BBB,2012-06-15,HS,Long Term Rating,,,,,,81993763.0,NRSRO,XS0272762963,ISIN,,,,,,,
584,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Instrument,"""Gaz Capital S.A. EUR 780 mln 5.03% Notes 25 Feb 2014 ser RegS""",,,,,True,NR,2014-02-25,WE,Long Term Rating,,,,,,81993763.0,NRSRO,XS0272762963,ISIN,,,,,,,
585,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Instrument,"""Gaz Capital S.A. EUR 500 mln 5.136% Notes 22 Mar 2017 ser Regs""",,,,,True,BBB,2012-06-15,HS,Long Term Rating,,,,,,81993763.0,NRSRO,XS0276455937,ISIN,,,,,,,
586,Fitch Ratings,2019-01-01,Corporate,"""Gaz Capital S.A.""",,Instrument,"""Gaz Capital S.A. EUR 500 mln 5.136% Notes 22 Mar 2017 ser Regs""",,,,,True,BBB-,2015-01-13,DG,Long Term Rating,,,,,,81993763.0,NRSRO,XS0276455937,ISIN,,,,,,,
