loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
10000,10000,10000,36 months,13.56%,339.65,C,C1,,n/a,RENT,40000,Not Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,082xx,NJ,26.55,1,Jun-2002,0,21,,9,0,15941,65.6%,14,f,8840.85,8840.85,1683.18,1683.18,1159.15,524.03,0,0,0,Jul-2019,339.65,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,17321,0,1,0,0,35,1380,9,0,0,7184,44,24300,0,0,0,0,1925,3108,82.5,0,0,98,200,39,35,0,55,,,,0,4,7,4,6,2,8,12,7,9,0,0,0,0,92.9,75,0,0,39300,17321,17800,15000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
18000,18000,18000,36 months,15.57%,629.02,C,C3,Paramedic ,2 years,OWN,70000,Source Verified,Feb-2019,Current,n,,,credit_card,Credit card refinancing,117xx,NY,17.11,0,Apr-2014,1,,,11,0,18763,81.2%,11,w,15970.67,15970.67,3129.53,3129.53,2029.33,1100.2,0,0,0,Jul-2019,629.02,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,22701,1,1,0,0,28,3938,28,2,3,4983,61,23100,3,0,2,3,2064,1064,92.7,0,0,28,58,6,6,0,11,,6,,0,5,9,5,5,1,10,10,9,11,0,0,0,2,100,80,0,0,37062,22701,14500,13962,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
32000,32000,32000,60 months,11.80%,708.6,B,B4,Teacher,10+ years,RENT,65000,Not Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,913xx,CA,28.47,0,Jul-2000,0,,,9,0,17565,44.1%,25,w,29991.21,29991.21,3522.02,3522.02,2008.79,1513.23,0,0,0,Jul-2019,708.6,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,53669,0,3,0,0,38,36104,51,2,2,5577,48,39800,0,0,0,2,5963,16235,52,0,0,223,131,9,9,0,9,,21,,0,5,5,5,11,10,6,15,5,9,0,0,0,2,100,20,0,0,130977,53669,33800,91177,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
25000,25000,25000,60 months,12.40%,561.18,B,B4,Digital Producer / Web Developer,2 years,RENT,124000,Source Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,073xx,NJ,5.74,0,Jan-2011,0,,,3,0,0,,10,w,23454.15,23454.15,2788.68,2788.68,1545.85,1242.83,0,0,0,Jul-2019,561.18,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,25394,0,3,0,2,14,25394,73,0,0,0,73,0,0,3,0,2,8465,,,0,0,97,88,77,14,0,,,15,,0,0,0,0,2,6,0,4,0,3,0,0,0,0,100,,0,0,34950,25394,0,34950,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
30000,30000,30000,36 months,8.19%,942.73,A,A4,registered nurse,3 years,MORTGAGE,72000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,154xx,PA,20.48,0,Oct-1994,0,57,,5,0,35011,76.9%,18,w,27036.68,27036.68,3757.27,3757.27,2963.32,793.95,0,0,0,Jul-2019,942.73,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,308918,0,1,0,0,75,232933,,0,1,24832,77,45500,0,0,0,1,61784,10489,76.9,0,0,170,293,21,21,1,21,,,,0,2,2,3,6,7,3,10,2,5,0,0,0,0,94.4,33.3,0,0,292740,267944,45500,187240,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
3000,3000,3000,36 months,17.97%,108.42,D,D1,,n/a,RENT,15600,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,989xx,WA,14.54,0,Jul-2015,0,,,7,0,1973,29%,7,w,2740.26,2740.26,430.68,430.68,259.74,170.94,0,0,0,Jul-2019,108.42,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,1973,1,0,0,0,,0,,2,2,539,29,6800,1,0,1,2,282,2800,37.8,0,0,,44,4,4,0,11,,10,,0,5,7,5,5,0,7,7,7,7,0,0,0,2,100,40,0,0,6800,1973,4500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
8000,8000,8000,36 months,13.90%,273.04,C,C1,Medical technician ,10+ years,RENT,40000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,484xx,MI,28.86,0,Nov-2004,0,,,10,0,15371,90.4%,31,w,7253.08,7253.08,1079.8,1079.8,746.92,332.88,0,0,0,Jul-2019,273.04,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,31592,0,3,0,1,24,16221,63,0,2,4371,74,17000,0,0,1,3,3159,1629,90.4,0,0,172,164,15,15,0,15,,7,,0,7,7,7,17,12,7,19,7,10,0,0,0,0,100,100,0,0,42725,31592,17000,25725,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,36 months,6.46%,306.31,A,A1,IT Technician V,2 years,RENT,46000,Not Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,891xx,NV,19.49,0,Jul-2007,0,,,6,0,12318,54.7%,8,w,8981.91,8981.91,1221.65,1221.65,1018.09,203.56,0,0,0,Jul-2019,306.31,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,23987,0,1,0,0,36,11669,46,0,1,0,50,22500,2,2,0,1,4797,4300,0,0,0,140,112,18,18,0,18,,13,,0,0,1,2,2,2,5,6,1,6,0,0,0,0,100,0,0,0,48064,23987,4300,25564,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
35000,35000,35000,60 months,20.00%,927.29,D,D2,Air Traffic Controller,10+ years,MORTGAGE,119000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,972xx,OR,21.78,0,Oct-1999,0,28,,19,0,10013,43%,40,w,33589.39,33589.39,3670.27,3670.27,1410.61,2259.66,0,0,0,Jul-2019,927.29,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,401115,2,6,3,4,2,59593,75,0,2,3147,66,23300,1,14,1,7,22284,1953,61.7,0,0,110,233,22,2,5,22,,10,28,0,1,7,3,5,19,12,16,7,19,0,0,0,4,97.5,33.3,0,0,463588,69606,5100,105288,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,36 months,12.40%,334.06,B,B4,AREA MANGER,3 years,MORTGAGE,75000,Source Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,060xx,CT,15.34,0,Sep-2002,0,27,,8,0,23014,97%,16,f,9062.69,9062.69,1329.35,1329.35,937.31,392.04,0,0,0,Jul-2019,334.06,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,75073,0,4,0,1,13,52059,107,1,2,10504,97,23700,0,0,2,3,9384,5925,97,0,0,160,198,8,8,1,8,27,5,27,0,4,4,5,7,5,4,10,4,8,,0,0,1,81,100,0,0,72178,75073,23700,48478,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
18000,18000,18000,60 months,12.40%,404.05,B,B4,Developer 4,10+ years,RENT,95000,Not Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,441xx,OH,33.87,0,Oct-2000,0,,,9,0,23835,81.9%,20,w,17114.19,17114.19,1603.8,1603.8,885.81,717.99,0,0,0,Jul-2019,404.05,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,106619,0,4,0,2,15,40078,73,0,0,15248,76,29100,1,0,0,2,11847,638,97.4,0,0,221,188,56,15,0,188,,21,,0,2,3,2,3,11,4,8,3,9,0,0,0,0,100,100,0,0,127079,106619,24100,55273,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,36 months,14.74%,345.39,C,C2,Manager ,5 years,RENT,40000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,12,0,Feb-2015,1,,,8,0,5075,23.8%,8,f,9093.24,9093.24,1373.37,1373.37,906.76,466.61,0,0,0,Jul-2019,345.39,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,11453,1,2,2,2,5,6378,90,0,4,3025,40,21300,2,0,3,6,1432,14225,26.3,0,0,8,49,13,5,0,13,,0,,0,4,4,4,4,2,6,6,4,8,0,0,0,2,100,0,0,0,28400,11453,19300,7100,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
30000,30000,30000,36 months,14.47%,1032.2,C,C2,Quality Engineer,2 years,RENT,94600,Not Verified,Feb-2019,Current,n,,,credit_card,Credit card refinancing,210xx,MD,15.68,0,Nov-2005,0,,,5,0,34650,98.2%,11,f,26565.92,26565.92,5136.88,5136.88,3434.08,1702.8,0,0,0,Jul-2019,1032.2,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,43386,0,1,0,1,16,8736,59,0,0,19916,87,35300,2,2,1,1,8677,372,98.7,0,0,79,159,79,16,0,79,,10,,0,3,4,3,4,5,4,6,4,5,0,0,0,0,100,100,0,0,50050,43386,29100,14750,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,36 months,6.46%,306.31,A,A1,,< 1 year,MORTGAGE,20000,Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,797xx,TX,71.73,0,May-2011,0,,,12,0,7344,25.4%,18,w,8421.9,8421.9,1827.96,1827.96,1578.1,249.86,0,0,0,Jul-2019,306.31,Aug-2019,Jul-2019,0,,1,Joint App,117000,19.06,,0,0,264681,0,7,0,1,20,44118,64,0,1,3442,37,28900,2,1,0,3,22057,13255,34.1,0,0,93,73,23,20,1,23,,20,,0,2,3,3,3,12,4,5,3,12,0,0,0,0,100,0,0,0,308430,51462,20100,59514,11709,Dec-2008,0,1,8,37.2,2,6,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
35000,35000,35000,36 months,6.46%,1072.08,A,A1,Director,10+ years,OWN,200000,Not Verified,Mar-2019,Current,n,,,home_improvement,Home improvement,900xx,CA,1.41,0,Aug-2006,0,28,,8,0,8520,22.4%,35,w,31436.7,31436.7,4263.2,4263.2,3563.3,699.9,0,0,0,Jul-2019,1072.08,Aug-2019,Jul-2019,0,29,1,Individual,,,,0,0,8520,0,0,0,1,18,0,,1,1,3019,22,38100,2,0,2,2,1065,20170,26.1,0,0,141,150,8,8,0,8,28,3,28,1,4,5,6,9,18,8,16,5,8,0,0,0,1,94.3,16.7,0,0,38100,8520,27300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
35000,35000,35000,60 months,22.50%,976.64,D,D3,IT Tech,8 years,MORTGAGE,106000,Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,820xx,WY,48.76,1,Dec-1993,0,11,,17,0,24328,70.3%,52,w,34111.51,34111.51,2842.42,2842.42,888.49,1953.93,0,0,0,Jul-2019,976.64,Aug-2019,Jul-2019,0,,1,Joint App,145536,37.61,Verified,0,0,465281,2,9,2,6,5,181901,65,0,0,9708,66,34600,1,28,4,7,27369,292,97.1,0,0,136,303,69,5,5,202,,1,,0,1,5,1,2,37,7,10,5,17,0,0,0,2,98,100,0,0,541662,206229,10000,241062,44765,May-2002,0,5,14,81.7,7,9,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
5000,5000,5000,36 months,11.02%,163.75,B,B2,Machinist,10+ years,MORTGAGE,60000,Source Verified,Mar-2019,Fully Paid,n,,,debt_consolidation,Debt consolidation,461xx,IN,31.88,0,Sep-2009,4,,,16,0,5414,15.9%,32,f,0,0,5001.9919444445,5001.99,5000,1.99,0,0,0,Mar-2019,5008.11,,Jul-2019,0,,1,Individual,,,,0,163,83075,3,2,4,5,3,77661,,2,4,3621,16,34100,3,3,10,9,5192,4875,42.6,0,0,114,99,6,3,2,6,,0,,0,2,5,4,5,11,14,19,5,16,0,0,0,6,100,25,0,0,126569,83075,8500,92469,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000,36 months,13.08%,1349.3,B,B5,Oil/Gas Directional Drilling Engineer,10+ years,MORTGAGE,215000,Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,986xx,WA,17,0,Dec-2004,2,,,27,0,28263,63.4%,31,w,36144.51,36144.51,5520.23,5520.23,3855.49,1664.74,0,0,0,Jul-2019,1400,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,424456,2,4,1,2,5,69384,75,3,10,3552,70,44600,3,2,11,13,16325,3647,82.8,0,0,55,62,4,4,3,4,,5,,0,11,14,13,13,6,21,22,14,27,0,0,0,4,100,66.7,0,0,477912,97647,21200,99471,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,60 months,13.90%,232.17,C,C1,medical technologist,10+ years,OWN,120000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,891xx,NV,16.55,0,Jun-2002,0,,,17,0,16009,33.9%,30,w,9526.51,9526.51,920.96,920.96,473.49,447.47,0,0,0,Jul-2019,232.17,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,324538,1,4,2,3,9,23236,56,2,5,7095,44,47200,0,1,1,9,19090,7155,60.5,0,0,144,201,5,5,1,5,,8,,0,5,9,6,9,9,12,20,9,17,0,0,0,4,100,33.3,0,0,378171,39245,18100,41207,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000,36 months,11.02%,392.98,B,B2,Driver Sales Representative,10+ years,MORTGAGE,100000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,123xx,NY,21.4,0,Apr-1994,0,46,,13,0,10745,25%,27,w,10853.2,10853.2,1564.57,1564.57,1146.8,417.77,0,0,0,Jul-2019,392.98,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,161830,3,3,2,3,5,80141,63,2,4,4061,48,43000,0,2,1,7,12448,7402,51.3,0,0,149,299,4,4,2,36,,5,,0,2,4,3,8,7,8,18,4,13,0,0,0,4,96.3,33.3,0,0,241005,90886,15200,106742,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
5000,5000,5000,36 months,25.00%,198.8,D,D4,Director,10+ years,MORTGAGE,54268,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,373xx,TN,37.95,0,Sep-2004,0,,,20,0,24437,66.8%,37,w,4609.47,4609.47,781.31,781.31,390.53,390.78,0,0,0,Jul-2019,198.8,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,336917,0,12,1,6,7,135430,89,1,1,9058,85,36600,3,6,1,8,16846,4124,85.3,0,0,174,161,7,7,1,29,,9,,0,5,6,5,7,25,7,11,6,20,0,0,0,2,100,80,0,0,370958,159867,28100,152357,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,60 months,17.19%,249.55,C,C5,Key holder,1 year,OWN,18000,Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,545xx,WI,43.27,0,Apr-2008,1,46,,15,0,8479,40%,21,f,9304.92,9304.92,1229.1,1229.1,695.08,534.02,0,0,0,Jul-2019,249.55,Aug-2019,Jul-2019,0,50,1,Joint App,35300,22.91,,0,0,11160,4,1,0,0,44,2681,24,6,8,2358,35,21200,0,0,2,8,744,7218,53.7,0,0,131,96,1,1,0,1,,2,46,0,7,8,8,8,4,14,17,8,15,0,0,0,6,76.2,50,0,0,32374,11160,15600,11174,8681,Apr-2008,0,0,4,84,1,6,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
6000,6000,6000,36 months,8.81%,190.27,A,A5,,< 1 year,RENT,80000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,11.01,0,Nov-2012,0,37,,8,0,4035,13.5%,17,w,4601.16,4601.16,1550.21,1550.21,1398.84,151.37,0,0,0,Jul-2019,190.27,Aug-2019,Jul-2019,0,37,1,Individual,,,,0,0,34028,1,2,0,1,13,29993,84,2,4,2916,52,29900,1,4,1,5,4254,18714,14.5,0,0,76,67,3,3,0,3,,8,,1,2,3,5,6,7,6,10,3,8,0,0,0,2,94.1,0,0,0,65757,34028,21900,35857,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
1500,1500,1500,36 months,13.08%,50.6,B,B5,,n/a,OWN,24000,Not Verified,Mar-2019,Current,n,,,car,Car financing,853xx,AZ,6.25,0,May-2002,1,59,,6,0,1888,8.1%,17,f,1363,1363,200.22,200.22,137,63.22,0,0,0,Jul-2019,50.6,Aug-2019,Jul-2019,0,59,1,Individual,,,,0,0,1888,2,0,0,1,19,0,,3,8,960,8,23200,0,0,2,9,315,18918,7.7,0,0,36,200,3,3,2,3,,6,,2,4,5,4,5,2,6,13,5,6,0,0,0,3,88.2,0,0,0,23200,1888,20500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000,36 months,10.33%,486.34,B,B1,,< 1 year,MORTGAGE,79000,Not Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,705xx,LA,35.18,0,Mar-2008,0,47,,12,0,13893,42.7%,19,w,12671.93,12671.93,2923.09,2923.09,2328.07,595.02,0,0,0,Jul-2019,486.34,Aug-2019,Jul-2019,0,47,1,Individual,,,,0,5526,74119,0,3,0,0,26,60226,60,1,5,8420,53,32500,1,0,0,5,6177,17069,44.6,0,0,131,63,12,12,0,12,,13,,1,4,5,6,6,10,9,9,5,12,0,0,0,1,94.7,0,0,0,131930,74119,30800,99430,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,36 months,7.56%,311.34,A,A3,Assistant Manager,10+ years,MORTGAGE,52000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,087xx,NJ,9.58,0,Jul-2003,1,,79,11,1,6387,16.9%,24,w,8997.21,8997.21,1241.16,1241.16,1002.79,238.37,0,0,0,Jul-2019,311.34,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,249206,1,1,0,0,115,5827,36,1,3,48,23,37700,0,0,1,4,22655,12452,0.4,0,0,147,187,1,1,3,36,,1,,0,1,6,2,6,5,9,16,6,11,0,0,0,2,100,0,1,0,294317,12214,12500,16055,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
32000,32000,32000,60 months,13.56%,737.31,C,C1,Associate,1 year,RENT,100000,Not Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,605xx,IL,20.16,1,Dec-1991,2,14,,12,0,29707,59%,19,w,30078.51,30078.51,3662.44,3662.44,1921.49,1740.95,0,0,0,Jul-2019,737.31,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,261444,1,2,0,2,14,29325,79,1,1,16170,59,50580,0,2,2,3,21787,5760,64,0,0,114,326,4,4,1,4,,4,,0,8,9,13,13,3,9,15,6,12,,0,0,1,95,37.5,0,0,301330,59032,46080,37000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
8000,8000,8000,36 months,7.02%,247.09,A,A2,,n/a,MORTGAGE,90000,Not Verified,Mar-2019,Current,n,,,other,Other,070xx,NJ,21.19,0,Jun-1993,0,53,,11,0,8382,20.9%,21,w,7191.78,7191.78,985.24,985.24,808.22,177.02,0,0,0,Jul-2019,247.09,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,194538,1,3,0,0,48,48791,27,2,2,7226,24,40100,0,0,1,2,17685,24018,25.9,0,0,67,309,6,6,2,6,53,5,53,0,2,2,4,6,4,7,15,2,11,0,0,0,2,95.2,0,0,0,280369,57173,32400,83519,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000,60 months,8.19%,305.52,A,A4,Registered Nurse ,5 years,RENT,98000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,088xx,NJ,12.45,1,Dec-2003,0,20,,16,0,13426,76.7%,22,w,14179.06,14179.06,1208.43,1208.43,820.94,387.49,0,0,0,Jul-2019,305.52,Aug-2019,Jul-2019,0,,1,Individual,,,,0,75,54977,0,12,0,0,46,41551,86,1,2,6379,84,17500,0,0,3,2,3436,2284,83.1,0,0,183,148,11,11,0,22,20,2,20,0,3,4,3,5,15,4,7,4,16,0,0,0,1,95.5,66.7,0,0,65597,54977,13500,48097,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000,36 months,11.71%,661.52,B,B3,,n/a,RENT,91000,Not Verified,Mar-2019,Current,n,,,moving,Moving and relocation,347xx,FL,31.21,4,Jan-2006,0,4,,21,0,16382,39.3%,33,w,18107.1,18107.1,2633.07,2633.07,1892.9,740.17,0,0,0,Jul-2019,661.52,Aug-2019,Jul-2019,0,15,1,Individual,,,,0,0,75709,0,2,0,2,17,59327,61,1,2,5602,45,41700,1,1,0,4,3605,8473,59.7,0,0,89,150,11,11,3,29,48,19,4,3,5,12,5,7,4,19,26,12,21,0,0,3,1,81.3,20,0,0,117299,75709,21000,75599,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000,60 months,11.80%,885.75,B,B4,Vice President Technology Division,4 years,RENT,140000,Not Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,782xx,TX,30.93,0,Apr-1999,0,,,38,0,35759,62.1%,50,w,37489.02,37489.02,4402.53,4402.53,2510.98,1891.55,0,0,0,Jul-2019,885.75,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,131971,1,23,2,3,1,96212,73,0,2,7445,70,57600,1,7,4,5,3473,15389,66.6,0,0,238,181,17,1,2,33,,6,,0,9,13,10,11,30,15,18,13,38,0,0,0,2,100,20,0,0,188783,131971,46100,131183,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
11000,11000,11000,36 months,8.81%,348.83,A,A5,Pastor,4 years,OWN,130000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,083xx,NJ,10.99,1,Jan-2001,1,12,,20,0,32635,29%,47,w,9915.85,9915.85,1389.94,1389.94,1084.15,305.79,0,0,0,Jul-2019,348.83,Aug-2019,Jul-2019,0,12,1,Individual,,,,0,0,38436,0,1,0,0,47,5801,27,3,9,11450,29,112700,0,0,1,9,1922,68129,27.9,0,0,172,218,10,10,3,10,,2,,3,6,11,13,21,6,19,38,11,20,0,0,1,3,91.5,15.4,0,0,133882,38436,94500,21182,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000,36 months,11.71%,496.14,B,B3,Manager,6 years,RENT,78000,Source Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,802xx,CO,33.43,0,Aug-2007,0,,,10,0,30982,47.4%,30,w,13580.33,13580.33,1974.8,1974.8,1419.67,555.13,0,0,0,Jul-2019,496.14,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,81726,0,4,1,4,8,50744,65,1,1,11413,57,65300,0,4,0,5,8173,34272,43.2,0,0,139,125,8,8,0,8,,,,0,4,5,5,7,19,6,11,5,10,0,0,0,2,100,40,0,0,143940,81726,60300,78640,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000,36 months,15.57%,524.18,C,C3,Professional Tennis Coach,2 years,OWN,25000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,330xx,FL,24.34,0,Aug-2011,0,,,3,0,9722,69.4%,6,w,13655.9,13655.9,2083.74,2083.74,1344.1,739.64,0,0,0,Jul-2019,524.18,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,14011,0,1,0,0,31,4289,38,1,1,7300,55,14000,0,0,1,1,4670,4278,69.4,0,0,48,91,10,10,0,70,,3,,0,2,2,2,4,2,2,4,2,3,0,0,0,1,100,50,0,0,25320,14011,14000,11320,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
35000,35000,35000,60 months,20.00%,927.29,D,D2,Billing and coding,< 1 year,MORTGAGE,40000,Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,434xx,OH,64.15,0,Aug-2008,0,32,,9,0,7720,50.8%,12,w,33589.39,33589.39,3670.27,3670.27,1410.61,2259.66,0,0,0,Jul-2019,927.29,Aug-2019,Jul-2019,0,,1,Joint App,125000,22.03,Source Verified,0,0,259461,0,3,1,2,7,63901,64,0,1,3746,61,15200,2,0,4,4,28829,3489,68.3,0,0,88,104,23,7,3,23,,7,32,0,4,5,4,4,4,5,5,5,9,0,0,0,1,83.3,75,0,0,290320,71621,11000,81689,20010,Aug-2008,0,3,8,42.6,2,7,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000,36 months,8.19%,377.09,A,A4,Project Manager,7 years,MORTGAGE,145000,Not Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,015xx,MA,15.1,0,Sep-2001,0,,,7,0,38235,92.8%,14,w,10503.77,10503.77,1882.72,1882.72,1496.23,386.49,0,0,0,Jul-2019,377.09,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,391346,0,2,0,1,18,19122,54,0,0,23587,75,41200,1,1,0,2,55907,2965,92.8,0,0,146,209,69,18,4,69,,18,,0,4,4,4,4,6,4,4,4,7,0,0,0,0,100,75,0,0,418695,57357,41200,35495,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
