loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
10575,10575,10575,60 months,20.00%,280.18,D,D2,Director of sales ,2 years,MORTGAGE,127000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,850xx,AZ,31.18,0,Oct-2010,1,,,14,0,27752,62.6%,30,f,10148.77,10148.77,1097.22,1097.22,426.23,670.99,0,0,0,Jul-2019,280.18,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,521655,3,4,1,4,3,139131,100,1,1,5850,78,44300,2,3,4,6,43471,4310,72.2,0,0,97,101,3,3,3,45,,0,,0,3,6,5,8,9,9,18,6,14,0,0,0,3,100,66.7,0,0,573654,166883,15500,173104,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,36 months,6.46%,306.31,A,A1,,< 1 year,RENT,49000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,928xx,CA,16.09,0,Jan-1986,0,48,,3,0,11607,53.2%,5,f,8981.91,8981.91,1218.06,1218.06,1018.09,199.97,0,0,0,Jul-2019,306.31,Aug-2019,Jul-2019,0,,1,Individual,,,,0,3898,18966,0,1,0,1,18,7359,66,0,0,5830,57,21800,0,0,0,1,6322,10193,53.2,0,0,116,398,63,18,0,63,,,,0,2,2,2,2,2,2,3,2,3,0,0,0,0,80,0,0,0,33039,18966,21800,11239,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
8000,8000,8000,36 months,8.19%,251.4,A,A4,General manager,10+ years,MORTGAGE,135000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,461xx,IN,6.97,0,Aug-2006,0,32,,12,0,7094,39.9%,28,f,7204.7,7204.7,998.32,998.32,795.3,203.02,0,0,0,Jul-2019,251.4,Aug-2019,Jul-2019,0,38,1,Individual,,,,0,694,20935,1,3,0,1,15,13622,48,1,3,5023,45,17800,1,0,1,5,1745,9307,41.1,0,0,151,148,10,6,0,10,32,10,32,1,4,5,5,11,7,8,20,5,12,0,0,0,2,89.3,20,0,0,46675,20935,15800,28656,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
6000,6000,5750,36 months,11.71%,198.46,B,B3,Teacher ,10+ years,MORTGAGE,92000,Not Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,840xx,UT,9.03,1,Nov-1998,0,19,,10,0,5431,55.4%,30,f,5432.11,5205.78,786.03,753.28,567.89,218.14,0,0,0,Jul-2019,198.46,Aug-2019,Jul-2019,0,40,1,Individual,,,,0,0,331880,0,1,0,0,45,20674,,2,2,2004,55,9800,0,8,1,2,41485,1361,74.8,0,0,153,244,9,9,7,9,,9,19,2,3,5,4,5,9,8,14,5,10,0,0,0,2,86.7,33.3,0,0,382684,26105,5400,35634,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,60 months,22.50%,279.04,D,D3,Protroluem specialist ,10+ years,RENT,71000,Not Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,997xx,AK,31.39,0,Mar-2009,0,39,,13,0,16312,52.3%,22,f,9815.2,9815.2,814.33,814.33,184.8,629.53,0,0,0,Jul-2019,279.04,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,73730,0,2,1,3,9,57418,88,2,2,2725,61,31200,2,5,1,6,5672,9836,46,0,0,119,120,8,8,0,8,,9,39,0,9,11,9,9,10,11,11,11,13,0,0,0,4,95.5,0,0,0,99601,73730,18200,68401,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
6000,6000,6000,36 months,12.40%,200.44,B,B4,Project Estimator,< 1 year,MORTGAGE,74000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,925xx,CA,25.74,2,Mar-2001,0,12,,13,0,6614,39.6%,30,f,5437.6,5437.6,793.49,793.49,562.4,231.09,0,0,0,Jul-2019,200.44,Aug-2019,Jul-2019,0,42,1,Individual,,,,0,0,263812,0,2,0,1,16,46731,74,0,0,2745,67,16700,0,1,0,1,20293,1800,73.9,0,0,139,216,34,16,4,56,12,,12,2,5,8,5,8,4,10,22,8,13,0,0,0,0,63.3,60,0,0,294416,53345,6900,63216,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
9900,9900,9900,36 months,22.50%,380.66,D,D3,Professional driver,< 1 year,RENT,60000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,986xx,WA,15.4,0,May-2015,1,,,6,0,6691,80.6%,8,w,9097.64,9097.64,1497.89,1497.89,802.36,695.53,0,0,0,Jul-2019,380.66,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,33486,2,2,2,3,4,26795,93,2,2,3683,91,8300,0,5,3,5,5581,1356,74.4,0,0,30,46,3,3,0,3,,3,,0,2,3,3,3,4,4,4,3,6,0,0,0,4,100,66.7,0,0,36994,33486,5300,28694,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
36000,36000,35975,60 months,13.08%,820.59,B,B5,Painter,10+ years,RENT,61350,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,952xx,CA,20.36,0,Dec-1994,0,,,5,0,32596,71%,7,f,34259.03,34235.24,3230.04,3227.8,1740.97,1489.07,0,0,0,Jul-2019,820.59,Aug-2019,Jul-2019,0,,1,Joint App,72882,17.14,Not Verified,0,0,45484,0,1,0,0,78,12888,99,0,0,21598,77,45900,0,0,0,0,9097,13304,71,0,0,140,291,44,44,0,44,,,,0,3,3,4,4,2,4,5,3,5,0,0,0,0,100,50,0,0,58900,45484,45900,13000,32596,Dec-1994,0,0,4,74.3,0,5,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000,60 months,12.40%,897.89,B,B4,Director of Sales & Estimating,4 years,MORTGAGE,150000,Source Verified,Mar-2019,Fully Paid,n,,,debt_consolidation,Debt consolidation,282xx,NC,11.99,0,Jul-1999,0,,,6,0,28928,0.1%,32,f,0,0,40644.0517068152,40644.05,40000,644.05,0,0,0,Apr-2019,40699.16,,Jul-2019,0,,1,Individual,,,,0,0,82837,1,3,2,4,6,53909,33,0,0,28857,11,106000,4,3,7,4,13806,77072,0.1,0,0,172,157,27,6,5,27,,4,,0,2,2,3,10,14,3,12,2,6,0,0,0,2,100,0,0,0,177923,82837,106000,71923,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000,36 months,16.40%,707.1,C,C4,Fleet Specialist,10+ years,RENT,53659,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,207xx,MD,10.56,0,May-2012,0,,,5,0,5497,52.4%,12,w,18229.04,18229.04,2791.96,2791.96,1770.96,1021,0,0,0,Jul-2019,707.1,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,17689,1,1,0,1,17,12192,81,1,1,1399,69,10500,3,5,5,2,3538,1601,46.6,0,0,65,82,3,3,0,82,,1,,0,1,3,1,1,7,4,5,3,5,0,0,0,1,100,0,0,0,25500,17689,3000,15000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000,36 months,20.00%,557.46,D,D2,site manager,10+ years,OWN,54000,Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,587xx,ND,27.87,0,Aug-2006,1,,,12,0,8486,74.4%,17,w,13629.39,13629.39,2196.51,2196.51,1370.61,825.9,0,0,0,Jul-2019,557.46,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,33443,1,3,1,2,2,24957,87,1,3,2841,83,11400,1,0,2,5,2787,1779,78.8,0,0,151,46,12,2,0,12,,1,,0,6,9,6,6,8,9,9,9,12,0,0,0,2,100,50,0,0,40191,33443,8400,28791,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
25000,25000,25000,36 months,16.40%,883.88,C,C4,Regional sales manager ,3 years,RENT,124000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,852xx,AZ,30.08,0,Jul-2002,0,38,,22,0,37206,61%,35,w,22786.28,22786.28,3489.96,3489.96,2213.72,1276.24,0,0,0,Jul-2019,883.88,Aug-2019,Jul-2019,0,45,1,Individual,,,,0,0,93605,0,4,0,3,17,48444,75,0,5,8526,68,60200,2,0,1,9,4255,19523,59,0,0,136,200,16,16,1,18,38,12,38,3,11,15,12,17,7,17,26,15,22,0,0,0,0,82.4,75,0,0,137863,93605,48900,64676,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,36 months,14.74%,345.39,C,C2,Executive Assistant,10+ years,RENT,63295,Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,282xx,NC,39.34,0,Nov-1996,0,65,,27,0,25790,66%,36,w,9038.02,9038.02,1365.18,1365.18,961.98,403.2,0,0,0,Jul-2019,345.39,Aug-2019,Jul-2019,0,65,1,Individual,,,,0,0,102924,2,8,1,2,7,77134,65,2,4,3155,65,39100,0,4,1,6,3812,4382,71.4,0,0,193,268,3,3,0,3,65,3,65,1,7,14,7,8,12,19,24,14,27,0,0,0,3,97.2,71.4,0,0,119822,102924,15300,80722,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
18000,18000,18000,60 months,8.19%,366.62,A,A4,Clinical Specialist/Supervisor,7 years,MORTGAGE,110000,Not Verified,Mar-2019,Current,n,,,other,Other,917xx,CA,24.36,0,Jan-2002,0,,,15,0,992,0.9%,46,f,17014.89,17014.89,1450.1,1450.1,985.11,464.99,0,0,0,Jul-2019,366.62,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,406127,1,10,2,3,2,115873,65,1,1,661,44,78500,1,3,0,4,27075,72008,1,0,0,206,152,12,2,2,12,,13,,0,2,2,3,9,23,4,21,2,15,0,0,0,3,100,0,0,0,572083,116865,73000,159553,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
19000,19000,19000,36 months,15.57%,663.96,C,C3,,n/a,MORTGAGE,55000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,130xx,NY,21.01,0,Mar-2012,0,,116,18,1,21814,62.1%,28,w,17857.86,17857.86,1959.01,1959.01,1142.14,816.87,0,0,0,Jul-2019,663.96,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,114778,2,1,0,1,21,4190,18,4,5,8000,45,35100,2,1,3,7,7174,2798,81.9,0,0,63,84,3,3,2,3,,5,,0,4,8,4,5,3,16,23,8,18,0,0,0,5,100,75,1,0,147369,26004,15500,23187,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,39975,60 months,10.33%,856.4,B,B1,Teacher,10+ years,MORTGAGE,65411,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,775xx,TX,11.01,0,Mar-2003,0,,,7,0,6369,20.3%,19,f,37925.13,37901.43,3379.69,3377.58,2074.87,1304.82,0,0,0,Jul-2019,856.4,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,170756,0,2,1,2,7,18803,79,0,0,6005,46,31400,1,1,1,4,28459,25031,20.3,0,0,130,161,57,7,4,58,,9,,0,2,2,4,10,5,4,10,2,7,0,0,0,1,100,0,0,0,205439,25172,31400,23811,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000,60 months,20.00%,317.93,D,D2,Mechanic,1 year,OWN,39000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,208xx,MD,9.57,0,Apr-2003,0,,,5,0,7880,84.7%,7,f,11516.36,11516.36,1245.05,1245.05,483.64,761.41,0,0,0,Jul-2019,317.93,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,7880,0,0,0,0,,0,,1,2,3884,85,9300,1,0,2,2,1576,412,93,0,0,,191,12,12,0,19,,11,,0,3,5,3,3,0,5,7,5,5,0,0,0,1,100,100,0,0,9300,7880,5900,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,14750,36 months,13.08%,505.99,B,B5,Audit Supervisor,4 years,MORTGAGE,93500,Source Verified,Mar-2019,Current,n,,,small_business,Business,282xx,NC,9.65,0,Aug-2012,3,,,10,0,9009,34.4%,11,f,13607.48,13380.69,2002.16,1968.79,1392.52,609.64,0,0,0,Jul-2019,505.99,Aug-2019,Jul-2019,0,,1,Individual,,,,0,341,232514,0,6,0,1,24,27861,74,0,0,5699,58,26200,2,0,3,2,23251,17191,34.4,0,0,79,67,44,14,1,44,,0,,0,3,3,3,3,6,3,4,3,10,0,0,0,0,100,0,0,0,263991,36870,26200,37791,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000,60 months,22.50%,334.85,D,D3,Secretary,10+ years,RENT,50000,Source Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,211xx,MD,12.17,0,Apr-2007,1,,59,16,1,7314,18.3%,48,w,11548.09,11548.09,1309.4,1309.4,451.91,857.49,0,0,0,Jul-2019,334.85,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,18979,3,1,0,1,14,11665,83,3,9,5001,35,40000,1,2,1,10,1265,6807,51.4,0,0,103,143,0,0,0,19,,0,,0,2,3,5,15,2,15,46,3,15,0,0,0,3,100,40,1,0,54000,18979,14000,14000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,9750,36 months,11.02%,327.49,B,B2,Deli clerk,7 years,MORTGAGE,55000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,083xx,NJ,19.99,0,Jun-1995,1,62,,12,0,12801,56.1%,27,f,9044.31,8818.2,1297.72,1265.28,955.69,342.03,0,0,0,Jul-2019,327.49,Aug-2019,Jul-2019,0,62,1,Individual,,,,0,0,89563,2,0,0,0,105,0,,2,4,5686,54,22800,1,0,3,5,8142,5835,63.5,0,0,105,283,3,3,3,3,62,1,62,5,6,8,7,12,1,10,22,8,12,0,0,0,3,81.5,33.3,0,0,101696,12801,16000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
9600,9600,9600,36 months,14.74%,331.57,C,C2,Senior Marketing Specialist,10+ years,MORTGAGE,185000,Not Verified,Mar-2019,Current,n,,,home_improvement,Home improvement,300xx,GA,24.64,0,Feb-2002,0,,,18,0,48137,55.4%,37,w,8729.52,8729.52,1310.56,1310.56,870.48,440.08,0,0,0,Jul-2019,331.57,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,134074,2,3,2,3,10,81501,75,1,2,6169,62,86900,1,0,1,6,7449,19229,58.6,0,0,151,205,4,4,1,45,,8,,0,7,12,7,13,13,13,21,12,18,0,0,0,4,100,28.6,0,0,188038,134074,46400,96215,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
3600,3600,3600,36 months,8.19%,113.13,A,A4,Courier DOT,< 1 year,RENT,60000,Not Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,800xx,CO,12.44,0,Jan-2012,1,,,10,0,3898,12%,14,f,3242.12,3242.12,449.24,449.24,357.88,91.36,0,0,0,Jul-2019,113.13,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,16114,1,3,1,2,5,12216,70,1,1,2433,32,32600,1,0,2,3,1611,23602,14.2,0,0,73,86,7,5,0,32,,5,,0,3,3,4,5,6,7,8,3,10,0,0,0,2,100,0,0,0,50000,16114,27500,17400,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
23200,23200,23175,60 months,16.40%,569.13,C,C4,Branch Manager,10+ years,RENT,59655.51,Source Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,452xx,OH,24.76,1,Jan-1975,0,18,,6,0,3154,27.4%,20,f,22170.89,22147,2234.24,2231.83,1029.11,1205.13,0,0,0,Jul-2019,569.13,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,86095,0,3,1,3,7,82941,89,1,2,3154,77,11500,2,1,3,5,14349,6346,33.2,0,0,153,530,7,7,0,7,,7,18,0,1,1,2,6,10,3,10,1,6,0,0,0,2,95,50,0,0,97490,86095,9500,85990,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000,36 months,16.40%,424.26,C,C4,,n/a,OWN,175000,Not Verified,Mar-2019,Current,n,,,home_improvement,Home improvement,365xx,AL,21.22,0,Apr-1999,0,54,,11,0,84360,81.3%,19,f,10937.42,10937.42,1675.17,1675.17,1062.58,612.59,0,0,0,Jul-2019,424.26,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,97320,0,1,0,1,15,12960,62,0,2,24458,78,103800,1,0,0,3,8847,3425,95.6,0,0,32,239,17,15,0,17,,15,54,0,5,8,5,5,3,10,15,8,11,0,0,0,0,89.5,100,0,0,124800,97320,77600,21000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000,36 months,8.81%,380.54,A,A5,Speech Language Pathologist ,10+ years,OWN,73000,Source Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,897xx,NV,15.42,1,Sep-1994,1,14,,10,0,2768,24.1%,26,f,10820.62,10820.62,1510.41,1510.41,1179.38,331.03,0,0,0,Jul-2019,380.54,Aug-2019,Jul-2019,0,73,1,Individual,,,,0,1137,288550,2,2,1,3,6,13691,59,0,2,1854,47,11500,3,0,3,7,28855,5628,25.9,0,0,168,294,22,4,5,28,73,5,14,2,3,5,4,11,5,7,16,5,10,0,0,0,2,69.2,0,0,0,307597,16459,7600,23407,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,9975,36 months,6.46%,306.31,A,A1,Electrician,9 years,MORTGAGE,120000,Not Verified,Mar-2019,Current,n,,,medical,Medical expenses,812xx,CO,5.58,0,Jul-1989,0,,,8,0,4094,8.9%,23,f,5196.39,5183.4,4911.75,4899.47,4803.61,108.14,0,0,0,Jul-2019,306.31,Aug-2019,Jul-2019,0,,1,Joint App,160000,5.39,Not Verified,0,0,57331,1,1,1,1,9,11869,79,1,1,3332,26,46000,1,1,1,2,8190,40168,7.7,0,0,124,356,3,3,1,27,,9,,0,1,2,4,9,7,5,14,2,8,0,0,0,2,100,0,0,0,180200,15963,43500,15000,17878,Jul-1989,0,1,9,13.5,2,18,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
9000,9000,9000,36 months,16.40%,318.2,C,C4,Critical Facility Officer,8 years,RENT,35000,Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,280xx,NC,10.7,0,May-2008,0,,91,4,1,1456,15%,9,w,8203.05,8203.05,1256.4,1256.4,796.95,459.45,0,0,0,Jul-2019,318.2,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,8534,1,1,1,2,4,7078,94,0,2,0,50,9700,1,0,0,4,2134,5000,0,0,0,102,130,19,4,0,47,,16,,0,0,1,1,3,3,3,6,1,4,0,0,0,1,100,0,1,0,17200,8534,5000,7500,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10450,10450,10450,36 months,6.46%,320.1,A,A1,,n/a,RENT,40000,Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,953xx,CA,14.79,0,Nov-2010,0,,111,9,1,10229,12.1%,12,w,9373.14,9373.14,1272.9,1272.9,1076.86,196.04,0,0,0,Jul-2019,320.1,Aug-2019,Jul-2019,0,,1,Individual,,,,0,1259,15043,0,1,0,0,36,4814,52,0,0,5881,20,43800,1,2,2,0,1671,29680,11.9,0,0,76,100,28,28,0,28,,6,,0,2,4,6,7,2,8,10,4,9,0,0,0,0,100,0,1,0,53062,15043,39300,9262,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000,36 months,11.71%,496.14,B,B3,Regisered Nurse,3 years,MORTGAGE,75000,Not Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,616xx,IL,19.06,1,Mar-2006,1,9,,12,0,13918,37.1%,27,w,11515.16,11515.16,3965.04,3965.04,3484.84,480.2,0,0,0,Jul-2019,496.14,Aug-2019,Jul-2019,0,9,1,Individual,,,,0,457,218979,2,2,1,1,5,75732,91,1,4,405,53,37500,0,9,1,5,18248,15895,2.5,1,0,110,156,5,5,2,5,,5,9,1,1,4,4,5,5,9,20,4,12,0,0,1,2,96.3,0,0,0,269455,89650,16300,82060,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
8500,8500,8500,36 months,8.19%,267.11,A,A4,Executive Assistant,1 year,RENT,75000,Not Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,100xx,NY,17.31,0,Aug-2012,2,,,8,0,7667,42.6%,12,w,7629.35,7629.35,1060.7,1060.7,870.65,190.05,0,0,0,Jul-2019,267.11,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,57756,1,7,1,1,6,50089,88,0,1,7667,77,18000,2,0,2,2,7220,10333,42.6,0,0,79,74,22,6,0,22,,2,,0,1,1,1,4,7,1,5,1,8,0,0,0,1,100,0,0,0,75000,57756,18000,57000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,36 months,8.81%,317.12,A,A5,Specialist - Accounting,10+ years,RENT,81000,Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,210xx,MD,20.73,0,May-2000,0,,,5,0,50121,95%,8,w,9014.4,9014.4,1258.69,1258.69,985.6,273.09,0,0,0,Jul-2019,317.12,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,52580,0,1,0,0,29,2459,25,0,0,24517,95,52500,0,1,0,0,10516,13125,95,0,0,98,226,30,29,1,30,,,,0,4,4,4,4,2,4,5,4,5,,0,0,0,100,100,0,0,62500,52580,52500,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000,36 months,6.46%,1225.24,A,A1,Sr. Systems Engineer - Team Lead,7 years,MORTGAGE,117000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,027xx,MA,22.3,0,Nov-2000,0,,,17,0,50388,39.3%,40,w,37004.73,37004.73,3647.01,3647.01,2995.27,651.74,0,0,0,Jul-2019,1225.24,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,100051,0,3,1,1,10,49663,53,0,2,15663,43,128200,1,4,3,3,6670,69712,42,0,0,147,220,15,10,2,15,,7,,0,6,6,11,19,10,14,28,6,17,0,0,0,1,100,10,0,0,218036,100051,120100,89836,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
8000,8000,8000,36 months,8.19%,251.4,A,A4,,< 1 year,MORTGAGE,54000,Not Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,760xx,TX,22.18,0,Feb-1991,2,,,10,0,14796,46%,21,w,7204.7,7204.7,998.32,998.32,795.3,203.02,0,0,0,Jul-2019,251.4,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,134238,1,2,1,2,6,31302,106,1,3,5101,47,32200,2,1,2,5,13424,13429,48.4,0,0,135,337,8,6,3,8,,4,,0,5,6,6,8,3,7,15,6,10,0,0,0,2,100,16.7,0,0,175399,46098,26000,38399,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000,36 months,25.00%,477.12,D,D4,Store manager,7 years,RENT,56000,Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,191xx,PA,19.27,0,Jan-2013,1,,,7,0,10198,94.4%,8,w,11062.73,11062.73,1875.15,1875.15,937.27,937.88,0,0,0,Jul-2019,477.12,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,43207,1,3,1,1,8,33009,86,1,2,6005,88,10800,0,3,6,3,6172,453,93.8,0,0,65,74,3,3,0,3,,3,,0,2,4,2,2,4,4,4,4,7,0,0,0,2,100,100,0,0,49389,43207,7300,38589,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12800,12800,12800,60 months,12.40%,287.33,B,B4,Underwritier,3 years,MORTGAGE,78000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,605xx,IL,26.61,0,Jul-1992,0,,104,18,1,19436,67.7%,42,w,12170.07,12170.07,1131.68,1131.68,629.93,501.75,0,0,0,Jul-2019,287.33,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,313716,0,3,0,2,17,27988,62,0,1,3650,65,28700,1,0,0,3,18454,1851,87.2,0,0,47,274,24,17,1,34,,17,,0,7,12,7,15,6,13,34,12,18,0,0,0,0,100,71.4,1,0,362232,47424,14500,44858,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
35200,35200,35200,60 months,13.90%,817.22,C,C1,Account Executive,5 years,MORTGAGE,170000,Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,496xx,MI,23.03,0,Aug-2004,0,32,,10,0,25873,95.8%,24,w,33957.26,33957.26,2397.3,2397.3,1242.74,1154.56,0,0,0,Jul-2019,817.22,Aug-2019,Jul-2019,0,45,1,Individual,,,,0,0,349155,0,4,0,4,13,84715,73,2,3,2787,85,27000,3,3,1,8,34916,455,92.4,0,0,132,175,10,10,2,11,68,11,32,4,2,4,2,6,11,4,10,4,10,0,0,0,2,73.9,100,0,0,427393,116092,6000,146969,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
