Loan_ID,Origination_Channel,Origination_Date,Origination_Country,Asset_Class,Loan_Purpose,Prod_Type,Amort_Type,Org_Mat_Date,Cur_Mat_Date,Currency,Org_Amount,Principal_Bal,Accrued_Interest_Bal,UPB,Original_Interest_Rate,Original_Rate_Type,Rate_Description,Original_Interest_Rate_Reference,Current_Rate,Current_Rate_Type,Current_Rate_Ref,Start_Date_of_Current_Fixed_Interest_Period,End_Date_of_Current_Fixed_Interest_Period,Interest_Cap_Rate,Interest_Floor_Rate,Early_Redemption_Penalty,Past-Due_Penalty_Interest-Margin,Default_Penalty_Interest_Margin,Last_Payment_Date,Last_Payment_Amount,Next_Principal_Scheduled_Repayment_Amount,Next_Interest_Scheduled_Repayment_Amount,Next_Principal_Scheduled_Repayment_Date,Next_Interest_Scheduled_Repayment_Date,Interest_Payment_Frequency,Principal_Payment_Frequency,Past-Due_Principal_Amount,Past-Due_Interest_Amount,Early_Redemption_Penalty,Past-Due_Penalty_Interest_Margin,Default_Penalty_Interest_Margin,Loan_Status,Days_Past-Due,Time_in_Past-Due
100727716,Branch,4/23/2013,UK,Resi,Mortage,Loan,Linear,3/1/2045,4/20/2045,GBP,116285.7143,142500,750,143250,0.04,fixed,,,,fixed,,4/24/2015,4/20/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3
100727715,Branch,4/24/2013,UK,Resi,Mortage,Loan,Linear,3/1/2045,4/21/2045,GBP,116285.7143,90000,17,90017,0.04,fixed,,,,fixed,,4/25/2015,4/21/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,22.50425,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,97,6
100727714,Branch,4/25/2013,UK,Resi,Mortage,Loan,Linear,3/1/2045,4/22/2045,GBP,119571.4286,83300,425,83725,0.04,fixed,,,,fixed,,4/26/2015,4/22/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.93125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,90,3
100727713,Branch,4/26/2013,UK,Resi,Mortage,Loan,Linear,3/2/2045,4/23/2045,GBP,119571.4286,190000,1000,191000,0.0375,fixed,,,,fixed,,4/27/2015,4/23/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3
100727712,Branch,4/27/2013,UK,Resi,Mortage,Loan,Linear,3/2/2045,4/24/2045,GBP,119571.4286,142500,375,142875,0.04,mixed,5 years fixed then variable,,,fixed,,4/28/2015,4/24/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3
100727711,Branch,4/28/2013,UK,Resi,Mortage,Loan,Linear,3/2/2045,4/19/2051,GBP,119571.4286,129200,367.2,129567.2,0.04,fixed,,,,fixed,,4/29/2015,4/19/2051,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,97,3
100727710,Branch,4/29/2013,UK,Resi,Mortage,Loan,Linear,3/3/2045,4/20/2050,GBP,119571.4286,148516.6667,903.6066667,149420.2733,0.04,fixed,,,,fixed,,4/30/2015,4/20/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,434.2592593,37.35506833,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4455.5,0.04,0.005,0.01,non-performing,93,3
100727709,Branch,4/30/2013,UK,Resi,Mortage,Loan,Linear,3/3/2045,4/21/2050,GBP,119571.4286,145714.2857,809.5238095,146523.8095,0.04,fixed,,,,fixed,,5/1/2015,4/21/2050,,,0.03,0.005,0.0075,7/26/2019,0,449.7354497,36.63095238,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4371.428571,0.04,0.005,0.01,non-performing,360,9
100727708,Branch,5/1/2013,UK,Resi,Mortage,Loan,Linear,3/3/2045,4/22/2050,GBP,119571.4286,164126.6667,28.47095238,164155.1376,0.04,mixed,5 years fixed then variable,,,fixed,,5/2/2015,4/22/2050,,,0.03,0.005,0.0075,7/26/2019,465.2116402,465.2116402,41.0387844,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4923.8,0.04,0.005,0.01,non-performing,90,3
100727707,Branch,5/2/2013,UK,Resi,Mortage,Loan,Linear,3/4/2045,4/23/2050,GBP,119571.4286,164395.2381,29.41809524,164424.6562,0.04,fixed,,,,fixed,,5/3/2015,4/23/2050,,,0.03,0.005,0.0075,7/26/2019,480.6878307,480.6878307,41.10616405,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,92,3
100727706,Branch,5/3/2013,UK,Resi,Mortage,Loan,Linear,3/4/2045,4/24/2050,GBP,119571.4286,160757.1429,30.3652381,160787.5081,0.0375,fixed,,,,fixed,,5/4/2015,4/24/2050,,,0.03,0.005,0.0075,7/22/2019,496.1640212,496.1640212,40.19687702,8/30/2019,8/30/2019,monthly,monthly,1488.492063,4822.714286,0.04,0.005,0.01,non-performing,180,6
100727705,Branch,5/4/2013,UK,Resi,Mortage,Loan,Linear,3/4/2045,4/24/2053,GBP,119571.4286,180506.6667,460.4761905,180967.1429,0.04,fixed,,,,fixed,,5/5/2015,4/24/2053,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,45.24178571,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5415.2,0.04,0.005,0.01,non-performing,170,6
100727704,Branch,5/5/2013,UK,Resi,Mortage,Loan,Linear,3/5/2045,5/2/2045,GBP,119571.4286,180273.8095,512.3571429,180786.1667,0.04,fixed,,,,fixed,,5/6/2015,5/2/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,527.1164021,45.19654167,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5408.214286,0.04,0.005,0.01,non-performing,213,6
100727703,Branch,5/6/2013,UK,Resi,Mortage,Loan,Linear,3/5/2045,5/3/2045,GBP,119571.4286,185566.6667,1129.026667,186695.6933,0.04,fixed,,,,fixed,,5/7/2015,5/3/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,542.5925926,46.67392333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,180,6
100727702,Branch,5/7/2013,UK,Resi,Mortage,Loan,Linear,3/5/2045,5/4/2045,GBP,119571.4286,200040,1000,201040,0.035,fixed,,,,fixed,,5/8/2015,5/4/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,50.26,8/30/2019,8/30/2019,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,90,3
100727701,Branch,5/8/2013,UK,CRE,Mortage,Loan,Linear,3/6/2045,5/5/2045,GBP,119571.4286,142500,25.5,142525.5,0.04,fixed,,,,fixed,,5/9/2015,5/5/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.631375,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
100727700,Branch,5/9/2013,UK,Resi,Mortage,Loan,Linear,3/6/2045,5/6/2045,GBP,119571.4286,90000,500,90500,0.04,fixed,,,,fixed,,5/10/2015,5/6/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,22.625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,95,3
100727699,Branch,5/10/2013,UK,Resi,Mortage,Loan,Linear,3/6/2045,5/7/2045,GBP,119571.4286,83300,425,83725,0.04,fixed,,,,fixed,,5/11/2015,5/7/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.93125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,97,3
100727698,Branch,5/11/2013,UK,Resi,Mortage,Loan,Linear,3/7/2045,5/2/2051,GBP,119571.4286,190000,500,190500,0.04,fixed,,,,fixed,,5/12/2015,5/2/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.625,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3
100727697,Branch,5/12/2013,UK,Resi,Mortage,Loan,Linear,3/7/2045,5/3/2050,GBP,119571.4286,142500,405,142905,0.04,fixed,,,,fixed,,5/13/2015,5/3/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,213,6
100727696,Branch,5/13/2013,UK,Resi,Mortage,Loan,Linear,3/7/2045,5/4/2050,GBP,119571.4286,129200,786.08,129986.08,0.04,fixed,,,,fixed,,5/14/2015,5/4/2050,,,0.03,0.005,0.0075,7/26/2019,0,377.7777778,32.49652,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,290,6
100727695,Branch,5/14/2013,UK,Resi,Mortage,Loan,Linear,3/8/2045,5/5/2050,GBP,119571.4286,126078.5714,663.5714286,126742.1429,0.04,fixed,,,,fixed,,5/15/2015,5/5/2050,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,31.68553571,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,90,3
100727694,Branch,5/15/2013,UK,Resi,Mortage,Loan,Linear,3/8/2045,5/6/2050,GBP,119571.4286,116485.7143,349.4571429,116835.1714,0.04,mixed,5 years fixed then variable,,,fixed,,5/16/2015,5/6/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,29.20879286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,91,3
100727693,Branch,5/16/2013,UK,Resi,Mortage,Loan,Linear,3/8/2045,5/7/2050,GBP,119571.4286,123620,729.1057143,124349.1057,0.04,variable,,LIBOR,3,fixed,LIBOR,5/17/2015,5/7/2050,,,0.03,0.005,0.0075,7/23/2019,350.3968254,350.3968254,31.08727643,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,95,3
100727692,Branch,5/17/2013,UK,Resi,Mortage,Loan,Linear,3/9/2045,5/7/2053,GBP,119571.4286,116714.2857,614.2857143,117328.5714,0.04,fixed,,,,fixed,,5/18/2015,5/7/2053,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,29.33214286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,97,3
100727691,Branch,5/18/2013,UK,Resi,Mortage,Loan,Linear,3/9/2045,5/15/2045,GBP,119571.4286,107614.2857,20.32714286,107634.6129,0.04,fixed,,,,fixed,,5/19/2015,5/15/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,26.90865321,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3228.428571,0.04,0.005,0.01,non-performing,93,3
100727690,Branch,5/19/2013,UK,Resi,Mortage,Loan,Linear,3/9/2045,5/16/2045,GBP,119571.4286,113960,19.76857143,113979.7686,0.04,mixed,5 years fixed then variable,,,fixed,,5/20/2015,5/16/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,28.49494214,8/30/2019,8/30/2019,monthly,monthly,969.047619,3418.8,0.04,0.005,0.01,non-performing,185,5
100727689,Branch,5/20/2013,UK,Resi,Mortage,Loan,Linear,3/10/2045,5/17/2045,GBP,119571.4286,190000,34,190034,0.05,fixed,,,,fixed,,5/21/2015,5/17/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,90,3
100727688,Branch,5/21/2013,UK,Resi,Mortage,Loan,Linear,3/10/2045,5/18/2045,GBP,119571.4286,142500,375,142875,0.04145402299,fixed,,,,fixed,,5/22/2015,5/18/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,2500,8550,0.04,0.005,0.01,non-performing,91,3
100727687,Branch,5/22/2013,UK,Resi,Mortage,Loan,Linear,3/11/2045,5/19/2045,GBP,119571.4286,100020,270,100290,0.04155858361,fixed,,,,fixed,,5/23/2015,5/19/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,25.0725,8/30/2019,8/30/2019,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,95,3
100727686,Branch,5/23/2013,UK,Resi,Mortage,Loan,Linear,3/11/2045,5/20/2045,GBP,119571.4286,80750,491.3,81241.3,0.04166314423,fixed,,,,fixed,,5/24/2015,5/20/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.310325,8/30/2019,8/30/2019,monthly,monthly,1416.666667,4845,0.04,0.005,0.01,non-performing,97,3
100727685,Branch,5/24/2013,UK,CRE,Mortage,Loan,Linear,3/12/2045,5/15/2051,GBP,119571.4286,180000,1000,181000,0.04176770486,fixed,,,,fixed,,5/25/2015,5/15/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,45.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,93,3
100727684,Branch,5/25/2013,UK,Resi,Mortage,Loan,Linear,3/12/2045,5/16/2050,GBP,119571.4286,147000,25.5,147025.5,0.04187226548,fixed,,,,fixed,,5/26/2015,5/16/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,36.756375,8/30/2019,8/30/2019,monthly,monthly,1250,4410,0.04,0.005,0.01,non-performing,90,3
100727683,Branch,5/26/2013,UK,Resi,Mortage,Loan,Linear,3/13/2045,5/17/2050,GBP,119571.4286,129200,680,129880,0.0419768261,mixed,5 years fixed then variable,,,fixed,,5/27/2015,5/17/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,92,3
100727682,Branch,5/27/2013,UK,Resi,Mortage,Loan,Linear,3/13/2045,5/18/2050,GBP,122857.1429,126078.5714,663.5714286,126742.1429,0.04208138673,fixed,,,,fixed,,5/28/2015,5/18/2050,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,31.68553571,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,180,6
100727681,Branch,5/28/2013,UK,Resi,Mortage,Loan,Linear,3/14/2045,5/19/2050,GBP,122857.1429,122957.1429,323.5714286,123280.7143,0.04218594735,fixed,,,,fixed,,5/29/2015,5/19/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.82017857,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,170,6
100727680,Branch,5/29/2013,UK,Resi,Mortage,Loan,Linear,3/14/2045,5/20/2050,GBP,122857.1429,119835.7143,340.5857143,120176.3,0.04229050797,fixed,,,,fixed,,5/30/2015,5/20/2050,,,0.03,0.005,0.0075,7/29/2019,350.3968254,350.3968254,30.044075,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,213,6
100727679,Branch,5/30/2013,UK,Resi,Mortage,Loan,Linear,3/15/2045,5/20/2053,GBP,122857.1429,110571.4286,710.1142857,111281.5429,0.04239506859,mixed,5 years fixed then variable,,,fixed,,5/31/2015,5/20/2053,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,27.82038571,8/30/2019,8/30/2019,monthly,monthly,2047.619048,6634.285714,0.04,0.005,0.01,non-performing,200,6
100727678,Branch,5/31/2013,UK,Resi,Mortage,Loan,Linear,3/15/2045,5/28/2045,GBP,122857.1429,117180,597.8571429,117777.8571,0.04249962922,fixed,,,,fixed,,6/1/2015,5/28/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,29.44446429,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3515.4,0.04,0.005,0.01,non-performing,90,3
100727677,Branch,6/1/2013,UK,Resi,Mortage,Loan,Linear,3/16/2045,5/29/2045,GBP,122857.1429,110471.4286,313.9714286,110785.4,0.04260418984,fixed,,,,fixed,,6/2/2015,5/29/2045,,,0.03,0.005,0.0075,7/26/2019,258.4126984,323.015873,27.69635,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,91,3
100727676,Branch,6/2/2013,UK,Resi,Mortage,Loan,Linear,3/16/2045,5/30/2045,GBP,122857.1429,135000,867,135867,0.04270875046,fixed,,,,fixed,,6/3/2015,5/30/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,33.96675,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,95,3
100727675,Branch,6/3/2013,UK,Resi,Mortage,Loan,Linear,3/17/2045,5/31/2045,GBP,122857.1429,98000,500,98500,0.04281331109,fixed,,,,fixed,,6/4/2015,5/31/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,24.625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,97,3
100727674,Branch,6/4/2013,UK,Resi,Mortage,Loan,Linear,3/17/2045,6/1/2045,GBP,122857.1429,80750,14.45,80764.45,0.04291787171,fixed,,,,fixed,,6/5/2015,6/1/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,93,3
100727673,Branch,6/5/2013,UK,Resi,Mortage,Loan,Linear,3/18/2045,6/2/2045,GBP,122857.1429,190000,34,190034,0.04302243233,fixed,,,,fixed,,6/6/2015,6/2/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,213,6
100727672,Branch,6/6/2013,UK,Resi,Mortage,Loan,Linear,3/18/2045,5/28/2051,GBP,122857.1429,150030,25.5,150055.5,0.04312699296,fixed,,,,fixed,,6/7/2015,5/28/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,37.513875,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,187,6
100727671,Branch,6/7/2013,UK,Resi,Mortage,Loan,Linear,3/19/2045,5/29/2050,GBP,122857.1429,129200,340,129540,0.04323155358,fixed,,,,fixed,,6/8/2015,5/29/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.385,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3
100727670,Branch,6/8/2013,UK,Resi,Mortage,Loan,Linear,3/19/2045,5/30/2050,GBP,122857.1429,140700,422.1,141122.1,0.0433361142,fixed,,,,fixed,,6/9/2015,5/30/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,434.2592593,35.280525,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4221,0.04,0.005,0.01,non-performing,91,3
100727669,Branch,6/9/2013,UK,CRE,Mortage,Loan,Linear,3/20/2045,5/31/2050,GBP,122857.1429,158666.6667,935.8095238,159602.4762,0.04344067482,fixed,,,,fixed,,6/10/2015,5/31/2050,,,0.03,0.005,0.0075,7/26/2019,449.7354497,449.7354497,39.90061905,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4760,0.04,0.005,0.01,non-performing,95,3
100727668,Branch,6/10/2013,UK,Resi,Mortage,Loan,Linear,3/20/2045,6/1/2050,GBP,122857.1429,159102.381,837.3809524,159939.7619,0.04354523545,fixed,,,,fixed,,6/11/2015,6/1/2050,,,0.03,0.005,0.0075,7/26/2019,465.2116402,465.2116402,39.98494048,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,97,3
100727667,Branch,6/11/2013,UK,Resi,Mortage,Loan,Linear,3/21/2045,6/2/2050,GBP,122857.1429,164395.2381,29.41809524,164424.6562,0.04364979607,fixed,,,,fixed,,6/12/2015,6/2/2050,,,0.03,0.005,0.0075,7/23/2019,480.6878307,480.6878307,41.10616405,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3
100727666,Branch,6/12/2013,UK,Resi,Mortage,Loan,Linear,3/21/2045,6/2/2053,GBP,122857.1429,169688.0952,893.0952381,170581.1905,0.04375435669,fixed,,,,fixed,,6/13/2015,6/2/2053,,,0.03,0.005,0.0075,7/26/2019,496.1640212,496.1640212,42.64529762,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,200,6
100727665,Branch,6/13/2013,UK,Resi,Mortage,Loan,Linear,3/22/2045,6/10/2045,GBP,122857.1429,174980.9524,920.952381,175901.9048,0.04385891732,mixed,5 years fixed then variable,,,fixed,,6/14/2015,6/10/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,43.97547619,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5249.428571,0.04,0.005,0.01,non-performing,90,3
100727664,Branch,6/14/2013,UK,Resi,Mortage,Loan,Linear,3/22/2045,6/11/2045,GBP,122857.1429,170785.7143,474.4047619,171260.119,0.04396347794,variable,,LIBOR,3,fixed,LIBOR,6/15/2015,6/11/2045,,,0.03,0.005,0.0075,7/26/2019,0,527.1164021,42.81502976,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5123.571429,0.04,0.005,0.01,non-performing,91,3
100727663,Branch,6/15/2013,UK,Resi,Mortage,Loan,Linear,3/23/2045,6/12/2045,GBP,122857.1429,191426.6667,527.4,191954.0667,0.04406803856,fixed,,,,fixed,,6/16/2015,6/12/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,542.5925926,47.98851667,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5742.8,0.04,0.005,0.01,non-performing,95,3
100727662,Branch,6/16/2013,UK,Resi,Mortage,Loan,Linear,3/23/2045,6/13/2045,GBP,122857.1429,190000,1156,191156,0.04417259918,fixed,,,,fixed,,6/17/2015,6/13/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.789,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,97,3
100727661,Branch,6/17/2013,UK,Resi,Mortage,Loan,Linear,3/24/2045,6/14/2045,GBP,122857.1429,135000,750,135750,0.04427715981,mixed,5 years fixed then variable,,,fixed,,6/18/2015,6/14/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,33.9375,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,93,3
100727660,Branch,6/18/2013,UK,Resi,Mortage,Loan,Linear,3/24/2045,6/15/2045,GBP,122857.1429,98000,270,98270,0.04438172043,fixed,,,,fixed,,6/19/2015,6/15/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,24.5675,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,190,6
100727659,Branch,6/19/2013,UK,Resi,Mortage,Loan,Linear,3/25/2045,6/10/2051,GBP,122857.1429,80750,491.3,81241.3,0.04448628105,fixed,,,,fixed,,6/20/2015,6/10/2051,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.310325,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,90,3
100727658,Branch,6/20/2013,UK,Resi,Mortage,Loan,Linear,3/25/2045,6/11/2050,GBP,122857.1429,190000,1000,191000,0.04459084168,fixed,,,,fixed,,6/21/2015,6/11/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3
100727657,Branch,6/21/2013,UK,Resi,Mortage,Loan,Linear,3/26/2045,6/12/2050,GBP,122857.1429,150030,25.5,150055.5,0.0446954023,fixed,,,,fixed,,6/22/2015,6/12/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,37.513875,8/30/2019,8/30/2019,monthly,monthly,2500,9001.8,0.04,0.005,0.01,non-performing,95,3
100727656,Branch,6/22/2013,UK,Resi,Mortage,Loan,Linear,3/26/2045,6/13/2050,GBP,122857.1429,129200,23.12,129223.12,0.04479996292,fixed,,,,fixed,,6/23/2015,6/13/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.30578,8/30/2019,8/30/2019,monthly,monthly,2266.666667,7752,0.04,0.005,0.01,non-performing,97,3
100727655,Branch,6/23/2013,UK,Resi,Mortage,Loan,Linear,3/27/2045,6/14/2050,GBP,122857.1429,119442.8571,22.56142857,119465.4186,0.04490452354,fixed,,,,fixed,,6/24/2015,6/14/2050,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,29.86635464,8/30/2019,8/30/2019,monthly,monthly,2211.904762,7166.571429,0.04,0.005,0.01,non-performing,93,3
100727654,Branch,6/24/2013,UK,Resi,Mortage,Loan,Linear,3/27/2045,6/15/2050,GBP,125000,126840,323.5714286,127163.5714,0.04,mixed,5 years fixed then variable,,,fixed,,6/25/2015,6/15/2050,,,0.03,0.005,0.0075,7/26/2019,0,359.5238095,31.79089286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3805.2,0.04,0.005,0.01,non-performing,320,9
100727653,Branch,6/25/2013,UK,CRE,Mortage,Loan,Linear,3/28/2045,6/15/2053,GBP,125000,119835.7143,340.5857143,120176.3,0.035,fixed,,,,fixed,,6/26/2015,6/15/2053,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.044075,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,90,3
100727652,Branch,6/26/2013,UK,Resi,Mortage,Loan,Linear,3/28/2045,6/23/2045,GBP,125000,116714.2857,710.1142857,117424.4,0.04,fixed,,,,fixed,,6/27/2015,6/23/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,29.3561,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,91,3
100727651,Branch,6/27/2013,UK,Resi,Mortage,Loan,Linear,3/29/2045,6/24/2045,GBP,125000,113592.8571,597.8571429,114190.7143,0.04,fixed,,,,fixed,,6/28/2015,6/24/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.54767857,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,95,3
100727650,Branch,6/28/2013,UK,Resi,Mortage,Loan,Linear,3/29/2045,6/25/2045,GBP,125000,110471.4286,19.76857143,110491.1971,0.04,mixed,5 years fixed then variable,,,fixed,,6/29/2015,6/25/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,27.62279929,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,97,3
100727649,Branch,6/29/2013,UK,Resi,Mortage,Loan,Linear,3/30/2045,6/26/2045,GBP,125000,180000,1000,181000,0.0375,fixed,,,,fixed,,6/30/2015,6/26/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,45.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,93,3
