,rating_agency_name,file_creating_date,sec_category,issuer_name,legal_entity_identifier,object_type_rated,instrument_name,CUSIP_number,coupon_date,maturity_date,par_value,issued_paid,rating,rating_action_date,rating_action_class,rating_type,rating_sub_type,rating_type_term,other_announcement_type,watch_status,rating_outlook,issuer_identifier,issuer_identifier_schema,instrument_identifier,instrument_identifier_schema,central_index_key,obligor_identifier,obligor_identifier_schema,obligor_identifier_other,obligor_sec_category,obligor_industry_group,obligor_name
862,Standard & Poor's Ratings Services,2017-11-01,,,549300LDPUXMYY867B73,,,,,,,True,B,2015-03-17,UP,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,Rice Energy Inc.
863,Standard & Poor's Ratings Services,2017-11-01,,,549300LDPUXMYY867B73,,,,,,,True,B,2015-04-17,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Rice Energy Inc.
864,Standard & Poor's Ratings Services,2017-11-01,,,549300LDPUXMYY867B73,,,,,,,True,B,2016-02-09,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Rice Energy Inc.
865,Standard & Poor's Ratings Services,2017-11-01,,,549300LDPUXMYY867B73,,,,,,,True,B,2016-04-15,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Rice Energy Inc.
866,Standard & Poor's Ratings Services,2017-11-01,,,549300LDPUXMYY867B73,,,,,,,True,B,2016-09-27,,Local Currency LT,Issuer Credit Rating,,Affirmation,WatchPos,,,,,,,,,,Corporate,,Rice Energy Inc.
867,Standard & Poor's Ratings Services,2017-11-01,,,549300LDPUXMYY867B73,,,,,,,True,B+,2016-10-26,UP,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,Rice Energy Inc.
868,Standard & Poor's Ratings Services,2017-11-01,,,5299005KY91C4C6U9H17,,,,,,,True,BB,2014-04-15,NW,Foreign Currency LT,Issuer Credit Rating,,,,Positive,,,,,,,,,Corporate,,KION GROUP AG
869,Standard & Poor's Ratings Services,2017-11-01,,,5299005KY91C4C6U9H17,,,,,,,True,BB+,2015-04-29,UP,Foreign Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,KION GROUP AG
870,Standard & Poor's Ratings Services,2017-11-01,,,5299005KY91C4C6U9H17,,,,,,,True,BB+,2016-04-27,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Positive,,,,,,,,,Corporate,,KION GROUP AG
871,Standard & Poor's Ratings Services,2017-11-01,,,5299005KY91C4C6U9H17,,,,,,,True,BB+,2016-06-30,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Negative,,,,,,,,,Corporate,,KION GROUP AG
872,Standard & Poor's Ratings Services,2017-11-01,,,5299005KY91C4C6U9H17,,,,,,,True,BB,2014-04-15,NW,Local Currency LT,Issuer Credit Rating,,,,Positive,,,,,,,,,Corporate,,KION GROUP AG
873,Standard & Poor's Ratings Services,2017-11-01,,,5299005KY91C4C6U9H17,,,,,,,True,BB+,2015-04-29,UP,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,KION GROUP AG
874,Standard & Poor's Ratings Services,2017-11-01,,,5299005KY91C4C6U9H17,,,,,,,True,BB+,2016-04-27,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Positive,,,,,,,,,Corporate,,KION GROUP AG
875,Standard & Poor's Ratings Services,2017-11-01,,,5299005KY91C4C6U9H17,,,,,,,True,BB+,2016-06-30,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Negative,,,,,,,,,Corporate,,KION GROUP AG
876,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.25 bil  2.75% nts due 05/07/2019,,,,,True,AA-,2014-04-16,NW,Foreign Currency LT,Senior Unsecured,,,,,YY286595631,NRSRO,YYY280403207,NRSRO,,,,,,,
877,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.25 bil  2.75% nts due 05/07/2019,,,,,True,AA-,2015-02-16,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403207,NRSRO,,,,,,,
878,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.25 bil  2.75% nts due 05/07/2019,,,,,True,AA-,2015-04-30,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403207,NRSRO,,,,,,,
879,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.25 bil  2.75% nts due 05/07/2019,,,,,True,AA-,2016-04-21,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403207,NRSRO,,,,,,,
880,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.25 bil  2.75% nts due 05/07/2019,,,,,True,cnAAA,2014-04-16,NW,Greater China Regional Scale LT,Senior Unsecured,,,,,YY286595631,NRSRO,YYY280403207,NRSRO,,,,,,,
881,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.25 bil  2.75% nts due 05/07/2019,,,,,True,cnAAA,2015-02-16,,Greater China Regional Scale LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403207,NRSRO,,,,,,,
882,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.25 bil  2.75% nts due 05/07/2019,,,,,True,cnAAA,2015-04-30,,Greater China Regional Scale LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403207,NRSRO,,,,,,,
883,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.25 bil  2.75% nts due 05/07/2019,,,,,True,cnAAA,2016-04-21,,Greater China Regional Scale LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403207,NRSRO,,,,,,,
884,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.6 bil  4.125% nts due 05/07/2024,,,,,True,AA-,2014-04-16,NW,Foreign Currency LT,Senior Unsecured,,,,,YY286595631,NRSRO,YYY280403208,NRSRO,,,,,,,
885,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.6 bil  4.125% nts due 05/07/2024,,,,,True,AA-,2015-02-16,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403208,NRSRO,,,,,,,
886,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.6 bil  4.125% nts due 05/07/2024,,,,,True,AA-,2015-04-30,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403208,NRSRO,,,,,,,
887,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.6 bil  4.125% nts due 05/07/2024,,,,,True,AA-,2016-04-21,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403208,NRSRO,,,,,,,
888,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.6 bil  4.125% nts due 05/07/2024,,,,,True,cnAAA,2014-04-16,NW,Greater China Regional Scale LT,Senior Unsecured,,,,,YY286595631,NRSRO,YYY280403208,NRSRO,,,,,,,
889,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.6 bil  4.125% nts due 05/07/2024,,,,,True,cnAAA,2015-02-16,,Greater China Regional Scale LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403208,NRSRO,,,,,,,
890,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.6 bil  4.125% nts due 05/07/2024,,,,,True,cnAAA,2015-04-30,,Greater China Regional Scale LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403208,NRSRO,,,,,,,
891,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$1.6 bil  4.125% nts due 05/07/2024,,,,,True,cnAAA,2016-04-21,,Greater China Regional Scale LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403208,NRSRO,,,,,,,
892,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$650 mil  4.85% nts due 05/07/2044,,,,,True,AA-,2014-04-16,NW,Foreign Currency LT,Senior Unsecured,,,,,YY286595631,NRSRO,YYY280403209,NRSRO,,,,,,,
893,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$650 mil  4.85% nts due 05/07/2044,,,,,True,AA-,2015-02-16,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403209,NRSRO,,,,,,,
894,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$650 mil  4.85% nts due 05/07/2044,,,,,True,AA-,2015-04-30,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403209,NRSRO,,,,,,,
895,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$650 mil  4.85% nts due 05/07/2044,,,,,True,AA-,2016-04-21,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403209,NRSRO,,,,,,,
896,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$650 mil  4.85% nts due 05/07/2044,,,,,True,cnAAA,2014-04-16,NW,Greater China Regional Scale LT,Senior Unsecured,,,,,YY286595631,NRSRO,YYY280403209,NRSRO,,,,,,,
897,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$650 mil  4.85% nts due 05/07/2044,,,,,True,cnAAA,2015-02-16,,Greater China Regional Scale LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403209,NRSRO,,,,,,,
898,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$650 mil  4.85% nts due 05/07/2044,,,,,True,cnAAA,2015-04-30,,Greater China Regional Scale LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403209,NRSRO,,,,,,,
899,Standard & Poor's Ratings Services,2017-11-01,Corporate,State Grid Overseas Investment (2014) Limited,,Instrument,US$650 mil  4.85% nts due 05/07/2044,,,,,True,cnAAA,2016-04-21,,Greater China Regional Scale LT,Senior Unsecured,,Affirmation,,,YY286595631,NRSRO,YYY280403209,NRSRO,,,,,,,
900,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$13.542 mil 3.375% sr nts due 2023,,,,,True,BBB,2014-04-15,NW,Local Currency LT,Senior Unsecured,,,,,YY286596156,NRSRO,YYY274872988,NRSRO,,,,,,,
901,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$13.542 mil 3.375% sr nts due 2023,,,,,True,BBB,2014-10-30,,Local Currency LT,Senior Unsecured,,Affirmation,,,YY286596156,NRSRO,YYY274872988,NRSRO,,,,,,,
902,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$13.542 mil 3.375% sr nts due 2023,,,,,True,BBB,2015-06-25,,Local Currency LT,Senior Unsecured,,Affirmation,,,YY286596156,NRSRO,YYY274872988,NRSRO,,,,,,,
903,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$13.542 mil 3.375% sr nts due 2023,,,,,True,BBB,2015-10-08,,Local Currency LT,Senior Unsecured,,Affirmation,,,YY286596156,NRSRO,YYY274872988,NRSRO,,,,,,,
904,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$13.542 mil 3.375% sr nts due 2023,,,,,True,BBB+,2016-10-19,UP,Local Currency LT,Senior Unsecured,,,,,YY286596156,NRSRO,YYY274872988,NRSRO,,,,,,,
905,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$25.812 mil 5.50% sr nts due 2017,,,,,True,BBB,2014-04-15,NW,Local Currency LT,Senior Unsecured,,,,,YY286596156,NRSRO,YYY274872989,NRSRO,,,,,,,
906,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$25.812 mil 5.50% sr nts due 2017,,,,,True,BBB,2014-10-30,,Local Currency LT,Senior Unsecured,,Affirmation,,,YY286596156,NRSRO,YYY274872989,NRSRO,,,,,,,
907,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$25.812 mil 5.50% sr nts due 2017,,,,,True,BBB,2015-06-25,,Local Currency LT,Senior Unsecured,,Affirmation,,,YY286596156,NRSRO,YYY274872989,NRSRO,,,,,,,
908,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$25.812 mil 5.50% sr nts due 2017,,,,,True,BBB,2015-10-08,,Local Currency LT,Senior Unsecured,,Affirmation,,,YY286596156,NRSRO,YYY274872989,NRSRO,,,,,,,
909,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$25.812 mil 5.50% sr nts due 2017,,,,,True,BBB+,2016-10-19,UP,Local Currency LT,Senior Unsecured,,,,,YY286596156,NRSRO,YYY274872989,NRSRO,,,,,,,
910,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$17.423 mil 5.20% sr nts due 2021,,,,,True,BBB,2014-04-15,NW,Local Currency LT,Senior Unsecured,,,,,YY286596156,NRSRO,YYY274872990,NRSRO,,,,,,,
911,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$17.423 mil 5.20% sr nts due 2021,,,,,True,BBB,2014-10-30,,Local Currency LT,Senior Unsecured,,Affirmation,,,YY286596156,NRSRO,YYY274872990,NRSRO,,,,,,,
912,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$17.423 mil 5.20% sr nts due 2021,,,,,True,BBB,2015-06-25,,Local Currency LT,Senior Unsecured,,Affirmation,,,YY286596156,NRSRO,YYY274872990,NRSRO,,,,,,,
913,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$17.423 mil 5.20% sr nts due 2021,,,,,True,BBB,2015-10-08,,Local Currency LT,Senior Unsecured,,Affirmation,,,YY286596156,NRSRO,YYY274872990,NRSRO,,,,,,,
914,Standard & Poor's Ratings Services,2017-11-01,Corporate,"BEX Portfolio, LLC",,Instrument,US$17.423 mil 5.20% sr nts due 2021,,,,,True,BBB+,2016-10-19,UP,Local Currency LT,Senior Unsecured,,,,,YY286596156,NRSRO,YYY274872990,NRSRO,,,,,,,
915,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,B-,2014-06-11,NW,Foreign Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
916,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,B-,2015-06-25,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
917,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,B-,2016-02-19,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,WatchDev,,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
918,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,B-,2016-06-03,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,WatchDev,,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
919,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,B-prelim,2014-05-07,NW,Foreign Currency Preliminary LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
920,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,NRprelim,2014-06-11,WO,Foreign Currency Preliminary LT,Issuer Credit Rating,,,,NR,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
921,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,B-,2014-06-11,NW,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
922,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,B-,2015-06-25,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
923,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,B-,2016-02-19,,Local Currency LT,Issuer Credit Rating,,Affirmation,WatchDev,,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
924,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,B-,2016-06-03,,Local Currency LT,Issuer Credit Rating,,Affirmation,WatchDev,,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
925,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,B-prelim,2014-05-07,NW,Local Currency Preliminary LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
926,Standard & Poor's Ratings Services,2017-11-01,,,549300Z4BF55H8HACD60,,,,,,,True,NRprelim,2014-06-11,WO,Local Currency Preliminary LT,Issuer Credit Rating,,,,NR,,,,,,,,,Corporate,,SunEdison Semiconductor Ltd.
927,Standard & Poor's Ratings Services,2017-11-01,Corporate,Indra Holdings Corp.,,Instrument,US$245 mil 1st lien bank ln due 2021,45579DAB3,,,,True,B,2014-04-15,NW,Local Currency LT,Senior Secured,,,,,YY286596239,NRSRO,,,,,,,,,
928,Standard & Poor's Ratings Services,2017-11-01,Corporate,Indra Holdings Corp.,,Instrument,US$245 mil 1st lien bank ln due 2021,45579DAB3,,,,True,B-,2015-05-29,DG,Local Currency LT,Senior Secured,,,,,YY286596239,NRSRO,,,,,,,,,
929,Standard & Poor's Ratings Services,2017-11-01,Corporate,Indra Holdings Corp.,,Instrument,US$245 mil 1st lien bank ln due 2021,45579DAB3,,,,True,B-,2016-05-24,,Local Currency LT,Senior Secured,,Affirmation,,,YY286596239,NRSRO,,,,,,,,,
930,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,B,2014-04-15,NW,Foreign Currency LT,Issuer Credit Rating,,,,Stable,,,,,,YY286596239,NRSRO,,Corporate,,Indra Holdings Corp.
931,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,B-,2015-05-29,DG,Foreign Currency LT,Issuer Credit Rating,,,,Stable,,,,,,YY286596239,NRSRO,,Corporate,,Indra Holdings Corp.
932,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,B-,2016-05-24,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,YY286596239,NRSRO,,Corporate,,Indra Holdings Corp.
933,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,B,2014-04-15,NW,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,YY286596239,NRSRO,,Corporate,,Indra Holdings Corp.
934,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,B-,2015-05-29,DG,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,YY286596239,NRSRO,,Corporate,,Indra Holdings Corp.
935,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,B-,2016-05-24,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,YY286596239,NRSRO,,Corporate,,Indra Holdings Corp.
936,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,B,2014-04-15,NW,Foreign Currency LT,Issuer Credit Rating,,,,Stable,,,,,,YY286596524,NRSRO,,Corporate,,H-Food Holdings LLC
937,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,NR,2014-09-26,WO,Foreign Currency LT,Issuer Credit Rating,,,,NR,,,,,,YY286596524,NRSRO,,Corporate,,H-Food Holdings LLC
938,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,B,2014-04-15,NW,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,YY286596524,NRSRO,,Corporate,,H-Food Holdings LLC
939,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,NR,2014-09-26,WO,Local Currency LT,Issuer Credit Rating,,,,NR,,,,,,YY286596524,NRSRO,,Corporate,,H-Food Holdings LLC
940,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,A+,2010-09-01,HS,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,YYY28344059,NRSRO,,Corporate,,Synergy
941,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,A+,2011-11-08,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,YYY28344059,NRSRO,,Corporate,,Synergy
942,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,A+,2012-05-20,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,YYY28344059,NRSRO,,Corporate,,Synergy
943,Standard & Poor's Ratings Services,2017-11-01,,,,,,,,,,True,NR,2012-05-20,WO,Local Currency LT,Issuer Credit Rating,,,,NR,,,,,,YYY28344059,NRSRO,,Corporate,,Synergy
944,Standard & Poor's Ratings Services,2017-11-01,,,549300D5LUPGZUDZXC96,,,,,,,True,B,2014-02-05,NW,Foreign Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,"Aptean, Inc."
945,Standard & Poor's Ratings Services,2017-11-01,,,549300D5LUPGZUDZXC96,,,,,,,True,B,2015-02-13,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,"Aptean, Inc."
946,Standard & Poor's Ratings Services,2017-11-01,,,549300D5LUPGZUDZXC96,,,,,,,True,B,2016-02-19,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,"Aptean, Inc."
947,Standard & Poor's Ratings Services,2017-11-01,,,549300D5LUPGZUDZXC96,,,,,,,True,B,2016-11-30,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,"Aptean, Inc."
948,Standard & Poor's Ratings Services,2017-11-01,,,549300D5LUPGZUDZXC96,,,,,,,True,B,2014-02-05,NW,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,"Aptean, Inc."
949,Standard & Poor's Ratings Services,2017-11-01,,,549300D5LUPGZUDZXC96,,,,,,,True,B,2015-02-13,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,"Aptean, Inc."
950,Standard & Poor's Ratings Services,2017-11-01,,,549300D5LUPGZUDZXC96,,,,,,,True,B,2016-02-19,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,"Aptean, Inc."
951,Standard & Poor's Ratings Services,2017-11-01,,,549300D5LUPGZUDZXC96,,,,,,,True,B,2016-11-30,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,"Aptean, Inc."
952,Standard & Poor's Ratings Services,2017-11-01,Corporate,Chalieco Hong Kong Corporation Limited,,Instrument,US$350 mil 5.70% Perpetual Capital Securities hybrid,,,,,True,BB,2016-11-16,NW,Foreign Currency LT,Senior Unsecured,,,,,YY278828906,NRSRO,YYY783466375,NRSRO,,,,,,,
953,Standard & Poor's Ratings Services,2017-11-01,Corporate,Chalieco Hong Kong Corporation Limited,,Instrument,US$350 mil 5.70% Perpetual Capital Securities hybrid,,,,,True,cnBBB-,2016-11-16,NW,Greater China Regional Scale LT,Senior Unsecured,,,,,YY278828906,NRSRO,YYY783466375,NRSRO,,,,,,,
954,Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Generation LLC,5493004YFYRRBS3TQN58,Instrument,US$675 mil term B bank ln due 02/20/2021,92850QAB6,,,,True,BB-,2014-08-15,NW,Local Currency LT,Senior Secured,,,,Stable,,,,,,,,,,,
955,Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Generation LLC,5493004YFYRRBS3TQN58,Instrument,US$675 mil term B bank ln due 02/20/2021,92850QAB6,,,,True,BB-,2014-11-05,,Local Currency LT,Senior Secured,,Affirmation,,Stable,,,,,,,,,,,
956,Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Generation LLC,5493004YFYRRBS3TQN58,Instrument,US$675 mil term B bank ln due 02/20/2021,92850QAB6,,,,True,B+,2015-12-22,DG,Local Currency LT,Senior Secured,,,,Stable,,,,,,,,,,,
957,Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Generation LLC,5493004YFYRRBS3TQN58,Instrument,US$675 mil term B bank ln due 02/20/2021,92850QAB6,,,,True,B,2016-11-07,DG,Local Currency LT,Senior Secured,,,,Stable,,,,,,,,,,,
958,Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Generation LLC,5493004YFYRRBS3TQN58,Instrument,US$675 mil term B bank ln due 02/20/2021,92850QAB6,,,,True,BB-prelim,2014-02-07,NW,Local Currency Preliminary LT,Senior Secured,,,,Stable,,,,,,,,,,,
959,Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Generation LLC,5493004YFYRRBS3TQN58,Instrument,US$675 mil term B bank ln due 02/20/2021,92850QAB6,,,,True,NRprelim,2014-08-15,WO,Local Currency Preliminary LT,Senior Secured,,,,NR,,,,,,,,,,,
960,Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Generation LLC,5493004YFYRRBS3TQN58,Instrument,US$50 mil revolving bank ln due 02/20/2019,92850QAC4,,,,True,BB-,2014-08-15,NW,Local Currency LT,Senior Secured,,,,Stable,,,,,,,,,,,
961,Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Generation LLC,5493004YFYRRBS3TQN58,Instrument,US$50 mil revolving bank ln due 02/20/2019,92850QAC4,,,,True,BB-,2014-11-05,,Local Currency LT,Senior Secured,,Affirmation,,Stable,,,,,,,,,,,
962,Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Generation LLC,5493004YFYRRBS3TQN58,Instrument,US$50 mil revolving bank ln due 02/20/2019,92850QAC4,,,,True,B+,2015-12-22,DG,Local Currency LT,Senior Secured,,,,Stable,,,,,,,,,,,
963,Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Generation LLC,5493004YFYRRBS3TQN58,Instrument,US$50 mil revolving bank ln due 02/20/2019,92850QAC4,,,,True,B,2016-11-07,DG,Local Currency LT,Senior Secured,,,,Stable,,,,,,,,,,,
