Loan ID,Origination Channel,Origination Date,Origination Country,Asset Class,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Principal Balance,Accrued Interest Balance (On book),UPB,Original Interest Rate,Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate,Current Rate Type,Current Rate Ref,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Last Payment Amount,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due
100727350,Branch,4/24/2013,USA,Resi,Mortage,Loan,Linear,4/16/2045,4/21/2045,USD,116285.7143,110471.4286,17,98270,0.04,fixed,,,,fixed,,4/25/2015,4/21/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,22.50425,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,97,6
100727351,Branch,4/25/2013,USA,Resi,Mortage,Loan,Linear,4/17/2045,4/22/2045,USD,119571.4286,190000,425,98270,0.04,fixed,,,,fixed,,4/26/2015,4/22/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.93125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,90,3
100727352,Branch,4/26/2013,USA,Resi,Mortage,Loan,Linear,4/18/2045,4/23/2045,USD,119571.4286,116714.2857,1000,98500,0.0375,fixed,,,,fixed,,4/27/2015,4/23/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3
100727353,Branch,4/27/2013,USA,Resi,Mortage,Loan,Linear,4/19/2045,4/24/2045,USD,119571.4286,76500,375,98500,0.04,mixed,5 years fixed then variable,,,fixed,,4/28/2015,4/24/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3
100727354,Branch,4/28/2013,USA,Resi,Mortage,Loan,Linear,4/20/2045,4/19/2051,USD,119571.4286,113528.5714,367.2,98578,0.04,fixed,,,,fixed,,4/29/2015,4/19/2051,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,97,3
100727355,Branch,4/29/2013,USA,Resi,Mortage,Loan,Linear,4/21/2045,4/20/2050,USD,119571.4286,113592.8571,903.6066667,100037,0.04,fixed,,,,fixed,,4/30/2015,4/20/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,434.2592593,37.35506833,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4455.5,0.04,0.005,0.01,non-performing,93,3
100727356,Branch,4/30/2013,USA,Resi,Mortage,Loan,Linear,4/22/2045,4/21/2050,USD,119571.4286,83300,809.5238095,100290,0.04,fixed,,,,fixed,,5/1/2015,4/21/2050,,,0.03,0.005,0.0075,7/26/2019,0,449.7354497,36.63095238,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4371.428571,0.04,0.005,0.01,non-performing,360,9
100727357,Branch,5/1/2013,USA,Resi,Mortage,Loan,Linear,4/23/2045,4/22/2050,USD,119571.4286,164126.6667,28.47095238,100520,0.04,mixed,5 years fixed then variable,,,fixed,,5/2/2015,4/22/2050,,,0.03,0.005,0.0075,7/26/2019,465.2116402,465.2116402,41.0387844,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4923.8,0.04,0.005,0.01,non-performing,90,3
100727358,Branch,5/2/2013,USA,Resi,Mortage,Loan,Linear,4/24/2045,4/23/2050,USD,119571.4286,200040,29.41809524,100598,0.04,fixed,,,,fixed,,5/3/2015,4/23/2050,,,0.03,0.005,0.0075,7/26/2019,480.6878307,480.6878307,41.10616405,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,92,3
100727359,Branch,5/3/2013,USA,Resi,Mortage,Loan,Linear,4/25/2045,4/24/2050,USD,119571.4286,129200,30.3652381,104971.1143,0.0375,fixed,,,,fixed,,5/4/2015,4/24/2050,,,0.03,0.005,0.0075,7/22/2019,496.1640212,496.1640212,40.19687702,8/30/2019,8/30/2019,monthly,monthly,1488.492063,4822.714286,0.04,0.005,0.01,non-performing,180,6
100727360,Branch,5/4/2013,USA,Resi,Mortage,Loan,Linear,4/26/2045,4/24/2053,USD,119571.4286,116485.7143,460.4761905,105238.5714,0.04,fixed,,,,fixed,,5/5/2015,4/24/2053,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,45.24178571,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5415.2,0.04,0.005,0.01,non-performing,170,6
100727361,Branch,5/5/2013,USA,Resi,Mortage,Loan,Linear,4/27/2045,5/2/2045,USD,119571.4286,180000,512.3571429,105238.5714,0.04,fixed,,,,fixed,,5/6/2015,5/2/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,527.1164021,45.19654167,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5408.214286,0.04,0.005,0.01,non-performing,213,6
100727362,Branch,5/6/2013,USA,Resi,Mortage,Loan,Linear,4/28/2045,5/3/2045,USD,119571.4286,129200,1129.026667,105329.2743,0.04,fixed,,,,fixed,,5/7/2015,5/3/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,542.5925926,46.67392333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,180,6
100727363,Branch,5/7/2013,USA,Resi,Mortage,Loan,Linear,4/29/2045,5/4/2045,USD,119571.4286,110471.4286,1000,107634.6129,0.035,fixed,,,,fixed,,5/8/2015,5/4/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,50.26,8/30/2019,8/30/2019,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,90,3
100727364,Branch,5/8/2013,USA,CRE,Mortage,Loan,Linear,4/30/2045,5/5/2045,USD,119571.4286,122400,25.5,107634.6129,0.04,fixed,,,,fixed,,5/9/2015,5/5/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.631375,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
100727365,Branch,5/9/2013,USA,Resi,Mortage,Loan,Linear,5/1/2045,5/6/2045,USD,119571.4286,153809.5238,500,107634.6129,0.04,fixed,,,,fixed,,5/10/2015,5/6/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,22.625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,95,3
100727366,Branch,5/10/2013,USA,Resi,Mortage,Loan,Linear,5/2/2045,5/7/2045,USD,119571.4286,180506.6667,425,107913.2143,0.04,fixed,,,,fixed,,5/11/2015,5/7/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.93125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,97,3
100727367,Branch,5/11/2013,USA,Resi,Mortage,Loan,Linear,5/3/2045,5/2/2051,USD,119571.4286,83300,500,110491.1971,0.04,fixed,,,,fixed,,5/12/2015,5/2/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.625,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3
100727368,Branch,5/12/2013,USA,Resi,Mortage,Loan,Linear,5/4/2045,5/3/2050,USD,119571.4286,123620,405,110491.1971,0.04,fixed,,,,fixed,,5/13/2015,5/3/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,213,6
100727369,Branch,5/13/2013,USA,Resi,Mortage,Loan,Linear,5/5/2045,5/4/2050,USD,119571.4286,100020,786.08,110491.1971,0.04,fixed,,,,fixed,,5/14/2015,5/4/2050,,,0.03,0.005,0.0075,7/26/2019,0,377.7777778,32.49652,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,290,6
100727370,Branch,5/14/2013,USA,Resi,Mortage,Loan,Linear,5/6/2045,5/5/2050,USD,119571.4286,180000,663.5714286,110491.1971,0.04,fixed,,,,fixed,,5/15/2015,5/5/2050,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,31.68553571,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,90,3
100727371,Branch,5/15/2013,USA,Resi,Mortage,Loan,Linear,5/7/2045,5/6/2050,USD,119571.4286,113592.8571,349.4571429,110762.1429,0.04,mixed,5 years fixed then variable,,,fixed,,5/16/2015,5/6/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,29.20879286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,91,3
100727372,Branch,5/16/2013,USA,Resi,Mortage,Loan,Linear,5/8/2045,5/7/2050,USD,119571.4286,113592.8571,729.1057143,110762.1429,0.04,variable,,LIBOR,3,fixed,LIBOR,5/17/2015,5/7/2050,,,0.03,0.005,0.0075,7/23/2019,350.3968254,350.3968254,31.08727643,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,95,3
100727373,Branch,5/17/2013,USA,Resi,Mortage,Loan,Linear,5/9/2045,5/7/2053,USD,119571.4286,113592.8571,614.2857143,110785.4,0.04,fixed,,,,fixed,,5/18/2015,5/7/2053,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,29.33214286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,97,3
100727374,Branch,5/18/2013,USA,Resi,Mortage,Loan,Linear,5/10/2045,5/15/2045,USD,119571.4286,107614.2857,20.32714286,110785.4,0.04,fixed,,,,fixed,,5/19/2015,5/15/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,26.90865321,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3228.428571,0.04,0.005,0.01,non-performing,93,3
100727375,Branch,5/19/2013,USA,Resi,Mortage,Loan,Linear,5/11/2045,5/16/2045,USD,119571.4286,117180,19.76857143,110903.1429,0.04,mixed,5 years fixed then variable,,,fixed,,5/20/2015,5/16/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,28.49494214,8/30/2019,8/30/2019,monthly,monthly,969.047619,3418.8,0.04,0.005,0.01,non-performing,185,5
100727376,Branch,5/20/2013,USA,Resi,Mortage,Loan,Linear,5/12/2045,5/17/2045,USD,119571.4286,113592.8571,34,111052.8571,0.05,fixed,,,,fixed,,5/21/2015,5/17/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,90,3
100727377,Branch,5/21/2013,USA,Resi,Mortage,Loan,Linear,5/13/2045,5/18/2045,USD,119571.4286,113592.8571,375,111052.8571,0.04145402299,fixed,,,,fixed,,5/22/2015,5/18/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,2500,8550,0.04,0.005,0.01,non-performing,91,3
100727378,Branch,5/22/2013,USA,Resi,Mortage,Loan,Linear,5/14/2045,5/19/2045,USD,119571.4286,113592.8571,270,111052.8571,0.04155858361,fixed,,,,fixed,,5/23/2015,5/19/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,25.0725,8/30/2019,8/30/2019,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,95,3
100727379,Branch,5/23/2013,USA,Resi,Mortage,Loan,Linear,5/15/2045,5/20/2045,USD,119571.4286,113592.8571,491.3,111143.56,0.04166314423,fixed,,,,fixed,,5/24/2015,5/20/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.310325,8/30/2019,8/30/2019,monthly,monthly,1416.666667,4845,0.04,0.005,0.01,non-performing,97,3
100727380,Branch,5/24/2013,USA,CRE,Mortage,Loan,Linear,5/16/2045,5/15/2051,USD,119571.4286,107614.2857,1000,111143.56,0.04176770486,fixed,,,,fixed,,5/25/2015,5/15/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,45.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,93,3
100727381,Branch,5/25/2013,USA,Resi,Mortage,Loan,Linear,5/17/2045,5/16/2050,USD,119571.4286,117180,25.5,111185.7143,0.04187226548,fixed,,,,fixed,,5/26/2015,5/16/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,36.756375,8/30/2019,8/30/2019,monthly,monthly,1250,4410,0.04,0.005,0.01,non-performing,90,3
100727382,Branch,5/26/2013,USA,Resi,Mortage,Loan,Linear,5/18/2045,5/17/2050,USD,119571.4286,113592.8571,680,111281.5429,0.0419768261,mixed,5 years fixed then variable,,,fixed,,5/27/2015,5/17/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,92,3
100727383,Branch,5/27/2013,USA,Resi,Mortage,Loan,Linear,5/19/2045,5/18/2050,USD,122857.1429,80750,663.5714286,111281.5429,0.04208138673,fixed,,,,fixed,,5/28/2015,5/18/2050,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,31.68553571,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,180,6
100727384,Branch,5/28/2013,USA,Resi,Mortage,Loan,Linear,5/20/2045,5/19/2050,USD,122857.1429,119835.7143,323.5714286,113550.0157,0.04218594735,fixed,,,,fixed,,5/29/2015,5/19/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.82017857,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,170,6
100727385,Branch,5/29/2013,USA,Resi,Mortage,Loan,Linear,5/21/2045,5/20/2050,USD,122857.1429,95000,340.5857143,113550.0157,0.04229050797,fixed,,,,fixed,,5/30/2015,5/20/2050,,,0.03,0.005,0.0075,7/29/2019,350.3968254,350.3968254,30.044075,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,213,6
100727386,Branch,5/30/2013,USA,Resi,Mortage,Loan,Linear,5/22/2045,5/20/2053,USD,122857.1429,122957.1429,710.1142857,113550.0157,0.04239506859,mixed,5 years fixed then variable,,,fixed,,5/31/2015,5/20/2053,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,27.82038571,8/30/2019,8/30/2019,monthly,monthly,2047.619048,6634.285714,0.04,0.005,0.01,non-performing,200,6
100727387,Branch,5/31/2013,USA,Resi,Mortage,Loan,Linear,5/23/2045,5/28/2045,USD,122857.1429,90000,597.8571429,113550.0157,0.04249962922,fixed,,,,fixed,,6/1/2015,5/28/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,29.44446429,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3515.4,0.04,0.005,0.01,non-performing,90,3
100727388,Branch,6/1/2013,USA,Resi,Mortage,Loan,Linear,5/24/2045,5/29/2045,USD,122857.1429,145714.2857,313.9714286,113613.1843,0.04260418984,fixed,,,,fixed,,6/2/2015,5/29/2045,,,0.03,0.005,0.0075,7/26/2019,258.4126984,323.015873,27.69635,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,91,3
100727389,Branch,6/2/2013,USA,Resi,Mortage,Loan,Linear,5/25/2045,5/30/2045,USD,122857.1429,185566.6667,867,113613.1843,0.04270875046,fixed,,,,fixed,,6/3/2015,5/30/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,33.96675,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,95,3
100727390,Branch,6/3/2013,USA,Resi,Mortage,Loan,Linear,5/26/2045,5/31/2045,USD,122857.1429,142500,500,113613.1843,0.04281331109,fixed,,,,fixed,,6/4/2015,5/31/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,24.625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,97,3
100727391,Branch,6/4/2013,USA,Resi,Mortage,Loan,Linear,5/27/2045,6/1/2045,USD,122857.1429,110471.4286,14.45,113891.7857,0.04291787171,fixed,,,,fixed,,6/5/2015,6/1/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,93,3
100727392,Branch,6/5/2013,USA,Resi,Mortage,Loan,Linear,5/28/2045,6/2/2045,USD,122857.1429,142500,34,113891.7857,0.04302243233,fixed,,,,fixed,,6/6/2015,6/2/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,213,6
100727393,Branch,6/6/2013,USA,Resi,Mortage,Loan,Linear,5/29/2045,5/28/2051,USD,122857.1429,113592.8571,25.5,113915.7,0.04312699296,fixed,,,,fixed,,6/7/2015,5/28/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,37.513875,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,187,6
100727394,Branch,6/7/2013,USA,Resi,Mortage,Loan,Linear,5/30/2045,5/29/2050,USD,122857.1429,142500,340,113915.7,0.04323155358,fixed,,,,fixed,,6/8/2015,5/29/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.385,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3
100727395,Branch,6/8/2013,USA,Resi,Mortage,Loan,Linear,5/31/2045,5/30/2050,USD,122857.1429,160757.1429,422.1,113915.7,0.0433361142,fixed,,,,fixed,,6/9/2015,5/30/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,434.2592593,35.280525,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4221,0.04,0.005,0.01,non-performing,91,3
100727396,Branch,6/9/2013,USA,CRE,Mortage,Loan,Linear,6/1/2045,5/31/2050,USD,122857.1429,90000,935.8095238,113979.7686,0.04344067482,fixed,,,,fixed,,6/10/2015,5/31/2050,,,0.03,0.005,0.0075,7/26/2019,449.7354497,449.7354497,39.90061905,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4760,0.04,0.005,0.01,non-performing,95,3
100727397,Branch,6/10/2013,USA,Resi,Mortage,Loan,Linear,6/2/2045,6/1/2050,USD,122857.1429,116485.7143,837.3809524,113979.7686,0.04354523545,fixed,,,,fixed,,6/11/2015,6/1/2050,,,0.03,0.005,0.0075,7/26/2019,465.2116402,465.2116402,39.98494048,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,97,3
100727398,Branch,6/11/2013,USA,Resi,Mortage,Loan,Linear,6/3/2045,6/2/2050,USD,122857.1429,142500,29.41809524,114190.7143,0.04364979607,fixed,,,,fixed,,6/12/2015,6/2/2050,,,0.03,0.005,0.0075,7/23/2019,480.6878307,480.6878307,41.10616405,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3
100727399,Branch,6/12/2013,USA,Resi,Mortage,Loan,Linear,6/4/2045,6/2/2053,USD,122857.1429,120400,893.0952381,114190.7143,0.04375435669,fixed,,,,fixed,,6/13/2015,6/2/2053,,,0.03,0.005,0.0075,7/26/2019,496.1640212,496.1640212,42.64529762,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,200,6
100727400,Branch,6/13/2013,USA,Resi,Mortage,Loan,Linear,6/5/2045,6/10/2045,USD,122857.1429,122881.7143,920.952381,114190.7143,0.04385891732,mixed,5 years fixed then variable,,,fixed,,6/14/2015,6/10/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,43.97547619,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5249.428571,0.04,0.005,0.01,non-performing,90,3
100727401,Branch,6/14/2013,USA,Resi,Mortage,Loan,Linear,6/6/2045,6/11/2045,USD,122857.1429,116714.2857,474.4047619,114190.7143,0.04396347794,variable,,LIBOR,3,fixed,LIBOR,6/15/2015,6/11/2045,,,0.03,0.005,0.0075,7/26/2019,0,527.1164021,42.81502976,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5123.571429,0.04,0.005,0.01,non-performing,91,3
100727402,Branch,6/15/2013,USA,Resi,Mortage,Loan,Linear,6/7/2045,6/12/2045,USD,122857.1429,116714.2857,527.4,114190.7143,0.04406803856,fixed,,,,fixed,,6/16/2015,6/12/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,542.5925926,47.98851667,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5742.8,0.04,0.005,0.01,non-performing,95,3
100727403,Branch,6/16/2013,USA,Resi,Mortage,Loan,Linear,6/8/2045,6/13/2045,USD,122857.1429,110571.4286,1156,114190.7143,0.04417259918,fixed,,,,fixed,,6/17/2015,6/13/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.789,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,97,3
100727404,Branch,6/17/2013,USA,Resi,Mortage,Loan,Linear,6/9/2045,6/14/2045,USD,122857.1429,116714.2857,750,114190.7143,0.04427715981,mixed,5 years fixed then variable,,,fixed,,6/18/2015,6/14/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,33.9375,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,93,3
100727405,Branch,6/18/2013,USA,Resi,Mortage,Loan,Linear,6/10/2045,6/15/2045,USD,122857.1429,120400,270,114250.7143,0.04438172043,fixed,,,,fixed,,6/19/2015,6/15/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,24.5675,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,190,6
100727406,Branch,6/19/2013,USA,Resi,Mortage,Loan,Linear,6/11/2045,6/10/2051,USD,122857.1429,122881.7143,491.3,114273.9714,0.04448628105,fixed,,,,fixed,,6/20/2015,6/10/2051,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.310325,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,90,3
100727407,Branch,6/20/2013,USA,Resi,Mortage,Loan,Linear,6/12/2045,6/11/2050,USD,122857.1429,116714.2857,1000,114283.98,0.04459084168,fixed,,,,fixed,,6/21/2015,6/11/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3
100727408,Branch,6/21/2013,USA,Resi,Mortage,Loan,Linear,6/13/2045,6/12/2050,USD,122857.1429,116714.2857,25.5,114283.98,0.0446954023,fixed,,,,fixed,,6/22/2015,6/12/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,37.513875,8/30/2019,8/30/2019,monthly,monthly,2500,9001.8,0.04,0.005,0.01,non-performing,95,3
100727409,Branch,6/22/2013,USA,Resi,Mortage,Loan,Linear,6/14/2045,6/13/2050,USD,122857.1429,110571.4286,23.12,116507.7171,0.04479996292,fixed,,,,fixed,,6/23/2015,6/13/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.30578,8/30/2019,8/30/2019,monthly,monthly,2266.666667,7752,0.04,0.005,0.01,non-performing,97,3
100727410,Branch,6/23/2013,USA,Resi,Mortage,Loan,Linear,6/15/2045,6/14/2050,USD,122857.1429,116714.2857,22.56142857,116507.7171,0.04490452354,fixed,,,,fixed,,6/24/2015,6/14/2050,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,29.86635464,8/30/2019,8/30/2019,monthly,monthly,2211.904762,7166.571429,0.04,0.005,0.01,non-performing,93,3
100727411,Branch,6/24/2013,USA,Resi,Mortage,Loan,Linear,6/16/2045,6/15/2050,USD,125000,190000,323.5714286,116507.7171,0.04,mixed,5 years fixed then variable,,,fixed,,6/25/2015,6/15/2050,,,0.03,0.005,0.0075,7/26/2019,0,359.5238095,31.79089286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3805.2,0.04,0.005,0.01,non-performing,320,9
100727412,Branch,6/25/2013,USA,CRE,Mortage,Loan,Linear,6/17/2045,6/15/2053,USD,125000,95000,340.5857143,116599.6857,0.035,fixed,,,,fixed,,6/26/2015,6/15/2053,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.044075,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,90,3
100727413,Branch,6/26/2013,USA,Resi,Mortage,Loan,Linear,6/18/2045,6/23/2045,USD,125000,117180,710.1142857,116622.9429,0.04,fixed,,,,fixed,,6/27/2015,6/23/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,29.3561,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,91,3
100727414,Branch,6/27/2013,USA,Resi,Mortage,Loan,Linear,6/19/2045,6/24/2045,USD,125000,191426.6667,597.8571429,116735.1714,0.04,fixed,,,,fixed,,6/28/2015,6/24/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.54767857,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,95,3
100727415,Branch,6/28/2013,USA,Resi,Mortage,Loan,Linear,6/20/2045,6/25/2045,USD,125000,126840,19.76857143,116735.1714,0.04,mixed,5 years fixed then variable,,,fixed,,6/29/2015,6/25/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,27.62279929,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,97,3
100727416,Branch,6/29/2013,USA,Resi,Mortage,Loan,Linear,6/21/2045,6/26/2045,USD,125000,119835.7143,1000,116735.1714,0.0375,fixed,,,,fixed,,6/30/2015,6/26/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,45.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,93,3
100727417,Branch,6/30/2013,USA,Resi,Mortage,Loan,Linear,2/8/2045,2/13/2045,USD,125000,113592.8571,750,116735.1714,0.04,fixed,,,,fixed,,2/17/2015,2/13/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,36.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8820,0.04,0.005,0.01,non-performing,90,3
